Description,Category
"BigBrotherBot (B3) is a cross-platform, cross-game game administration bot. Features in-game administration of game servers, multiple user access levels, and database storage. Currently include parsers for: Call of Duty, Urban Terror and more!BigBrotherBot (B3) is a cross-platform, cross-game game administration bot. Features in-game administration of game servers, multiple user access levels, and database storage. Currently include parsers for: Call of Duty, Urban Terror and more!","Categories
First Person Shooters, Log Analysis"
"SiteBar is the web's leading bookmark server, featuring muti-user/group access, a simple mode for the single end user, full import/export features, skinnable interface, internationalization. It integrates to sidebars of all major browsers.SiteBar is the web's leading bookmark server, featuring muti-user/group access, a simple mode for the single end user, full import/export features, skinnable interface, internationalization. It integrates to sidebars of all major browsers.","Categories
Dynamic Content"
"EventList for Joomla is an easy way to manage and present your Events. It offers a lot possibilities which makes your work easier, like the Venue database, Picture resizing, registration system, map service, or the submission of new events and venues.EventList for Joomla is an easy way to manage and present your Events. It offers a lot possibilities which makes your work easier, like the Venue database, Picture resizing, registration system, map service, or the submission of new events and venues.","Categories
Dynamic Content"
"An easy but fast search engine based on JavaScript.
Ideal for offline documents (e.g. on CDROM or for offline-readable documentations).An easy but fast search engine based on JavaScript.
Ideal for offline documents (e.g. on CDROM or for offline-readable documentations).","Categories
Search Engines"
Sahana is a web based disaster / crisis / emergency management Please note that Sahana is no longer actively maintained on Sourceforge - please visit the main website to get the latest developments.Sahana is a web based disaster / crisis / emergency management Please note that Sahana is no longer actively maintained on Sourceforge - please visit the main website to get the latest developments.,"Categories
Project Management, Dynamic Content, Human Resources"
Sendmail log Analyzer is a tool to monitor sendmail usage and generate HTML and graph reports. It reports all you ever wanted to know about email trafic on your network. You can also use it in ISP environment with per domain and per mailbox report.Sendmail log Analyzer is a tool to monitor sendmail usage and generate HTML and graph reports. It reports all you ever wanted to know about email trafic on your network. You can also use it in ISP environment with per domain and per mailbox report.,"Categories
Log Analysis"
"Blosxom is a lightweight yet feature-packed weblog application designed from the ground up with simplicity, usability, and interoperability in mind.Blosxom is a lightweight yet feature-packed weblog application designed from the ground up with simplicity, usability, and interoperability in mind.","Categories
Blogging"
"dotproject mods is a repository for user community modules, addons, and enhancements for dotproject core project. The mods are supported by the author (not the dotproject team) but, if good, may be included in the dotproject core in future releases.dotproject mods is a repository for user community modules, addons, and enhancements for dotproject core project. The mods are supported by the author (not the dotproject team) but, if good, may be included in the dotproject core in future releases.","Categories
Dynamic Content, Site Management, HTTP Servers"
"FUDforum is a super fast and scalable discussion forum. It is highly customizable and supports unlimited members, forums, posts, topics, polls & attachments. It can import XML Feeds and sync with USENET groups and Mailing Lists (bi-directional).FUDforum is a super fast and scalable discussion forum. It is highly customizable and supports unlimited members, forums, posts, topics, polls & attachments. It can import XML Feeds and sync with USENET groups and Mailing Lists (bi-directional).","Categories
Usenet News, Email, Message Board"
"DownloadDaemon is a comfortable download-manager with many features like one-click-hoster support, etc.
It can be remote-controled in several ways (web/gui/console clients), which makes it perfect for file- and root-servers, as well as for local use.DownloadDaemon is a comfortable download-manager with many features like one-click-hoster support, etc.
It can be remote-controled in several ways (web/gui/console clients), which makes it perfect for file- and root-servers, as well as for local use.","Categories
File Sharing, Internet, Download Managers"
"Simple Groupware is a complete open source enterprise application offering email, calendaring, contacts, tasks, document management with WebDAV, synchronization with cell phones and Outlook over SyncML, full-text search and many more.Simple Groupware is a complete open source enterprise application offering email, calendaring, contacts, tasks, document management with WebDAV, synchronization with cell phones and Outlook over SyncML, full-text search and many more.","Categories
Communications, Office/Business, Internet"
"Web data extraction (web data mining, web scraping) tool. It leverages well proved XML and text processing techologies in order to easely extract useful data from arbitrary web pages.Web data extraction (web data mining, web scraping) tool. It leverages well proved XML and text processing techologies in order to easely extract useful data from arbitrary web pages.","Categories
XML, HTML/XHTML, Search Engines, Frameworks"
"Codepage Converter - Convert HTML/Text files to different encoding formats e.g. ANSI to UTF-8 or Unicode. Convert multiple files with 1 click. Works with all encodings.

* The issue with UTF-8 has now been fixed.Codepage Converter - Convert HTML/Text files to different encoding formats e.g. ANSI to UTF-8 or Unicode. Convert multiple files with 1 click. Works with all encodings.

* The issue with UTF-8 has now been fixed.","Categories
Data Formats, Site Management, Localization (L10N), Internationalization (I18N)"
"Tor Browser enables you to use Tor on Windows, Mac OS X, or Linux without needing to install any software. Tor is a software that bounces your communications around a distributed network of relays run by volunteers. This effectively prevents anyone watching your Internet connection from learning what sites you visit; it prevents the sites you visit from learning your physical location; and allows you access to sites which are blocked.

Tor Browser can run off a USB flash drive, comes with a pre-configured web browser to protect your anonymity, and is self-contained (portable).Tor Browser enables you to use Tor on Windows, Mac OS X, or Linux without needing to install any software. Tor is a software that bounces your communications around a distributed network of relays run by volunteers. This effectively prevents anyone watching your Internet connection from learning what sites you visit; it prevents the sites you visit from learning your physical location; and allows you access to sites which are blocked.

Tor Browser can run off a USB flash drive, comes with a pre-configured web browser to protect your anonymity, and is self-contained (portable).","Categories
Security, Browsers"
"A lightweight zero-install Web server package that runs on Windows. The project aims to provide the latest production/stable versions of Apache, MySQL, PHP, Adminer, MongoDB, MemCached, SQLite, eAccelerator, and Alternative PHP Cache (APC) to boost server performance.A lightweight zero-install Web server package that runs on Windows. The project aims to provide the latest production/stable versions of Apache, MySQL, PHP, Adminer, MongoDB, MemCached, SQLite, eAccelerator, and Alternative PHP Cache (APC) to boost server performance.","Categories
Database Engines/Servers, HTTP Servers, Interpreters"
"ERP and CRM suite, including eCommerce, inventory, warehouse, order, customer management, general ledger, MRP, POS. Database independent service-oriented architecture (SOA)ERP and CRM suite, including eCommerce, inventory, warehouse, order, customer management, general ledger, MRP, POS. Database independent service-oriented architecture (SOA)","Categories
Enterprise, CRM, ERP, Accounting, Point of Sale (POS), Dynamic Content, Warehouse Management"
PHPRecipeBook is a web based cookbook with the ability to create shopping lists. The contents of the shopping list are pulled from the ingredients of the recipes selected. Lists can be saved and later loaded.PHPRecipeBook is a web based cookbook with the ability to create shopping lists. The contents of the shopping list are pulled from the ingredients of the recipes selected. Lists can be saved and later loaded.,"Categories
WWW/HTTP"
"PEBL (Psychology Experiment Building Language) is a system designed for creating psychology and neuroscience experiments and tests. It is cross-platform, with the intention to run the same experiment, unchanged, on Linux, Windows, and Macintosh PCs.PEBL (Psychology Experiment Building Language) is a system designed for creating psychology and neuroscience experiments and tests. It is cross-platform, with the intention to run the same experiment, unchanged, on Linux, Windows, and Macintosh PCs.","Categories
Site Management, Compilers, Interpreters, Design, Software Distribution, Presentation, Scientific/Engineering, Exam"
