Description,Category
"This system provides printed and cursive handwriting recognition service as a shared library on GNU/Linux/Unix systems.
Until someone writes another client, try the S/HIP:
https://sourceforge.net/projects/ship-project/This system provides printed and cursive handwriting recognition service as a shared library on GNU/Linux/Unix systems.
Until someone writes another client, try the S/HIP:
https://sourceforge.net/projects/ship-project/","Categories
Desktop Environment, User Interface (UI), Handwriting Recognition"
UniChars is a Windows Keyboard Extender written with AutoHotkey on the model of AllChars. Enter hundreds of characters not present on your keyboard with a simple short code that you can freely configure. Full Unicode support. All languages possible.UniChars is a Windows Keyboard Extender written with AutoHotkey on the model of AllChars. Enter hundreds of characters not present on your keyboard with a simple short code that you can freely configure. Full Unicode support. All languages possible.,"Categories
Desktop Environment"
Anamnesis is a clipboard manager. It stores all clipboard history and offers an easy interface to do a full-text search on the items of its history.Anamnesis is a clipboard manager. It stores all clipboard history and offers an easy interface to do a full-text search on the items of its history.,"Categories
Desktop Environment, Command Line Tools, Clipboard Managers"
WinRun4J is a Windows native launcher for your Java application. The goal is to provide a more professional deployment mechanism for Java apps on Windows.WinRun4J is a Windows native launcher for your Java application. The goal is to provide a more professional deployment mechanism for Java apps on Windows.,"Categories
Desktop Environment, Installation/Setup"
"This project is an attempt to provide the same functionality of Stickies,program on a Macintosh on a Windows P.C. Features:email, clock, alarm, customise style, plus heaps more. Keyword: post-it, postit, note, notes, reminderThis project is an attempt to provide the same functionality of Stickies,program on a Macintosh on a Windows P.C. Features:email, clock, alarm, customise style, plus heaps more. Keyword: post-it, postit, note, notes, reminder","Categories
Desktop Environment"
"wxMathPlot is an add-on library for wxWidgets which provides a framework for easy plotting of mathematical functions, sampled data and generic 2D plots.wxMathPlot is an add-on library for wxWidgets which provides a framework for easy plotting of mathematical functions, sampled data and generic 2D plots.","Categories
Window Managers, Mathematics"
"This is an open-source project for ASUS Eee PC series. It provides a center for the community of Eee PC users and developers, including source code, documentation and experience sharing. The project is officially supported by ASUS.This is an open-source project for ASUS Eee PC series. It provides a center for the community of Eee PC users and developers, including source code, documentation and experience sharing. The project is officially supported by ASUS.","Categories
Desktop Environment"
"The environment modules package provides for an easy dynamic modification of a user's environment via modulefiles. which typically instruct the module command to alter or set shell environment variables such as PATH, MANPATH, etc. as well as define aliases over a variety of shells.The environment modules package provides for an easy dynamic modification of a user's environment via modulefiles. which typically instruct the module command to alter or set shell environment variables such as PATH, MANPATH, etc. as well as define aliases over a variety of shells.","Categories
Other/Nonlisted Topic, Desktop Environment, System"
"TTCalc is an open source bignum mathematical calculator. It features arithmetical functions, trigonometric functions, inverse trigonometric functions, hyperbolic functions, inverse hyperbolic functions, logical operators, logarithms and so on.TTCalc is an open source bignum mathematical calculator. It features arithmetical functions, trigonometric functions, inverse trigonometric functions, hyperbolic functions, inverse hyperbolic functions, logical operators, logarithms and so on.","Categories
Office/Business, Desktop Environment, Scientific/Engineering, Education, Calculators"
JWM (Joe's Window Manager) is a Window Manager for X11 using at minimum Xlib.JWM (Joe's Window Manager) is a Window Manager for X11 using at minimum Xlib.,"Categories
Window Managers"
"Screen Ruler is a lightweight and configurable ruler tool for Windows Desktop.
It allows you to measure the size of elements on the screen in different units, including pixels, centimeters and inches.
Measuring is possible either using a two-dimensional, rectangular ruler scale or a one-dimensional, horizontal or vertical scale.
The ruler can be moved and resized precisely using either the mouse or the keyboard and custom marking lines can be added.
Besides coming with a light and a dark theme, Screen Ruler also allows you to fully customize its appearance by changing all color settings.

Get support:
https://sourceforge.net/p/screenruler/discussion/
https://github.com/bluegrams/ScreenRuler/issues

Support the development:
https://ko-fi.com/alxnullScreen Ruler is a lightweight and configurable ruler tool for Windows Desktop.
It allows you to measure the size of elements on the screen in different units, including pixels, centimeters and inches.
Measuring is possible either using a two-dimensional, rectangular ruler scale or a one-dimensional, horizontal or vertical scale.
The ruler can be moved and resized precisely using either the mouse or the keyboard and custom marking lines can be added.
Besides coming with a light and a dark theme, Screen Ruler also allows you to fully customize its appearance by changing all color settings.

Get support:
https://sourceforge.net/p/screenruler/discussion/
https://github.com/bluegrams/ScreenRuler/issues

Support the development:
https://ko-fi.com/alxnull","Categories
Desktop Environment"
"Snarl displays short bursts of information on screen in the form of small, beautiful, pop-ups that fade in and out.

However, it's much more than just that: connect applications and external sources into Snarl to provide a rich array of notifications in a single place, then create rules to forward these notifications to your mobile devices, email inbox - or even friends, family, or a workforce.Snarl displays short bursts of information on screen in the form of small, beautiful, pop-ups that fade in and out.

However, it's much more than just that: connect applications and external sources into Snarl to provide a rich array of notifications in a single place, then create rules to forward these notifications to your mobile devices, email inbox - or even friends, family, or a workforce.","Categories
Desktop Environment"
Computer Modern Unicode fonts were converted from metafont sources using mftrace with autotrace backend and fontforge. Their main purpose is to create free good quality fonts for use in X applications supporting many languages.Computer Modern Unicode fonts were converted from metafont sources using mftrace with autotrace backend and fontforge. Their main purpose is to create free good quality fonts for use in X applications supporting many languages.,"Categories
Fonts"
"The project tries to create a free, fast and feature-full virtual desktop manager for Microsoft Windows.

This application enhances the Microsoft ""Window Manager"" up to the level of usual Unix Window Manager, by providing virtual desktops, as well as some additional features, like always on top, window shading...The project tries to create a free, fast and feature-full virtual desktop manager for Microsoft Windows.

This application enhances the Microsoft ""Window Manager"" up to the level of usual Unix Window Manager, by providing virtual desktops, as well as some additional features, like always on top, window shading...","Categories
Window Managers"
K3b is a highly usable and very userfriendly cd writing program.K3b is a highly usable and very userfriendly cd writing program.,"Categories
KDE, Archiving, CD Ripping"
