Description,Category
"OBSOLETE AS OF OMEGAT 3.0.3. DO NOT USE.

Third-party plugins for OmegaT (https://sourceforge.net/projects/omegat)OBSOLETE AS OF OMEGAT 3.0.3. DO NOT USE.

Third-party plugins for OmegaT (https://sourceforge.net/projects/omegat)","Categories
Text Processing, Localization (L10N), Computer Aided Translation (CAT)"
"Qore is a scripting language supporting threading and embedded logic, designed for applying a flexible scripting-based approach to enterprise interface development but is also useful as a general purpose language.

No more development or releases happen on sourceforge; development has moved to https://github.com/qorelanguage/qoreQore is a scripting language supporting threading and embedded logic, designed for applying a flexible scripting-based approach to enterprise interface development but is also useful as a general purpose language.

No more development or releases happen on sourceforge; development has moved to https://github.com/qorelanguage/qore","Categories
Interpreters"
"Our objective: to provide a unit testing framework for PL/SQL developers modeled on the Junit and Xunit frameworks. Based on the Extreme Programming methodology, utPLSQL makes it easy for developers to set up and execute unit tests of packages.

Active development of this project is now on GitHubOur objective: to provide a unit testing framework for PL/SQL developers modeled on the Junit and Xunit frameworks. Based on the Extreme Programming methodology, utPLSQL makes it easy for developers to set up and execute unit tests of packages.

Active development of this project is now on GitHub","Categories
Database Engines/Servers, Software Development, Unit Testing"
"Platform-independent PostgreSQL diff tool that is useful for schema upgrades. The tool compares two schema dump files and creates output file that can be used for upgrade of old schema.

Project sources and issue tracker has been moved to https://github.com/fordfrog/apgdiff.Platform-independent PostgreSQL diff tool that is useful for schema upgrades. The tool compares two schema dump files and creates output file that can be used for upgrade of old schema.

Project sources and issue tracker has been moved to https://github.com/fordfrog/apgdiff.","Categories
Database, Code Generators, Diff Tools"
"The Python programming language, an object-oriented scripting and rapid application development language. You can download it from http://www.python.org/downloadThe Python programming language, an object-oriented scripting and rapid application development language. You can download it from http://www.python.org/download","Categories
Interpreters"
"NOTE: This project page is dead. Please visit the new home for the project here: https://github.com/rjpcomputing/wxpack/wiki

A complete wxWidgets Developement Kit. Includes: wxWidgets source/binaries, wxFormBuilder (RAD Tool), and various contributed widgets.NOTE: This project page is dead. Please visit the new home for the project here: https://github.com/rjpcomputing/wxpack/wiki

A complete wxWidgets Developement Kit. Includes: wxWidgets source/binaries, wxFormBuilder (RAD Tool), and various contributed widgets.","Categories
Build Tools, Frameworks"
The Java Embedding Plugin allows other web browsers than Apple's Safari to use the most recent versions of Java (1.4.X and above) on Mac OS X.The Java Embedding Plugin allows other web browsers than Apple's Safari to use the most recent versions of Java (1.4.X and above) on Mac OS X.,"Categories
Browsers, Software Development, System"
"JavaScript Lint is a development tool that validates JavaScript code for best coding practices, finding common mistakes without actually running the script or opening the web page.JavaScript Lint is a development tool that validates JavaScript code for best coding practices, finding common mistakes without actually running the script or opening the web page.","Categories
Build Tools"
"Open-source tool to access Amazon S3 file storage. S3cmd is a free command line tool and client for uploading, retrieving and managing data in Amazon S3 and other cloud storage service providers that use the S3 protocol, such as Google Cloud Storage. Lots of features and options have been added to s3cmd since its very first release in 2008.... we recently counted more than 60 command line options, including multipart uploads, encryption, incremental backup, s3 sync, ACL and Metadata management, S3 bucket size, bucket policies, and more!Open-source tool to access Amazon S3 file storage. S3cmd is a free command line tool and client for uploading, retrieving and managing data in Amazon S3 and other cloud storage service providers that use the S3 protocol, such as Google Cloud Storage. Lots of features and options have been added to s3cmd since its very first release in 2008.... we recently counted more than 60 command line options, including multipart uploads, encryption, incremental backup, s3 sync, ACL and Metadata management, S3 bucket size, bucket policies, and more!","Categories
Networking, File Systems, Command Line Tools"
The freeWrap program turns TCL/TK scripts into single-file binary executable programs. freeWrap can wrap TCL/TK applications that consist of multiple script and binary files. freeWrap combines all the files together into a single executable file.The freeWrap program turns TCL/TK scripts into single-file binary executable programs. freeWrap can wrap TCL/TK applications that consist of multiple script and binary files. freeWrap combines all the files together into a single executable file.,"Categories
Build Tools, Compilers, Interpreters"
"Jar Explorer is a simple, easy-to-use application to browse the contents of jar files. It also includes a class decompiler.Jar Explorer is a simple, easy-to-use application to browse the contents of jar files. It also includes a class decompiler.","Categories
Software Development"
