Description,Category
"WIKISPEED is a lean automotive company that has engineered the SGT01—an ultralight four-seat commuter car that according to highway fuel-economy test simulations can achieve up to 114 miles per gallon running on its gasoline engine. The SGT01 is the lightest road-legal car to receive a five-star crash-equivalency rating on front, side, and rear impact and is available for purchase currently at $28,886. Electronics are based on Arduino open-source processors. This site hosts the firmware to support car electronic systems.WIKISPEED is a lean automotive company that has engineered the SGT01—an ultralight four-seat commuter car that according to highway fuel-economy test simulations can achieve up to 114 miles per gallon running on its gasoline engine. The SGT01 is the lightest road-legal car to receive a five-star crash-equivalency rating on front, side, and rear impact and is available for purchase currently at $28,886. Electronics are based on Arduino open-source processors. This site hosts the firmware to support car electronic systems.","Categories
Other/Nonlisted Topic"
Straight to the point screenshot tool for Windows; screenshots of active Windows or the desktop.Straight to the point screenshot tool for Windows; screenshots of active Windows or the desktop.,"Categories
Other/Nonlisted Topic"
"Lightningbeam is a free, open-source alternative to Adobe Flash. It is written in Python, and uses PyGUI for a GUI, swfc for compiling, and Cairo for image processing. It has the ability to export to HTML5 as well as .swf, allowing for viewing on non-Flash-compatible devices (such as the iPhone or the Kindle), and can pack all resources into a single HTML file for portability. Lightningbeam supports ActionScript, allowing for interactive content creation.Lightningbeam is a free, open-source alternative to Adobe Flash. It is written in Python, and uses PyGUI for a GUI, swfc for compiling, and Cairo for image processing. It has the ability to export to HTML5 as well as .swf, allowing for viewing on non-Flash-compatible devices (such as the iPhone or the Kindle), and can pack all resources into a single HTML file for portability. Lightningbeam supports ActionScript, allowing for interactive content creation.","Categories
Other/Nonlisted Topic, Dynamic Content, Graphic Design"
VMWareMenuRemover is a small program that removes the annoying popup menu of VMWare Player in full screen mode.VMWareMenuRemover is a small program that removes the annoying popup menu of VMWare Player in full screen mode.,"Categories
Other/Nonlisted Topic"
"A (post archlinux setup) helper script, to configure your computer, install DEvs and appsA (post archlinux setup) helper script, to configure your computer, install DEvs and apps","Categories
Other/Nonlisted Topic"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.","Categories
Other/Nonlisted Topic, Minecraft Mods"
We plan on make a multitouch table from scratch. This will be were we keep the software portion of the project.We plan on make a multitouch table from scratch. This will be were we keep the software portion of the project.,"Categories
Other/Nonlisted Topic"
"Find the next step in your career. Find and apply for remote jobs and jobs in your area using the Slashdot Job Board. Browse by job, company, location, and more.License
GNU General Public License version 3.0 (GPLv3)","Categories
Other/Nonlisted Topic, Sports Games"
MyExplorerContextMenu introduces a custom context menu for files and folders in Windows Explorer that gives direct access to the functions that you need to perform regularly on files and folders (and without requiring installation).MyExplorerContextMenu introduces a custom context menu for files and folders in Windows Explorer that gives direct access to the functions that you need to perform regularly on files and folders (and without requiring installation).,"Categories
Other/Nonlisted Topic, System Shells"
"Java Library for the www.wordreference.com API. Translates a term provided, as well as provides list of synonyms (English only as of 10/14/2011). If a 'Local Library' path is provided, results are stored locally for later use--this store is searched before searching www.wordreference.com (refer to the (c)wordreference.com terms of service on storing their data locally).

NOTE: As of 10/14/2011, you must provide your own API key (register @ http://www.wordreference.com/docs/APIregistration.aspx)

This library depends on google's gson library (http://code.google.com/p/google-gson/). Download the *.zip version file which includes the gson library, or the *.jar file if you already have the gson library (or wish to download it separately).Java Library for the www.wordreference.com API. Translates a term provided, as well as provides list of synonyms (English only as of 10/14/2011). If a 'Local Library' path is provided, results are stored locally for later use--this store is searched before searching www.wordreference.com (refer to the (c)wordreference.com terms of service on storing their data locally).

NOTE: As of 10/14/2011, you must provide your own API key (register @ http://www.wordreference.com/docs/APIregistration.aspx)

This library depends on google's gson library (http://code.google.com/p/google-gson/). Download the *.zip version file which includes the gson library, or the *.jar file if you already have the gson library (or wish to download it separately).","Categories
Other/Nonlisted Topic, Office Suites, Languages"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
Open Software License","Categories
Other/Nonlisted Topic"
Snarl scripter is a script plugin for Snarl (https://sites.google.com/site/snarlapp/home). You can create snarl extension in Javascript language!Snarl scripter is a script plugin for Snarl (https://sites.google.com/site/snarlapp/home). You can create snarl extension in Javascript language!,"Categories
Other/Nonlisted Topic, Interpreters"
rpCalc is a simple RPN (Reverse Polish Notation) calculator.rpCalc is a simple RPN (Reverse Polish Notation) calculator.,"Categories
Other/Nonlisted Topic, Calculators, RPN Calculators"
"Analyses any ASCII .txt file as well as any other basic text file type. The program analyses for letter frequency, double letter frequency and consonant pair frequency.Analyses any ASCII .txt file as well as any other basic text file type. The program analyses for letter frequency, double letter frequency and consonant pair frequency.","Categories
Other/Nonlisted Topic"
"Xinok sort is a custom sorting algorithm, a variant of merge sort which uses significantly less memory while maintaining speed and stability.

This project has been abandoned and superseded by this: https://github.com/Xinok/XSortXinok sort is a custom sorting algorithm, a variant of merge sort which uses significantly less memory while maintaining speed and stability.

This project has been abandoned and superseded by this: https://github.com/Xinok/XSort","Categories
Other/Nonlisted Topic"
"This page is about my port of the atop tool to FreeBSD platform. Atop is an ASCII full-screen performance monitor that is capable of reporting
the activity of all processes (even if processes have finished during the
interval), daily logging of sysThis page is about my port of the atop tool to FreeBSD platform. Atop is an ASCII full-screen performance monitor that is capable of reporting
the activity of all processes (even if processes have finished during the
interval), daily logging of sys","Categories
Other/Nonlisted Topic, Logging"
"Updated clock and data logger firmware and updated control center sync and data logger sync, windows executables includedUpdated clock and data logger firmware and updated control center sync and data logger sync, windows executables included","Categories
Other/Nonlisted Topic"
"Lock your computer with a pretty image/video without admin permissions with lock me you can lock your computer any where you want without needing admin permission

VISIT HTTP://965MODS.CO.UK FOR HELP, SUPPORT AND LATEST RELEASE NEWSLock your computer with a pretty image/video without admin permissions with lock me you can lock your computer any where you want without needing admin permission

VISIT HTTP://965MODS.CO.UK FOR HELP, SUPPORT AND LATEST RELEASE NEWS","Categories
Other/Nonlisted Topic, Screen Savers, Password Managers"
"Experimental application for assisting in the management of land searches for missing persons. Incorporates OpenJump for GIS rendering of segments, establishing intitial POA values for segments through consensus or mixed consensus and statistical distances, POS and POA recalculation based on PODs from applied resources, and task assignments suggested by missing person behavior profiles.Experimental application for assisting in the management of land searches for missing persons. Incorporates OpenJump for GIS rendering of segments, establishing intitial POA values for segments through consensus or mixed consensus and statistical distances, POS and POA recalculation based on PODs from applied resources, and task assignments suggested by missing person behavior profiles.","Categories
Other/Nonlisted Topic, GIS"
Trabajo Practico de la materia Sistemas Distribuidos I de la FIUBA.Trabajo Practico de la materia Sistemas Distribuidos I de la FIUBA.,"Categories
Other/Nonlisted Topic"
"Osmo is a handy personal organizer, which includes calendar, tasks manager, address book and notes modules. It was designed to be a small, easy to use and good looking PIM tool to help to manage personal information.Osmo is a handy personal organizer, which includes calendar, tasks manager, address book and notes modules. It was designed to be a small, easy to use and good looking PIM tool to help to manage personal information.","Categories
Calendar, To-Do Lists, Productivity, Date Calculators"
"The open source Enterprise Content Management (ECM) software that handles any type of content, allowing users to easily share and collaborate on content.The open source Enterprise Content Management (ECM) software that handles any type of content, allowing users to easily share and collaborate on content.","Categories
File Sharing, Enterprise, Dynamic Content, Productivity"
