Description,Category
"Blackbox is that fast, light window manager you have been looking for without all those annoying library dependancies. If you have a C++ compiler and the X Window System you can compile and use it.Blackbox is that fast, light window manager you have been looking for without all those annoying library dependancies. If you have a C++ compiler and the X Window System you can compile and use it.","Categories
Window Managers"
"Small Mac OS X app that puts CD covers on your desktop, as a way to choose music to play or just enjoy the cover art. Drag wherever you want, double-click to play. Artwork is fetched from Amazon or can be pasted in manually, and can be exported to iTunesSmall Mac OS X app that puts CD covers on your desktop, as a way to choose music to play or just enjoy the cover art. Drag wherever you want, double-click to play. Artwork is fetched from Amazon or can be pasted in manually, and can be exported to iTunes","Categories
Desktop Environment, Sound/Audio"
A window placement origination tool. Arrange windows into defined slots based on window title. Slots are configured by the user to ensure the windows are position to each users needs. Windows can be swapped between slots by hotkey or with the mouse.A window placement origination tool. Arrange windows into defined slots based on window title. Slots are configured by the user to ensure the windows are position to each users needs. Windows can be swapped between slots by hotkey or with the mouse.,"Categories
Window Managers"
"The Smart Common Input Method platform (SCIM), is an input method platform supporting more than thirty languages (CJK and many European languages) for POSIX-style operating systems including Linux and BSD.The Smart Common Input Method platform (SCIM), is an input method platform supporting more than thirty languages (CJK and many European languages) for POSIX-style operating systems including Linux and BSD.","Categories
Desktop Environment, Software Development, System"
"A cross platform, modular, C# driven, mobile computing front end.A cross platform, modular, C# driven, mobile computing front end.","Categories
Desktop Environment, Multimedia, Mobile"
"Wallch is a general purpose Wallpaper Changer for the GNOME desktop which can change the desktop background image after an adjustable time. The aim of Wallch is to make it easier for you to keep your desktop ""fresh"" and new!Wallch is a general purpose Wallpaper Changer for the GNOME desktop which can change the desktop background image after an adjustable time. The aim of Wallch is to make it easier for you to keep your desktop ""fresh"" and new!","Categories
Desktop Environment"
KeePassSync is a KeePass plugin that synchronizes your database using various online storage providers. This allows two or more computers to easily keep their data in sync.KeePassSync is a KeePass plugin that synchronizes your database using various online storage providers. This allows two or more computers to easily keep their data in sync.,"Categories
Security, Desktop Environment, Backup, Internet"
"This application takes some directories or a list of files that are applied to the Windows desktop. They are changed by interval, day time, or once a session. The images are resized to the screens resolution to fit the dimensions. It uses the jdic incubaThis application takes some directories or a list of files that are applied to the Windows desktop. They are changed by interval, day time, or once a session. The images are resized to the screens resolution to fit the dimensions. It uses the jdic incuba","Categories
Desktop Environment, Presentation"
"RebornOS is a Linux distro based on Arch, focusing on bringing its configurability and power to you in an easy installer. With over 14 DE's to choose from upon installation and about 30 optional features, RebornOS is for you - whoever you may be.RebornOS is a Linux distro based on Arch, focusing on bringing its configurability and power to you in an easy installer. With over 14 DE's to choose from upon installation and about 30 optional features, RebornOS is for you - whoever you may be.","Categories
Desktop Environment, OS distribution, Live CD"
"Broadlink Manager is a very simple way to work with broadlink rm products.
when i just started working with Broadlink via Home Assistant i found out that teching the system a new code was not that simple and user friendly.
so after searching the internet i found this little project written in c# that did wat i want, very easy way to work with broadlink.
but, my device type was new model and unsupported so i extended the support for all new models and added a feature wich allows me to add new device without using broadlink application.Broadlink Manager is a very simple way to work with broadlink rm products.
when i just started working with Broadlink via Home Assistant i found out that teching the system a new code was not that simple and user friendly.
so after searching the internet i found this little project written in c# that did wat i want, very easy way to work with broadlink.
but, my device type was new model and unsupported so i extended the support for all new models and added a feature wich allows me to add new device without using broadlink application.","Categories
Desktop Environment, Home Automation, IoT"
