Description,Category
PHPRtfLite is an API enabling developers to create rtf documents with php. PHPRtfLite is designed on OOP principles.PHPRtfLite is an API enabling developers to create rtf documents with php. PHPRtfLite is designed on OOP principles.,"Categories
Office Suites, Object Oriented"
A Python interface to the gnuplot plotting program.A Python interface to the gnuplot plotting program.,"Categories
CGI Scripts, Software Development, Presentation, Data Visualization"
NAnt is a Ant like build tool for .NETNAnt is a Ant like build tool for .NET,"Categories
Build Tools"
"This is a simple templatized C++ library for parsing command line arguments. The library provides a simple, flexible object-oriented interface to the command line that automates argument parsing, USAGE creation and type casting.This is a simple templatized C++ library for parsing command line arguments. The library provides a simple, flexible object-oriented interface to the command line that automates argument parsing, USAGE creation and type casting.","Categories
Software Development"
"Easy control of virtual machines of VirtualBox (virtualization solution) on a Linux headless server. Autostart and autosave on boot/halt. Start, stop, save, backup and show status of sessions in batch mode from command line.Easy control of virtual machines of VirtualBox (virtualization solution) on a Linux headless server. Autostart and autosave on boot/halt. Start, stop, save, backup and show status of sessions in batch mode from command line.","Categories
Virtual Machine"
Power searching on your desktop without the pain. Perform powerful desktop searches without having to index your system using regular expressions. Graphical equivalent to find/grep. Available for Windows (JAVA) and Linux (Gnome & KDE) and easy to translate into your locale.Power searching on your desktop without the pain. Perform powerful desktop searches without having to index your system using regular expressions. Graphical equivalent to find/grep. Available for Windows (JAVA) and Linux (Gnome & KDE) and easy to translate into your locale.,"Categories
Desktop Environment, Software Development, Search"
"SQLObject is an object-relational mapper for Python. It supports MySQL, PostgreSQL, SQLite, Firebird, MaxDB/SapDB, MS SQL and Sybase. It supports Python versions back to 2.7.SQLObject is an object-relational mapper for Python. It supports MySQL, PostgreSQL, SQLite, Firebird, MaxDB/SapDB, MS SQL and Sybase. It supports Python versions back to 2.7.","Categories
Front-Ends, Object-Relational Mapping (ORM)"
"SimMetrics is a Similarity Metric Library, e.g. from edit distance's (Levenshtein, Gotoh, Jaro etc) to other metrics, (e.g Soundex, Chapman). Work provided by UK Sheffield University funded by (AKT) an IRC sponsored by EPSRC, grant number GR/N15764/01.SimMetrics is a Similarity Metric Library, e.g. from edit distance's (Levenshtein, Gotoh, Jaro etc) to other metrics, (e.g Soundex, Chapman). Work provided by UK Sheffield University funded by (AKT) an IRC sponsored by EPSRC, grant number GR/N15764/01.","Categories
Algorithms, Artificial Intelligence"
"The source code has been migrated and is now hosted on Github: https://github.com/jenetics/jenetics

Jenetics is an advanced Genetic Algorithm, Evolutionary Algorithm and Genetic Programming library, respectively, written in modern day Java. It is designed with a clear separation of the several algorithm concepts, e. g. Gene, Chromosome, Genotype, Phenotype, Population and fitness Function. Jenetics allows you to minimize or maximize the given fitness function without tweaking it. In contrast to other GA implementations, the library uses the concept of an evolution stream (EvolutionStream) for executing the evolution steps. Since the EvolutionStream implements the Java Stream interface, it works smoothly with the rest of the Java Stream API.

Other repositories:
- https://github.com/jenetics/jenetics

Maven:
- https://mvnrepository.com/artifact/io.jeneticsThe source code has been migrated and is now hosted on Github: https://github.com/jenetics/jenetics

Jenetics is an advanced Genetic Algorithm, Evolutionary Algorithm and Genetic Programming library, respectively, written in modern day Java. It is designed with a clear separation of the several algorithm concepts, e. g. Gene, Chromosome, Genotype, Phenotype, Population and fitness Function. Jenetics allows you to minimize or maximize the given fitness function without tweaking it. In contrast to other GA implementations, the library uses the concept of an evolution stream (EvolutionStream) for executing the evolution steps. Since the EvolutionStream implements the Java Stream interface, it works smoothly with the rest of the Java Stream API.

Other repositories:
- https://github.com/jenetics/jenetics

Maven:
- https://mvnrepository.com/artifact/io.jenetics","Categories
Genetic Algorithms, Bio-Informatics, Artificial Intelligence"
cglib has moved to https://github.com/cglib/cglibcglib has moved to https://github.com/cglib/cglib,"Categories
Code Generators"
