Description,Category
Software that will manage data from genealogical research and provide easy means to share information.Software that will manage data from genealogical research and provide easy means to share information.,"Categories
Genealogy"
"A resource for political accountability; a compilation of statistics and information on Canadian Members of Parliament, and possibly other levels of government. The project includes the website code, as well as the tools used to extract the informatiA resource for political accountability; a compilation of statistics and information on Canadian Members of Parliament, and possibly other levels of government. The project includes the website code, as well as the tools used to extract the informati","Categories
Information Analysis, Sociology"
"Software to help volunteer organizations track workers, projects, and services. Handles reminders, responses, pledges of service, multiple work opportunities, project managers, etc. Written as an web/EJB application.Software to help volunteer organizations track workers, projects, and services. Handles reminders, responses, pledges of service, multiple work opportunities, project managers, etc. Written as an web/EJB application.","Categories
Other/Nonlisted Topic, Sociology"
"Fingerprint Imaging Software -- fingerprint pattern classification, minutae detection, Wavelet Scalar Quantization(wsq) compression, ANSI/NIST-ITL 1-2000 reference implementation, baseline and lossless jpeg, image utilities, math and MLP neural net libsFingerprint Imaging Software -- fingerprint pattern classification, minutae detection, Wavelet Scalar Quantization(wsq) compression, ANSI/NIST-ITL 1-2000 reference implementation, baseline and lossless jpeg, image utilities, math and MLP neural net libs","Categories
Other/Nonlisted Topic, Image Viewers, Image Converters, Artificial Intelligence, Mathematics, Sociology"
"Data mines the voting record and other actions of Members of the UK Parliament. Extracts information from the parliament website and stores it in a database. Provides tools to analyse the information, producing statistics and tables about the MPs.Data mines the voting record and other actions of Members of the UK Parliament. Extracts information from the parliament website and stores it in a database. Provides tools to analyse the information, producing statistics and tables about the MPs.","Categories
Data Visualization, Information Analysis, Sociology"
"Dictionary Additions Management System (DAMS), a collection of open source translation dictionaries. These files are compatible with the Open Translation Engine (OTE). For more info, see http://sourceforge.net/projects/ote/Dictionary Additions Management System (DAMS), a collection of open source translation dictionaries. These files are compatible with the Open Translation Engine (OTE). For more info, see http://sourceforge.net/projects/ote/","Categories
Communications, Sociology, Linguistics"
SQUANTO (Semantic QUalitative ANnotation TOol) aims to provide an open source software solution to social scientists to annotate transcripts and interviews. SQUANTO uses semantic grid and semantic web means to allow coordination and secure resource shariSQUANTO (Semantic QUalitative ANnotation TOol) aims to provide an open source software solution to social scientists to annotate transcripts and interviews. SQUANTO uses semantic grid and semantic web means to allow coordination and secure resource shari,"Categories
Sociology"
"siggen is a cool email signature generator for encrypted ansi c (confused), brainf*ck, ... signatures. Use it in combination with vi(m), emacs, mutt, pine, or what ever. (tested on Solaris, Linux and Windoze). Optimized only for geeks :-)siggen is a cool email signature generator for encrypted ansi c (confused), brainf*ck, ... signatures. Use it in combination with vi(m), emacs, mutt, pine, or what ever. (tested on Solaris, Linux and Windoze). Optimized only for geeks :-)","Categories
Email, Cryptography, Code Generators, Internet, Sociology"
"SURVEY is Educara's research-grade, web-based data acquisition tool written in PHP. SURVEY makes it easy for anybody to build and manage web based data collection. SURVEY is useful for both commercial and academic researchers.SURVEY is Educara's research-grade, web-based data acquisition tool written in PHP. SURVEY makes it easy for anybody to build and manage web based data collection. SURVEY is useful for both commercial and academic researchers.","Categories
WWW/HTTP, Sociology, Education"
"A WISIWIG pedigree tree editor written on python. Jeneo allow you to create your pedigree tree visually, add pedigree links (child) and (i need that feature first off all - in fact that is why a i've written this app) add photos to your relatives.
Jeneo home page has moved to bitbucket. Please visit jeneo wiki at https://bitbucket.org/legeyda/jeneo/wiki/jeneo.en.A WISIWIG pedigree tree editor written on python. Jeneo allow you to create your pedigree tree visually, add pedigree links (child) and (i need that feature first off all - in fact that is why a i've written this app) add photos to your relatives.
Jeneo home page has moved to bitbucket. Please visit jeneo wiki at https://bitbucket.org/legeyda/jeneo/wiki/jeneo.en.","Categories
Genealogy"
"HTTP conformance tests, mainly aimed at enforcing baseline HTTP functionality for the SimpleTest web test client.HTTP conformance tests, mainly aimed at enforcing baseline HTTP functionality for the SimpleTest web test client.","Categories
Communications, Dynamic Content, Site Management, Information Analysis, Physics, History"
"Statistics modules in Perl Data Language, with a quick-start guide for non-PDL people. They make the PDL shell work like R, but with PDL threading (fast automatic iteration) of procedures including t-test, linear regression, and k-means clustering.Statistics modules in Perl Data Language, with a quick-start guide for non-PDL people. They make the PDL shell work like R, but with PDL threading (fast automatic iteration) of procedures including t-test, linear regression, and k-means clustering.","Categories
Sociology, Libraries, Statistics"
"HTML- and javascript-based program to browse the persons of a gedcom-file, the common export-format of genealogy-programs. No installation needed. So you can just send the HTML-file with the data to browse to your relatives by email (gedcom viewer).HTML- and javascript-based program to browse the persons of a gedcom-file, the common export-format of genealogy-programs. No installation needed. So you can just send the HTML-file with the data to browse to your relatives by email (gedcom viewer).","Categories
Genealogy"
JFamily is a browser and editor for genealogic data. The data are displayed in a graphical family tree.JFamily is a browser and editor for genealogic data. The data are displayed in a graphical family tree.,"Categories
Genealogy"
"Edit equations right on the screen with your mouse, and never make a mistake. Guide the program through any complex algebraic manipulation, and let it handle the tedious details. Many other features!Edit equations right on the screen with your mouse, and never make a mistake. Guide the program through any complex algebraic manipulation, and let it handle the tedious details. Many other features!","Categories
Mathematics, HMI, Sociology"
"Genealogy Software. Geneotree is a gedcom files PHP viewer, full dynamic on the Web. Main features : dynamic trees, cartography & stats. Many PDF reports, statistics. Special consanguinity and cousins lists. Large files management & optimized ergonomy.Genealogy Software. Geneotree is a gedcom files PHP viewer, full dynamic on the Web. Main features : dynamic trees, cartography & stats. Many PDF reports, statistics. Special consanguinity and cousins lists. Large files management & optimized ergonomy.","Categories
Dynamic Content, Genealogy"
