Description,Category
"Octave Forge is a central location for collaborative development of packages for GNU Octave. The Octave Forge packages expand Octave's core functionality by providing field specific features via Octave's package system. See https://octave.sourceforge.io/packages.php for a list of all available packages.

GNU Octave is a high-level interpreted language, primarily intended for numerical computations. It provides capabilities for the numerical solution of linear and nonlinear problems, and for performing other numerical experiments. It also provides extensive graphics capabilities for data visualization and manipulation. Octave is normally used through its interactive command line interface, but it can also be used to write non-interactive programs. The Octave language is quite similar to Matlab so that most programs are easily portable. Refer to https://www.octave.org for more information.Octave Forge is a central location for collaborative development of packages for GNU Octave. The Octave Forge packages expand Octave's core functionality by providing field specific features via Octave's package system. See https://octave.sourceforge.io/packages.php for a list of all available packages.

GNU Octave is a high-level interpreted language, primarily intended for numerical computations. It provides capabilities for the numerical solution of linear and nonlinear problems, and for performing other numerical experiments. It also provides extensive graphics capabilities for data visualization and manipulation. Octave is normally used through its interactive command line interface, but it can also be used to write non-interactive programs. The Octave language is quite similar to Matlab so that most programs are easily portable. Refer to https://www.octave.org for more information.","Categories
Scientific/Engineering, Libraries"
Ngspice project aims to improve the spice3f5 circuit simulator.Ngspice project aims to improve the spice3f5 circuit simulator.,"Categories
Electronic Design Automation (EDA)"
"Qucs is a circuit simulator with graphical user interface. The software aims to support all kinds of circuit simulation types, e.g. DC, AC, S-parameter, Transient, Noise and Harmonic Balance analysis. Pure digital simulations are also supported.Qucs is a circuit simulator with graphical user interface. The software aims to support all kinds of circuit simulation types, e.g. DC, AC, S-parameter, Transient, Noise and Harmonic Balance analysis. Pure digital simulations are also supported.","Categories
Electronic Design Automation (EDA), Computer Aided Instruction (CAI)"
JAGS is Just Another Gibbs Sampler. It is a program for the statistical analysis of Bayesian hierarchical models by Markov Chain Monte Carlo.JAGS is Just Another Gibbs Sampler. It is a program for the statistical analysis of Bayesian hierarchical models by Markov Chain Monte Carlo.,"Categories
Build Tools, Mathematics"
"An educational tool for designing and simulating digital logic circuits, featuring a simple-to-learn interface, hierarchical circuits, wire bundles, and a large component library. As a Java application, it can run on many platforms.An educational tool for designing and simulating digital logic circuits, featuring a simple-to-learn interface, hierarchical circuits, wire bundles, and a large component library. As a Java application, it can run on many platforms.","Categories
Simulation, Education"
"*** The site is moved to github ***
https://github.com/rcsoccersim

The RoboCup Soccer Simulator is a research and educational tool for multi-agent systems and artificial intelligence. It enables for two teams of 11 simulated autonomous robotic players to play soccer (football).*** The site is moved to github ***
https://github.com/rcsoccersim

The RoboCup Soccer Simulator is a research and educational tool for multi-agent systems and artificial intelligence. It enables for two teams of 11 simulated autonomous robotic players to play soccer (football).","Categories
Artificial Intelligence"
"A multiplatform vector drawing program with a complete library of electronic symbols. Schematics and drawings are stored in a very compact text format. There is no netlist concept behind the drawings (so no simulation, and this is a choice) but this allows a great graphical flexibility and ease of use, making FidoCadJ the perfect tool for exchange sketches in forum and newsgroup discussions with a few clicks.

Drawings can be exported in several graphic formats, such as pdf.

Follow the development live on Twitter: https://twitter.com/davbucciA multiplatform vector drawing program with a complete library of electronic symbols. Schematics and drawings are stored in a very compact text format. There is no netlist concept behind the drawings (so no simulation, and this is a choice) but this allows a great graphical flexibility and ease of use, making FidoCadJ the perfect tool for exchange sketches in forum and newsgroup discussions with a few clicks.

Drawings can be exported in several graphic formats, such as pdf.

Follow the development live on Twitter: https://twitter.com/davbucci","Categories
Vector Graphics, Electronic Design Automation (EDA)"
Brain Workshop is a Python implementation of the Dual N-Back mental exercise. This exercise is the only mental activity that has been scientifically shown to improve your short-term memory (working memory) and fluid intelligence.Brain Workshop is a Python implementation of the Dual N-Back mental exercise. This exercise is the only mental activity that has been scientifically shown to improve your short-term memory (working memory) and fluid intelligence.,"Categories
Puzzle Games, Medical, Computer Aided Instruction (CAI)"
"Rigs of Rods is a 3D simulator game where you can drive, fly and sail various vehicles using an accurate and unique soft-body physics engine.

Since 2014, the development continued at https://github.com/RigsOfRods/rigs-of-rods

UPDATE: 10/30/2016: removed opencandy installers, replaced with zip files.Rigs of Rods is a 3D simulator game where you can drive, fly and sail various vehicles using an accurate and unique soft-body physics engine.

Since 2014, the development continued at https://github.com/RigsOfRods/rigs-of-rods

UPDATE: 10/30/2016: removed opencandy installers, replaced with zip files.","Categories
Simulation Games, Simulation"
"Modular, touch screen friendly navigation system with GPS tracking, realtime routing engine and support for various vector map formats. Works on a wide range of devices, from computers to smartphones.Modular, touch screen friendly navigation system with GPS tracking, realtime routing engine and support for various vector map formats. Works on a wide range of devices, from computers to smartphones.","Categories
Other/Nonlisted Topic, GIS"
Mouse replacement software that moves the pointer as you move your head. It works on standard PCs equipped with a web camera. No additional hardware is required. Based on the award winning Facial Mouse software. For Linux and Windows systems.Mouse replacement software that moves the pointer as you move your head. It works on standard PCs equipped with a web camera. No additional hardware is required. Based on the award winning Facial Mouse software. For Linux and Windows systems.,"Categories
HMI, Realtime Processing"
OpenCPN: A concise ChartPlotter/Navigator. A cross-platform ship-borne GUI application supporting * GPS/GPDS Postition Input * BSB Raster Chart Display * S57 Vector ENChart Display * AIS Input Decoding * Waypoint Autopilot NavigationOpenCPN: A concise ChartPlotter/Navigator. A cross-platform ship-borne GUI application supporting * GPS/GPDS Postition Input * BSB Raster Chart Display * S57 Vector ENChart Display * AIS Input Decoding * Waypoint Autopilot Navigation,"Categories
GIS"
"Freemat is an interpreted, matrix-oriented development environment for engineering and scientific applications, similar to the commercial package MATLAB. Freemat provides visualization, image manipulation, and plotting as well as parallel programming.Freemat is an interpreted, matrix-oriented development environment for engineering and scientific applications, similar to the commercial package MATLAB. Freemat provides visualization, image manipulation, and plotting as well as parallel programming.","Categories
Interpreters, Data Visualization, Mathematics, Information Analysis"
