Description,Category
"Video processing source code for algorithms and tools used in software media pipelines. The currently available source code is written in C++ with their associated libraries and DirectShow Filters. Filters include an H.264 encoder, H.264 decoder, H.264 source filter, RTSP sink and source filters, YUV source, RGB to YUV color conversion, croppers, scalers, video mixing/picture in picture filters, rotate filter, virtual mic, and many more. Code is released under BSD license with exception of H.264 codec related classes which are released under LGPL.Video processing source code for algorithms and tools used in software media pipelines. The currently available source code is written in C++ with their associated libraries and DirectShow Filters. Filters include an H.264 encoder, H.264 decoder, H.264 source filter, RTSP sink and source filters, YUV source, RGB to YUV color conversion, croppers, scalers, video mixing/picture in picture filters, rotate filter, virtual mic, and many more. Code is released under BSD license with exception of H.264 codec related classes which are released under LGPL.","Categories
Codec, Video Converters, Realtime Processing"
"SmartBody is available for download for Windows, Linux and OSX users. SmartBody can also be used on Android and iOS platforms.

SmartBody is a character animation platform that provides the following capabilities in real time:
* Locomotion (walk, jog, run, turn, strafe, jump, etc.)
* Steering - avoiding obstacles and moving objects
* Object manipulation - reach, grasp, touch , pick up objects
* Lip Syncing - characters can speak with simultaneous lip-sync using text-to-speech or prerecorded audio
* Gazing - robust gazing behavior that incorporates various parts of the body
* Nonverbal behavior - gesturing, head nodding and shaking, eye saccades
- Online and offline retargeting of motion
- Automatic skinning and rigging

SmartBody is written in C++ and can be incorporated into most game engines. SmartBody is developed at the USC Institute for Creative Technologies from the Character Animation and Simulation group: http://cas.ict.usc.eduSmartBody is available for download for Windows, Linux and OSX users. SmartBody can also be used on Android and iOS platforms.

SmartBody is a character animation platform that provides the following capabilities in real time:
* Locomotion (walk, jog, run, turn, strafe, jump, etc.)
* Steering - avoiding obstacles and moving objects
* Object manipulation - reach, grasp, touch , pick up objects
* Lip Syncing - characters can speak with simultaneous lip-sync using text-to-speech or prerecorded audio
* Gazing - robust gazing behavior that incorporates various parts of the body
* Nonverbal behavior - gesturing, head nodding and shaking, eye saccades
- Online and offline retargeting of motion
- Automatic skinning and rigging

SmartBody is written in C++ and can be incorporated into most game engines. SmartBody is developed at the USC Institute for Creative Technologies from the Character Animation and Simulation group: http://cas.ict.usc.edu","Categories
Games/Entertainment, Graphics, HMI"
"AdPlug is a cross-platform OPL2 audio player library. AdPlug plays music, originally composed for the AdLib (OPL2) audio board, on top of an OPL2 emulator or by using the real hardware. There are multiple player software interfaces available.AdPlug is a cross-platform OPL2 audio player library. AdPlug plays music, originally composed for the AdLib (OPL2) audio board, on top of an OPL2 emulator or by using the real hardware. There are multiple player software interfaces available.","Categories
Players, Sound Synthesis"
This SourceForge project page is obsolete. Please visit http://www.musicpd.org/This SourceForge project page is obsolete. Please visit http://www.musicpd.org/,"Categories
WWW/HTTP, Players"
"gtkpod is a platform independent GUI for Apple's iPod using GTK. It allows you to import your existing iTunes database, add songs, podcasts, videos and cover art, and to edit ID3 tags. libgpod is a library allowing direct access to the iPod's contegtkpod is a platform independent GUI for Apple's iPod using GTK. It allows you to import your existing iTunes database, add songs, podcasts, videos and cover art, and to edit ID3 tags. libgpod is a library allowing direct access to the iPod's conte","Categories
Graphics, Video, Sound/Audio"
"K3DSurf (now MathMod) is a program to visualize and manipulate Mathematical models in three, four, five and six dimensions. K3DSurf supports Parametric equations and Isosurfaces.
******
Welcome to the realm of complex numbers!
Change-log for MathMod-11.1 (16/06/2021)
1) Support of graphing functions with complex numbers Z=u+iv in 3D and 4D spaces (demo scripts: ""Complex3D_xx"" and ""Complex4D_Saddle"")
2) Added support for HSV (hue, saturation, brightness) coloring model (script: ""Complex_Domain_Coloring"")
3) Texture definitions (RGB and HSV) for parametric surfaces can now be expressed as functions of complex numbers
4) Added a software implementation for the OpenGL variable gl_FrontFacing (fixed an issue with GPU drivers on MacOSX Catalina).
The activation of this patch is available from mathmodconfig.js (""OpenGlConfig""-->""GL_FrontFacingSupport""=false)
or the GUI(""Appearance""-->""OpenGL Front Surface Support"")
5) Bug-fixes, code optimization and documentation update.K3DSurf (now MathMod) is a program to visualize and manipulate Mathematical models in three, four, five and six dimensions. K3DSurf supports Parametric equations and Isosurfaces.
******
Welcome to the realm of complex numbers!
Change-log for MathMod-11.1 (16/06/2021)
1) Support of graphing functions with complex numbers Z=u+iv in 3D and 4D spaces (demo scripts: ""Complex3D_xx"" and ""Complex4D_Saddle"")
2) Added support for HSV (hue, saturation, brightness) coloring model (script: ""Complex_Domain_Coloring"")
3) Texture definitions (RGB and HSV) for parametric surfaces can now be expressed as functions of complex numbers
4) Added a software implementation for the OpenGL variable gl_FrontFacing (fixed an issue with GPU drivers on MacOSX Catalina).
The activation of this patch is available from mathmodconfig.js (""OpenGlConfig""-->""GL_FrontFacingSupport""=false)
or the GUI(""Appearance""-->""OpenGL Front Surface Support"")
5) Bug-fixes, code optimization and documentation update.","Categories
Graphics, Data Visualization, Mathematics, Education"
With these packages for Delphi the user can easily create VST plugins or ASIO applications within minutes. The included algorithms for filters and dynamics help to built effects without much knowledge of digital signal processing.With these packages for Delphi the user can easily create VST plugins or ASIO applications within minutes. The included algorithms for filters and dynamics help to built effects without much knowledge of digital signal processing.,"Categories
Sound/Audio"
"Linux/Unix driver development for Syntek Semicon USB2.0 Video device DC-1125, like the one that is found in Asus A6K laptops. The device can be recognized by the usb id 174f:a311 and maybe also be a standalone unit (not integrated).Linux/Unix driver development for Syntek Semicon USB2.0 Video device DC-1125, like the one that is found in Asus A6K laptops. The device can be recognized by the usb id 174f:a311 and maybe also be a standalone unit (not integrated).","Categories
Hardware Drivers, Video"
"ShowDown is a simple yet powerful tool for automating the process of finding and downloading new episodes of your favorite shows as they air. Simply choose your shows from the ever growing list of supported shows, then let ShowDown do the rest.ShowDown is a simple yet powerful tool for automating the process of finding and downloading new episodes of your favorite shows as they air. Simply choose your shows from the ever growing list of supported shows, then let ShowDown do the rest.","Categories
RSS, BitTorrent, Video"
"Ming is an SWF (""Flash"") file format output library. It is written in C, with wrappers for C++, Python, and PHP, plus rudimentary support for Ruby and Perl.Ming is an SWF (""Flash"") file format output library. It is written in C, with wrappers for C++, Python, and PHP, plus rudimentary support for Ruby and Perl.","Categories
CGI Scripts, Graphics"
