Description,Category
This system supports users in creating tour descriptions for mountainbike tours.This system supports users in creating tour descriptions for mountainbike tours.,"Categories
Other/Nonlisted Topic"
Pynote is a tiny ncurses tool to manage a note & todo - list. More information is available at the project website.Pynote is a tiny ncurses tool to manage a note & todo - list. More information is available at the project website.,"Categories
Other/Nonlisted Topic"
Easy to build logic analyzer for the parallel portEasy to build logic analyzer for the parallel port,"Categories
Other/Nonlisted Topic"
"A supportive home for experimental, novel, or innovative projects at vulnerable stages in development.A supportive home for experimental, novel, or innovative projects at vulnerable stages in development.","Categories
Other/Nonlisted Topic"
"gtk-send-pr is a problem report tool, designed to send reports to a GNATS database server using libesmtp to deliver mail. The program has a user friendly interface and lets you use any SMTP server, including support for AUTH and TLS.gtk-send-pr is a problem report tool, designed to send reports to a GNATS database server using libesmtp to deliver mail. The program has a user friendly interface and lets you use any SMTP server, including support for AUTH and TLS.","Categories
Other/Nonlisted Topic"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
GNU General Public License version 2.0 (GPLv2)","Categories
Other/Nonlisted Topic"
Xelapedia intends to create an Offline reader for Wikipedia. There will be viewers for J2ME mobile phones as well as Linux Smartphones like OpenMokoXelapedia intends to create an Offline reader for Wikipedia. There will be viewers for J2ME mobile phones as well as Linux Smartphones like OpenMoko,"Categories
Other/Nonlisted Topic"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
GNU General Public License version 2.0 (GPLv2)","Categories
Other/Nonlisted Topic"
"pELS ist eine Einsatzleitsoftware für Einsätze des Technischen Hilfswerks (THW). Es ermöglicht die elektronische Verwaltung anfallender Daten wie bsp. Helfer, Mitteilungen oder Gütern.pELS ist eine Einsatzleitsoftware für Einsätze des Technischen Hilfswerks (THW). Es ermöglicht die elektronische Verwaltung anfallender Daten wie bsp. Helfer, Mitteilungen oder Gütern.","Categories
Other/Nonlisted Topic, Scheduling"
"Main point is parsing documents with regular expression to the tree and edit them or replace some of the data, powered by your own python code. Python is very easy to understand, don`t be worried about this and try it! ;-)Main point is parsing documents with regular expression to the tree and edit them or replace some of the data, powered by your own python code. Python is very easy to understand, don`t be worried about this and try it! ;-)","Categories
Text Editors, Other/Nonlisted Topic, Log Analysis"
A daemon to read and decode RDS data on systems compatible with v4l2 specifications.A daemon to read and decode RDS data on systems compatible with v4l2 specifications.,"Categories
Other/Nonlisted Topic"
burncdgui is a simple GUI for the FreeBSD burncd command written in python using wxpython.burncdgui is a simple GUI for the FreeBSD burncd command written in python using wxpython.,"Categories
Other/Nonlisted Topic, Archiving"
"The Cavalier Bot Toolkit is a toolkit for creating automated characters (""bots"") for the MMORPG, Eternal Lands. It is based on a series of hooks and handlers, and is designed to be more maintainable, modular, and self-explanatory than the previous programThe Cavalier Bot Toolkit is a toolkit for creating automated characters (""bots"") for the MMORPG, Eternal Lands. It is based on a series of hooks and handlers, and is designed to be more maintainable, modular, and self-explanatory than the previous program","Categories
Other/Nonlisted Topic, Multi-User Dungeons (MUD)"
This project aims to produce a cross-platform virtual remote controller for air conditioners attached to a Mitsubishi G-50A device.This project aims to produce a cross-platform virtual remote controller for air conditioners attached to a Mitsubishi G-50A device.,"Categories
Other/Nonlisted Topic"
Specie is a personal finance application that follows sound accounting principles.Specie is a personal finance application that follows sound accounting principles.,"Categories
Other/Nonlisted Topic"
Housekeeper helps you keeping track of any items (like food or drugs) in your household. You can specify expiry dates so you always have an overview of what you should use or rebuy in the near future. Shopping lists can easily be created an exportedHousekeeper helps you keeping track of any items (like food or drugs) in your household. You can specify expiry dates so you always have an overview of what you should use or rebuy in the near future. Shopping lists can easily be created an exported,"Categories
Other/Nonlisted Topic"
Proejct dedicated to creating a deisgn tool useful in theatrical lighting design.Proejct dedicated to creating a deisgn tool useful in theatrical lighting design.,"Categories
Text Editors, Other/Nonlisted Topic, Education"
Frustrated with having to look through 20 cookbooks for that favorite cookie recipe? Well look no more. Recipe Manager has arrived. Store all your favorite recipes without the bulk.Frustrated with having to look through 20 cookbooks for that favorite cookie recipe? Well look no more. Recipe Manager has arrived. Store all your favorite recipes without the bulk.,"Categories
Other/Nonlisted Topic, Database"
"Mdate is a simple command-line utility to convert between Gregorian and Mayan calendars. It features date formatting, internationalization and fun!Mdate is a simple command-line utility to convert between Gregorian and Mayan calendars. It features date formatting, internationalization and fun!","Categories
Other/Nonlisted Topic"
JTrain - Modellbahnsteuerung für digitalisierte ModellbahnenJTrain - Modellbahnsteuerung für digitalisierte Modellbahnen,"Categories
Other/Nonlisted Topic"
Diary/Weblog/Journaling system. Easy to configure using (X)HTML tamplates and CSS. You can either use already included themes or create your own. Multilanguage support. Requires SQL database. Developed in PHP 5. All POSIX OS support.Diary/Weblog/Journaling system. Easy to configure using (X)HTML tamplates and CSS. You can either use already included themes or create your own. Multilanguage support. Requires SQL database. Developed in PHP 5. All POSIX OS support.,"Categories
Other/Nonlisted Topic"
"OpenMinded tries to bring OpenSource solutions to local administrations (SMGOs), integrating different levels from OS to Apps, giving easy access for this entities to the Information Society and concerning them about the importance of this.OpenMinded tries to bring OpenSource solutions to local administrations (SMGOs), integrating different levels from OS to Apps, giving easy access for this entities to the Information Society and concerning them about the importance of this.","Categories
Other/Nonlisted Topic, Site Management, Distributed Computing"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
GNU General Public License version 2.0 (GPLv2)","Categories
Other/Nonlisted Topic"
"A program for word-by-word translation (glossing) of texts between languages. Currently there is a web interface for glossing passages in Tolkien's Elvish (specifically, Quenya) into English.A program for word-by-word translation (glossing) of texts between languages. Currently there is a web interface for glossing passages in Tolkien's Elvish (specifically, Quenya) into English.","Categories
Other/Nonlisted Topic"
"DBoxFE creates and manages configuration files for DOSBox. You can create different profiles for your games, etc. For more information about DOSBox launch the hompage: http://www.dosbox.com/DBoxFE creates and manages configuration files for DOSBox. You can create different profiles for your games, etc. For more information about DOSBox launch the hompage: http://www.dosbox.com/","Categories
Other/Nonlisted Topic"
"ExTeX aims to implement a typesetting system inspired by TeX. The design is based on components with well defined interfaces. This eases to modify and extend the language, the typesetter, the font subsystem, the backend, and other parts.ExTeX aims to implement a typesetting system inspired by TeX. The design is based on components with well defined interfaces. This eases to modify and extend the language, the typesetter, the font subsystem, the backend, and other parts.","Categories
Other/Nonlisted Topic, Interpreters, Printing"
"This project is a Local Exchange and Trading System admin tool, accessible from the web for the use of LETS members. It is composed of an online directory, accounting and payment system, and an online newsletter.This project is a Local Exchange and Trading System admin tool, accessible from the web for the use of LETS members. It is composed of an online directory, accounting and payment system, and an online newsletter.","Categories
Other/Nonlisted Topic, Accounting, Front-Ends"
"MTorus provides functionality for switching buffers quickly and general navigation issues within emacs. You can arrange the set of your buffers into rings and several rings into a torus, which can be navigated in a 2-dimensional manner.MTorus provides functionality for switching buffers quickly and general navigation issues within emacs. You can arrange the set of your buffers into rings and several rings into a torus, which can be navigated in a 2-dimensional manner.","Categories
Text Editors, Other/Nonlisted Topic"
"A tool that simplifies publishing to weblogs, including jogger.pl, blogger.com and XML-RPC compatible.A tool that simplifies publishing to weblogs, including jogger.pl, blogger.com and XML-RPC compatible.","Categories
Other/Nonlisted Topic, Internet"
"Gnogito intents to build a software for personal knowledge management. It will provide individuals with a software that supports their learning, planing and structuring of personal knowledge and their thinking and problem solving processes.Gnogito intents to build a software for personal knowledge management. It will provide individuals with a software that supports their learning, planing and structuring of personal knowledge and their thinking and problem solving processes.","Categories
Other/Nonlisted Topic, Scientific/Engineering, Education"
With the iDesk Menu Editor user's can edit existing iDesk desktop links or even create new one's. Project aborted.With the iDesk Menu Editor user's can edit existing iDesk desktop links or even create new one's. Project aborted.,"Categories
Other/Nonlisted Topic, Front-Ends, Window Managers"
"MagCon reads and writes tracks, waypoints and routes from your Magellan GPS. It was tested on a SporTrak Pro, but should work on all SporTraks, all Meridians, the 315/320 and other devices.MagCon reads and writes tracks, waypoints and routes from your Magellan GPS. It was tested on a SporTrak Pro, but should work on all SporTraks, all Meridians, the 315/320 and other devices.","Categories
Communications, Other/Nonlisted Topic"
Shabdix GNU/Linux is a live CD based on KNOPPIX and Debian. It features KDE with the Farsi/Persian translation.Shabdix GNU/Linux is a live CD based on KNOPPIX and Debian. It features KDE with the Farsi/Persian translation.,"Categories
Other/Nonlisted Topic, Software Distribution, Boot"
xregatta ist ein Paket von Austauschformaten zur elektronischen Regattaabwicklungxregatta ist ein Paket von Austauschformaten zur elektronischen Regattaabwicklung,"Categories
Other/Nonlisted Topic, Software Development, Documentation"
"KXParse is a light-weight and easy to use XML parser, written in the PHP scripting language. It doesn't need installation, and contains a very flexible API.KXParse is a light-weight and easy to use XML parser, written in the PHP scripting language. It doesn't need installation, and contains a very flexible API.","Categories
Other/Nonlisted Topic, Dynamic Content, XML Parsers"
Ein LaTeX-Editor für Windows 95-XPEin LaTeX-Editor für Windows 95-XP,"Categories
Text Editors, Other/Nonlisted Topic, Mathematics"
"This Tool supports: memorycards, health insurance cards, hbcicards and others cards. You can write on memorycards: PWD, E-Mail address and many more. This tool use the libchipcard3 library. <b><i>use on own risk ;-)</i></b>This Tool supports: memorycards, health insurance cards, hbcicards and others cards. You can write on memorycards: PWD, E-Mail address and many more. This tool use the libchipcard3 library. <b><i>use on own risk ;-)</i></b>","Categories
Other/Nonlisted Topic"
"eyeDOC is a documentation system for differently types of content. It's organized by books/chapters, creates a registry and is able to search the articles for keywords.eyeDOC is a documentation system for differently types of content. It's organized by books/chapters, creates a registry and is able to search the articles for keywords.","Categories
Other/Nonlisted Topic, Database, Documentation"
TrueType fonts are generally regarded to be the best scalable fonts for displays. This server will allow X11 applications to use the exact same TrueType fonts used on most Windows Machines.TrueType fonts are generally regarded to be the best scalable fonts for displays. This server will allow X11 applications to use the exact same TrueType fonts used on most Windows Machines.,"Categories
Other/Nonlisted Topic, Desktop Environment, Internet"
"Operating system striving for component orientation, persistence, distributed computing support.Operating system striving for component orientation, persistence, distributed computing support.","Categories
Other/Nonlisted Topic"
