Description,Category
Live MP3/OGG/AAC Flash Player for Icecast and Shoutcast. It has some interesting and necessary features like reconnect on network errors to make sure users never get silence and cache management to avoid memory memory consumption. Works with Flash 10.1 and newer.Live MP3/OGG/AAC Flash Player for Icecast and Shoutcast. It has some interesting and necessary features like reconnect on network errors to make sure users never get silence and cache management to avoid memory memory consumption. Works with Flash 10.1 and newer.,"Categories
Streaming, Players"
"ZNC is an IRC bouncer with many advanced features such as a built-in web interface, persistent connection (detaching), multiple users, per channel playback buffer, SSL, IPv6, transparent DCC bouncing, and c++ module support, to name a few.ZNC is an IRC bouncer with many advanced features such as a built-in web interface, persistent connection (detaching), multiple users, per channel playback buffer, SSL, IPv6, transparent DCC bouncing, and c++ module support, to name a few.","Categories
IRC Clients"
"This is the Standard French translation project for phpBB3. We are doing translations of the actual software itself (language files, packages and imagesets).This is the Standard French translation project for phpBB3. We are doing translations of the actual software itself (language files, packages and imagesets).","Categories
BBS, Message Board, Internationalization (I18N)"
"EGroupware has moved to Github, please find all our downloads there: https://github.com/EGroupware/egroupware/releases

EGroupware is a multi-user, web-based groupware suite. Currently available modules include: email, addressbook, calendar, infolog (notes, to-do's, phone calls), content management, wiki, project management, tracker, timesheet, knowledge base, CalDAV/CardDAVEGroupware has moved to Github, please find all our downloads there: https://github.com/EGroupware/egroupware/releases

EGroupware is a multi-user, web-based groupware suite. Currently available modules include: email, addressbook, calendar, infolog (notes, to-do's, phone calls), content management, wiki, project management, tracker, timesheet, knowledge base, CalDAV/CardDAV","Categories
File Sharing, Email Clients, Scheduling, Office Suites, Project Management, Site Management"
"PeerGuardian is a privacy oriented firewall application. It blocks connections to and from hosts specified in huge blocklists (thousands or millions of IP ranges). Its origin seeds in targeting aggressive IPs while you use P2P.

PeerGuardian Linux:
Not developed actively anymore. Team might still be around. Some unreleased changes on git. Outdated technology.

Peerguardian OS X:
Not developed anymore. We've lost contact with the OS X developer.

PeerGuardian Windows:
Not developed anymore. It's highly recommended to use PeerBlock instead, which is a continuation of PeerGuardian's development in Windows, with bug fixes and support for Windows Vista and Windows 7. Collaboration with peerblock.com is welcome!

PeerGuardian is an open project. Not only is its source code open for you to read, use, and modify - but the project is open for you to join and contribute in any form (code, documentation, bug reports, web and support).PeerGuardian is a privacy oriented firewall application. It blocks connections to and from hosts specified in huge blocklists (thousands or millions of IP ranges). Its origin seeds in targeting aggressive IPs while you use P2P.

PeerGuardian Linux:
Not developed actively anymore. Team might still be around. Some unreleased changes on git. Outdated technology.

Peerguardian OS X:
Not developed anymore. We've lost contact with the OS X developer.

PeerGuardian Windows:
Not developed anymore. It's highly recommended to use PeerBlock instead, which is a continuation of PeerGuardian's development in Windows, with bug fixes and support for Windows Vista and Windows 7. Collaboration with peerblock.com is welcome!

PeerGuardian is an open project. Not only is its source code open for you to read, use, and modify - but the project is open for you to join and contribute in any form (code, documentation, bug reports, web and support).","Categories
File Sharing, Firewall"
"Untangle is a Linux-based network gateway with pluggable modules for network applications like spam blocking, web filtering, anti-virus, anti-spyware, intrusion prevention, bandwidth control, captive portal, VPN, firewall, and more. Visit http://untangle.comUntangle is a Linux-based network gateway with pluggable modules for network applications like spam blocking, web filtering, anti-virus, anti-spyware, intrusion prevention, bandwidth control, captive portal, VPN, firewall, and more. Visit http://untangle.com","Categories
Email, Security, Networking, Logging, Internet"
"Find the next step in your career. Find and apply for remote jobs and jobs in your area using the Slashdot Job Board. Browse by job, company, location, and more.License
GNU Library or Lesser General Public License version 2.0 (LGPLv2)","Categories
Email, Office/Business, Games/Entertainment, Browsers, Design, Education"
"OpenKM is a electronic document management system and record management system EDRMS ( DMS, RMS, CMS ).

It provides modern and flexible architecture that meet today's IT demands, based on open technology (Java, Tomcat, GWT, Lucene, Hibernate, Spring and jBPM), powerful and scalable multiplatform application.

OpenKM is a Web 2.0 application that works with Internet Explorer, Firefox, Safari and Opera.

Can be configured in major DMBS like Oracle, PostgreSQL and MySQL among others.

Due to its technological architecture design, OpenKM meets the document management needs of businesses of all sizes (from SMEs to big corporations). Thanks to its elegant and intuitive interface, OpenKM transforms complex operations into easy tasks.

The most relevant functions of OpenKM is the indexing of the most common types of files: text, Office, Office 2007, OpenOffice, PDF, HTML, XML, MP3, JPEG, etc.

For a complete feature list take a look at http://goo.gl/au8cQyOpenKM is a electronic document management system and record management system EDRMS ( DMS, RMS, CMS ).

It provides modern and flexible architecture that meet today's IT demands, based on open technology (Java, Tomcat, GWT, Lucene, Hibernate, Spring and jBPM), powerful and scalable multiplatform application.

OpenKM is a Web 2.0 application that works with Internet Explorer, Firefox, Safari and Opera.

Can be configured in major DMBS like Oracle, PostgreSQL and MySQL among others.

Due to its technological architecture design, OpenKM meets the document management needs of businesses of all sizes (from SMEs to big corporations). Thanks to its elegant and intuitive interface, OpenKM transforms complex operations into easy tasks.

The most relevant functions of OpenKM is the indexing of the most common types of files: text, Office, Office 2007, OpenOffice, PDF, HTML, XML, MP3, JPEG, etc.

For a complete feature list take a look at http://goo.gl/au8cQy","Categories
File Sharing, Workflow Management, Knowledge Management, OCR, Document Management"
This software suite is designed to extend the functionality of the Asterisk PBX through platform-independant web-client applications. Includes the VICIdial inbound/outbound contact center application. The suite is scalable across multiple Asterisk servers.This software suite is designed to extend the functionality of the Asterisk PBX through platform-independant web-client applications. Includes the VICIdial inbound/outbound contact center application. The suite is scalable across multiple Asterisk servers.,"Categories
Chat, Telephony, CRM, PBX"
"WE HAVE MOVED OFF SOURCEFORGE. PLEASE VISIT http://openwebmail.acatysmoof.com. OpenWebMail is a full-featured webmail, addressbook, calendar, and webdisk system that is designed to manage very large mail folder files in a quick and memory efficient wWE HAVE MOVED OFF SOURCEFORGE. PLEASE VISIT http://openwebmail.acatysmoof.com. OpenWebMail is a full-featured webmail, addressbook, calendar, and webdisk system that is designed to manage very large mail folder files in a quick and memory efficient w","Categories
POP3, Email Clients, Calendar"
"Opensource frimware for platforms based on some SoC (Realtek RTL8186 - Wive-NG, Realtek RTL8671B/RTL8671BH/RTL8672 - Wive-NG-DSL, Ralink RT3050/RT3052 - Wive-NG-RTNL, MT7620/MT7621 - Wive-NG-MT)

For detailed discussion of commercial use please mail to info@wi-cat.ru.

For more details in russian please go to https://wi-cat.ru
Any support for end user only in https://wi-cat.ru/forums/ forum page.
Author page: http://wive-ng.sf.net
Commercial support support@wi-cat.ru

Supported device list:
1) Wive-NG-HQ - latest FW tree (only commercial access)
2) Wive-NG-MT (current) - https://wi-cat.ru/wive-ng/ustroystva-postavlyaemyie-s-os-wive-ng-mt-s-zavoda-2015-2017g/
3) Wive-NG-RTNL (EOL) - http://wive-ng.sourceforge.net/?WR-NL_RT3050%282%29:Sovmestimye_ustroystva
4) Wive-NG-ADSL (EOL) - http://wive-ng.sourceforge.net/?W422G.v3_8671BH_%284%2F16%29Opensource frimware for platforms based on some SoC (Realtek RTL8186 - Wive-NG, Realtek RTL8671B/RTL8671BH/RTL8672 - Wive-NG-DSL, Ralink RT3050/RT3052 - Wive-NG-RTNL, MT7620/MT7621 - Wive-NG-MT)

For detailed discussion of commercial use please mail to info@wi-cat.ru.

For more details in russian please go to https://wi-cat.ru
Any support for end user only in https://wi-cat.ru/forums/ forum page.
Author page: http://wive-ng.sf.net
Commercial support support@wi-cat.ru

Supported device list:
1) Wive-NG-HQ - latest FW tree (only commercial access)
2) Wive-NG-MT (current) - https://wi-cat.ru/wive-ng/ustroystva-postavlyaemyie-s-os-wive-ng-mt-s-zavoda-2015-2017g/
3) Wive-NG-RTNL (EOL) - http://wive-ng.sourceforge.net/?WR-NL_RT3050%282%29:Sovmestimye_ustroystva
4) Wive-NG-ADSL (EOL) - http://wive-ng.sourceforge.net/?W422G.v3_8671BH_%284%2F16%29","Categories
Ham Radio, Wireless"
"Megaupload Downloader is a programme born to avoid users tons of advertisement, poup-ups, etc.. that we get when we try to download from free file hosting services.Megaupload Downloader is a programme born to avoid users tons of advertisement, poup-ups, etc.. that we get when we try to download from free file hosting services.","Categories
File Sharing, Internet"
