Description,Category
"A Lightweight DDOSing Client with Console Commands. Original code by: abatishchev (LOIC). A better version of our old release.

DISCLAIMER: USE ON YOUR OWN RISK. THIS SOFTWARE IS PROVIDED BY THE COPYRIGHT HOLDER OR CONTRIBUTORS ""AS IS"" AND ANY EXPRESS OR IMPLIED WARRANTIES, INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE ARE DISCLAIMED. IN NO EVENT SHALL THE COPYRIGHT HOLDER OR CONTRIBUTORS BE LIABLE FOR ANY DIRECT, INDIRECT, INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES.A Lightweight DDOSing Client with Console Commands. Original code by: abatishchev (LOIC). A better version of our old release.

DISCLAIMER: USE ON YOUR OWN RISK. THIS SOFTWARE IS PROVIDED BY THE COPYRIGHT HOLDER OR CONTRIBUTORS ""AS IS"" AND ANY EXPRESS OR IMPLIED WARRANTIES, INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE ARE DISCLAIMED. IN NO EVENT SHALL THE COPYRIGHT HOLDER OR CONTRIBUTORS BE LIABLE FOR ANY DIRECT, INDIRECT, INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES.","Categories
Security, Internet"
"-> Absolutely free. No hidden cost. NO ADS.
-> Very tiny in size. (954 KB)
-> Measure your password's strength.
-> It also calculates the time to guess your password by an average desktop computer.


NOTE:
We respect your privacy. This app will NEVER store/remember your password anywhere in any format. So type your password without any worry and watch your result instantly.-> Absolutely free. No hidden cost. NO ADS.
-> Very tiny in size. (954 KB)
-> Measure your password's strength.
-> It also calculates the time to guess your password by an average desktop computer.


NOTE:
We respect your privacy. This app will NEVER store/remember your password anywhere in any format. So type your password without any worry and watch your result instantly.","Categories
Security"
"Advanced Password Generator is a lightweight tool to help you generate random passwords, which you can use to protect the security of your accounts and profiles. This tool does not require installation, so you can run it from an usb drive. It has various options to customize the generated password. Two versions available. One for desktop usage with graphical interface and one for command line (ie. scripting) This project entirely written in FreePascal/Lazarus.Advanced Password Generator is a lightweight tool to help you generate random passwords, which you can use to protect the security of your accounts and profiles. This tool does not require installation, so you can run it from an usb drive. It has various options to customize the generated password. Two versions available. One for desktop usage with graphical interface and one for command line (ie. scripting) This project entirely written in FreePascal/Lazarus.","Categories
Security, Password Generators"
"BHS (Debian)
New BHS release Based on Debian jessie/sid
Kermel 3.12
KDE 4.11
Debian style and look
Custom scripts!!
Defcon tools!!
New wifi scripts
Multiarch support
Top tools
username: root password: BHS

note:
Don't forget to run the script located on the desktop to install the missing tools,because without to run it the menu will not be functional,if you not see it just download from here in the file section..sorry for the delay the upload stack for 2 time...


installall.sh fixed(metasploit and w3af bug)

D4RkS-patcher : will install the kernel 3.13 and add aircrack-ng patch for you automatically!!!BHS (Debian)
New BHS release Based on Debian jessie/sid
Kermel 3.12
KDE 4.11
Debian style and look
Custom scripts!!
Defcon tools!!
New wifi scripts
Multiarch support
Top tools
username: root password: BHS

note:
Don't forget to run the script located on the desktop to install the missing tools,because without to run it the menu will not be functional,if you not see it just download from here in the file section..sorry for the delay the upload stack for 2 time...


installall.sh fixed(metasploit and w3af bug)

D4RkS-patcher : will install the kernel 3.13 and add aircrack-ng patch for you automatically!!!","Categories
Password Crackers"
"A Lightweight DDOSing Client Built in C#, Built originally for TheArmagedōnTeam. Original code by: abatishchev (LOIC). Basically, A more grown up version of LOIC.

Download our newest release: https://sourceforge.net/projects/armagedon2loic

DISCLAIMER: USE ON YOUR OWN RISK. THIS SOFTWARE IS PROVIDED BY THE COPYRIGHT HOLDER OR CONTRIBUTORS ""AS IS"" AND ANY EXPRESS OR IMPLIED WARRANTIES, INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE ARE DISCLAIMED. IN NO EVENT SHALL THE COPYRIGHT HOLDER OR CONTRIBUTORS BE LIABLE FOR ANY DIRECT, INDIRECT, INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES.A Lightweight DDOSing Client Built in C#, Built originally for TheArmagedōnTeam. Original code by: abatishchev (LOIC). Basically, A more grown up version of LOIC.

Download our newest release: https://sourceforge.net/projects/armagedon2loic

DISCLAIMER: USE ON YOUR OWN RISK. THIS SOFTWARE IS PROVIDED BY THE COPYRIGHT HOLDER OR CONTRIBUTORS ""AS IS"" AND ANY EXPRESS OR IMPLIED WARRANTIES, INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE ARE DISCLAIMED. IN NO EVENT SHALL THE COPYRIGHT HOLDER OR CONTRIBUTORS BE LIABLE FOR ANY DIRECT, INDIRECT, INCIDENTAL, SPECIAL, EXEMPLARY, OR CONSEQUENTIAL DAMAGES.","Categories
Security, Internet"
"Modbus traffic generator is a tool written in Python, and uses Scapy libraries to evaluate the effectiveness of SCADA security solutions. The tool generates Modbus/TCP packets, where the characteristics of these packets are extracted from Snort NIDS Modbus rules. The generated packets trigger related alerts in Snort NIDS. It is useful to anybody interested in evaluating and testing their SCADA security solution or other people solutions.

Requirements:
* Python 2.x or higher
* Scapy
* Snort NIDS (within the network)Modbus traffic generator is a tool written in Python, and uses Scapy libraries to evaluate the effectiveness of SCADA security solutions. The tool generates Modbus/TCP packets, where the characteristics of these packets are extracted from Snort NIDS Modbus rules. The generated packets trigger related alerts in Snort NIDS. It is useful to anybody interested in evaluating and testing their SCADA security solution or other people solutions.

Requirements:
* Python 2.x or higher
* Scapy
* Snort NIDS (within the network)","Categories
Security, Anti-Malware"
"The application refers to track what happen with your computer USB ports by which USB drive and when. USB 007 can track it in your presence or absence.

After inserting a removable disk such as Pen drive, Memory card, External hard disk etc. USB 007 will track the drive name, drive insertion date-time, drive space info and the file-folders (include hidden) that the drive contains. You will also get the updated info before the drive removed.

The 4 more important features are that
♦ Enabling & Disabling options of USB ports.
♦ Track which files-folders are sent from/given to your computer.
♦ Track how much time the drive was connected to your computer.
♦ Observe (by reading only) if there is any virus in the drive, without open it.The application refers to track what happen with your computer USB ports by which USB drive and when. USB 007 can track it in your presence or absence.

After inserting a removable disk such as Pen drive, Memory card, External hard disk etc. USB 007 will track the drive name, drive insertion date-time, drive space info and the file-folders (include hidden) that the drive contains. You will also get the updated info before the drive removed.

The 4 more important features are that
♦ Enabling & Disabling options of USB ports.
♦ Track which files-folders are sent from/given to your computer.
♦ Track how much time the drive was connected to your computer.
♦ Observe (by reading only) if there is any virus in the drive, without open it.","Categories
Security, Logging, Hardware"
"icappfd is an ICAP daemon that can scan and change responses received from an HTTP server.
It scans content for phrases, assigns a score to a page and will redirect to a block url for each page with a score that passes a pre-configured limit...
It's kinda like a spam filter for the web.

icappfd is used with proxy servers (squid3, and probably others) to protect users from certain types of content such as gambling, peer2peer, porn etc etc.icappfd is an ICAP daemon that can scan and change responses received from an HTTP server.
It scans content for phrases, assigns a score to a page and will redirect to a block url for each page with a score that passes a pre-configured limit...
It's kinda like a spam filter for the web.

icappfd is used with proxy servers (squid3, and probably others) to protect users from certain types of content such as gambling, peer2peer, porn etc etc.","Categories
Security, HTTP Servers"
"Screen Locker
Description:
Screen Locker is a security tool for all 32 bit and 64 bit editions of Windows. Using this tool you can lock your PC screen to protect accessibility from other users.

Instruction:
Choose a password, confirm password and click OK.
Then your screen will locked. You can unlocked it only by given correct password and can change it by clicking 'Change Password' button.If you forget your password then press windows button from your keyboard and restart your PC.

License for use:
Free for personal or corporate use. You can distribute this program freely without any charge & change of program or the zip file in any way.
Developer:
Md. Musabbir Al Mamun
musabbir.mamun@gmail.com
http://www.facebook.com/musabbir.mamun
cell no.+8801726315133
ID: CE-10021, MBSTU
BangladeshScreen Locker
Description:
Screen Locker is a security tool for all 32 bit and 64 bit editions of Windows. Using this tool you can lock your PC screen to protect accessibility from other users.

Instruction:
Choose a password, confirm password and click OK.
Then your screen will locked. You can unlocked it only by given correct password and can change it by clicking 'Change Password' button.If you forget your password then press windows button from your keyboard and restart your PC.

License for use:
Free for personal or corporate use. You can distribute this program freely without any charge & change of program or the zip file in any way.
Developer:
Md. Musabbir Al Mamun
musabbir.mamun@gmail.com
http://www.facebook.com/musabbir.mamun
cell no.+8801726315133
ID: CE-10021, MBSTU
Bangladesh","Categories
Security"
"This small project is password strength meter for web pages written in javascript and html. The password strength is based on the entropy of the character sets used. Entropy in this case means the number of possible combinations of lowercase letters, uppercase letters, digits, and special characters that are possible in a password.

Please see the project home page at http://passwordmeter.sourceforge.net.

This project was inspired by a Randall Munroe cartoon at http://xkcd.com/936/.This small project is password strength meter for web pages written in javascript and html. The password strength is based on the entropy of the character sets used. Entropy in this case means the number of possible combinations of lowercase letters, uppercase letters, digits, and special characters that are possible in a password.

Please see the project home page at http://passwordmeter.sourceforge.net.

This project was inspired by a Randall Munroe cartoon at http://xkcd.com/936/.","Categories
Security"
hunter injection testing database servers.hunter injection testing database servers.,"Categories
Security"
Just Lock is a 100% free and open source folder locking software.Just Lock is a 100% free and open source folder locking software.,"Categories
Security"
Lets you automatically save a database as other databases when saving. For use with Keepass Password Safe 2.Lets you automatically save a database as other databases when saving. For use with Keepass Password Safe 2.,"Categories
Database, Desktop Environment, Password Managers"
