Description,Category
A GTK Daisy Talking Book reader application.A GTK Daisy Talking Book reader application.,"Categories
Other/Nonlisted Topic"
html2fo is a converter from html to xsl:fo. The html code could be written with StarOffice or other WYSIWYM editors and must not be 100% valid html code. html2fo is designed to produce a valid xsl:fo for using FOP from Apache.html2fo is a converter from html to xsl:fo. The html code could be written with StarOffice or other WYSIWYM editors and must not be 100% valid html code. html2fo is designed to produce a valid xsl:fo for using FOP from Apache.,"Categories
Other/Nonlisted Topic, Office/Business, Code Generators, Internet, Image Converters"
"This application provides GUI front end for the RSync command under windows, for transfering files between the Agenda Linux PDA and the Windows Desktop. In additional includes a built-in Text Editor and a Windows Explorer like user interface for browsingThis application provides GUI front end for the RSync command under windows, for transfering files between the Agenda Linux PDA and the Windows Desktop. In additional includes a built-in Text Editor and a Windows Explorer like user interface for browsing","Categories
Other/Nonlisted Topic"
"SDBoot is a complete bootloader solution (MCU side and PC side), free, with source code for AVR MCU chip. It features a checksumed protocol for safe programming.SDBoot is a complete bootloader solution (MCU side and PC side), free, with source code for AVR MCU chip. It features a checksumed protocol for safe programming.","Categories
Other/Nonlisted Topic, Boot, Electronic Design Automation (EDA)"
BurnOut is a .Net program to scan CDs and DVDs in order to find which copy protection is used.BurnOut is a .Net program to scan CDs and DVDs in order to find which copy protection is used.,"Categories
Other/Nonlisted Topic, Multimedia"
"Al-Cal-Culator helps homebrewers calculate % alcohol by weight and volume, calories and carbohydrates, and apparent attenuation of their homebrew. This program is not a recipe calculator. **Packages with with SRC in the name are source code releases.**Al-Cal-Culator helps homebrewers calculate % alcohol by weight and volume, calories and carbohydrates, and apparent attenuation of their homebrew. This program is not a recipe calculator. **Packages with with SRC in the name are source code releases.**","Categories
Other/Nonlisted Topic, Calculators"
"Aurora Light Controller is a theater-oriented lighting controller. It is built around cues and conventional fixtures. It currently supports the usbdmx.com controller and the ArtNet protocol, and is designed to support additional controllers.Aurora Light Controller is a theater-oriented lighting controller. It is built around cues and conventional fixtures. It currently supports the usbdmx.com controller and the ArtNet protocol, and is designed to support additional controllers.","Categories
Other/Nonlisted Topic"
"A criteria selection for guiding and assuring activities concerned with the analysis of digital evidence, It covers legal, police and operational aspects. It is not a technical manual for computer forensic analysis, It is a criteria-based manual.A criteria selection for guiding and assuring activities concerned with the analysis of digital evidence, It covers legal, police and operational aspects. It is not a technical manual for computer forensic analysis, It is a criteria-based manual.","Categories
Other/Nonlisted Topic, Security"
"Kannada is a south Indian language spoken by roughly 30 million people. This project attempts to carry out localization tasks on KDE, Gnome, OpenOffice.org, Mozilla and other Free, Open source software into Kannada.Kannada is a south Indian language spoken by roughly 30 million people. This project attempts to carry out localization tasks on KDE, Gnome, OpenOffice.org, Mozilla and other Free, Open source software into Kannada.","Categories
Other/Nonlisted Topic, KDE, GNOME"
"""EjOI Judge System"" is a Judge system which was developed to be used in local networks to judge programs written for it's ""Informatics Olympiad"" based problems. EjOI stands for Ejei Olympiad in Informatics.""EjOI Judge System"" is a Judge system which was developed to be used in local networks to judge programs written for it's ""Informatics Olympiad"" based problems. EjOI stands for Ejei Olympiad in Informatics.","Categories
Other/Nonlisted Topic, HTTP Servers, Scientific/Engineering"
"An implementation of <a href=""http://www.mysociety.org/"">MySociety.org</a>'s <a href=""http://www.fixmystreet.com/"">FixMyStreet</a>, for Nokia/Symbian Series 60 mobile devices.An implementation of <a href=""http://www.mysociety.org/"">MySociety.org</a>'s <a href=""http://www.fixmystreet.com/"">FixMyStreet</a>, for Nokia/Symbian Series 60 mobile devices.","Categories
Other/Nonlisted Topic, Mobile"
"Software to keep a log of gym weight training, analyze progress, and create optimal workouts based on previous workouts.Software to keep a log of gym weight training, analyze progress, and create optimal workouts based on previous workouts.","Categories
Other/Nonlisted Topic"
"PHPDictionary is the ultimate online dictionary manager for any conlanger, or someone who wishes to document a natural language. It is no longer hosted on SourceForge, but instead has moved to its own site: http://pd.czilla.comPHPDictionary is the ultimate online dictionary manager for any conlanger, or someone who wishes to document a natural language. It is no longer hosted on SourceForge, but instead has moved to its own site: http://pd.czilla.com","Categories
Other/Nonlisted Topic"
"Cross platform automatic spam complaint generator. Download spam from IMAP4 servers, look for links, automatically send complaint to Registrars asking to suspend domains. Also forward spam to configured accounts. All tasks thought to damage spammers.Cross platform automatic spam complaint generator. Download spam from IMAP4 servers, look for links, automatically send complaint to Registrars asking to suspend domains. Also forward spam to configured accounts. All tasks thought to damage spammers.","Categories
Other/Nonlisted Topic"
"LaTeX-Mk is a collection of makefile fragments for managing small to large LaTeX
based documentation projects. The idea is that especially large documents, there may be many many steps required to typeset the document (export modified figures to postscrLaTeX-Mk is a collection of makefile fragments for managing small to large LaTeX
based documentation projects. The idea is that especially large documents, there may be many many steps required to typeset the document (export modified figures to postscr","Categories
Text Processing, Other/Nonlisted Topic, Printing"
"<IMG SRC=""http://sourceforge.net/dbimage.php?id=3181"" width=""256"" height=""34""><BR>Java Extraction Transformation Service for Transmitting Records & Exchanging Application Metadata: a Java-based ETL/EAI tool.<IMG SRC=""http://sourceforge.net/dbimage.php?id=3181"" width=""256"" height=""34""><BR>Java Extraction Transformation Service for Transmitting Records & Exchanging Application Metadata: a Java-based ETL/EAI tool.","Categories
Other/Nonlisted Topic, Database"
"A collection of XSLT and other scripts for dealing with Encoded Archival Description (EAD) Finding Aids, such as transformation into HTML or into Dublin Core (DC) records for use with the Open Archive Initiative Protocol for Metadata Harvesting (OAI-PMH)A collection of XSLT and other scripts for dealing with Encoded Archival Description (EAD) Finding Aids, such as transformation into HTML or into Dublin Core (DC) records for use with the Open Archive Initiative Protocol for Metadata Harvesting (OAI-PMH)","Categories
Other/Nonlisted Topic, Internet"
"Linux Kernel patchset based on the realtime-preemption work by Ingo Molnar.
Additionally it contains many functionality enhancements, extra drivers, code improvements, fixes etc.Linux Kernel patchset based on the realtime-preemption work by Ingo Molnar.
Additionally it contains many functionality enhancements, extra drivers, code improvements, fixes etc.","Categories
Other/Nonlisted Topic"
"lppf is an application for handling PPF patches in Linux. PPF patches are often very small and are used for correcting a previously released movie or an ISO, so that users won't have to download everything again.lppf is an application for handling PPF patches in Linux. PPF patches are often very small and are used for correcting a previously released movie or an ISO, so that users won't have to download everything again.","Categories
Other/Nonlisted Topic"
"An (experimental) java program to read and manage(juggling) GPS tracks (uses the RXTX-Library http://www.rxtx.org/). Already supported GPS-Logger Devices: Bräuniger Competino, Bräuniger Compeo, Flytec 5020 and Flytec 5030An (experimental) java program to read and manage(juggling) GPS tracks (uses the RXTX-Library http://www.rxtx.org/). Already supported GPS-Logger Devices: Bräuniger Competino, Bräuniger Compeo, Flytec 5020 and Flytec 5030","Categories
Other/Nonlisted Topic"
"Huge collection of cliparts in Encapsulated PostScript format derived from Open Clip Art Library. Includes more than 6,500 clip arts freely available without restrictions for free use and distribution. Released as Public Domain.Huge collection of cliparts in Encapsulated PostScript format derived from Open Clip Art Library. Includes more than 6,500 clip arts freely available without restrictions for free use and distribution. Released as Public Domain.","Categories
Other/Nonlisted Topic, Office/Business, Image Converters"
This driver downloads USB boards built with the Cypress (formerly Anchor Chips) EZ-USB AN2131 chip. No hard coded limit for number of connected boards; uses proc fs to download; allows non-root downloads. (ezusb an2131 keyspan)This driver downloads USB boards built with the Cypress (formerly Anchor Chips) EZ-USB AN2131 chip. No hard coded limit for number of connected boards; uses proc fs to download; allows non-root downloads. (ezusb an2131 keyspan),"Categories
Other/Nonlisted Topic"
"Boogiepants do not dance to music, music dances to boogiepants! Boogiepants is a way to translate a dancer's pelvic motions into music, in a very flexible, powerful, interactive way, currently using a Wiimote, a nunchuck, and Java.Boogiepants do not dance to music, music dances to boogiepants! Boogiepants is a way to translate a dancer's pelvic motions into music, in a very flexible, powerful, interactive way, currently using a Wiimote, a nunchuck, and Java.","Categories
Other/Nonlisted Topic, Games/Entertainment, MIDI"
"linViex is a graphical programming environment for home automation tasks and other applications. It supports remote controls, sensor devices, power switches/dimmers, e-mail, text-to-speech conversion, media players and many more. Graphic symbols of functional objects can be interconnected to exchange and process data.linViex is a graphical programming environment for home automation tasks and other applications. It supports remote controls, sensor devices, power switches/dimmers, e-mail, text-to-speech conversion, media players and many more. Graphic symbols of functional objects can be interconnected to exchange and process data.","Categories
Other/Nonlisted Topic, Software Development"
VoToL is an electronic voting system. VoToL č un sistema di voto elettronico per qualsiasi istituzione. E' un sistema di votazione via computerVoToL is an electronic voting system. VoToL č un sistema di voto elettronico per qualsiasi istituzione. E' un sistema di votazione via computer,"Categories
Other/Nonlisted Topic, Office/Business, Database, Dynamic Content, Sociology, Education"
"This is a web interface sport club site CMS, main site is changeable through a template system, draw will allow people to comment on games, coaches will be able to add results for their team. Plug-ins like custom player profiles, image gallery and more.This is a web interface sport club site CMS, main site is changeable through a template system, draw will allow people to comment on games, coaches will be able to add results for their team. Plug-ins like custom player profiles, image gallery and more.","Categories
Other/Nonlisted Topic, WWW/HTTP"
UserSettings is a simple .Net componant which can be used to access and store personal preferences in the form of XML files for the application it is used in.UserSettings is a simple .Net componant which can be used to access and store personal preferences in the form of XML files for the application it is used in.,"Categories
Other/Nonlisted Topic, File Systems"
"Random Pick-a-Meal - Can't decide what to eat? Can't decide where to eat? Let the Random Pick-a-Meal pick it for you! Choose, Pick, and Go Eat!

This is the download version (which hasn't been touched in years). I now have an online version of Pick-a-Meal that you can log in to and use 'on the go'. It's at: https://kdcinfo.com/pickameal/Random Pick-a-Meal - Can't decide what to eat? Can't decide where to eat? Let the Random Pick-a-Meal pick it for you! Choose, Pick, and Go Eat!

This is the download version (which hasn't been touched in years). I now have an online version of Pick-a-Meal that you can log in to and use 'on the go'. It's at: https://kdcinfo.com/pickameal/","Categories
Other/Nonlisted Topic, Dynamic Content"
"Accepts machine specific, time sensitive password from standard user to then allow the user to run a new application as local Administrator. Released under GPL.Accepts machine specific, time sensitive password from standard user to then allow the user to run a new application as local Administrator. Released under GPL.","Categories
Other/Nonlisted Topic, Security"
"Podracer is a podcast aggregator that gets the enclosures from a list of podcast feeds and stores them in a specified location. It supports BitTorrent, http and ftp downloads and runs best as a cron job to retrieve podcasts throughout the day.Podracer is a podcast aggregator that gets the enclosures from a list of podcast feeds and stores them in a specified location. It supports BitTorrent, http and ftp downloads and runs best as a cron job to retrieve podcasts throughout the day.","Categories
Other/Nonlisted Topic, WWW/HTTP, Sound/Audio"
The reference implementation of the Kernel-Based Hough Transform (http://www.ic.uff.br/~laffernandes/projects/kht) for detecting straight lines in binary images moved to GitHub (https://github.com/laffernandes/kht).The reference implementation of the Kernel-Based Hough Transform (http://www.ic.uff.br/~laffernandes/projects/kht) for detecting straight lines in binary images moved to GitHub (https://github.com/laffernandes/kht).,"Categories
Other/Nonlisted Topic"
"This is a weather widget for the popular Screenlets.org widget engine on Linux machines.

It displays weather for your desired location in an easy-to-read format on your desktop.This is a weather widget for the popular Screenlets.org widget engine on Linux machines.

It displays weather for your desired location in an easy-to-read format on your desktop.","Categories
Other/Nonlisted Topic, KDE Themes, GNOME, Browsers, Data Visualization, Earth Sciences"
PROJECT MOVED TO: http://code.google.com/p/subtext/PROJECT MOVED TO: http://code.google.com/p/subtext/,"Categories
Communications, Other/Nonlisted Topic, Dynamic Content"
A program which retrieves TV program data and asks user which TV programs he / she'll watch that day. Using that data program learns the user preferences using machine learning algorithms (such as support vector machines).A program which retrieves TV program data and asks user which TV programs he / she'll watch that day. Using that data program learns the user preferences using machine learning algorithms (such as support vector machines).,"Categories
Other/Nonlisted Topic"
SEO Filter is a Search Engine Optimization Software for forums and Content Management Systems. Rewrites dynamic links on the fly. Keyword rich links (title in the URL). Session ID is removed from links. No duplicate content (301 redirect).SEO Filter is a Search Engine Optimization Software for forums and Content Management Systems. Rewrites dynamic links on the fly. Keyword rich links (title in the URL). Session ID is removed from links. No duplicate content (301 redirect).,"Categories
Other/Nonlisted Topic, Message Board, Search Engines, Site Management, HTTP Servers, Content Management Systems (CMS)"
Banner is a port of the Unix and Linux command-line tool with the same name. It displays the text provided in the argument in ASCII art. For more apps and C# code please visit my blog: http://codehill.comBanner is a port of the Unix and Linux command-line tool with the same name. It displays the text provided in the argument in ASCII art. For more apps and C# code please visit my blog: http://codehill.com,"Categories
Other/Nonlisted Topic, Command Line Tools"
"A Java/Windows/.NET conversion utility. Convert text, RTF, HTML, and Word/Excel/PowerPoint documents in Vietnamese legacy formats (VNI, VISCII, VPS, TCVN3, or VIQR), NCR (windows-1252, iso-8859-1), and Unicode Composite (NFD) to Unicode Precomposed (NFC) formatA Java/Windows/.NET conversion utility. Convert text, RTF, HTML, and Word/Excel/PowerPoint documents in Vietnamese legacy formats (VNI, VISCII, VPS, TCVN3, or VIQR), NCR (windows-1252, iso-8859-1), and Unicode Composite (NFD) to Unicode Precomposed (NFC) format","Categories
Other/Nonlisted Topic"
