Description,Category
"The Wikipedia Miner toolkit provides simplified access to Wikipedia. This open encyclopedia represents a vast, constantly evolving multilingual database of concepts and semantic relations; a promising resource for nlp and related research.The Wikipedia Miner toolkit provides simplified access to Wikipedia. This open encyclopedia represents a vast, constantly evolving multilingual database of concepts and semantic relations; a promising resource for nlp and related research.","Categories
Search Engines, Information Analysis"
This Java application serves to transform W3C XML Schema instances into interactive diagrams in SVG format. The diagram represents structure of XML files and provides information about individual items – elements and attributes.This Java application serves to transform W3C XML Schema instances into interactive diagrams in SVG format. The diagram represents structure of XML files and provides information about individual items – elements and attributes.,"Categories
XML, Documentation, Presentation, Data Visualization"
"ffnet is a fast and easy-to-use feed-forward neural network training solution for python. Many nice features are implemented: arbitrary network connectivity, automatic data normalization, very efficient training tools, network export to fortran code.

Now ffnet has also a GUI called ffnetui.ffnet is a fast and easy-to-use feed-forward neural network training solution for python. Many nice features are implemented: arbitrary network connectivity, automatic data normalization, very efficient training tools, network export to fortran code.

Now ffnet has also a GUI called ffnetui.","Categories
Artificial Intelligence, Neural Network Libraries"
"OpenSeaMap's goal is to add nautical and tourism information a sailor could be interested in to OSM (OpenStreetMap) and to present it in a pleasing way. Those include beacons, buoys and other seamark and port information.OpenSeaMap's goal is to add nautical and tourism information a sailor could be interested in to OSM (OpenStreetMap) and to present it in a pleasing way. Those include beacons, buoys and other seamark and port information.","Categories
GIS"
"Modern scripting language and the first one that presents the concept of programming with direct fiction description using a clear subset of pure human language.
Using Supernova you can write the source code using Arabic and/or English keywords and you can create GUI applications for Windows and Linux.Modern scripting language and the first one that presents the concept of programming with direct fiction description using a clear subset of pure human language.
Using Supernova you can write the source code using Arabic and/or English keywords and you can create GUI applications for Windows and Linux.","Categories
Compilers, Virtual Machine, Artificial Intelligence"
"pdfsandwich generates ""sandwich"" OCR pdf files, i.e. pdf files which contain only images (but no editable text) will be processed by optical character recognition (OCR) and the text will be added to each page invisibly ""behind"" the images.

pdfsandwich is a command line tool which is supposed to be useful to OCR scanned books or journals. It is able to recognize the page layout even for multicolumn text.

Essentially, pdfsandwich is a wrapper script which calls the following binaries: convert, unpaper, tesseract, gs, and hocr2pdf (if tesseract < 3.03). It is known to run on Unix systems and has been tested on Linux and MacOS X. It supports parallel processing on multiprocessor systems.

In contrast to most competing sandwich programs, it performs preprocessing of the scanned images, such as de-skewing or removal of dark edges etc.

For further information please read the manual: http://www.tobias-elze.de/pdfsandwich/index.htmlpdfsandwich generates ""sandwich"" OCR pdf files, i.e. pdf files which contain only images (but no editable text) will be processed by optical character recognition (OCR) and the text will be added to each page invisibly ""behind"" the images.

pdfsandwich is a command line tool which is supposed to be useful to OCR scanned books or journals. It is able to recognize the page layout even for multicolumn text.

Essentially, pdfsandwich is a wrapper script which calls the following binaries: convert, unpaper, tesseract, gs, and hocr2pdf (if tesseract < 3.03). It is known to run on Unix systems and has been tested on Linux and MacOS X. It supports parallel processing on multiprocessor systems.

In contrast to most competing sandwich programs, it performs preprocessing of the scanned images, such as de-skewing or removal of dark edges etc.

For further information please read the manual: http://www.tobias-elze.de/pdfsandwich/index.html","Categories
Office/Business, Command Line Tools, OCR"
"Integrated Development Environment for some microcontrollers based on 8051(e.g. AT89S8253). Supported languages are Assembly and C. It has its own simulator, assembler, editor and many other tools. See the project web site for more details and the newest updates.Integrated Development Environment for some microcontrollers based on 8051(e.g. AT89S8253). Supported languages are Assembly and C. It has its own simulator, assembler, editor and many other tools. See the project web site for more details and the newest updates.","Categories
Cross Compilers, Simulation, Exam, Macros, Scientific Calculators"
"Image registration with variable transformations (elastic, diffeomorphic, diffeomorphisms, unbiased) and similarity metrics (landmarks, cross-correlation, mutual information, etc). Image segmentation with priors & nonparametric, multivariate models.

*** Current ANTs code and support is hosted at Github ***

The best way to get ANTs is to compile from source. Build instructions are here

https://github.com/ANTsX/ANTs/wiki/Compiling-ANTs-on-Linux-and-Mac-OS

Binaries (updated infrequently) available here:

https://github.com/stnava/ANTs/releases

Older code and binaries remain available here on SourceForge (1.9x). If you are new to ANTs you should probably go to Github and get the latest code.Image registration with variable transformations (elastic, diffeomorphic, diffeomorphisms, unbiased) and similarity metrics (landmarks, cross-correlation, mutual information, etc). Image segmentation with priors & nonparametric, multivariate models.

*** Current ANTs code and support is hosted at Github ***

The best way to get ANTs is to compile from source. Build instructions are here

https://github.com/ANTsX/ANTs/wiki/Compiling-ANTs-on-Linux-and-Mac-OS

Binaries (updated infrequently) available here:

https://github.com/stnava/ANTs/releases

Older code and binaries remain available here on SourceForge (1.9x). If you are new to ANTs you should probably go to Github and get the latest code.","Categories
Medical, Information Analysis"
"IMPORTANT UPDATE! This project has migrated to https://github.com/polyworld/polyworld . This SourceForge repository is now obsolete.

Polyworld is one of the earliest and most sophisticated artificial worlds developed to study Artificial Life and Artificial Intelligence, using computational genetics, physiology, metabolism, neural networks, learning, vision, and behavior.IMPORTANT UPDATE! This project has migrated to https://github.com/polyworld/polyworld . This SourceForge repository is now obsolete.

Polyworld is one of the earliest and most sophisticated artificial worlds developed to study Artificial Life and Artificial Intelligence, using computational genetics, physiology, metabolism, neural networks, learning, vision, and behavior.","Categories
Artificial Intelligence"
"A cross platform GUI for several code formatter, beautifier and indenter like AStyle, GNU Indent, GreatCode, HTML Tidy, Uncrustify and many more. Main feature is a live preview to directly see how the selected formatting option affects the source code.A cross platform GUI for several code formatter, beautifier and indenter like AStyle, GNU Indent, GreatCode, HTML Tidy, Uncrustify and many more. Main feature is a live preview to directly see how the selected formatting option affects the source code.","Categories
User Interface (UI), Usability, GPS"
The Beamer class is a LaTeX class for creating presentations using a video projector. THIS PAGE IS NO LONGER MAINTAINED. Home page: https://github.com/josephwright/beamer Mailing lists: http://groups.google.com/group/beamer-classThe Beamer class is a LaTeX class for creating presentations using a video projector. THIS PAGE IS NO LONGER MAINTAINED. Home page: https://github.com/josephwright/beamer Mailing lists: http://groups.google.com/group/beamer-class,"Categories
Text Editors, Office/Business, Presentation, Data Visualization"
"GDL - GNU Data Language, a free IDL (Interactive Data Language, see http://ittvis.com/idl/) compatible incremental compiler.GDL - GNU Data Language, a free IDL (Interactive Data Language, see http://ittvis.com/idl/) compatible incremental compiler.","Categories
Compilers, Interpreters, Data Visualization, Information Analysis"
"AMOS is a collection of tools and class interfaces for the assembly of DNA reads. The package includes a robust infrastructure, modular assembly pipelines, and tools for overlapping, consensus generation, contigging, and assembly manipulation.AMOS is a collection of tools and class interfaces for the assembly of DNA reads. The package includes a robust infrastructure, modular assembly pipelines, and tools for overlapping, consensus generation, contigging, and assembly manipulation.","Categories
Bio-Informatics"
"Now with IEC61850 support!
This project combines existing open source projects and tools to create a very capable, mobile and cloud-friendly HMI system that can rival proprietary software. This approach makes it possible to sum the forces of each project (Chromium, SVG/HTML5, PHP, Lua, SQLite, Inkscape, Lib61850, OpenDNP3, Nginx, Vega, PostgreSQL, Grafana,…) to achieve a great set of open, evergreen, modular and customizable tools for building great HMIs for automation projects.
This is not a toy project! It's been actually used in dozens of substations up to 230kV level and also in control centers with configurations up to 70.000 tags.
Feel free to ask questions in the ""Discussion"" section.
Online demo: http://vmi233205.contaboserver.net:51909/
Help sponsoring OSHMI here https://github.com/sponsors/riclolsen.
>>> Have a look also at my new SCADA project here:
https://github.com/riclolsen/json-scadaNow with IEC61850 support!
This project combines existing open source projects and tools to create a very capable, mobile and cloud-friendly HMI system that can rival proprietary software. This approach makes it possible to sum the forces of each project (Chromium, SVG/HTML5, PHP, Lua, SQLite, Inkscape, Lib61850, OpenDNP3, Nginx, Vega, PostgreSQL, Grafana,…) to achieve a great set of open, evergreen, modular and customizable tools for building great HMIs for automation projects.
This is not a toy project! It's been actually used in dozens of substations up to 230kV level and also in control centers with configurations up to 70.000 tags.
Feel free to ask questions in the ""Discussion"" section.
Online demo: http://vmi233205.contaboserver.net:51909/
Help sponsoring OSHMI here https://github.com/sponsors/riclolsen.
>>> Have a look also at my new SCADA project here:
https://github.com/riclolsen/json-scada","Categories
Data Visualization, SCADA, IoT"
"FCSalyzer is a free program for analysing flow cytometry data. It is programmed in Java and should therefore work on many different operating systems. FCSalyzer offers an easy What-you-see-is-what-you get interface and provides the standard analysing tools - dot plots, histograms, complex gating strategies and associated statistics.

Impressum / Legal Notice
Sven Mostböck
Murlingengasse 25/5
1120 Wien
Austria
e-mail: sven_mostboeck@users.sourceforge.net
second contact option: use the open discussion on the FCSalyzer sourceforge page: http://sourceforge.net/p/fcsalyzer/discussion/FCSalyzer is a free program for analysing flow cytometry data. It is programmed in Java and should therefore work on many different operating systems. FCSalyzer offers an easy What-you-see-is-what-you get interface and provides the standard analysing tools - dot plots, histograms, complex gating strategies and associated statistics.

Impressum / Legal Notice
Sven Mostböck
Murlingengasse 25/5
1120 Wien
Austria
e-mail: sven_mostboeck@users.sourceforge.net
second contact option: use the open discussion on the FCSalyzer sourceforge page: http://sourceforge.net/p/fcsalyzer/discussion/","Categories
Scientific/Engineering"
"GaiaEHR(Electronic Health Records) is a Open source Web-Based Software for:

Medic Practice management
Electronic Medical Records
Prescription writing and medical billing application
And it can be installed on the following systems:

Unix-like systems (Linux, UNIX, and BSD systems)
Microsoft systems
Mac OS X
And other platforms that can run Apache Web server, MySQL
We have some other projects here in GaiaEHR.org, some private and other are GPL'd.

Demo: http://gaiaehr.org/demo/
user: admin
password: passGaiaEHR(Electronic Health Records) is a Open source Web-Based Software for:

Medic Practice management
Electronic Medical Records
Prescription writing and medical billing application
And it can be installed on the following systems:

Unix-like systems (Linux, UNIX, and BSD systems)
Microsoft systems
Mac OS X
And other platforms that can run Apache Web server, MySQL
We have some other projects here in GaiaEHR.org, some private and other are GPL'd.

Demo: http://gaiaehr.org/demo/
user: admin
password: pass","Categories
Medical, Electronic Health Record (EHR), Medical Billing"
"CAELinux is an installable live (USB) Linux distribution dedicated to open source engineering with a focus on Computer Aided Engineering and Scientific Computing.

Based on Ubuntu, it features a ready to use workstation environment for open source product development, makers and scientist with many CAD/CAM/CAE applications for mechanical design, stress analysis, heat transfer, flow simulation and CNC manufacturing / 3D printing as well as electronic design tools and a complete development environment for scientific computing & mathematical modeling.

A special focus of CAELinux is to provide simplified interfaces to facilitate the use of specialized open source software while providing high performance parallel multiphysics solvers ready to use for more advanced users.

Try CAELinux or carry it with you on a USB stick in a live environment or install it to turn your PC into a full fledged Ubuntu based CAE workstation. It's all up to you what you can do with it!CAELinux is an installable live (USB) Linux distribution dedicated to open source engineering with a focus on Computer Aided Engineering and Scientific Computing.

Based on Ubuntu, it features a ready to use workstation environment for open source product development, makers and scientist with many CAD/CAM/CAE applications for mechanical design, stress analysis, heat transfer, flow simulation and CNC manufacturing / 3D printing as well as electronic design tools and a complete development environment for scientific computing & mathematical modeling.

A special focus of CAELinux is to provide simplified interfaces to facilitate the use of specialized open source software while providing high performance parallel multiphysics solvers ready to use for more advanced users.

Try CAELinux or carry it with you on a USB stick in a live environment or install it to turn your PC into a full fledged Ubuntu based CAE workstation. It's all up to you what you can do with it!","Categories
Simulation, Physics, Computer-aided technologies (CADD/CAM/CAE), 3D Printing"
Diagnostic application for Magneti-Marelli IAW 8F/16F/18F/04K ECUs written in C# for .NET 2.0Diagnostic application for Magneti-Marelli IAW 8F/16F/18F/04K ECUs written in C# for .NET 2.0,"Categories
Test and Measurement"
