Description,Category
"ClipIt is a lightweight, fully featured GTK+ clipboard manager. It was forked from Parcellite (http://parcellite.sourceforge.net), adding additional features and bugfixes to the project. Please also see http://clipit.rspwn.com/ClipIt is a lightweight, fully featured GTK+ clipboard manager. It was forked from Parcellite (http://parcellite.sourceforge.net), adding additional features and bugfixes to the project. Please also see http://clipit.rspwn.com/","Categories
GNOME, Clipboard Managers"
"Unofficial KDE Dropbox client developed in QT. KFilebox (previously called KDropbox) offers almost the same features as the official Dropbox Linux application, but works on KDE.Unofficial KDE Dropbox client developed in QT. KFilebox (previously called KDropbox) offers almost the same features as the official Dropbox Linux application, but works on KDE.","Categories
File Sharing, KDE"
SmallWindows is utility similar to Exposé on Mac OS X for Windows 95/98/ME/2000 and XP.SmallWindows is utility similar to Exposé on Mac OS X for Windows 95/98/ME/2000 and XP.,"Categories
Desktop Environment"
"Florence is an extensible scalable on-screen virtual keyboard for GNOME that stays out of your way when not needed. You need it if you can't use a real keyboard either because of a handicap, broken keyboard or tablet PC but you can use a pointing devide.Florence is an extensible scalable on-screen virtual keyboard for GNOME that stays out of your way when not needed. You need it if you can't use a real keyboard either because of a handicap, broken keyboard or tablet PC but you can use a pointing devide.","Categories
Other/Nonlisted Topic, GNOME, HMI"
The AbiWord word processor is a full-featured cross-platform word processor.The AbiWord word processor is a full-featured cross-platform word processor.,"Categories
Word Processors, Office Suites, GNOME"
"Version 1.3 compiles from VS 2017 community (the free version) with the C++ standard set to the older one ... the code hasn't been modified to the newer standards. Version 1.2 includes support for folks who were having a problem compiling the program in VS 2013 because the code referenced a feature available in the 2015 SDK but not the one default with 2013.

The Emcee.Shareware.zip file contains an open-source release of the commercial Emcee Software program.

This version supports Windows 10 (both desktop and ""modern"" apps), loads of configuration controls (including customizable hot key and hot corner activations), multiple desktops, etc., etc.Version 1.3 compiles from VS 2017 community (the free version) with the C++ standard set to the older one ... the code hasn't been modified to the newer standards. Version 1.2 includes support for folks who were having a problem compiling the program in VS 2013 because the code referenced a feature available in the 2015 SDK but not the one default with 2013.

The Emcee.Shareware.zip file contains an open-source release of the commercial Emcee Software program.

This version supports Windows 10 (both desktop and ""modern"" apps), loads of configuration controls (including customizable hot key and hot corner activations), multiple desktops, etc., etc.","Categories
Enlightenment"
"Lockscreen Pro's main feature is to lock your computer screen to not give other people access to it. You can simply unlock your computer with a password or an USB flash-drive. Every time someone enter a wrong password, Lockscreen will take a snapshot using your computers webcam. This will give you information about who tried to get into your computer.Lockscreen Pro's main feature is to lock your computer screen to not give other people access to it. You can simply unlock your computer with a password or an USB flash-drive. Every time someone enter a wrong password, Lockscreen will take a snapshot using your computers webcam. This will give you information about who tried to get into your computer.","Categories
Security, Desktop Environment"
"BGINFO for X, also called BGINFO4X, is a clone of the popular program BGINFO for Microsoft Windows created by Sysinternals.

BGINFO4X is designed for pretty print useful information (CPU model, Hostname, IP address, OS version, Office version, and much more ...) on your desktop background or wallpaper.
See the screenshots to see BGINFO4X in action.

BGINFO4X is Multi Platform (Windows, MacOSX, Linux, BSD).
BGINFO4X is Highly Customizable.
BGINFO4X is Open Source.
BGINFO4X comes with lots of Features.

See the main Features below on this page.

Find more information in http://sourceforge.net/p/bginfo4x/wiki/BGINFO4X/BGINFO for X, also called BGINFO4X, is a clone of the popular program BGINFO for Microsoft Windows created by Sysinternals.

BGINFO4X is designed for pretty print useful information (CPU model, Hostname, IP address, OS version, Office version, and much more ...) on your desktop background or wallpaper.
See the screenshots to see BGINFO4X in action.

BGINFO4X is Multi Platform (Windows, MacOSX, Linux, BSD).
BGINFO4X is Highly Customizable.
BGINFO4X is Open Source.
BGINFO4X comes with lots of Features.

See the main Features below on this page.

Find more information in http://sourceforge.net/p/bginfo4x/wiki/BGINFO4X/","Categories
Desktop Environment, System, Systems Administration"
"Smb4K is an advanced network neighborhood browser and Samba share mounting utility. It is based on the KDE Frameworks 5 and Samba's client library (libsmbclient). It scans your network neighborhood for all available workgroups, servers and shares and can mount all desired shares to your local file system. It is released under the terms of the GNU General Public License, version 2 (GPL v2+). Linux, FreeBSD and its derivatives e. g. GhostBSD and TrueOS), NetBSD and DragonFly BSD are officially supported.Smb4K is an advanced network neighborhood browser and Samba share mounting utility. It is based on the KDE Frameworks 5 and Samba's client library (libsmbclient). It scans your network neighborhood for all available workgroups, servers and shares and can mount all desired shares to your local file system. It is released under the terms of the GNU General Public License, version 2 (GPL v2+). Linux, FreeBSD and its derivatives e. g. GhostBSD and TrueOS), NetBSD and DragonFly BSD are officially supported.","Categories
KDE, Networking"
"A Linux operating system, designed and developed to be beautiful, simple, fast, and stable on many computer hardware.A Linux operating system, designed and developed to be beautiful, simple, fast, and stable on many computer hardware.","Categories
Window Managers, GNOME, Operating System Kernels"
"WinSize: Move windows automatically to a predefined place. Resize width and/or height. Moving OR changing size possible. Supports text CONTAINED in titles (like ""Notepad"") to identify window. One hotkey for all fcts. Multi lang. support; Handbook:EN+DEWinSize: Move windows automatically to a predefined place. Resize width and/or height. Moving OR changing size possible. Supports text CONTAINED in titles (like ""Notepad"") to identify window. One hotkey for all fcts. Multi lang. support; Handbook:EN+DE","Categories
Window Managers"
UTAC is a Toolfor the TEMPer and TEMPerHum USB Thermometer / Hygrometer. The TEMPer is a small USB Stick who can read the Temperature / Humidity-UTAC is a Toolfor the TEMPer and TEMPerHum USB Thermometer / Hygrometer. The TEMPer is a small USB Stick who can read the Temperature / Humidity-,"Categories
Other/Nonlisted Topic, Desktop Environment, Scientific/Engineering"
"WikiquoteScreensaver is a screensaver that enables you to view thousands of quotes available at wikiquote.org. It supports quotes from the English, Spanish, French, German and Italian Wikiquote projects.WikiquoteScreensaver is a screensaver that enables you to view thousands of quotes available at wikiquote.org. It supports quotes from the English, Spanish, French, German and Italian Wikiquote projects.","Categories
Screen Savers, Wiki"
"Vedoo Tools is a comprehensive and user-friendly app that offers a wide range of features to enhance your Windows experience. The app is designed to provide a one-stop solution for all your Windows maintenance needs.

One of the key features of Vedoo Tools is the ability to enable and disable the Task Manager. This allows you to easily manage the running processes on your system and improve performance by closing unnecessary tasks.

Another important feature of Vedoo Tools is the ability to reset Windows Defender. This can help to resolve any issues you may be experiencing with the built-in antivirus and security software.

The app also includes a feature to clear temp files, which can help to free up space on your hard drive and improve system performance. This feature can be run manually or scheduled to run automatically on a regular basis.

Vedoo Tools also includes an option to enable or disable Cortana, Microsoft's digital assistant. This allows you to turn off the featureVedoo Tools is a comprehensive and user-friendly app that offers a wide range of features to enhance your Windows experience. The app is designed to provide a one-stop solution for all your Windows maintenance needs.

One of the key features of Vedoo Tools is the ability to enable and disable the Task Manager. This allows you to easily manage the running processes on your system and improve performance by closing unnecessary tasks.

Another important feature of Vedoo Tools is the ability to reset Windows Defender. This can help to resolve any issues you may be experiencing with the built-in antivirus and security software.

The app also includes a feature to clear temp files, which can help to free up space on your hard drive and improve system performance. This feature can be run manually or scheduled to run automatically on a regular basis.

Vedoo Tools also includes an option to enable or disable Cortana, Microsoft's digital assistant. This allows you to turn off the feature","Categories
Window Managers"
"Enhanced Motif Window Manager (MWM fork). Supports Xinerama, Xrandr, UTF-8/Xft, and relevant Extended Window Manager Hints (EWMH) . A simple session manager and a /toolchest/ like launcher are available in the separate utilities package.
Documentation and more on the project homepage: https://fastestcode.org/emwm.htmlEnhanced Motif Window Manager (MWM fork). Supports Xinerama, Xrandr, UTF-8/Xft, and relevant Extended Window Manager Hints (EWMH) . A simple session manager and a /toolchest/ like launcher are available in the separate utilities package.
Documentation and more on the project homepage: https://fastestcode.org/emwm.html","Categories
Desktop Environment, Window Managers"
"This Application Converts your Boring Movie, Shows, Game Folder Icons to A good Looking, and informative icons, Which includes their Rating too.This Application Converts your Boring Movie, Shows, Game Folder Icons to A good Looking, and informative icons, Which includes their Rating too.","Categories
Enlightenment Themes, Multimedia, Icon Sets"
"This Arduino Simulator is designed to simulate your (IO) projects with the aim of making everything as simple as possible.

If you don’t have components like sensors, Leds..., then this program will simulate the components for you. You need a real Arduino board for testing your programs with your computer.

In order to let the Simulator understand the code, we changed the libraries to be compatible with ouer simulator. To maintain the usability, we have decided to keep all the instructions as they are, you just have to add the simulator library and you're ready to simulate.

https://xevro.be/products/arduino%2520simulator%25201.5.html

https://www.xevro.be

Free License key: 5FVKL-CMSM2-ZH9EX-UAFIX-AKRN9This Arduino Simulator is designed to simulate your (IO) projects with the aim of making everything as simple as possible.

If you don’t have components like sensors, Leds..., then this program will simulate the components for you. You need a real Arduino board for testing your programs with your computer.

In order to let the Simulator understand the code, we changed the libraries to be compatible with ouer simulator. To maintain the usability, we have decided to keep all the instructions as they are, you just have to add the simulator library and you're ready to simulate.

https://xevro.be/products/arduino%2520simulator%25201.5.html

https://www.xevro.be

Free License key: 5FVKL-CMSM2-ZH9EX-UAFIX-AKRN9","Categories
Desktop Environment"
"PJL - Free Cross-Platform Portable Java Launcher for executable files = jar, exe, etc. Same as Win Portable Start Menu and other launcher programs. Useful thing for USB and others. Simple and intuitive GUI. Using SwiXML excellent framework - https://swixml.org/ , https://github.com/swixml/Two . Need JRE-1.8: https://www.oracle.com/java/technologies/javase/javase8-archive-downloads.html . Source = https://github.com/harp077/pjl .
If you like this - put a star on https://github.com/harp077/pjl/ for support project please.PJL - Free Cross-Platform Portable Java Launcher for executable files = jar, exe, etc. Same as Win Portable Start Menu and other launcher programs. Useful thing for USB and others. Simple and intuitive GUI. Using SwiXML excellent framework - https://swixml.org/ , https://github.com/swixml/Two . Need JRE-1.8: https://www.oracle.com/java/technologies/javase/javase8-archive-downloads.html . Source = https://github.com/harp077/pjl .
If you like this - put a star on https://github.com/harp077/pjl/ for support project please.","Categories
Desktop Environment, System, Systems Administration"
