Description,Category
"See http://www.cubrid.org/cluster. CUBRID Cluster is an open source clustered DBMS for high scalability including global schema, distributed partition and load balancing features. It is a spin-off project from CUBRID project and supported by NHN.See http://www.cubrid.org/cluster. CUBRID Cluster is an open source clustered DBMS for high scalability including global schema, distributed partition and load balancing features. It is a spin-off project from CUBRID project and supported by NHN.","Categories
Database Engines/Servers, Clustering, Load Balancers"
"TCP/IP Manager is designed to help computer users keep track of their network configuration in different locations. At home or at work, changing network settings is now just one click away!TCP/IP Manager is designed to help computer users keep track of their network configuration in different locations. At home or at work, changing network settings is now just one click away!","Categories
Systems Administration, Networking"
"AspeQt is the free Atari serial peripheral emulator for Qt. This program emulates various Atari 8-bit family peripherals, most notably the disk drives via an SIO2PC cable.AspeQt is the free Atari serial peripheral emulator for Qt. This program emulates various Atari 8-bit family peripherals, most notably the disk drives via an SIO2PC cable.","Categories
Emulators"
"Please note that OWFS source code, and all Issue/Tickets/merge requests have now been moved to https://github.com/owfs/owfs/.

Developer mailing lists will still be kept at Sourceforge.
----
OWFS -- 1-Wire file system. Use the Dallas 1-Wire and iButton chips with standard filesystem commands. Create temperature loggers. Monitor everything. OWHTTPD -- same system, only used as a light weight web server. OWFS is also ported to embedded routers, Mac OSX and Windows.

Basically you can use these inexpensive little sensors and other chips with very simple wiring to sense and control the physical environment. The interface is very flexible -- everything from a web browser, to read and writing directly to the chip's ""file"" to integrating with your programs -- even over the internet.

There is a growing number of 1-wire sensors: temperature, voltage, humidity, light, ultraviolet, pressure, thermisters, thermocouples, programmable microcontrollers, relays, lights, LCD panels, etcPlease note that OWFS source code, and all Issue/Tickets/merge requests have now been moved to https://github.com/owfs/owfs/.

Developer mailing lists will still be kept at Sourceforge.
----
OWFS -- 1-Wire file system. Use the Dallas 1-Wire and iButton chips with standard filesystem commands. Create temperature loggers. Monitor everything. OWHTTPD -- same system, only used as a light weight web server. OWFS is also ported to embedded routers, Mac OSX and Windows.

Basically you can use these inexpensive little sensors and other chips with very simple wiring to sense and control the physical environment. The interface is very flexible -- everything from a web browser, to read and writing directly to the chip's ""file"" to integrating with your programs -- even over the internet.

There is a growing number of 1-wire sensors: temperature, voltage, humidity, light, ultraviolet, pressure, thermisters, thermocouples, programmable microcontrollers, relays, lights, LCD panels, etc","Categories
Communications, WWW/HTTP, Logging, Hardware Drivers, File Systems, Scientific/Engineering"
"Network Security Toolkit (NST) is a bootable ISO image (Live USB Flash Drive) based on Fedora 36 providing easy access to best-of-breed Open Source Network Security Applications and should run on most x86_64 systems.

The main intent of developing this toolkit was to provide the security professional and network administrator with a comprehensive set of Open Source Network Security Tools. The majority of tools published in the article: Top 125 Security Tools by INSECURE.ORG are available in the toolkit. An advanced Web User Interface (WUI) is provided for system/network administration, navigation, automation, network monitoring, host geolocation, network analysis and configuration of many network and security applications found within the NST distribution. In the virtual world, NST can be used as a network security analysis, validation and monitoring tool on enterprise virtual servers hosting virtual machines.Network Security Toolkit (NST) is a bootable ISO image (Live USB Flash Drive) based on Fedora 36 providing easy access to best-of-breed Open Source Network Security Applications and should run on most x86_64 systems.

The main intent of developing this toolkit was to provide the security professional and network administrator with a comprehensive set of Open Source Network Security Tools. The majority of tools published in the article: Top 125 Security Tools by INSECURE.ORG are available in the toolkit. An advanced Web User Interface (WUI) is provided for system/network administration, navigation, automation, network monitoring, host geolocation, network analysis and configuration of many network and security applications found within the NST distribution. In the virtual world, NST can be used as a network security analysis, validation and monitoring tool on enterprise virtual servers hosting virtual machines.","Categories
Communications, Security, Systems Administration, Internet"
hdparm - get/set ATA/SATA drive parameters under Linuxhdparm - get/set ATA/SATA drive parameters under Linux,"Categories
Systems Administration, Hardware Drivers"
A class for PHP to talk to Active Directory through LDAP.A class for PHP to talk to Active Directory through LDAP.,"Categories
WWW/HTTP, LDAP"
"Vifm is a file manager with curses interface, which provides Vim-like environment for managing objects within file systems, extended with some useful ideas from mutt. If you use Vim, vifm gives you complete keyboard control over your files without having to learn a new set of commands.Vifm is a file manager with curses interface, which provides Vim-like environment for managing objects within file systems, extended with some useful ideas from mutt. If you use Vim, vifm gives you complete keyboard control over your files without having to learn a new set of commands.","Categories
File Managers"
BASE is the Basic Analysis and Security Engine. It is based on the code from the Analysis Console for Intrusion Databases (ACID) project. This application provides a web front-end to query and analyze the alerts coming from a SNORT IDS system.BASE is the Basic Analysis and Security Engine. It is based on the code from the Analysis Console for Intrusion Databases (ACID) project. This application provides a web front-end to query and analyze the alerts coming from a SNORT IDS system.,"Categories
Security, Systems Administration, Firewall, Monitoring, Logging"
"Supporting applications for John Haller's PortableApps.com, including some open source tools set up in PAF installer format.Supporting applications for John Haller's PortableApps.com, including some open source tools set up in PAF installer format.","Categories
Software Testing, User Interface (UI), QA Automation, Usability, Installation/Setup"
