Description,Category
"This project's purpose is to provide the official Roman Catholic Liturgy in latin within a word to word translation to help understanding the latin.
It is based on php scripts and inserted in the joomla web platform as a joomla component.This project's purpose is to provide the official Roman Catholic Liturgy in latin within a word to word translation to help understanding the latin.
It is based on php scripts and inserted in the joomla web platform as a joomla component.","Categories
Religion and Philosophy"
Shows the prayer times of Islamic Prayers.Shows the prayer times of Islamic Prayers.,"Categories
Religion and Philosophy"
"Cross platform Bible frontend making use of the Sword api. The starting point for this project is the very simple Cheatah frontend. It is intended as a learning point for Sword Project newbies, and is expected to use GTK+ as its portable widget set.Cross platform Bible frontend making use of the Sword api. The starting point for this project is the very simple Cheatah frontend. It is intended as a learning point for Sword Project newbies, and is expected to use GTK+ as its portable widget set.","Categories
Religion and Philosophy"
This project exists for the purpose of creating an international community-building content management system.This project exists for the purpose of creating an international community-building content management system.,"Categories
Religion and Philosophy"
"This creates a full word study ready to print out for a selected translation. Optionally includes info on Strong's, Vine's, Webster 1828, and all matching verses of Greek/Heb word desired. Requires user owns physical version.This creates a full word study ready to print out for a selected translation. Optionally includes info on Strong's, Vine's, Webster 1828, and all matching verses of Greek/Heb word desired. Requires user owns physical version.","Categories
Religion and Philosophy"
Mahfel is a web based ajax powered Mawlānā Jalāl-ad-Dīn Muhammad Rūmī's Masnavi-ye Manavi.Mahfel is a web based ajax powered Mawlānā Jalāl-ad-Dīn Muhammad Rūmī's Masnavi-ye Manavi.,"Categories
New Age"
"A viewer / search utility for the Holy Quran (المصحف العثماني) developed in C# 2.0, using an XML representation of the Holy Quran and providing a search mechanism for the Arabic Language that presents many obstacles for search in particularA viewer / search utility for the Holy Quran (المصحف العثماني) developed in C# 2.0, using an XML representation of the Holy Quran and providing a search mechanism for the Arabic Language that presents many obstacles for search in particular","Categories
Religion and Philosophy, Education"
"Java,Groovy,Grails project that will be an open source church management suite. Will include a number of modules that take care of different functions of the church. Also will include a content management system.Java,Groovy,Grails project that will be an open source church management suite. Will include a number of modules that take care of different functions of the church. Also will include a content management system.","Categories
Religion and Philosophy"
A set of tools for population level and agent based modeling in evolutionary game theory.A set of tools for population level and agent based modeling in evolutionary game theory.,"Categories
Religion and Philosophy, Simulation, Mathematics"
"QProjector is an application to present different types of media on a projector. It supports texts, lyrics, images, movies... It's easy to handle, expandable through plugins and uses a database. It's for example usable in church services.QProjector is an application to present different types of media on a projector. It supports texts, lyrics, images, movies... It's easy to handle, expandable through plugins and uses a database. It's for example usable in church services.","Categories
Religion and Philosophy, Presentation"
"Tephillah is a system to manage worship team members, songs, songlists, schedules, etc. This system can run as a thick client on a single machine, or as a network-aware thin client that uses intranets and/or the internet to connect members of the team.Tephillah is a system to manage worship team members, songs, songlists, schedules, etc. This system can run as a thick client on a single machine, or as a network-aware thin client that uses intranets and/or the internet to connect members of the team.","Categories
Religion and Philosophy"
"J-Astro is a utility for astrological calculations. Beeing developed under linux, binaries are available for Linux, Mac OSX and for Win (XP / Win7). The user interface is built using the Qt4 libraries.J-Astro is a utility for astrological calculations. Beeing developed under linux, binaries are available for Linux, Mac OSX and for Win (XP / Win7). The user interface is built using the Qt4 libraries.","Categories
New Age, Psychology"
"The King James version of the Bible for Windows NT, XP, and possibly 95/98/ME. Also with source code (C++ with MFC for the GUI).The King James version of the Bible for Windows NT, XP, and possibly 95/98/ME. Also with source code (C++ with MFC for the GUI).","Categories
Religion and Philosophy"
A simple program to create PowerPoint presentations from Visual Liturgy services (see http://www.vislit.com/). For Church of England users who want an easier way to get liturgy onto their data projector.A simple program to create PowerPoint presentations from Visual Liturgy services (see http://www.vislit.com/). For Church of England users who want an easier way to get liturgy onto their data projector.,"Categories
Religion and Philosophy"
XSLT stylesheets to convert Open Document Format to Logos XML FormatXSLT stylesheets to convert Open Document Format to Logos XML Format,"Categories
XML, Religion and Philosophy"
Web based software for use by LDS units to manage common administrative tasks.Web based software for use by LDS units to manage common administrative tasks.,"Categories
Religion and Philosophy"
BibleTrivia is a program that displays Bible questions and answer choices. It keeps your score and the amount you've gotten correct or wrong.BibleTrivia is a program that displays Bible questions and answer choices. It keeps your score and the amount you've gotten correct or wrong.,"Categories
Games/Entertainment, Religion and Philosophy, Education"
"'Wide Reality' project gather tools specifically optimized to build Wide Reality application. For exemple we can find tools for delivering various types of contents (files, audio, video, 3D ...).'Wide Reality' project gather tools specifically optimized to build Wide Reality application. For exemple we can find tools for delivering various types of contents (files, audio, video, 3D ...).","Categories
Data Formats, Streaming, New Age, Graphics"
phpMyBible is an online collaborative project to make an e-book of the Holy Bible in as various language as possible. phpMyBible is designed to be flexible to all readers while maintaining the authenticity and originality of the Holy Bible scripture.phpMyBible is an online collaborative project to make an e-book of the Holy Bible in as various language as possible. phpMyBible is designed to be flexible to all readers while maintaining the authenticity and originality of the Holy Bible scripture.,"Categories
Religion and Philosophy"
"The CCEL Desktop is a desktop digital library. It supports installation, maintenance, access, and searching of books from the Christian Classics Ethereal Library (http://www.ccel.org) on your PC.The CCEL Desktop is a desktop digital library. It supports installation, maintenance, access, and searching of books from the Christian Classics Ethereal Library (http://www.ccel.org) on your PC.","Categories
Library, Religion and Philosophy, Multimedia"
"Asaph is a tool for Christian music groups and worship leaders for managing song databases. Features include printing lead sheets and song books with or without chord markings, and generating presentations for use in group worship.Asaph is a tool for Christian music groups and worship leaders for managing song databases. Features include printing lead sheets and song books with or without chord markings, and generating presentations for use in group worship.","Categories
Religion and Philosophy, Printing, Presentation, Image Viewers"
"Эта программа будет очень полезна для людей, интересующихся историей, верованиями и традициями славянского народа.Эта программа будет очень полезна для людей, интересующихся историей, верованиями и традициями славянского народа.","Categories
Library, Religion and Philosophy"
"The Recorder is a Web-based information system designed for small nonprofits, such as school clubs, churches, and other congregations. It records data on members, guests, contacts, groups, pledges, contributions, and other elements.The Recorder is a Web-based information system designed for small nonprofits, such as school clubs, churches, and other congregations. It records data on members, guests, contacts, groups, pledges, contributions, and other elements.","Categories
Office/Business, Database, Religion and Philosophy"
