Description,Category
"An Open Source (predictive) Dialer. OSDial is a full featured GPL dialer which does Manual, Power and Predictive dialing out of the box. Its easily installed through one of our .iso images. Install manual available at http://store.osdial.com/

Full details available at web site (http://osdial.com).An Open Source (predictive) Dialer. OSDial is a full featured GPL dialer which does Manual, Power and Predictive dialing out of the box. Its easily installed through one of our .iso images. Install manual available at http://store.osdial.com/

Full details available at web site (http://osdial.com).","Categories
Internet Phone, Office/Business, VoIP"
"Webcam application for windows, encoding streaming data with video and sound into Flash Live Video FLV using encoder ffMpeg for broadcasting live on the web .Webcam application for windows, encoding streaming data with video and sound into Flash Live Video FLV using encoder ffMpeg for broadcasting live on the web .","Categories
Streaming, Video Capture, Audio Recording"
"Verlihub is a NMDC hub server that runs on all operating systems. It is written in C++ and has many rich plugins including Lua, Python and Perl.Verlihub is a NMDC hub server that runs on all operating systems. It is written in C++ and has many rich plugins including Lua, Python and Perl.","Categories
Chat, File Sharing, Direct Connect"
JMule - Java eDonkey2000 p2p file sharing client. More info on http://jmule.orgJMule - Java eDonkey2000 p2p file sharing client. More info on http://jmule.org,"Categories
File Sharing"
"InspIRCd is no longer managed though SourceForge. For information and the latest version, please check out:

http://www.inspircd.orgInspIRCd is no longer managed though SourceForge. For information and the latest version, please check out:

http://www.inspircd.org","Categories
IRC Clients, Internet"
Please visit http://dev.frontlinesms.comPlease visit http://dev.frontlinesms.com,"Categories
Telephony"
Wintin is a scriptable MUD client for WindowsWintin is a scriptable MUD client for Windows,"Categories
Telnet, Communications, Multi-User Dungeons (MUD)"
"The original Infobot, a networked, language-interactive agent platform. IRC bot written in PerlThe original Infobot, a networked, language-interactive agent platform. IRC bot written in Perl","Categories
IRC Clients"
"A free Win32 instant messaging client. Smaller, Faster, Easier.A free Win32 instant messaging client. Smaller, Faster, Easier.","Categories
AOL Instant Messenger, IRC Clients, ICQ, Messaging"
"A Reed-Solomon error-correcting encoder/decoder library written in C. Useful for forward error correction applications such as streaming audio, magnetic and optical storage, or just plain amusement value. GPL license with commercial license available.A Reed-Solomon error-correcting encoder/decoder library written in C. Useful for forward error correction applications such as streaming audio, magnetic and optical storage, or just plain amusement value. GPL license with commercial license available.","Categories
Communications"
Kadu is a dynamically evolving instant messenger compatible with the Gadu-Gadu and XMPP protocol. It can be run on all platforms supporting the Qt toolkit.Kadu is a dynamically evolving instant messenger compatible with the Gadu-Gadu and XMPP protocol. It can be run on all platforms supporting the Qt toolkit.,"Categories
Chat, Messaging"
This project continued development of the legacy Direct Connect client valknut from 2006-2009.This project continued development of the legacy Direct Connect client valknut from 2006-2009.,"Categories
File Sharing"
