Description,Category
"Marathi Hindi Phonetic typing. We can type Marathi/Hindi typing as phonetic. Copy Marathi/Hindi, use any where.

For any information Kindly contact

nitin.tkarale@gmail.comMarathi Hindi Phonetic typing. We can type Marathi/Hindi typing as phonetic. Copy Marathi/Hindi, use any where.

For any information Kindly contact

nitin.tkarale@gmail.com","Categories
Text Editors, Communications, Education"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Project Samples","Categories
Communications, Email"
"SoftHotspot lets you share Internet from your pc with your smartphone, laptop, media player, tablet and other pc.

Easily create a WiFi Hotspot and connect all your devices. Share your WiFi, 3G, 4G and Ethernet connection with other devices.

Your Hotspot is automatically secured with WPA2-PSK encryption and that means, all users will get the most secure WiFi sharing experience.

Watch network usage and get notifications when device connected/disconnected with your hotspot network.

Please Note: You need to install .net 4.0 for this app to run on windows 7.SoftHotspot lets you share Internet from your pc with your smartphone, laptop, media player, tablet and other pc.

Easily create a WiFi Hotspot and connect all your devices. Share your WiFi, 3G, 4G and Ethernet connection with other devices.

Your Hotspot is automatically secured with WPA2-PSK encryption and that means, all users will get the most secure WiFi sharing experience.

Watch network usage and get notifications when device connected/disconnected with your hotspot network.

Please Note: You need to install .net 4.0 for this app to run on windows 7.","Categories
Communications, Wireless"
"Airfox is a fast, consistent, reliable, secure, private and independent web browser. Developed in the Microsoft .NET Runtime Environment, Airfox uses the Gecko Engine also seen in some well-known browsers such as Firefox, Waterfox, Pale Moon. Some advanced features such as Reliable Download Manager are not available due to restrictions from the GeckoFX runtime, but as seen from the results of the futuremark, acid 3 & acid 2 tests, Airfox’s scores/rankings are merit. We are just asking to support us by downloading Airfox and giving it a try. We promise that V2 will be just as good as the other famous browsers. We just want you to follow us on this journey. We want you to follow us on this quest. The quest for true browsing speed. The quest for an uncluttered web. The quest of YOUR ideal web .

Download it at http://www.airfox.sourceforge.netAirfox is a fast, consistent, reliable, secure, private and independent web browser. Developed in the Microsoft .NET Runtime Environment, Airfox uses the Gecko Engine also seen in some well-known browsers such as Firefox, Waterfox, Pale Moon. Some advanced features such as Reliable Download Manager are not available due to restrictions from the GeckoFX runtime, but as seen from the results of the futuremark, acid 3 & acid 2 tests, Airfox’s scores/rankings are merit. We are just asking to support us by downloading Airfox and giving it a try. We promise that V2 will be just as good as the other famous browsers. We just want you to follow us on this journey. We want you to follow us on this quest. The quest for true browsing speed. The quest for an uncluttered web. The quest of YOUR ideal web .

Download it at http://www.airfox.sourceforge.net","Categories
Communications, Browsers, Internet, Download Managers"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Features
Have a Nice desktop with Lxde GUI
Very easy to configure
Use this img file with Zach's LOA distro booter
Do whatever you want with it
If you've been able to run a chrooted distro before then this should be easy.
If you want some type of website server, I'd advice you to install Dillo instead of Firefox
Can add your own account in terminal
Also added new option to download Images for Linux Deploy, These images can assist you in saving time instead of making them yourself. You can have special ones made by request
Fixed Ubuntu Trusty FVWM-Crystal.img It is now uploaded correctly","Categories
Communications"
"Twitch Quiz Bot is a Twitch chat client capable to run quizzes.
Main features:
-maintains a leader board;
-able to randomize questions in the list;
-it gives a hints over time by opening a random letter in the answer;
-you can request leader board information through !ShowScore chat command;
-you can request repeat of the current question through !RepeatQuestion;
-you can request the list of available chat commands through !Commands chat command.
-you can request the top of the leader board with !Top<X> command, where X is arbitrary integer;
-it has a built in simple client for a twitch chat;
-integration with loyalty points;
-it has an option to accept answers with small misspellings.
-[TEST FEATURE] You can provide a link to the image file instead of text question and let the users guess what image is it - bot will slowly show it piece by pieceTwitch Quiz Bot is a Twitch chat client capable to run quizzes.
Main features:
-maintains a leader board;
-able to randomize questions in the list;
-it gives a hints over time by opening a random letter in the answer;
-you can request leader board information through !ShowScore chat command;
-you can request repeat of the current question through !RepeatQuestion;
-you can request the list of available chat commands through !Commands chat command.
-you can request the top of the leader board with !Top<X> command, where X is arbitrary integer;
-it has a built in simple client for a twitch chat;
-integration with loyalty points;
-it has an option to accept answers with small misspellings.
-[TEST FEATURE] You can provide a link to the image file instead of text question and let the users guess what image is it - bot will slowly show it piece by piece","Categories
Chat, Games/Entertainment, Chatbot"
"flashgot integration is now available.
Please visit this link to test flashgot integration.

http://www.linuxdm.com/linux-download-manager-integration-with-flashgot.htmlflashgot integration is now available.
Please visit this link to test flashgot integration.

http://www.linuxdm.com/linux-download-manager-integration-with-flashgot.html","Categories
Communications, Internet, Download Managers"
"PHP Video Live Support edition can be used for installing a video live support solution for unlimited departments and moderators.

Video Messenger Web Application
+ private 2 way video chat
+ multiple simultaneous private chats
+ as you type preview
+ public department video and chat
+ user thumbnail, status in list
+ usage scenario toggles (messenger, support, private show...)
+ private show request
+ private session control for PPV integrations
+ p2p groups support
+ 100% web based for clientsPHP Video Live Support edition can be used for installing a video live support solution for unlimited departments and moderators.

Video Messenger Web Application
+ private 2 way video chat
+ multiple simultaneous private chats
+ as you type preview
+ public department video and chat
+ user thumbnail, status in list
+ usage scenario toggles (messenger, support, private show...)
+ private show request
+ private session control for PPV integrations
+ p2p groups support
+ 100% web based for clients","Categories
Chat, Help Desk, Video Conferencing"
"Torrent Search is a easy and portable software for File Sharing Search. Find Movies, Games, eBooks, Applications, Musics, Animes and more.
------------------------------------------------------------
- EASY
- FAST
- SAFE
- PORTABLE
------------------------------------------------------------Torrent Search is a easy and portable software for File Sharing Search. Find Movies, Games, eBooks, Applications, Musics, Animes and more.
------------------------------------------------------------
- EASY
- FAST
- SAFE
- PORTABLE
------------------------------------------------------------","Categories
BitTorrent"
"Random Webcam Video Chat key features:
+ Facebook integration (exclusive mode supported)
+ Filters: users choose their chat partners by gender, location
+ Cirrus independent (can stream using rtmp server)
+ Logs including text chat and webcam snapshots, log comments
+ Latest girls and boys (with profile links for members)
+ Monetization: ads inside chat (supports rotator and paid cam site feeds)

Sites with similar concept and features:
ChatRoulette, Omegle, ChatRT, ChatRevolve, FaceBuzz, RandomCams, t.vu (ChatRoulette mirror), FlipChat, HeyPeople , StirChat, FaceBuzz, ChatHopper, ShufflePeople, CamStumble, HeyReddit, Zupyo, TinyChat, Stickam-Shuffle, anoChat, videoEncounter, FaceRoulette, NastySpace, ZapandTalk , patchRoulette, ChatRevolve, ChatPig (German), RanChat (South Korea), VdChat (Chinese), Catpapo (Brazil), Tipitty (Spanish), CamToya (français), MoveYourCam (français), ChatClock, RudeRoulette, ManRoulette.

Demo live site: http://www.videoencounter.com/Random Webcam Video Chat key features:
+ Facebook integration (exclusive mode supported)
+ Filters: users choose their chat partners by gender, location
+ Cirrus independent (can stream using rtmp server)
+ Logs including text chat and webcam snapshots, log comments
+ Latest girls and boys (with profile links for members)
+ Monetization: ads inside chat (supports rotator and paid cam site feeds)

Sites with similar concept and features:
ChatRoulette, Omegle, ChatRT, ChatRevolve, FaceBuzz, RandomCams, t.vu (ChatRoulette mirror), FlipChat, HeyPeople , StirChat, FaceBuzz, ChatHopper, ShufflePeople, CamStumble, HeyReddit, Zupyo, TinyChat, Stickam-Shuffle, anoChat, videoEncounter, FaceRoulette, NastySpace, ZapandTalk , patchRoulette, ChatRevolve, ChatPig (German), RanChat (South Korea), VdChat (Chinese), Catpapo (Brazil), Tipitty (Spanish), CamToya (français), MoveYourCam (français), ChatClock, RudeRoulette, ManRoulette.

Demo live site: http://www.videoencounter.com/","Categories
Chat, Social Networking, Video Conferencing"
