Description,Category
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.","Categories
Security"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Project Samples","Categories
Internet, Password Generators"
"GpgFrontend is a Free, Open Source, Powerful, Easy-to-Use, Compact, Cross-Platform OpenPGP Crypt Tool. Also, it's one of the excellent GUI Frontends for Modern GnuPG (gpg).

By using GpgFrontend, you can quickly encrypt and decrypt text or files. You can also digitally sign your text or files.GpgFrontend does not need to depend on any server, therefore it may be one of the last lines of defense in protecting your privacy. Please use this tool to transmit or store information that you regard as very precious. You can also use
it to guarantee the authenticity of your information.GpgFrontend is a Free, Open Source, Powerful, Easy-to-Use, Compact, Cross-Platform OpenPGP Crypt Tool. Also, it's one of the excellent GUI Frontends for Modern GnuPG (gpg).

By using GpgFrontend, you can quickly encrypt and decrypt text or files. You can also digitally sign your text or files.GpgFrontend does not need to depend on any server, therefore it may be one of the last lines of defense in protecting your privacy. Please use this tool to transmit or store information that you regard as very precious. You can also use
it to guarantee the authenticity of your information.","Categories
Cryptography"
"One of the most overpowered DDOS weapon on the internet. This software is mainly for pen testing websites or servers.


Slava Ukraine!One of the most overpowered DDOS weapon on the internet. This software is mainly for pen testing websites or servers.


Slava Ukraine!","Categories
Security"
"An efficient blocker add-on for various browsers. Fast, potent, and lean. uBlock Origin is not an ""ad blocker"", it is a wide-spectrum blocker, which happens to be able to function as a mere ""ad blocker"". The default behavior of uBlock Origin, when newly installed, is to block ads, trackers and malware sites through EasyList, EasyPrivacy, Peter Lowe’s ad/tracking/malware servers, Online Malicious URL Blocklist, and uBlock Origin's own filter lists. uBlock Origin (or uBlock₀) is not an ad blocker; it's a general-purpose blocker. uBlock Origin blocks ads through its support of the Adblock Plus filter syntax. uBlock Origin extends the syntax and is designed to work with custom rules and filters. Furthermore, the advanced mode allows uBlock Origin to work in default-deny mode, which mode will cause all 3rd-party network requests to be blocked by default unless allowed by the user.An efficient blocker add-on for various browsers. Fast, potent, and lean. uBlock Origin is not an ""ad blocker"", it is a wide-spectrum blocker, which happens to be able to function as a mere ""ad blocker"". The default behavior of uBlock Origin, when newly installed, is to block ads, trackers and malware sites through EasyList, EasyPrivacy, Peter Lowe’s ad/tracking/malware servers, Online Malicious URL Blocklist, and uBlock Origin's own filter lists. uBlock Origin (or uBlock₀) is not an ad blocker; it's a general-purpose blocker. uBlock Origin blocks ads through its support of the Adblock Plus filter syntax. uBlock Origin extends the syntax and is designed to work with custom rules and filters. Furthermore, the advanced mode allows uBlock Origin to work in default-deny mode, which mode will cause all 3rd-party network requests to be blocked by default unless allowed by the user.","Categories
Security"
Tokens processing system (Security)Tokens processing system (Security),"Categories
Cryptography, Password Managers"
"Abdal FTP BruteForce tool is a powerful software with zero error rate to test the intrusion of servers that work with FTP protocol, this tool supports proxy for attacks and can transfer all your traffic in the hacking process to the proxy SlowlyAbdal FTP BruteForce tool is a powerful software with zero error rate to test the intrusion of servers that work with FTP protocol, this tool supports proxy for attacks and can transfer all your traffic in the hacking process to the proxy Slowly","Categories
Security, File Transfer Protocol (FTP), Networking"
Abdal Wizard Port Scanner is a free and open-source for TCP scanningAbdal Wizard Port Scanner is a free and open-source for TCP scanning,"Categories
Security, Networking, Monitoring"
Find website admin page for pentesterFind website admin page for pentester,"Categories
Security, Software Development, Networking"
This tool will have the ability to create useful statistics and traffic on your site and actually help rank your statistics on sites like Alexa and so on.This tool will have the ability to create useful statistics and traffic on your site and actually help rank your statistics on sites like Alexa and so on.,"Categories
Security, WWW/HTTP, Internet"
Abdal 404 PenTest tool is a powerful software with multi-thread processing capability to generate 404 errors on the target server or site that can check the level of security of the target. Be sure to watch this tool to better understand the tutorial.Abdal 404 PenTest tool is a powerful software with multi-thread processing capability to generate 404 errors on the target server or site that can check the level of security of the target. Be sure to watch this tool to better understand the tutorial.,"Categories
Security, Software Testing, Internet"
Secure file transfer based on SSH protocolSecure file transfer based on SSH protocol,"Categories
Security, Operating System Kernels, Internet"
"Abdal Header Analyzer is a software for analyzing site and web server headers. As you know, headers contain information that security experts and hackers use to analyze targets.Abdal Header Analyzer is a software for analyzing site and web server headers. As you know, headers contain information that security experts and hackers use to analyze targets.","Categories
Security, Information Analysis"
"CyphyOS is Debian 10 x86_64 Based Distro Flavor, specifically for Cyber Physical System penetration testing. Powered with XFCE4. Out-Of-The-Box Dedicated to All Hardware Hackers. Especially for those who are still using the common pentesting tools and in need of hardware, Embedded System, IoT and SCADA tools as well. Also SDR tools are in place and configurations are made for HackRF, RTL-SDR and BladeRF.

Tools Are Listed In Discussion Tab.

Default Username : hackerman
Default Password : cyphyCyphyOS is Debian 10 x86_64 Based Distro Flavor, specifically for Cyber Physical System penetration testing. Powered with XFCE4. Out-Of-The-Box Dedicated to All Hardware Hackers. Especially for those who are still using the common pentesting tools and in need of hardware, Embedded System, IoT and SCADA tools as well. Also SDR tools are in place and configurations are made for HackRF, RTL-SDR and BladeRF.

Tools Are Listed In Discussion Tab.

Default Username : hackerman
Default Password : cyphy","Categories
Penetration Testing"
"It is an Portable Penetration Testing Operating System designed for Beagle Bone AI. It is an debian based operating system fully packed with all latest Hacking Tools.
The Root file system used in this Deck Linux is Ubuntu 20.04 LTS. It can be installed in Beagle Board AI and can use as a replacement for Laptop, Desktop. It can be placed on a drone too. It has a pre-installed MeshDeck (written by Philip Polstra) so it can be runned in a ZigBee network. We can attacks from up to a mile away using multiple devices connected via 802.15.4 networking (MeshDeck).It is an Portable Penetration Testing Operating System designed for Beagle Bone AI. It is an debian based operating system fully packed with all latest Hacking Tools.
The Root file system used in this Deck Linux is Ubuntu 20.04 LTS. It can be installed in Beagle Board AI and can use as a replacement for Laptop, Desktop. It can be placed on a drone too. It has a pre-installed MeshDeck (written by Philip Polstra) so it can be runned in a ZigBee network. We can attacks from up to a mile away using multiple devices connected via 802.15.4 networking (MeshDeck).","Categories
Security, Operating System Kernels, Installation/Setup, Penetration Testing"
"OTP (One Time Pad) In case you have any questions, contact me at: crypto-munition@gmx.de
When used correctly, the OTP is an information-theoretically secure and demonstrably non-breakable encryption. The encryption process is implemented as symmetrical file encryption based on XOR encryption.
The integrated pseudo-random generator serves only to illustrate and check the functionality. The use of this generator for REAL OTPs is not recommended.
For REAL OTPs, hardware-based key generators (e.g. thermal noise of a pn junction, transistor or diode), white noise (e.g. out of tune radio) or other stochastic decay processes should be used.

If used correctly, it cannot be decrypted by any intelligence service.OTP (One Time Pad) In case you have any questions, contact me at: crypto-munition@gmx.de
When used correctly, the OTP is an information-theoretically secure and demonstrably non-breakable encryption. The encryption process is implemented as symmetrical file encryption based on XOR encryption.
The integrated pseudo-random generator serves only to illustrate and check the functionality. The use of this generator for REAL OTPs is not recommended.
For REAL OTPs, hardware-based key generators (e.g. thermal noise of a pn junction, transistor or diode), white noise (e.g. out of tune radio) or other stochastic decay processes should be used.

If used correctly, it cannot be decrypted by any intelligence service.","Categories
Cryptography"
"VPLE (Linux)

Vulnerable Pentesting Lab Environment

VPLE is an Intentionally Vulnerable Linux Virtual Machine. This VM can be used to conduct security training, test security tools, and practice common penetration testing Labs. In VPLE bunch of labs are Available.

NOTE:- ""Only run in VMWare Pls Don’t run in VirtualBox""

The default login and password is administrator: password.

List Of All Labs in one VM:-
1. Web-DVWA
2. Mutillidae
3. Webgoat
4. Bwapp
5. Juice-shop
6. Security-ninjas
7. WordPress

We are adding more labs in few days🤗VPLE (Linux)

Vulnerable Pentesting Lab Environment

VPLE is an Intentionally Vulnerable Linux Virtual Machine. This VM can be used to conduct security training, test security tools, and practice common penetration testing Labs. In VPLE bunch of labs are Available.

NOTE:- ""Only run in VMWare Pls Don’t run in VirtualBox""

The default login and password is administrator: password.

List Of All Labs in one VM:-
1. Web-DVWA
2. Mutillidae
3. Webgoat
4. Bwapp
5. Juice-shop
6. Security-ninjas
7. WordPress

We are adding more labs in few days🤗","Categories
Terminal Emulators, Security, Virtual Machine, Penetration Testing"
"FireCX is an open source OWASP penetration testing tool written in Python 3, that can speed up the the process of finding common PHP vulnerabilities in PHP code, i.e. command injection, local/remote file inclusion and SQL injection.FireCX is an open source OWASP penetration testing tool written in Python 3, that can speed up the the process of finding common PHP vulnerabilities in PHP code, i.e. command injection, local/remote file inclusion and SQL injection.","Categories
Penetration Testing"
Program to quickly and easily encrypt or decrypt files or directories using Encrypting File System (EFS) as well as add and remove domain user EFS permissions to a file. There is also a button to view the info on an encrypted file as well as for backing up a users EFS PFX certificate.Program to quickly and easily encrypt or decrypt files or directories using Encrypting File System (EFS) as well as add and remove domain user EFS permissions to a file. There is also a button to view the info on an encrypted file as well as for backing up a users EFS PFX certificate.,"Categories
Cryptography, File Managers, File Systems, Encryption"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Features
Secure: Your codes is secured by AES 256bit encrypton and your own password.
Import: You can directly import from Google Authenticator or from any 2FA QR code you screenshot.
Shortcuts: Easily open Authme with costum shortcuts and it can also start when your system starts.
Offline: Completely offline, no need for internet connection","Categories
Security, Cryptography, Password Managers"
"to create PIN's with multiple Digits.

!NSA approved!to create PIN's with multiple Digits.

!NSA approved!","Categories
Password Managers, Password Generators"
