Description,Category
A Java JNA wrapper for Tesseract OCR APIA Java JNA wrapper for Tesseract OCR API,"Categories
Image Converters, Libraries, OCR"
Metadata editor for the scanned films and DSC-captured digital images.Metadata editor for the scanned films and DSC-captured digital images.,"Categories
Metadata Editors"
A MIDI file player that teaches you how to play the piano. PianoBooster is a fun way of playing along with a musical accompaniment and at the same time learning the basics of reading musical notation. see: https://www.pianobooster.org/A MIDI file player that teaches you how to play the piano. PianoBooster is a fun way of playing along with a musical accompaniment and at the same time learning the basics of reading musical notation. see: https://www.pianobooster.org/,"Categories
MIDI"
"Geoblock is a program for 3D modeling, database management and visualization of geoscience datasets. It is developed for mineral deposit exploration, ore reserve estimation, mine planning and simulating geotechnical processes in mine sites.Geoblock is a program for 3D modeling, database management and visualization of geoscience datasets. It is developed for mineral deposit exploration, ore reserve estimation, mine planning and simulating geotechnical processes in mine sites.","Categories
3D Modeling, Earth Sciences, GIS"
DRC generates digital room correction FIR filters to be used within HiFi systems in conjunction with real time convolution engines like BruteFIR.DRC generates digital room correction FIR filters to be used within HiFi systems in conjunction with real time convolution engines like BruteFIR.,"Categories
Scientific/Engineering, Audio Analysis"
TpX is a simple graphical editor for Windows for inclusion graphics into TeX files. It can also be used as a standalone editor for vector graphics.TpX is a simple graphical editor for Windows for inclusion graphics into TeX files. It can also be used as a standalone editor for vector graphics.,"Categories
Vector Graphics"
"SoundHelix is a free versatile Java framework for algorithmic random music composition. SoundHelix can generate random songs, play them (for example, on any number of MIDI devices or MIDI-capable software synthesizers) and is highly customizable using XML configuration. SoundHelix also allows writing the generated music as MIDI files.

SoundHelix produces music that is actually enjoyable to listen to.SoundHelix is a free versatile Java framework for algorithmic random music composition. SoundHelix can generate random songs, play them (for example, on any number of MIDI devices or MIDI-capable software synthesizers) and is highly customizable using XML configuration. SoundHelix also allows writing the generated music as MIDI files.

SoundHelix produces music that is actually enjoyable to listen to.","Categories
Frameworks, MIDI, Music Composition"
"A Windows Property Handler which backs onto Taglib, allowing Windows Explorer, Windows Search and other applications using the same API to access metadata from a wide range of media formats.A Windows Property Handler which backs onto Taglib, allowing Windows Explorer, Windows Search and other applications using the same API to access metadata from a wide range of media formats.","Categories
Data Formats, Sound/Audio"
"ONVIF Device Manager is a Network Video Client (NVC) to manage Network Video Transmitters (NVT), Network Video Storage (NVS) and Network Video Analytics (NVA) devices. Implements Discovery, Device, Media, Imaging, Analytics, Events and PTZ services. Written in C# and uses ffmpeg for media decoding.

English User Guide
https://wiki.allprojects.info/display/ODMDOC/ONVIF+Device+Manager.+Installation+and+User+Guide

Russian User Guide
https://wiki.allprojects.info/display/ODMDOC/RUONVIF Device Manager is a Network Video Client (NVC) to manage Network Video Transmitters (NVT), Network Video Storage (NVS) and Network Video Analytics (NVA) devices. Implements Discovery, Device, Media, Imaging, Analytics, Events and PTZ services. Written in C# and uses ffmpeg for media decoding.

English User Guide
https://wiki.allprojects.info/display/ODMDOC/ONVIF+Device+Manager.+Installation+and+User+Guide

Russian User Guide
https://wiki.allprojects.info/display/ODMDOC/RU","Categories
Streaming, Video, Web Services"
"IDTE is a full featured tag editor for Windows which supports tagging of FLAC, APE, ID3V1.x/2.x, WMA, LYRICS, VORBIS Tags in audio files.

It also supports the playback of 40+ various lossy and lossless music formats such as FLAC, ALAC, OGG, APE, MP3 etc.
It can rename files based on the tag information, export tag information, create playlists, search for incomplete tags on Internet, fetch lyrics, fetch cover art, supports CUE sheet, Can process multiple files at same time, allows batch file processing, supports SFX, visualizations and more...

IDTE on Facebook - http://www.facebook.com/pages/IDTE/572921366148095?ref=hl

A New minimalistic version of IDTE is also available for download - https://sourceforge.net/projects/idte

PLEASE NOTE - We do not recommend you to Tag MP4 Videos & WAV files using IDTE. Support for WAV tags are ambiguous (http://wiki.audacityteam.org/wiki/WAV) and only certain Players are capable of reading/processing them. USE AT YOUR OWN RISK!IDTE is a full featured tag editor for Windows which supports tagging of FLAC, APE, ID3V1.x/2.x, WMA, LYRICS, VORBIS Tags in audio files.

It also supports the playback of 40+ various lossy and lossless music formats such as FLAC, ALAC, OGG, APE, MP3 etc.
It can rename files based on the tag information, export tag information, create playlists, search for incomplete tags on Internet, fetch lyrics, fetch cover art, supports CUE sheet, Can process multiple files at same time, allows batch file processing, supports SFX, visualizations and more...

IDTE on Facebook - http://www.facebook.com/pages/IDTE/572921366148095?ref=hl

A New minimalistic version of IDTE is also available for download - https://sourceforge.net/projects/idte

PLEASE NOTE - We do not recommend you to Tag MP4 Videos & WAV files using IDTE. Support for WAV tags are ambiguous (http://wiki.audacityteam.org/wiki/WAV) and only certain Players are capable of reading/processing them. USE AT YOUR OWN RISK!","Categories
Players, Collection Management, Metadata Editors"
"Automaic Screen Capture Tool - useful utility to make screen shots periodycally. Fully customizable, lightweight, easy to use tool. Making screenshots in various formatsAutomaic Screen Capture Tool - useful utility to make screen shots periodycally. Fully customizable, lightweight, easy to use tool. Making screenshots in various formats","Categories
Graphics, Screen Capture"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Project Samples","Categories
Video Capture"
K3b is a highly usable and very userfriendly cd writing program.K3b is a highly usable and very userfriendly cd writing program.,"Categories
KDE, Archiving, CD Ripping"
Publish on Gallery is a plugin for Windows Live Photo Gallery (WLPG) that enables publishing to PHP Gallery (http://gallery.menalto.com). It currently supports publishing photos directly to Gallery2. Plans for supporting Gallery 3 are in early stages.Publish on Gallery is a plugin for Windows Live Photo Gallery (WLPG) that enables publishing to PHP Gallery (http://gallery.menalto.com). It currently supports publishing photos directly to Gallery2. Plans for supporting Gallery 3 are in early stages.,"Categories
File Managers, Photo Management"
The Animated Portable Network Graphics (APNG) is an unofficial extension of the Portable Network Graphics (PNG) format. APNG patch provides APNG support to libpng.The Animated Portable Network Graphics (APNG) is an unofficial extension of the Portable Network Graphics (PNG) format. APNG patch provides APNG support to libpng.,"Categories
Image Viewers, Image Converters, Raster Graphics"
"Golden Crop is a Photoshop JS Script making cropping with respect to division rules (golden rule, 1/3 rule) very easy with visual guides. Requires installed Photoshop CS2, CS3, CS4 or CS5 (either x86 or amd64 version). Tested on Windows and MacGolden Crop is a Photoshop JS Script making cropping with respect to division rules (golden rule, 1/3 rule) very easy with visual guides. Requires installed Photoshop CS2, CS3, CS4 or CS5 (either x86 or amd64 version). Tested on Windows and Mac","Categories
Raster Graphics"
"Mediadownloader is an opensource software that lets you search, watch and download items with Google Image and YouTube. It grabs video streams while browsing with firefox (only linux). Videos can be converted automatically using ffmpeg.Mediadownloader is an opensource software that lets you search, watch and download items with Google Image and YouTube. It grabs video streams while browsing with firefox (only linux). Videos can be converted automatically using ffmpeg.","Categories
Image Viewers, Photo Management"
