Description,Category
"Barcode4J is a flexible generator for barcodes written in Java and available under the Apache License v2.0. Features: Extensions for Apache FOP, Xalan-J and SAXON, Servlet, command-line interface, output to SVG, EPS, Java2D/AWT and bitmaps.Barcode4J is a flexible generator for barcodes written in Java and available under the Apache License v2.0. Features: Extensions for Apache FOP, Xalan-J and SAXON, Servlet, command-line interface, output to SVG, EPS, Java2D/AWT and bitmaps.","Categories
Point of Sale (POS), Printing, Graphics"
The Album Art Downloader is a program designed to make life easier for anyone who wishes to find and update their album art for their music collection. The sources for the pictures can be defined by creating plugin scripts.The Album Art Downloader is a program designed to make life easier for anyone who wishes to find and update their album art for their music collection. The sources for the pictures can be defined by creating plugin scripts.,"Categories
WWW/HTTP, Sound/Audio"
"A feature-rich dictionary lookup program, supporting multiple dictionaries' formats, perfect article rendering with the complete markup, illustrations and other content retained, and allowing to type in words without any accents or correct case.A feature-rich dictionary lookup program, supporting multiple dictionaries' formats, perfect article rendering with the complete markup, illustrations and other content retained, and allowing to type in words without any accents or correct case.","Categories
Communications, Education, Speech, Dictionary"
"DjVu & PDF reader for Symbian OS 9.1, 9.2, 9.3, 9.4 The program is based on Poppler, DjvuLibre.DjVu & PDF reader for Symbian OS 9.1, 9.2, 9.3, 9.4 The program is based on Poppler, DjvuLibre.","Categories
Image Viewers, PDF Readers"
OpenVRML is a cross-platform VRML and X3D browser and C++ runtime library.OpenVRML is a cross-platform VRML and X3D browser and C++ runtime library.,"Categories
GNOME, Browsers, 3D Rendering"
"Streamripper records shoutcast-compatible streams. For shoutcast style streams it finds the ""meta data"" or track separation data, and uses that as a marker for where the track should be separated.Streamripper records shoutcast-compatible streams. For shoutcast style streams it finds the ""meta data"" or track separation data, and uses that as a marker for where the track should be separated.","Categories
Audio Recording"
"GraphicsMagick provides a set of commandline tools and programming APIs for manipulating, editing, and converting raster and vector images. It is derived from ImageMagick, with the objective of providing better stability and performance than ImageMagick while retaining the original MIT/X11 license.GraphicsMagick provides a set of commandline tools and programming APIs for manipulating, editing, and converting raster and vector images. It is derived from ImageMagick, with the objective of providing better stability and performance than ImageMagick while retaining the original MIT/X11 license.","Categories
Image Viewers, Screen Capture, Image Converters, Raster Graphics, Video Converters, Media Players"
calibre - Ebook managementcalibre - Ebook management,"Categories
Cataloguing, eBook Management"
"Audacity is no longer at SourceForge.

Audacity can be downloaded via AudacityTeam website instead: http://www.audacityteam.org/download/


Audacity is a free, easy-to-use, multi-track audio editor and recorder for Windows, Mac OS X, GNU/Linux and other operating systems.

Audacity is free software, developed by a group of volunteers and distributed under the GNU General Public License (GPL). Programs like Audacity are also called open source software, because their source code is available for anyone to study or use. There are thousands of other free and open source programs, including the Firefox web browser, the LibreOffice or Apache OpenOffice office suites and entire Linux-based operating systems such as UbuntuAudacity is no longer at SourceForge.

Audacity can be downloaded via AudacityTeam website instead: http://www.audacityteam.org/download/


Audacity is a free, easy-to-use, multi-track audio editor and recorder for Windows, Mac OS X, GNU/Linux and other operating systems.

Audacity is free software, developed by a group of volunteers and distributed under the GNU General Public License (GPL). Programs like Audacity are also called open source software, because their source code is available for anyone to study or use. There are thousands of other free and open source programs, including the Firefox web browser, the LibreOffice or Apache OpenOffice office suites and entire Linux-based operating systems such as Ubuntu","Categories
Audio Editing, Audio Mixers, Audio Analysis, Audio Recording"
"MeshLab, a mesh processing system, for user assisted editing, cleaning, filtering and rendering of large unstructured 3D triangular meshes (typical 3D scanning meshes). The system relies for mesh processing tasks on the gpl VCG library (vcg.sf.net).MeshLab, a mesh processing system, for user assisted editing, cleaning, filtering and rendering of large unstructured 3D triangular meshes (typical 3D scanning meshes). The system relies for mesh processing tasks on the gpl VCG library (vcg.sf.net).","Categories
3D Modeling, 3D Rendering, Image Viewers"
