Description,Category
"jwaBlogger is social links/blogging software, that can easily be added to your website. jwaBlogger provides full HTML support, RSS and Atom feeds, a most popular blog entry history, and more. Example at: http://www.jwablogger.org.jwaBlogger is social links/blogging software, that can easily be added to your website. jwaBlogger provides full HTML support, RSS and Atom feeds, a most popular blog entry history, and more. Example at: http://www.jwablogger.org.","Categories
Frameworks, Blogging, Social Networking"
Tutorials: http://teethgrinder.co.uk/open-flash-chart-2/ http://forums.openflashchart.com/ Libraries: Ruby .Net Perl Java Python Coldfusion GWT Smalltalk Pentaho c http://teethgrinder.co.uk/open-flash-chart-2/tutorial-other-libraries.phpTutorials: http://teethgrinder.co.uk/open-flash-chart-2/ http://forums.openflashchart.com/ Libraries: Ruby .Net Perl Java Python Coldfusion GWT Smalltalk Pentaho c http://teethgrinder.co.uk/open-flash-chart-2/tutorial-other-libraries.php,"Categories
CGI Scripts"
"TinyRadius is a small, fast and reliable Java Radius library capable of
sending and receiving Radius packets as specified by RFC 2865/2866. TinyRadius is not a fully-fledged Radius server, but helps you to implement Radius services in your application.TinyRadius is a small, fast and reliable Java Radius library capable of
sending and receiving Radius packets as specified by RFC 2865/2866. TinyRadius is not a fully-fledged Radius server, but helps you to implement Radius services in your application.","Categories
Communications, Networking, Internet"
"LightSquid is a LIGHT and FAST, web based squid proxy traffic analyser . analize access.log and generate per-user & per group report.LightSquid is a LIGHT and FAST, web based squid proxy traffic analyser . analize access.log and generate per-user & per group report.","Categories
Log Analysis, Systems Administration"
"Addons for any applications supporting the extension mechanism introduced by Mozilla products: Firefox, Thunderbird, Komodo, NVU, Mozilla SuiteAddons for any applications supporting the extension mechanism introduced by Mozilla products: Firefox, Thunderbird, Komodo, NVU, Mozilla Suite","Categories
Text Editors, Browsers"
"A Python library and collection of tools that automate work on MediaWiki sites. Originally designed for Wikipedia, it is now used throughout the Wikimedia Foundation's projects and on many other MediaWiki wikis including wikidata service.

We do not use sourceforge.net anymore, but are very grateful for their support in the past. Please see our website at https://www.mediawiki.org/wiki/Pywikibot

Our pypi package could be found at https://pypi.org/project/pywikibot/A Python library and collection of tools that automate work on MediaWiki sites. Originally designed for Wikipedia, it is now used throughout the Wikimedia Foundation's projects and on many other MediaWiki wikis including wikidata service.

We do not use sourceforge.net anymore, but are very grateful for their support in the past. Please see our website at https://www.mediawiki.org/wiki/Pywikibot

Our pypi package could be found at https://pypi.org/project/pywikibot/","Categories
Frameworks, Wiki"
"MagpieRSS is a simple, functional PHP inteface for parsing RSS 1.0 (and earlier versions).

Built on PHP's XML (expat) parser, and with an integrated cache for storing the parsed RSS objects, Magpie is designed by simple, and 'PHP-like' to use.MagpieRSS is a simple, functional PHP inteface for parsing RSS 1.0 (and earlier versions).

Built on PHP's XML (expat) parser, and with an integrated cache for storing the parsed RSS objects, Magpie is designed by simple, and 'PHP-like' to use.","Categories
RSS, WWW/HTTP, Software Development"
"JFtp is a graphical network browser. It supports various types of connections like FTP, SMB, SFTP, NFS, HTTP and local ones, has a nice Swing GUI, lots of features and can be started & (auto)updated using Java Web Start in any browser (link on homepage.)JFtp is a graphical network browser. It supports various types of connections like FTP, SMB, SFTP, NFS, HTTP and local ones, has a nice Swing GUI, lots of features and can be started & (auto)updated using Java Web Start in any browser (link on homepage.)","Categories
File Transfer Protocol (FTP), WWW/HTTP, Networking"
"OpenVPN is a robust and highly flexible tunneling application that uses all of the encryption, authentication, and certification features of the OpenSSL library to securely tunnel IP networks over a single TCP/UDP port.

Discussion forums and project wiki can be found here:
https://forums.openvpn.net/
http://community.openvpn.net/openvpnOpenVPN is a robust and highly flexible tunneling application that uses all of the encryption, authentication, and certification features of the OpenSSL library to securely tunnel IP networks over a single TCP/UDP port.

Discussion forums and project wiki can be found here:
https://forums.openvpn.net/
http://community.openvpn.net/openvpn","Categories
Cryptography, Firewall, VPN"
"OGP has moved to GitHub. The source code hosted here is obsolete and is no longer being updated.

Please visit our GitHub here:

https://github.com/OpenGamePanel/

A PHP webapp (formerly known as hldstart2) used to manage server softwares, such as, Halflife1/2, UT2004, UrbanTerror4 and Warsow (and many more). Powerful features, great for game server companies, and single users.OGP has moved to GitHub. The source code hosted here is obsolete and is no longer being updated.

Please visit our GitHub here:

https://github.com/OpenGamePanel/

A PHP webapp (formerly known as hldstart2) used to manage server softwares, such as, Halflife1/2, UT2004, UrbanTerror4 and Warsow (and many more). Powerful features, great for game server companies, and single users.","Categories
First Person Shooters, Dynamic Content, Systems Administration"
Firefox Preloader is a utility that is designed to load parts of Mozilla Firefox into memory before it is used to improve the its startup time.Firefox Preloader is a utility that is designed to load parts of Mozilla Firefox into memory before it is used to improve the its startup time.,"Categories
Browsers"
"Admidio is a free open source user management system for websites of organizations and groups. The system has a flexible role model so that it’s possible to reflect the structure and permissions of your organization. You can create an individual profile for your members by adding or removing fields. Additional to these functions the system contains several modules like member lists, event manager, guestbook, photo album or download area.Admidio is a free open source user management system for websites of organizations and groups. The system has a flexible role model so that it’s possible to reflect the structure and permissions of your organization. You can create an individual profile for your members by adding or removing fields. Additional to these functions the system contains several modules like member lists, event manager, guestbook, photo album or download area.","Categories
Content Management Systems (CMS), Social Networking"
"Simple Network Management Protocol (SNMP) .Net library written in C# (csharp). Implements protocol version 1, 2 and 3Simple Network Management Protocol (SNMP) .Net library written in C# (csharp). Implements protocol version 1, 2 and 3","Categories
Monitoring, Internet, Libraries"
"VMime is a free mail library for C++. This is an open-source solution for working with MIME messages and Internet messaging services like IMAP, POP or SMTP.VMime is a free mail library for C++. This is an open-source solution for working with MIME messages and Internet messaging services like IMAP, POP or SMTP.","Categories
Email, Software Development, Networking, Internet"
"The stuff here has no documentation and some of it may never be completed. This is my playground, use at your own risk.The stuff here has no documentation and some of it may never be completed. This is my playground, use at your own risk.","Categories
Front-Ends, Search Engines, Site Management"
"Opens up IIS Proxy Servers using NTLM to non-Microsoft browsers, etcOpens up IIS Proxy Servers using NTLM to non-Microsoft browsers, etc","Categories
WWW/HTTP, Authentication/Directory, Networking, Proxy Servers"
"phpCodeCabinet allows developers to store code snippets from any language. Features include user-defined categories, syntax highlighting, an extensive search engine, a theme-based interface, user authentication, and code/category ownership privileges.phpCodeCabinet allows developers to store code snippets from any language. Features include user-defined categories, syntax highlighting, an extensive search engine, a theme-based interface, user authentication, and code/category ownership privileges.","Categories
Software Development, Internet"
A download acellerator using thread for downloading a file in some pieces.A download acellerator using thread for downloading a file in some pieces.,"Categories
WWW/HTTP"
"Aperture is a Java framework for extracting and querying full-text content and metadata from various information systems (file systems, web sites, mail boxes, ...) and the file formats (documents, images, ...) occurring in these systems.Aperture is a Java framework for extracting and querying full-text content and metadata from various information systems (file systems, web sites, mail boxes, ...) and the file formats (documents, images, ...) occurring in these systems.","Categories
Data Formats, Search Engines, Frameworks, Search"
"The DotNetWikiBot Framework was developed so that it can offer a helping hand with many complicated and routine tasks of wiki site development and maintenance. DotNetWikiBot Framework is a cross-platform full-featured client API, that allows you to build programs and web robots easily to manage information on MediaWiki-powered sites. DotNetWikiBot Framework can also be used for learning C# and .NET.The DotNetWikiBot Framework was developed so that it can offer a helping hand with many complicated and routine tasks of wiki site development and maintenance. DotNetWikiBot Framework is a cross-platform full-featured client API, that allows you to build programs and web robots easily to manage information on MediaWiki-powered sites. DotNetWikiBot Framework can also be used for learning C# and .NET.","Categories
Site Management, Frameworks, Wiki"
