Description,Category
"A simple command line tool, drop the Reverse.exe into the %systemroot% directory in Windows to call the program from the command line. Then just call like: Reverse /i Path\File.txt and the file will be overwritten with reversed text. Or an outfile can be specified Reverse /i Path\File.txt /o path\OutFile.txt this will leave the original file intact.

A file containing:

item 1
item 2
item 3

Would then be reversed to
item 3
item 2
item 1

You can also remove blank lines with the switch /r, as of 1.0.1.0A simple command line tool, drop the Reverse.exe into the %systemroot% directory in Windows to call the program from the command line. Then just call like: Reverse /i Path\File.txt and the file will be overwritten with reversed text. Or an outfile can be specified Reverse /i Path\File.txt /o path\OutFile.txt this will leave the original file intact.

A file containing:

item 1
item 2
item 3

Would then be reversed to
item 3
item 2
item 1

You can also remove blank lines with the switch /r, as of 1.0.1.0","Categories
Desktop Environment, Command Line Tools"
"Openbox always associated with ""lightweight"" distro. Although it (as window manager) has limitation - such as rounded corner, but it is a highly configurable window manager so ANOTHER BEAUTY STYLE can come beside ""minimalist"" styles.

Objective of the project is to produce openbox themes with following specs:
-Consist of 2 areas definition (each almost in uniform color): window and button, This is implemented to ""themerc"" structure.
-Impression as thick or wide window border,
-Impression that inactive window behind active one,
-Square impression of buttons removed, if possible the buttons are in different color,
-Button marks designed 'consistently' based on BOX concept

Themes included in package version:
-UBUNTU FLAVOR (Ambiance and radiance),
-CLASSICS (Clearlooks and Human),
-FLAT (FlatCarbon and FlatSuperwhite),
-CURVED (CurvedDark and CurvedLight),
-extra WINDOWS FLAVOR (Seven and Eight).

Enjoy with new taste!Openbox always associated with ""lightweight"" distro. Although it (as window manager) has limitation - such as rounded corner, but it is a highly configurable window manager so ANOTHER BEAUTY STYLE can come beside ""minimalist"" styles.

Objective of the project is to produce openbox themes with following specs:
-Consist of 2 areas definition (each almost in uniform color): window and button, This is implemented to ""themerc"" structure.
-Impression as thick or wide window border,
-Impression that inactive window behind active one,
-Square impression of buttons removed, if possible the buttons are in different color,
-Button marks designed 'consistently' based on BOX concept

Themes included in package version:
-UBUNTU FLAVOR (Ambiance and radiance),
-CLASSICS (Clearlooks and Human),
-FLAT (FlatCarbon and FlatSuperwhite),
-CURVED (CurvedDark and CurvedLight),
-extra WINDOWS FLAVOR (Seven and Eight).

Enjoy with new taste!","Categories
Window Managers"
"This project provides a native Plugin for managing Linux-ACLs within the file explorer Nautilus (see screenshots).

It uses Polkit for changing system file ACLs.This project provides a native Plugin for managing Linux-ACLs within the file explorer Nautilus (see screenshots).

It uses Polkit for changing system file ACLs.","Categories
GNOME"
"PiBang is a CrunchBang Linux inspired Openbox distribution for the Raspberry Pi. Instead of education users, PiBang focuses on being a desktop replacement for general users and developers.PiBang is a CrunchBang Linux inspired Openbox distribution for the Raspberry Pi. Instead of education users, PiBang focuses on being a desktop replacement for general users and developers.","Categories
Desktop Environment"
"When DPI is set to 200%, Windows 8's standard cursors will show dirty outlines due to lack of larger images. This tool lets you change cursors to high DPI cursors that contain larger images and have similar appearance to default ones. With these cursors, even when DPI is 200%, cursors will look clean and clear.When DPI is set to 200%, Windows 8's standard cursors will show dirty outlines due to lack of larger images. This tool lets you change cursors to high DPI cursors that contain larger images and have similar appearance to default ones. With these cursors, even when DPI is 200%, cursors will look clean and clear.","Categories
Desktop Environment"
"dwos is a distribute WEB-desktop OS. It mainly contains a WEB desktop environment, a chat-online system, a network disk system, a Scientific Computing platform(developing) and so on. It is developed by JAVA language using the JSH(JSF+Spring+Hibernate) framework. After about half year testing, now it's open source, you can download it and run on your computer, Tomcat and jetty server container are tested ok. It's developed by myself, more about me, see here:
http://home.ustc.edu.cn/~chh1990/chero/chero.htmldwos is a distribute WEB-desktop OS. It mainly contains a WEB desktop environment, a chat-online system, a network disk system, a Scientific Computing platform(developing) and so on. It is developed by JAVA language using the JSH(JSF+Spring+Hibernate) framework. After about half year testing, now it's open source, you can download it and run on your computer, Tomcat and jetty server container are tested ok. It's developed by myself, more about me, see here:
http://home.ustc.edu.cn/~chh1990/chero/chero.html","Categories
Desktop Environment, Social Networking, Research"
"smartCOM is a graphical serial device terminal, it's an alternative to minicom. It is aimed mainly at hardware developers who need a gui test tools to talk to their custom hardware. The GUI is written using the wxWidgets library, and using the tinyxml to save or load config.
http://gnssinfo.com/2012/11/21/wiki-smartcom/smartCOM is a graphical serial device terminal, it's an alternative to minicom. It is aimed mainly at hardware developers who need a gui test tools to talk to their custom hardware. The GUI is written using the wxWidgets library, and using the tinyxml to save or load config.
http://gnssinfo.com/2012/11/21/wiki-smartcom/","Categories
Serial, Desktop Environment, Embedded Systems"
"Remember the pixely Bezier lines? They're gone. Now we have transparent, anti aliased polygons in true 3D. The future of this is already clear: real time path tracing of turbid media, and a haze of glowing droplets. Just wait.Remember the pixely Bezier lines? They're gone. Now we have transparent, anti aliased polygons in true 3D. The future of this is already clear: real time path tracing of turbid media, and a haze of glowing droplets. Just wait.","Categories
Screen Savers"
A very low resource usage desktop Gadget-shows you live cricket matches' scores alongwith recent results and upcoming matches. Very low on bandwidth usage too. Works equally efficiently on slowest of networks. A must have Desktop Gadget for Cricket Lovers.A very low resource usage desktop Gadget-shows you live cricket matches' scores alongwith recent results and upcoming matches. Very low on bandwidth usage too. Works equally efficiently on slowest of networks. A must have Desktop Gadget for Cricket Lovers.,"Categories
Desktop Environment"
"A normal Gtk 3 Theme. Based on the ubuntu 12.10 standard themes. It is usable but there are still some bugs.
1: the unecessary blue tab selected color
If someone has the time to ""write"" a bugfix please send me a message : bluedxca93@googlemail.comA normal Gtk 3 Theme. Based on the ubuntu 12.10 standard themes. It is usable but there are still some bugs.
1: the unecessary blue tab selected color
If someone has the time to ""write"" a bugfix please send me a message : bluedxca93@googlemail.com","Categories
GNOME"
"Scientific Calculator includes the following features:
* Traditional algebraic or RPN operation
* Result history
* Math Functions
* Percentages
* Binary, octal, and hexadecimal conversion
* Large input/output display

I believe it is the best tool for everone get it it's free.Scientific Calculator includes the following features:
* Traditional algebraic or RPN operation
* Result history
* Math Functions
* Percentages
* Binary, octal, and hexadecimal conversion
* Large input/output display

I believe it is the best tool for everone get it it's free.","Categories
Desktop Environment, GNOME, Education, Calculators, RPN Calculators"
"Files Arranger helps you to arrange files by easy steps, you can use it to backup your data before formatting your computer, or to store it, your files must be arranged!Files Arranger helps you to arrange files by easy steps, you can use it to backup your data before formatting your computer, or to store it, your files must be arranged!","Categories
Other/Nonlisted Topic, Desktop Environment"
"Maktabah Al-Miftah is a Linux digital book reader for Shamela eBook (.bok), Thwab eBook (.th) and its own eBook (.mfth). Version 3.3 is not compatible with Ubuntu 15.10 and up. Now, version 3.4 runs on Lubuntu 17.04. Its installation is on the following Web Site:

Maktabah Al-Miftah adalah pembaca kitab digital Linux untuk eBook Syamilah (.bok), eBook Thwab (.th), dan eBooknya sendiri (.mfth). Versi 3.3 tidak kompatibel dengan Ubuntu 15.10 ke atas. Sekarang, versi 3.4 dapat berjalan di Lubuntu 17.04. Cara pemasangannya ada di Situs Web berikut:Maktabah Al-Miftah is a Linux digital book reader for Shamela eBook (.bok), Thwab eBook (.th) and its own eBook (.mfth). Version 3.3 is not compatible with Ubuntu 15.10 and up. Now, version 3.4 runs on Lubuntu 17.04. Its installation is on the following Web Site:

Maktabah Al-Miftah adalah pembaca kitab digital Linux untuk eBook Syamilah (.bok), eBook Thwab (.th), dan eBooknya sendiri (.mfth). Versi 3.3 tidak kompatibel dengan Ubuntu 15.10 ke atas. Sekarang, versi 3.4 dapat berjalan di Lubuntu 17.04. Cara pemasangannya ada di Situs Web berikut:","Categories
GNOME, Religion and Philosophy, Research"
"KSokoban is a type of transport puzzle, in which the player pushes boxes or crates around in a warehouse, trying to get them to storage locations.

Rules:

1. Only one box can be pushed at a time.
2. A box cannot be pulled.
3. The player cannot walk through boxes or walls.
4. The puzzle is solved when all boxes are located at storage locations.

KSokoban original game is available under http://hem.passagen.se/awl/ksokoban/ and was written by Anders Widell, so this project is ported from old KSokoban game for kde3, and now requires KDE4 and Qt4KSokoban is a type of transport puzzle, in which the player pushes boxes or crates around in a warehouse, trying to get them to storage locations.

Rules:

1. Only one box can be pushed at a time.
2. A box cannot be pulled.
3. The player cannot walk through boxes or walls.
4. The puzzle is solved when all boxes are located at storage locations.

KSokoban original game is available under http://hem.passagen.se/awl/ksokoban/ and was written by Anders Widell, so this project is ported from old KSokoban game for kde3, and now requires KDE4 and Qt4","Categories
KDE, Puzzle Games"
"Simple meters for monitoring your BigPond data quotas.

Version 0.5b
- Fix issue caused by change in data from BigPond

Note: I encourage the development of your own skins the best can be included if you like.

******* SPECIAL NOTE *******
This is the only safe place to download the skins I have created. Please do not get copies from your friends or other forum sites. The scripts downloaded here are the authentic kanine customisations.
*********************************Simple meters for monitoring your BigPond data quotas.

Version 0.5b
- Fix issue caused by change in data from BigPond

Note: I encourage the development of your own skins the best can be included if you like.

******* SPECIAL NOTE *******
This is the only safe place to download the skins I have created. Please do not get copies from your friends or other forum sites. The scripts downloaded here are the authentic kanine customisations.
*********************************","Categories
Desktop Environment"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Project Samples","Categories
Desktop Environment"
"This is a small application displaying Iranian (shamsi or Jalali) calendar in windows 8.
Here we tried to show the concept of live tiles in windows 8 and Metro style UI in a small application.

This application developed with Microsoft Visual Studio Express 2012 RC for windows 8This is a small application displaying Iranian (shamsi or Jalali) calendar in windows 8.
Here we tried to show the concept of live tiles in windows 8 and Metro style UI in a small application.

This application developed with Microsoft Visual Studio Express 2012 RC for windows 8","Categories
Desktop Environment"
