Description,Category
"With BibleVCE a user should be enabled to create a database containing scriptures, and to add comments, keywords and cross references to these scriptures. In this way quasi a personal concordance
is generated.
It's a fork of BibleMemorizer.sf.netWith BibleVCE a user should be enabled to create a database containing scriptures, and to add comments, keywords and cross references to these scriptures. In this way quasi a personal concordance
is generated.
It's a fork of BibleMemorizer.sf.net","Categories
Religion and Philosophy"
"Все о жизни в тюрьме - жизнь и психология тюрьмы, воровские понятия, блатной жаргон, тюремные татуировки и многое другое...Все о жизни в тюрьме - жизнь и психология тюрьмы, воровские понятия, блатной жаргон, тюремные татуировки и многое другое...","Categories
Religion and Philosophy"
"The Prayer Times Calculator project show Prayer times for more than 6 Million cities on the wide world, Most Accurate calculation, Qiblah direction in graphical format, ephemerides... tow versions: 1st for world cities, 2nd for morocoo cities only.The Prayer Times Calculator project show Prayer times for more than 6 Million cities on the wide world, Most Accurate calculation, Qiblah direction in graphical format, ephemerides... tow versions: 1st for world cities, 2nd for morocoo cities only.","Categories
Religion and Philosophy"
Taqwa is an Islamic Java-Written program that help users to listen and recite Quran and Hadith.Taqwa is an Islamic Java-Written program that help users to listen and recite Quran and Hadith.,"Categories
Religion and Philosophy"
"This project intend to create a tool to reveal the secrets of the bible(bible), enabling to analyze verses for hidden messages using letters exchange and equidistant letter sequences (ELS).This project intend to create a tool to reveal the secrets of the bible(bible), enabling to analyze verses for hidden messages using letters exchange and equidistant letter sequences (ELS).","Categories
Text Processing, Religion and Philosophy"
"A free Geographic Information Systems in three dimensions (3D), open-source.A free Geographic Information Systems in three dimensions (3D), open-source.","Categories
Religion and Philosophy, 3D Rendering, Computer Aided Instruction (CAI)"
"This is a C# application that displays a random Bible scripture on button click. God's word does not return void. If you need a version of this application that has some improved features, like how to accept the Lord Jesus Christ, the Prince of Peace, look for God is Love on Source Forge also. It's simple, or you could say something like ""hey Jesus, I need some help. I know I've made mistakes. Can you guide me in the right direction?""

For the updated version, please go to
https://sourceforge.net/projects/godislove/?source=directoryThis is a C# application that displays a random Bible scripture on button click. God's word does not return void. If you need a version of this application that has some improved features, like how to accept the Lord Jesus Christ, the Prince of Peace, look for God is Love on Source Forge also. It's simple, or you could say something like ""hey Jesus, I need some help. I know I've made mistakes. Can you guide me in the right direction?""

For the updated version, please go to
https://sourceforge.net/projects/godislove/?source=directory","Categories
Religion and Philosophy"
This program is a Java GUI that supplies a Bible verse(s) and an associated challenge as well as some features like journaling and customizable settings. This project is currently stored in SVN so download it there (http://p.sf.net/versegui/svn).This program is a Java GUI that supplies a Bible verse(s) and an associated challenge as well as some features like journaling and customizable settings. This project is currently stored in SVN so download it there (http://p.sf.net/versegui/svn).,"Categories
Religion and Philosophy"
"BibleForge is a free, open source Bible study web app. It is currently in the early stages of software development, but it aspires to become the most advanced Bible program available.BibleForge is a free, open source Bible study web app. It is currently in the early stages of software development, but it aspires to become the most advanced Bible program available.","Categories
Religion and Philosophy"
"A portal experiment that links multiple areas of a healthy human life together. Tries to provide guidance for a healthy life for its users according to Blood Types ""diet"" and Wu Xing (Chinese 5 elements theory) linked to individual food items.A portal experiment that links multiple areas of a healthy human life together. Tries to provide guidance for a healthy life for its users according to Blood Types ""diet"" and Wu Xing (Chinese 5 elements theory) linked to individual food items.","Categories
Religion and Philosophy, Education, Healthcare"
"""Laisiangthou"" is a Paite word that means ""Holy Book"", a word that is used to refer to the Holy Bible. Its main aim is to provide a free and simple to use interface for viewing and reading the Holy Bible to all.

The initial aim of the project was to provide a simple desktop interface to view the Holy Bible, but now the project have shifted it's focus on providing unofficial modules for existing Holy Bible softwares like MySword, e-Sword and The Crosswire project. Currently Paite Holy Bible Module is provided for MySword for Android and e-Sword Windows Desktop Application.""Laisiangthou"" is a Paite word that means ""Holy Book"", a word that is used to refer to the Holy Bible. Its main aim is to provide a free and simple to use interface for viewing and reading the Holy Bible to all.

The initial aim of the project was to provide a simple desktop interface to view the Holy Bible, but now the project have shifted it's focus on providing unofficial modules for existing Holy Bible softwares like MySword, e-Sword and The Crosswire project. Currently Paite Holy Bible Module is provided for MySword for Android and e-Sword Windows Desktop Application.","Categories
Religion and Philosophy"
"Präsentationssoftware für Kirchen, Gemeinden, christliche Vereine etc. zum einfachen und flexiblen Präsentieren von Liedtexten, Bildern, Videos, etc. (Für den Gebrauch in Deutschland entwickelt, internationale Konformität nicht gewährleistet.)Präsentationssoftware für Kirchen, Gemeinden, christliche Vereine etc. zum einfachen und flexiblen Präsentieren von Liedtexten, Bildern, Videos, etc. (Für den Gebrauch in Deutschland entwickelt, internationale Konformität nicht gewährleistet.)","Categories
Religion and Philosophy, Presentation, Media Players"
"ChantPaginator is a program to produce chants book, tipically used for mass, services and celebrations, in latex starting from XML representation of chants. Sorted Index and categorized index are automatically produced.ChantPaginator is a program to produce chants book, tipically used for mass, services and celebrations, in latex starting from XML representation of chants. Sorted Index and categorized index are automatically produced.","Categories
Religion and Philosophy, Printing, Desktop Publishing"
"Proclaim is an application to help Christians in their walk of faith, particularly in the study of the Word.Proclaim is an application to help Christians in their walk of faith, particularly in the study of the Word.","Categories
Religion and Philosophy"
"An online site to track an LDS cub scout pack. The goal is to create a site that parents, and leaders can all use to input and track the progress of the boys through the cub scout program.An online site to track an LDS cub scout pack. The goal is to create a site that parents, and leaders can all use to input and track the progress of the boys through the cub scout program.","Categories
Religion and Philosophy, Sociology"
"A Sermon Content Management System based on asp.net. It allows for collection of: speaker, summary, topics, keywords, date, title and transcript information. Creates podcast of mp3 and allow for embedding of video from popular online video providers.A Sermon Content Management System based on asp.net. It allows for collection of: speaker, summary, topics, keywords, date, title and transcript information. Creates podcast of mp3 and allow for embedding of video from popular online video providers.","Categories
Dynamic Content, Religion and Philosophy, Sound/Audio"
"If you build some artificial mind, do not try to program it like a computer. Build it, turn it on, and begin teaching it.If you build some artificial mind, do not try to program it like a computer. Build it, turn it on, and begin teaching it.","Categories
Chat, Dynamic Content, Religion and Philosophy, Artificial Intelligence"
"Simple Bible freeware for non-techies (including missionaries/children/seniors) Small 1.2 meg download with OT+NT. < 1 sec launch and searches even on obsolete Lowest Common Denominator 486's (1 gb hd, 640*480 res, 16 mb mem, no CD, 28.8 modem, Win95)Simple Bible freeware for non-techies (including missionaries/children/seniors) Small 1.2 meg download with OT+NT. < 1 sec launch and searches even on obsolete Lowest Common Denominator 486's (1 gb hd, 640*480 res, 16 mb mem, no CD, 28.8 modem, Win95)","Categories
Religion and Philosophy"
"The Tibetan and Himalayan Library has several open-sourced tools for inputting, manipulating, translating, and transcribing Tibetan-language text, audio, and video. We aim to make using a computer easier for Himalayan peoples and scholars.The Tibetan and Himalayan Library has several open-sourced tools for inputting, manipulating, translating, and transcribing Tibetan-language text, audio, and video. We aim to make using a computer easier for Himalayan peoples and scholars.","Categories
Text Editors, Communications, Religion and Philosophy, History, Sound Synthesis"
"jLyrics is a java program to store your favorite lyrics on. It was created to store christian lyrics, but it will work with any lyrics. It can store a title and author, along with the lyrics. The database is saved in xml format.jLyrics is a java program to store your favorite lyrics on. It was created to store christian lyrics, but it will work with any lyrics. It can store a title and author, along with the lyrics. The database is saved in xml format.","Categories
Text Editors, Religion and Philosophy"
"Hebrew Bible was written without vowels, Gospel without spaces. They were added at about 1000 A.D. Inserting vowels/spaces in other ways we get tens new Holy Bibles!! This project is tools for study of the alternative translations of the Lost Book.Hebrew Bible was written without vowels, Gospel without spaces. They were added at about 1000 A.D. Inserting vowels/spaces in other ways we get tens new Holy Bibles!! This project is tools for study of the alternative translations of the Lost Book.","Categories
Religion and Philosophy"
"pnWA is a PostNuke module for Worship Archive, a web front end to song/tabulature database. This is a part of Jesse Gavin`s vision: `to create a system for people to take the code, easily set up a site for their worship team to manage their song sets...`pnWA is a PostNuke module for Worship Archive, a web front end to song/tabulature database. This is a part of Jesse Gavin`s vision: `to create a system for people to take the code, easily set up a site for their worship team to manage their song sets...`","Categories
BBS, Religion and Philosophy"
