Description,Category
"A simple tool to rearrange/merge/delete pages from PDF files. The modular backend system uses either JPedal or JPod to display PDFs and iText or Apache PDFBox to save them.

!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Development of this project has moved to GitHub.
Please check https://github.com/mgropp/pdfjumbler for current releases!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!A simple tool to rearrange/merge/delete pages from PDF files. The modular backend system uses either JPedal or JPod to display PDFs and iText or Apache PDFBox to save them.

!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Development of this project has moved to GitHub.
Please check https://github.com/mgropp/pdfjumbler for current releases!
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Categories
Office/Business, PDF"
"The RecordEditor is a Data File editor for Flat Files (delimited and fixed field position). It supports Unix / PC / Legacy (e.g. Mainframe) file formats, both Text and binary files.

The Editor uses a Record-Layout description to format the files. This is ideal for Fixed width (Text or Binary) files, Cobol Data Files, Mainframe files and complicated Csv files. Cobol Copybooks can be used to format Cobol Data files.

As well as an editor, The following utilities are supplied
* Formatted Compare
* File Copy and reformat Utility
* FileWizard this is use to work out the format of a File. It can generally find both Text and binary / packed deicimal fields in a file


For Simple Csv you should look at its sister project reCsvEditor.

Note: The core Editor code is also used in the ""Protocol buffers editor"" and ""Avro Editor""The RecordEditor is a Data File editor for Flat Files (delimited and fixed field position). It supports Unix / PC / Legacy (e.g. Mainframe) file formats, both Text and binary files.

The Editor uses a Record-Layout description to format the files. This is ideal for Fixed width (Text or Binary) files, Cobol Data Files, Mainframe files and complicated Csv files. Cobol Copybooks can be used to format Cobol Data files.

As well as an editor, The following utilities are supplied
* Formatted Compare
* File Copy and reformat Utility
* FileWizard this is use to work out the format of a File. It can generally find both Text and binary / packed deicimal fields in a file


For Simple Csv you should look at its sister project reCsvEditor.

Note: The core Editor code is also used in the ""Protocol buffers editor"" and ""Avro Editor""","Categories
Text Editors, Data Formats, Software Testing, Mainframe"
This project aims at providing a plugin for Microsoft Word 2003 to open OpenOffice XML documentsThis project aims at providing a plugin for Microsoft Word 2003 to open OpenOffice XML documents,"Categories
Word Processors, XML, Office Suites"
"XForms to XHTML+Javascript (AJAX) conversion based on a unique XSL transformation. Suitable server-side (PHP) or client-side (Internet Explorer, Mozilla FireFox, Opera, Safari) browser treatement where an XSLT 1.0 engine is availableXForms to XHTML+Javascript (AJAX) conversion based on a unique XSL transformation. Suitable server-side (PHP) or client-side (Internet Explorer, Mozilla FireFox, Opera, Safari) browser treatement where an XSLT 1.0 engine is available","Categories
HTML/XHTML, Browsers, User Interface (UI)"
A plugin for the Gnome editor »gedit« that supports you in editing LaTeX documents and BibTeX bibliographies.A plugin for the Gnome editor »gedit« that supports you in editing LaTeX documents and BibTeX bibliographies.,"Categories
Integrated Development Environments (IDE), TeX/LaTeX, GNOME"
"Semantic MediaWiki is an extension to the MediaWiki software (powering Wikipedia), which extends the Wiki with ideas from the Semantic Web. We focus on usability and tight integration.

See the web site for further details and GitHub at https://github.com/SemanticMediaWiki/SemanticMediaWiki/releases for the file releases! (since version 2.4.0).Semantic MediaWiki is an extension to the MediaWiki software (powering Wikipedia), which extends the Wiki with ideas from the Semantic Web. We focus on usability and tight integration.

See the web site for further details and GitHub at https://github.com/SemanticMediaWiki/SemanticMediaWiki/releases for the file releases! (since version 2.4.0).","Categories
Front-Ends, Dynamic Content, Semantic Web"
BibDesk is a graphical bibTeX bibliography manager for Mac OS X.BibDesk is a graphical bibTeX bibliography manager for Mac OS X.,"Categories
Text Processing, TeX/LaTeX"
"MsgViewer is email-viewer utility for .msg e-mail messages, implemented in pure Java. MsgViewer works on Windows/Linux/Mac Platforms. Also provides a java api to read mail messges (msg files) programmatically.MsgViewer is email-viewer utility for .msg e-mail messages, implemented in pure Java. MsgViewer works on Windows/Linux/Mac Platforms. Also provides a java api to read mail messges (msg files) programmatically.","Categories
Data Formats, Email"
"Talend Open Studio for Data Integration is only available for download from https://www.talend.com/lp/open-studio-for-data-integration/.

Open Studio for Data Integration is fully open source, so you can see the code and work with it. Embed existing Java code libraries, create your own components or leverage community components and code to extend your project.

Millions of downloads and a full range of robust, open source integration software tools have made Talend the open source leader in cloud and big data integration.

For more information, visit community.talend.com or help.talend.comTalend Open Studio for Data Integration is only available for download from https://www.talend.com/lp/open-studio-for-data-integration/.

Open Studio for Data Integration is fully open source, so you can see the code and work with it. Embed existing Java code libraries, create your own components or leverage community components and code to extend your project.

Millions of downloads and a full range of robust, open source integration software tools have made Talend the open source leader in cloud and big data integration.

For more information, visit community.talend.com or help.talend.com","Categories
Data Formats, Enterprise, Data Warehousing, Front-Ends, Code Generators, Distributed Computing, ETL"
"The National Library of New Zealand's Metadata Extraction Tool automatically extracts preservation-related metadata from digital files, then output that metadata in XML formats. It can be used through a graphical user interface or command-line interface.

Please take the latest code from 'https://github.com/DIA-NZ/Metadata-Extraction-Tool.git'. The code on source forge will not be updated henceforth as it is moved to github.The National Library of New Zealand's Metadata Extraction Tool automatically extracts preservation-related metadata from digital files, then output that metadata in XML formats. It can be used through a graphical user interface or command-line interface.

Please take the latest code from 'https://github.com/DIA-NZ/Metadata-Extraction-Tool.git'. The code on source forge will not be updated henceforth as it is moved to github.","Categories
Data Formats, Other/Nonlisted Topic, Information Analysis"
"XMLTreeEdit displays XML files as tree views and allows basic operations: adding, editting and deleting text nodes and their attributes.

The main goal is providing a simple tool to create/edit XML configuration files for users without knowledge of XML.

Built in Free Pascal Lazarus, which allows easy compilation for different target platforms.
Currently binary executables were produced and tested on Windows (XP, 7) and Ubuntu Linux (GTK2).

For developers: there are two units listed separately to support XML configuration files in your application:
XMLfile.pas - Lazarus/Free Pascal
uXMLConfig.pas - Delphi (2007..XE2)XMLTreeEdit displays XML files as tree views and allows basic operations: adding, editting and deleting text nodes and their attributes.

The main goal is providing a simple tool to create/edit XML configuration files for users without knowledge of XML.

Built in Free Pascal Lazarus, which allows easy compilation for different target platforms.
Currently binary executables were produced and tested on Windows (XP, 7) and Ubuntu Linux (GTK2).

For developers: there are two units listed separately to support XML configuration files in your application:
XMLfile.pas - Lazarus/Free Pascal
uXMLConfig.pas - Delphi (2007..XE2)","Categories
Text Editors, XML"
"This software implements the IEC60870-5-104 protocol (client side) for substation data acquisition and control via tcp/ip network using the QT UI Framework. It can be compiled on Linux and Windows platforms. It's possible to poll and view data from the remote system (RTU) and also send commands.
>>> Have a look also at my new SCADA project here:
https://github.com/riclolsen/json-scadaThis software implements the IEC60870-5-104 protocol (client side) for substation data acquisition and control via tcp/ip network using the QT UI Framework. It can be compiled on Linux and Windows platforms. It's possible to poll and view data from the remote system (RTU) and also send commands.
>>> Have a look also at my new SCADA project here:
https://github.com/riclolsen/json-scada","Categories
Data Formats, SCADA, Test and Measurement"
"Track your roaming staff, know their whereabouts and give them orders instantly. Works with web admin app,
Android, Nokia etc. clients...Track your roaming staff, know their whereabouts and give them orders instantly. Works with web admin app,
Android, Nokia etc. clients...","Categories
XML, Browsers, AJAX"
AlphaInnotec heatpump controler Luxtronik 2 saves the data of the last 48h in DTA files. This project should help to decode this files.AlphaInnotec heatpump controler Luxtronik 2 saves the data of the last 48h in DTA files. This project should help to decode this files.,"Categories
Data Formats"
