Description,Category
"MyNukeGenealogy is a PHP Nuke / Postnuke module to build up genealogy (family) websites. Users can add, delete, edit, export and import information.MyNukeGenealogy is a PHP Nuke / Postnuke module to build up genealogy (family) websites. Users can add, delete, edit, export and import information.","Categories
Dynamic Content, Site Management, Genealogy"
"Data mines the voting record and other actions of Members of the NZ Parliament. Extracts information from the parliament website and stores it in a database. Provides tools to analyse the information, producing statistics and tables about the MPs/partiesData mines the voting record and other actions of Members of the NZ Parliament. Extracts information from the parliament website and stores it in a database. Provides tools to analyse the information, producing statistics and tables about the MPs/parties","Categories
Information Analysis, Sociology"
"Scripts for questionnaire sorting studies. Needs a server plus PHP 5 and MySQL 5. Free and closed sorting, partition, fuzzy, and graded sorting, hierarchy construction, multiple sorting, R- and S-mode display. Text questions. Text, image or object items.Scripts for questionnaire sorting studies. Needs a server plus PHP 5 and MySQL 5. Free and closed sorting, partition, fuzzy, and graded sorting, hierarchy construction, multiple sorting, R- and S-mode display. Text questions. Text, image or object items.","Categories
User Interface (UI), Usability, HMI, Sociology"
"The Dataverse Network is a Java EE5 app that enables researchers to share data on-line. It provides data citation standards, facilitates preservation, distribution and replication of data, and includes statistical analysis. More at: http://thedata.orgThe Dataverse Network is a Java EE5 app that enables researchers to share data on-line. It provides data citation standards, facilitates preservation, distribution and replication of data, and includes statistical analysis. More at: http://thedata.org","Categories
WWW/HTTP, Object Oriented, Library, Scientific/Engineering, Sociology"
Genmod introduces a new era in genealogy. The philosophy behind Genmod is that your genealogical information is accessed in a natural way: search -> select -> present. All this with a fast and reliable program. Join us as we move forward into historyGenmod introduces a new era in genealogy. The philosophy behind Genmod is that your genealogical information is accessed in a natural way: search -> select -> present. All this with a fast and reliable program. Join us as we move forward into history,"Categories
WWW/HTTP, Genealogy"
"OpenAncestry is a genealogical management tool written in C. It has a GTK+ interface, and has a database plugin architecture. Currently, OpenAncestry comes with a SQLite database plugin.OpenAncestry is a genealogical management tool written in C. It has a GTK+ interface, and has a database plugin architecture. Currently, OpenAncestry comes with a SQLite database plugin.","Categories
Genealogy"
"WYMIWYG KnoBot is a content management system for the semantic web designed to promote the exchange of content with a P2P and reputation based system. The aim is to create a socio-topical space, a perspective dependent space of information and knowledge.WYMIWYG KnoBot is a content management system for the semantic web designed to promote the exchange of content with a P2P and reputation based system. The aim is to create a socio-topical space, a perspective dependent space of information and knowledge.","Categories
File Sharing, HTTP Servers, Networking, Artificial Intelligence, Sociology"
"Museum portal based on Plone and PostgreSQL presenting archive-, photo-, subject matter and book materials in addition to online articles. Supports importing of data from museum systems in CIDOC XML format.Museum portal based on Plone and PostgreSQL presenting archive-, photo-, subject matter and book materials in addition to online articles. Supports importing of data from museum systems in CIDOC XML format.","Categories
MARC and Book/Library Metadata, History"
WebFocus is a web environment to conduct Focus Groups online. It is a part of bigger project with the intent of building a set of tools to manage social and market researches using the web.WebFocus is a web environment to conduct Focus Groups online. It is a part of bigger project with the intent of building a set of tools to manage social and market researches using the web.,"Categories
Chat, Conferencing, Office/Business, Scientific/Engineering, Sociology"
GUI for the ISOP R module. The ISOP R module is an implementation of the equal named IRT model by ScheiblechnerGUI for the ISOP R module. The ISOP R module is an implementation of the equal named IRT model by Scheiblechner,"Categories
Simulation, Sociology"
