Description,Category
"mAP is a free open-source, GPLv3, Java 6 to 14, 32/64-bit, utf-8, multilingual, standalone and portable application (no installer).

mAP is a time management software that brings you the best of two worlds: Agile's most common practices and the Pomodoro Technique®.

mAP is flexible: use it as a Agile software, a Pomodoro timer or simply a ToDo list.

mAP is meant for individuals and small size teams in war rooms.

Visit mAP's Web Site for more on mAP and Agile practices : https://philkaroo.github.io/myagilepomodoro/

----------------------------------------------------------------------------

Go to the Files page to download :
- the executable file: .exe (Windows) or .jar (MAC, Linux...)
- the user guide
- the Pomodoro Technique® v1.3 free book

Refer to the Wiki page for details and 'installation' (mAP requires Java) and the user guide for insights.mAP is a free open-source, GPLv3, Java 6 to 14, 32/64-bit, utf-8, multilingual, standalone and portable application (no installer).

mAP is a time management software that brings you the best of two worlds: Agile's most common practices and the Pomodoro Technique®.

mAP is flexible: use it as a Agile software, a Pomodoro timer or simply a ToDo list.

mAP is meant for individuals and small size teams in war rooms.

Visit mAP's Web Site for more on mAP and Agile practices : https://philkaroo.github.io/myagilepomodoro/

----------------------------------------------------------------------------

Go to the Files page to download :
- the executable file: .exe (Windows) or .jar (MAC, Linux...)
- the user guide
- the Pomodoro Technique® v1.3 free book

Refer to the Wiki page for details and 'installation' (mAP requires Java) and the user guide for insights.","Categories
Time Tracking, Project Management, Agile Development Tools"
"GUI Turbo Assembler is an essential Multilingual Integrated Development Environment for Assembly language.
GUI Turbo Assembler comes integrated with Borland Turbo Assembler and Turbo Linker for assembling and building assembly codes. It is powered by DOSBox for handling Borland Turbo Assembler and Turbo Linker in 64-bit environment.
The IDE is loaded with powerful feature like syntax highlighting, code folding along with the other regular features to work with any assembly source code.
It supports compiling and building of assembly codes to windows executable with a single click.GUI Turbo Assembler is an essential Multilingual Integrated Development Environment for Assembly language.
GUI Turbo Assembler comes integrated with Borland Turbo Assembler and Turbo Linker for assembling and building assembly codes. It is powered by DOSBox for handling Borland Turbo Assembler and Turbo Linker in 64-bit environment.
The IDE is loaded with powerful feature like syntax highlighting, code folding along with the other regular features to work with any assembly source code.
It supports compiling and building of assembly codes to windows executable with a single click.","Categories
Assemblers"
"C/C++ compilers and tools to compile and build for targets
DOS 16/32-bit, RDOS, Windows 16/32-bit, OS/2 16/32 bit, Linux 32-bit (x86), Netware

running on host OS
DOS, Windows 16/32/64-bit, OS/2, Linux 32/64-bit (x86/x64)

Now it is completely moved to GitHub
Open Watcom 2.0
https://github.com/open-watcom/open-watcom-v2#open-watcom-v2-fork
Open Watcom 1.9
https://github.com/open-watcom/open-watcom-1.9C/C++ compilers and tools to compile and build for targets
DOS 16/32-bit, RDOS, Windows 16/32-bit, OS/2 16/32 bit, Linux 32-bit (x86), Netware

running on host OS
DOS, Windows 16/32/64-bit, OS/2, Linux 32/64-bit (x86/x64)

Now it is completely moved to GitHub
Open Watcom 2.0
https://github.com/open-watcom/open-watcom-v2#open-watcom-v2-fork
Open Watcom 1.9
https://github.com/open-watcom/open-watcom-1.9","Categories
Compilers, Cross Compilers"
"QtAV is a cross-platform and high performance multimedia playback framework based on Qt and FFmpeg.
Features: timeline preview, gpu decoding etcQtAV is a cross-platform and high performance multimedia playback framework based on Qt and FFmpeg.
Features: timeline preview, gpu decoding etc","Categories
Frameworks, Video, Libraries"
"The Javascript Clipper library performs clipping and offsetting for both lines and polygons. All four boolean clipping operations are supported - intersection, union, difference and exclusive-or. Polygons can be of any shape including self-intersecting polygons.

Javascript Clipper is a port of Angus Johnson's Clipper library: https://sourceforge.net/projects/polyclipping

LIVE DEMO: http://jsclipper.sourceforge.net/6.4.2.2/main_demo.html

LIVE DEMO (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint/main_demo.html

Information and examples:
http://jsclipper.sourceforge.net/6.4.2.2

Information and examples (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint

Donate Javascript Clipper Project: https://sourceforge.net/p/jsclipper/wiki/Donations/

Use cases:
* Over 1500 schools in the UK uses Javascript Clipper in Digimap for Schools service. Read more:
https://mobilegeo.wordpress.com and
http://digimapforschools.edina.ac.uk/cosmo-free/osmapperThe Javascript Clipper library performs clipping and offsetting for both lines and polygons. All four boolean clipping operations are supported - intersection, union, difference and exclusive-or. Polygons can be of any shape including self-intersecting polygons.

Javascript Clipper is a port of Angus Johnson's Clipper library: https://sourceforge.net/projects/polyclipping

LIVE DEMO: http://jsclipper.sourceforge.net/6.4.2.2/main_demo.html

LIVE DEMO (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint/main_demo.html

Information and examples:
http://jsclipper.sourceforge.net/6.4.2.2

Information and examples (FPoint):
http://jsclipper.sourceforge.net/6.4.2.2_fpoint

Donate Javascript Clipper Project: https://sourceforge.net/p/jsclipper/wiki/Donations/

Use cases:
* Over 1500 schools in the UK uses Javascript Clipper in Digimap for Schools service. Read more:
https://mobilegeo.wordpress.com and
http://digimapforschools.edina.ac.uk/cosmo-free/osmapper","Categories
Algorithms, Graphics"
"A centralized repository for OpenVMS based Open Source ports and Freeware. Intended to provide a focus for Open Source development on and porting to OpenVMS as well as a mechanism to prevent orphaned software in this environment.

Any and all OpenVMS based Open Source and Freeware can be hosted here.

VMS-Ports is a complement to the SourceForge GNV Project (https://sourceforge.net/projects/gnv/) which implements a framework based upon GNU utilities to ease the porting of open source software packages to OpenVMS.A centralized repository for OpenVMS based Open Source ports and Freeware. Intended to provide a focus for Open Source development on and porting to OpenVMS as well as a mechanism to prevent orphaned software in this environment.

Any and all OpenVMS based Open Source and Freeware can be hosted here.

VMS-Ports is a complement to the SourceForge GNV Project (https://sourceforge.net/projects/gnv/) which implements a framework based upon GNU utilities to ease the porting of open source software packages to OpenVMS.","Categories
Software Development"
"The KDE desktop environment uses the Oxygen theme by default. By default, Java applications don't follow this theme at all. The Joxy Look and Feel is a ""skin"" to let Java Swing applications look like the Oxygen theme. Joxy is not an application itself, but a skin for other programs.

For installation instructions, please see Joxy's website. Questions about Joxy can be asked in the Discussion section.The KDE desktop environment uses the Oxygen theme by default. By default, Java applications don't follow this theme at all. The Joxy Look and Feel is a ""skin"" to let Java Swing applications look like the Oxygen theme. Joxy is not an application itself, but a skin for other programs.

For installation instructions, please see Joxy's website. Questions about Joxy can be asked in the Discussion section.","Categories
KDE, KDE Themes, User Interface (UI)"
SerialToIP is a simple Terminal Server software providing transparent pipe either in TCP server or TCP client socket mode from TCP/IP to a pre-configured serial port. Implemented in C# for .NET 2.0 so the command line version could work in Mono-runtime as well.SerialToIP is a simple Terminal Server software providing transparent pipe either in TCP server or TCP client socket mode from TCP/IP to a pre-configured serial port. Implemented in C# for .NET 2.0 so the command line version could work in Mono-runtime as well.,"Categories
Serial, Home Automation, Performance Testing"
"NEW! Works with current IE, Firefox, and Chrome browsers. See the 'Loading & Saving' Woas page for details (in Woas file).

Woas is a complete wiki in a single HTML file that works in every major browser, including older versions (even IE6!). It can store and display images and files within itself and is incredibly useful for research and documentation.

This is my version of the WoaS (stickwiki) project. It is starting out as the home of my fixes to the 0.12.0 version that I am calling 0.13.0 (and hope will be published as such in the WoaS project), but may transition over time into a new and possibly incompatible version of the original tool, depending on what happens in the original project.

I have dropped the 'Legacy' subproject; this project performs essentially the same function. After two years of inactivity it appears there may be life in the old project yet, so I am not making any decisions right now beyond using this project for my own, fixed version of WoaS 0.12.0.NEW! Works with current IE, Firefox, and Chrome browsers. See the 'Loading & Saving' Woas page for details (in Woas file).

Woas is a complete wiki in a single HTML file that works in every major browser, including older versions (even IE6!). It can store and display images and files within itself and is incredibly useful for research and documentation.

This is my version of the WoaS (stickwiki) project. It is starting out as the home of my fixes to the 0.12.0 version that I am calling 0.13.0 (and hope will be published as such in the WoaS project), but may transition over time into a new and possibly incompatible version of the original tool, depending on what happens in the original project.

I have dropped the 'Legacy' subproject; this project performs essentially the same function. After two years of inactivity it appears there may be life in the old project yet, so I am not making any decisions right now beyond using this project for my own, fixed version of WoaS 0.12.0.","Categories
Other/Nonlisted Topic, Documentation"
A video thumbnail generator based on FFMPEG.A video thumbnail generator based on FFMPEG.,"Categories
Screen Capture, Command Line Tools, Thumbnail Makers"
