Description,Category
A general purpose source code indexer and cross-referencer that provides web-based browsing of source code with links to the definition and usage of any identifier. Supports multiple languages. Up-to-date information in http://lxr.sourceforge.netA general purpose source code indexer and cross-referencer that provides web-based browsing of source code with links to the definition and usage of any identifier. Supports multiple languages. Up-to-date information in http://lxr.sourceforge.net,"Categories
Search Engines, Source Code Analysis, Source Code Management"
"This is the Standard French translation project for phpBB3. We are doing translations of the actual software itself (language files, packages and imagesets).This is the Standard French translation project for phpBB3. We are doing translations of the actual software itself (language files, packages and imagesets).","Categories
BBS, Message Board, Internationalization (I18N)"
"This is NASM - the famous Netwide Assembler.

THIS PAGE IS OUT OF DATE; we no longer use any Sourceforge services other than mailing lists.

Get the current versions from http://www.nasm.us/.This is NASM - the famous Netwide Assembler.

THIS PAGE IS OUT OF DATE; we no longer use any Sourceforge services other than mailing lists.

Get the current versions from http://www.nasm.us/.","Categories
Build Tools, Compilers, Cross Compilers"
"QP real-time embedded frameworks (RTEFs) provide lightweight, modern event-driven architecture based on active objects (actors) and hierarchical state machines. The matching QM model-based design tool and other host-based tools complement the QP frameworks by supporting graphical modeling, code generation, software tracing and unit testing for event-driven embedded software. Visit https://www.state-machine.com for more information.

The QP RTEFs can run on bare-metal single-chip microcontrollers, completely replacing a traditional RTOS. The frameworks contain a selection of built-in real-time kernels (RTOS kernels), such as the cooperative QV kernel, the preemptive non-blocking QK kernel, and the unique preemptive, dual-mode (blocking/non-blocking) QXK kernel. Native QP ports and ready-to-use examples are provided for ARM Cortex-M (M0/M0+/M3/M4F/M7) as well as other CPUs.

The QP RTEFs can also work with many traditional RTOSes and desktop OSes, such as Linux and Windows.QP real-time embedded frameworks (RTEFs) provide lightweight, modern event-driven architecture based on active objects (actors) and hierarchical state machines. The matching QM model-based design tool and other host-based tools complement the QP frameworks by supporting graphical modeling, code generation, software tracing and unit testing for event-driven embedded software. Visit https://www.state-machine.com for more information.

The QP RTEFs can run on bare-metal single-chip microcontrollers, completely replacing a traditional RTOS. The frameworks contain a selection of built-in real-time kernels (RTOS kernels), such as the cooperative QV kernel, the preemptive non-blocking QK kernel, and the unique preemptive, dual-mode (blocking/non-blocking) QXK kernel. Native QP ports and ready-to-use examples are provided for ARM Cortex-M (M0/M0+/M3/M4F/M7) as well as other CPUs.

The QP RTEFs can also work with many traditional RTOSes and desktop OSes, such as Linux and Windows.","Categories
Frameworks, Operating System Kernels, Embedded Systems"
"Saros brings multi-writer synchronous distributed editing to the Eclipse IDE, e.g. for joint code reviews, explaining code remotely, or distributed pair programming -- all also for more than 2 participants; we call this Distributed Party Programming. It includes refined awareness functionality, text chat, and a simple distributed whiteboard/sketching facility.

Eclipse Update Site: https://www.saros-project.org/update-site/eclipseSaros brings multi-writer synchronous distributed editing to the Eclipse IDE, e.g. for joint code reviews, explaining code remotely, or distributed pair programming -- all also for more than 2 participants; we call this Distributed Party Programming. It includes refined awareness functionality, text chat, and a simple distributed whiteboard/sketching facility.

Eclipse Update Site: https://www.saros-project.org/update-site/eclipse","Categories
Collaborative Development, Agile Development Tools, Whiteboard"
"TinyXML is a simple, small, minimal, C++ XML parser that can be easily integrating into other programs. It reads XML and creates C++ objects representing the XML document. The objects can be manipulated, changed, and saved again as XML.

*Please Note* that TinyXML development has stopped and all development has moved to TinyXML-2. TinyXML-2 is available at https://github.com/leethomason/tinyxml2TinyXML is a simple, small, minimal, C++ XML parser that can be easily integrating into other programs. It reads XML and creates C++ objects representing the XML document. The objects can be manipulated, changed, and saved again as XML.

*Please Note* that TinyXML development has stopped and all development has moved to TinyXML-2. TinyXML-2 is available at https://github.com/leethomason/tinyxml2","Categories
Software Development, XML Parsers"
"An Eclipse-based IDE for Erlang http://www.erlang.org, a concurrency-oriented language developed by Ericsson.

The project is now hosted at https://github.com/erlang/erlide_eclipse

Please install/update from http://download.erlide.org/updateAn Eclipse-based IDE for Erlang http://www.erlang.org, a concurrency-oriented language developed by Ericsson.

The project is now hosted at https://github.com/erlang/erlide_eclipse

Please install/update from http://download.erlide.org/update","Categories
Integrated Development Environments (IDE), Software Development"
"The Lightweight Java Game Library (LWJGL) is a solution aimed directly at professional and amateur Java programmers alike to enable commercial quality games to be written in Java. LWJGL provides developers access to high performance crossplatform libraries such as OpenGL (Open Graphics Library), OpenCL (Open Computing Language) and OpenAL (Open Audio Library) allowing for state of the art 3D games and 3D sound. Additionally LWJGL provides access to controllers such as Gamepads, Steering wheel and Joysticks. All in a simple and straight forward API.

LWJGL is available under a BSD license, which means it's open source and freely available at no charge.The Lightweight Java Game Library (LWJGL) is a solution aimed directly at professional and amateur Java programmers alike to enable commercial quality games to be written in Java. LWJGL provides developers access to high performance crossplatform libraries such as OpenGL (Open Graphics Library), OpenCL (Open Computing Language) and OpenAL (Open Audio Library) allowing for state of the art 3D games and 3D sound. Additionally LWJGL provides access to controllers such as Gamepads, Steering wheel and Joysticks. All in a simple and straight forward API.

LWJGL is available under a BSD license, which means it's open source and freely available at no charge.","Categories
Software Development"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
GNU Library or Lesser General Public License version 2.0 (LGPLv2)","Categories
Email, Office/Business, Games/Entertainment, Browsers, Design, Education"
The JEDI Code Library (JCL) consists of a set of thoroughly tested and fully documented utility functions and non-visual classes which can be instantly reused in your Delphi and C++ Builder projects.The JEDI Code Library (JCL) consists of a set of thoroughly tested and fully documented utility functions and non-visual classes which can be instantly reused in your Delphi and C++ Builder projects.,"Categories
Software Development"
