Description,Category
Easy FTP Server with many options.Easy FTP Server with many options.,"Categories
File Transfer Protocol (FTP)"
"PHPLIB is an object-oriented application development toolkit for PHP. It is primarily of benefit to Web application developers, but contains classes which are useful to other PHP developers as well.PHPLIB is an object-oriented application development toolkit for PHP. It is primarily of benefit to Web application developers, but contains classes which are useful to other PHP developers as well.","Categories
Dynamic Content, Software Development"
Diplomacy is a popular turn based strategy game in which you battle to control Europe; to win you must be diplomatic and strategic. webDiplomacy lets you play Diplomacy online. Official game server: http://webdiplomacy.net/Diplomacy is a popular turn based strategy game in which you battle to control Europe; to win you must be diplomatic and strategic. webDiplomacy lets you play Diplomacy online. Official game server: http://webdiplomacy.net/,"Categories
Board Games, Turn Based Strategy, Dynamic Content"
"Blitz templates is a fast template engine written in C and compiled as a PHP module. It started as a php_templates replacement, but developed into much more. It is based on extensible template controllers (PHP) and weakly-active templates (HTML).Blitz templates is a fast template engine written in C and compiled as a PHP module. It started as a php_templates replacement, but developed into much more. It is based on extensible template controllers (PHP) and weakly-active templates (HTML).","Categories
Dynamic Content, Frameworks"
"ConcatPDF is the tool to concatenate PDF files. It can concatenate, extract, encrypt, decrypt, configure PDF files, convert image files to PDF. GUI version and CUI version are both available.

iText.NET is iText porting on .NET Framework by J#. This library allows you to generate PDF, (X)HTML, XML, RTF files on Microsoft.NET Framework including ASP.NET.ConcatPDF is the tool to concatenate PDF files. It can concatenate, extract, encrypt, decrypt, configure PDF files, convert image files to PDF. GUI version and CUI version are both available.

iText.NET is iText porting on .NET Framework by J#. This library allows you to generate PDF, (X)HTML, XML, RTF files on Microsoft.NET Framework including ASP.NET.","Categories
Text Processing, Dynamic Content, PDF"
"Sarissa is a cross-browser ECMAScript lib that helps with browser incompatibilities in XMLHttpRequest/XML/XSLT/XPath along with some bonus utility methods. People call some of this Ajax nowdays, but the term was not available back in early 2003 ;-)Sarissa is a cross-browser ECMAScript lib that helps with browser incompatibilities in XMLHttpRequest/XML/XSLT/XPath along with some bonus utility methods. People call some of this Ajax nowdays, but the term was not available back in early 2003 ;-)","Categories
Browsers, Dynamic Content, Software Development"
"Development of this project has been moved to https://github.com/jonelo/jacksum. This site has been left for historical purposes ONLY, you find older Jacksum versions here. Please visit the GitHub site for current development.

Jacksum 1.7.0 is a platform independent checksum utility (written entirely in Java) for computing and verifying (integrity check) checksums, CRC and hashes (fingerprints). It supports 58 popular hash algorithms and a lot of unique features.Development of this project has been moved to https://github.com/jonelo/jacksum. This site has been left for historical purposes ONLY, you find older Jacksum versions here. Please visit the GitHub site for current development.

Jacksum 1.7.0 is a platform independent checksum utility (written entirely in Java) for computing and verifying (integrity check) checksums, CRC and hashes (fingerprints). It supports 58 popular hash algorithms and a lot of unique features.","Categories
Office/Business, Security, Systems Administration, Internet, Scientific/Engineering, Education"
"Decodes CGI data from standard input, $QUERY_STRING , and $HTTP_COOKIE. Stores data in lookup table(s) for easy retrieval. Uploads files by copying
directly to files created with mkstemp(). Has several handy string conversion
functions.Decodes CGI data from standard input, $QUERY_STRING , and $HTTP_COOKIE. Stores data in lookup table(s) for easy retrieval. Uploads files by copying
directly to files created with mkstemp(). Has several handy string conversion
functions.","Categories
HTML/XHTML, CGI Scripts"
"Implementation of an open source FTP Server which comply with RFC 959, RFC 2228, RFC 2389 and RFC 2428. Implemented in Java. This server can be run as a stand alone FTP server and can be easily embedded in any java project. Please visit our project hImplementation of an open source FTP Server which comply with RFC 959, RFC 2228, RFC 2389 and RFC 2428. Implemented in Java. This server can be run as a stand alone FTP server and can be easily embedded in any java project. Please visit our project h","Categories
File Transfer Protocol (FTP), Application Servers"
"GloryLands is a Web-based, Massive Multiplayer Online RPG/Strategy game written entirely in PHP/MySQL. It aims to be endless and always interesting, using the constant contribution of the Game community.GloryLands is a Web-based, Massive Multiplayer Online RPG/Strategy game written entirely in PHP/MySQL. It aims to be endless and always interesting, using the constant contribution of the Game community.","Categories
Turn Based Strategy, Role-Playing Games (RPG), WWW/HTTP"
