Description,Category
A dock and DE independent terminal applet for the masses. Details: http://www.omgubuntu.co.uk/2011/02/vterminal-is-a-lightweight-pop-up-terminal/A dock and DE independent terminal applet for the masses. Details: http://www.omgubuntu.co.uk/2011/02/vterminal-is-a-lightweight-pop-up-terminal/,"Categories
Terminal Emulators"
"This is my first source project please do not rip me off and steal my project, Its Open Source now in English and Spanish, I speak English and english only so spanish is translated so i might now make another spanish one again.This is my first source project please do not rip me off and steal my project, Its Open Source now in English and Spanish, I speak English and english only so spanish is translated so i might now make another spanish one again.","Categories
Terminal Emulators"
"If you're a frequent shell user, BASH Shortcuts will help you navigate smoothly and quickly between frequently-visited directories by enabling you to reference a lengthy directory path using a meaningful keyword (shortcut).If you're a frequent shell user, BASH Shortcuts will help you navigate smoothly and quickly between frequently-visited directories by enabling you to reference a lengthy directory path using a meaningful keyword (shortcut).","Categories
Terminals, System Shells"
"Pastebin CLI allows users to upload snippets of text ,usually code.which returns a permanent link to the uploaded snippet.Pastebins are very popular in chat groups like IRC. Note-This code is not from pastebin.com. PLEASE READ README file to installPastebin CLI allows users to upload snippets of text ,usually code.which returns a permanent link to the uploaded snippet.Pastebins are very popular in chat groups like IRC. Note-This code is not from pastebin.com. PLEASE READ README file to install","Categories
Terminal Emulators, IRC Clients, File Sharing"
Morph is a cross-platform program that abstracts the Windows and Linux command line environments to help teach students or others not familiar with the command line how to use it in a way that is user friendly.Morph is a cross-platform program that abstracts the Windows and Linux command line environments to help teach students or others not familiar with the command line how to use it in a way that is user friendly.,"Categories
Terminals, Desktop Environment, Systems Administration"
"Java Serial Port Terminal allows you to open asynchronous serial COM ports on your computer. For all you Java fans out there, this is an example of how to access a serial port. Produced by BreezeElectronics.Net. Help link is added to Version 1.00Java Serial Port Terminal allows you to open asynchronous serial COM ports on your computer. For all you Java fans out there, this is an example of how to access a serial port. Produced by BreezeElectronics.Net. Help link is added to Version 1.00","Categories
Serial"
"Shooting Chrony Data Downloader, a program that allows downloading of data acquired by the deviceShooting Chrony Data Downloader, a program that allows downloading of data acquired by the device","Categories
Serial, Physics"
"Este projeto visa controlar através da porta serial um dispositivo. compatível com hardware da Robotica Simples, porem pode ser modificado para qualquer outro produto serial. O Hardware atendido é a placa controladora de 8 reles.Este projeto visa controlar através da porta serial um dispositivo. compatível com hardware da Robotica Simples, porem pode ser modificado para qualquer outro produto serial. O Hardware atendido é a placa controladora de 8 reles.","Categories
Serial, Robotics, Electronic Design Automation (EDA)"
"lterm is a vte-based terminal emulator for GNU/Linux systems. It is mainly used as SSH/Telnet client but can be very easily configured to use any other protocol.

Furthermore it can be a usual terminal on local host.

Includes some features in order to ease user's work, avoid repetitive tasks and improve speed in operations, see a list below.lterm is a vte-based terminal emulator for GNU/Linux systems. It is mainly used as SSH/Telnet client but can be very easily configured to use any other protocol.

Furthermore it can be a usual terminal on local host.

Includes some features in order to ease user's work, avoid repetitive tasks and improve speed in operations, see a list below.","Categories
Terminal Emulators"
BikiSoft contains the windows software and atmel firmware for the BikiRom Mega-board product line. The bikirom boards are used to re-tune 1990-2002 Nissan SR20 based ECUs and ER34 ECUs. The hardware is available seperately.BikiSoft contains the windows software and atmel firmware for the BikiRom Mega-board product line. The bikirom boards are used to re-tune 1990-2002 Nissan SR20 based ECUs and ER34 ECUs. The hardware is available seperately.,"Categories
Serial, Libraries"
"Icephis is a VTE-based terminal emulator.

Icephis is written in C and ""compile-time configurable"" like evilvte,
but with well-ordered source code so that users can make customized one easily.Icephis is a VTE-based terminal emulator.

Icephis is written in C and ""compile-time configurable"" like evilvte,
but with well-ordered source code so that users can make customized one easily.","Categories
Terminal Emulators"
"vtysh is a cli config tools used for the fw,utm,nac device to config the base information
it come from the zebra vtysh,but i simplify it.vtysh is a cli config tools used for the fw,utm,nac device to config the base information
it come from the zebra vtysh,but i simplify it.","Categories
Terminals, Systems Administration"
"This is another terminal program named ""Just Another TERMinal""This is another terminal program named ""Just Another TERMinal""","Categories
Terminals"
"Qt Embedded 2.3.8 terminal emulator for Motomagx mobile phone Motorola EM30. There are <alpha> versions for Motorola VE66, EM35, Z6, V8, U9, ZN5, VA76, E8 .Qt Embedded 2.3.8 terminal emulator for Motomagx mobile phone Motorola EM30. There are <alpha> versions for Motorola VE66, EM35, Z6, V8, U9, ZN5, VA76, E8 .","Categories
Terminal Emulators"
Попытка создать opensource проект для съема статистики с миниАТС и создания отчетов для начальстваПопытка создать opensource проект для съема статистики с миниАТС и создания отчетов для начальства,"Categories
Serial"
"SeamlessRDP is an implementation of seamless windows server components for rdesktop based on code contributed by Cendio AB http://www.cendio.com/seamlessrdp/ . In seamless mode, rdesktop creates a X11 window for each window on the server side.SeamlessRDP is an implementation of seamless windows server components for rdesktop based on code contributed by Cendio AB http://www.cendio.com/seamlessrdp/ . In seamless mode, rdesktop creates a X11 window for each window on the server side.","Categories
Terminals, Enterprise, Window Managers"
"python client to display simple text messages on lcdproc
it reads text from stdin or file and has some options like display_time and blinking
useful for monitoring and custom status displayspython client to display simple text messages on lcdproc
it reads text from stdin or file and has some options like display_time and blinking
useful for monitoring and custom status displays","Categories
Terminals, Systems Administration"
Nanoterm is a terminal emulator with a minimal font for the Linux framebuffer. It is mainly intended to be used on the Ben Nanonote.Nanoterm is a terminal emulator with a minimal font for the Linux framebuffer. It is mainly intended to be used on the Ben Nanonote.,"Categories
Terminal Emulators, Embedded Systems"
"PyLine is a shell that is designed for users who want a easier alternative to cmd, but it is in its earlier stages, so it may not have as many commands. Works on Linux and Windows, and may work on Mac.PyLine is a shell that is designed for users who want a easier alternative to cmd, but it is in its earlier stages, so it may not have as many commands. Works on Linux and Windows, and may work on Mac.","Categories
Terminals, System Shells"
"Immersion Cooker Mk II: A food-oriented, feature-rich water-bath controller for slow cooking sous vide.
Cook just about anything to perfection with open source hardware and software.Immersion Cooker Mk II: A food-oriented, feature-rich water-bath controller for slow cooking sous vide.
Cook just about anything to perfection with open source hardware and software.","Categories
Serial, Hardware, Home Automation"
A command shell with purely hard-coded functions designed to provide a Unix-esque shell experience within the confines of Windows.A command shell with purely hard-coded functions designed to provide a Unix-esque shell experience within the confines of Windows.,"Categories
Terminals, System Shells"
My first official project in Perl - Shell for Linux designed on IRC. This is good alternative for bash and shMy first official project in Perl - Shell for Linux designed on IRC. This is good alternative for bash and sh,"Categories
Terminals, System Shells"
"BASIC interpreter for the 16bit PIC microcontroller 24FJ64GA002. The interpreter runs on the chip only, no compiler/tokenizer is needed. Communication with PC is done by USB-to-serial converter cable.BASIC interpreter for the 16bit PIC microcontroller 24FJ64GA002. The interpreter runs on the chip only, no compiler/tokenizer is needed. Communication with PC is done by USB-to-serial converter cable.","Categories
Serial, Interpreters, Embedded Systems"
"Is a complete GUI replacement for the gnome terminal which allows you to manage your connections, cluster mode (for sending commands for several servers at the same time) and support for ssh, ftp, telnet, vnc and rdesktop.Is a complete GUI replacement for the gnome terminal which allows you to manage your connections, cluster mode (for sending commands for several servers at the same time) and support for ssh, ftp, telnet, vnc and rdesktop.","Categories
Terminal Emulators, GNOME, SSH"
"FCUtilsLibrary provides a collection of functions to communicate and control Danfoss frequency converters. One of the main targets is, to create an “easy to use” library which is independent from the operation system and the physical network.FCUtilsLibrary provides a collection of functions to communicate and control Danfoss frequency converters. One of the main targets is, to create an “easy to use” library which is independent from the operation system and the physical network.","Categories
Serial, Test and Measurement"
vexterm is a tabbed virtual terminal emulator based on libvexterm and thus using gtk / pango / cairovexterm is a tabbed virtual terminal emulator based on libvexterm and thus using gtk / pango / cairo,"Categories
Terminal Emulators, GNOME"
libvexterm is a library for virtual terminal emulation based on gtk / pango / cairolibvexterm is a library for virtual terminal emulation based on gtk / pango / cairo,"Categories
Terminal Emulators, GNOME, Libraries"
cloneNX is a fork of freenx to bypass the time till neatx (Google) or tacix is production ready.cloneNX is a fork of freenx to bypass the time till neatx (Google) or tacix is production ready.,"Categories
Terminal Emulators"
X-UI-Gen intends to automate the any project to integrate an UI System to Have Customized operations in place. It intends to support C/C++/Java/J2EE. It tends to use UI Operation as an Subset of operations. It intends ot use JSP/GTK+/QT/Servlets.X-UI-Gen intends to automate the any project to integrate an UI System to Have Customized operations in place. It intends to support C/C++/Java/J2EE. It tends to use UI Operation as an Subset of operations. It intends ot use JSP/GTK+/QT/Servlets.,"Categories
Terminals"
The goal of this project is the creation of an VNC Server implemented in Delphi.The goal of this project is the creation of an VNC Server implemented in Delphi.,"Categories
Terminals"
Simple terminal utility that changes the console colorSimple terminal utility that changes the console color,"Categories
Terminals, System Shells"
"This is a cross platform tool to monitor traffic between two TCP endpoints. Allows to send users data to each endpoint, make data snapshots,manage multiple clients connections. Consists from forwarding server and client as stand along parts.This is a cross platform tool to monitor traffic between two TCP endpoints. Allows to send users data to each endpoint, make data snapshots,manage multiple clients connections. Consists from forwarding server and client as stand along parts.","Categories
Terminals, QA Automation, Monitoring"
