Description,Category
"A collection of applications that allow seamless, configurable and powerful integration of the Sony PS3 Remote with Linux through LIRC.A collection of applications that allow seamless, configurable and powerful integration of the Sony PS3 Remote with Linux through LIRC.","Categories
GNOME, Hardware Drivers, Home Theater PC"
"FreeLaunch is a free links manager for Windows. It allows to organize shortcuts to your programs, files and folders. FreeLaunch is easy and fully configurableFreeLaunch is a free links manager for Windows. It allows to organize shortcuts to your programs, files and folders. FreeLaunch is easy and fully configurable","Categories
Desktop Environment"
"Wibom is the Wine bottle manager. The Core is written in Bash. Wibom-gtk, the GTK+ 2 frontend, is written in Ruby. More on wibom.sourceforge.net.Wibom is the Wine bottle manager. The Core is written in Bash. Wibom-gtk, the GTK+ 2 frontend, is written in Ruby. More on wibom.sourceforge.net.","Categories
Desktop Environment"
"A gnome-applet which will display score at gnome-panel, the same way, we see date/time. Cricket score applet is written in python. It will also score updates through libnotify module. You can select matches from matches in progress.A gnome-applet which will display score at gnome-panel, the same way, we see date/time. Cricket score applet is written in python. It will also score updates through libnotify module. You can select matches from matches in progress.","Categories
GNOME"
MPED is a simple media player written with Qt & the Phonon module. It is designed to be easy to use. There is a wiki @ http://wiki.github.com/pymatio/MPEDMPED is a simple media player written with Qt & the Phonon module. It is designed to be easy to use. There is a wiki @ http://wiki.github.com/pymatio/MPED,"Categories
KDE, Players"
"Ocara - Gerenciador de Telecentro - foi desenvolvido em 2005. Hoje, foi totalmente remodelado, atendendo as novas necessidades levantadas junto com seus utilizadores. O módulo de gerenciamento do Telecentro foi baseado no Openlanhose.Ocara - Gerenciador de Telecentro - foi desenvolvido em 2005. Hoje, foi totalmente remodelado, atendendo as novas necessidades levantadas junto com seus utilizadores. O módulo de gerenciamento do Telecentro foi baseado no Openlanhose.","Categories
GNOME, Monitoring"
"EasyWindow is an objected orientated GUI Library for C++.
It is very easy to use with similiar GUI structure to PureBasic.
Assumes the most work of the uncomfortable WinAPI on Windows.EasyWindow is an objected orientated GUI Library for C++.
It is very easy to use with similiar GUI structure to PureBasic.
Assumes the most work of the uncomfortable WinAPI on Windows.","Categories
Window Managers, Libraries"
"If you love the new Windows 7 taskbar and hoped there was a way to add stack-like functionality to icons, then this is probably what you are looking for :)

Enjoy!If you love the new Windows 7 taskbar and hoped there was a way to add stack-like functionality to icons, then this is probably what you are looking for :)

Enjoy!","Categories
Window Managers"
This is a graphical tool for Linux which automates the process of running wiper.sh to trim (SSD) disks which supports trimming. Uses GTKmm.This is a graphical tool for Linux which automates the process of running wiper.sh to trim (SSD) disks which supports trimming. Uses GTKmm.,"Categories
GNOME, System"
PowerChanger is a tiny GUI wrapper for the Windows powercfg utility that lets you easily switch between power schemes in Windows. The GUI lists all saved power schemes in Windows and allows you to choose between all saved Windows power schemes.PowerChanger is a tiny GUI wrapper for the Windows powercfg utility that lets you easily switch between power schemes in Windows. The GUI lists all saved power schemes in Windows and allows you to choose between all saved Windows power schemes.,"Categories
Window Managers, Battery Monitoring"
