Description,Category
"A MMORPG Game Engine Writted in Monogame GL full C#
Very easy to make a game. With simple Level Editor.
Whit cross-plattform Server on .NET Core Tecnology

Build your Cross-Platform Game whitout programming!

Aviable for Xbox one, PS4, Android, iOS and more platform.

Try Live Demo:
http://www.makingitalia.net/MireWEB/

Project are migrated on Mire Engine.
See Updated at:

http://www.makingitalia.net/mire/A MMORPG Game Engine Writted in Monogame GL full C#
Very easy to make a game. With simple Level Editor.
Whit cross-plattform Server on .NET Core Tecnology

Build your Cross-Platform Game whitout programming!

Aviable for Xbox one, PS4, Android, iOS and more platform.

Try Live Demo:
http://www.makingitalia.net/MireWEB/

Project are migrated on Mire Engine.
See Updated at:

http://www.makingitalia.net/mire/","Categories
MMORPG, Game Engines"
Un piccolo gioco creato con RPG Maker VX. I sorgenti possono essere modificati solo avendo questo programma.Un piccolo gioco creato con RPG Maker VX. I sorgenti possono essere modificati solo avendo questo programma.,"Categories
Role-Playing Games (RPG)"
"A highly configurable recipe manager, designed to make organizing your personal recipes collection fast and easy. Features include: shopping lists, nutrient analysis, advanced search, recipe ratings, import/export various formats, and more.A highly configurable recipe manager, designed to make organizing your personal recipes collection fast and easy. Features include: shopping lists, nutrient analysis, advanced search, recipe ratings, import/export various formats, and more.","Categories
Cooking"
Chesspresso is a chess library entirely written in Java. The main focus is to deliver high-level interfaces and efficient algorithms to programmers of Java chess software.Chesspresso is a chess library entirely written in Java. The main focus is to deliver high-level interfaces and efficient algorithms to programmers of Java chess software.,"Categories
Board Games"
"Solar Empire is a GPL/public domain browser-based strategy game (BBS) written in PHP. Users control fleets, planets and equipment to conquer the galaxy. Almost limitless variation given by advanced customisation options.Solar Empire is a GPL/public domain browser-based strategy game (BBS) written in PHP. Users control fleets, planets and equipment to conquer the galaxy. Almost limitless variation given by advanced customisation options.","Categories
Turn Based Strategy"
"Annchienta is a 2D isometric game engine for RPG games, but can be used for other games as well. We also release the games here as well. These games are mostly set in a fantasy world, combining an epic and tragic quest with fun and challenging gameplay.Annchienta is a 2D isometric game engine for RPG games, but can be used for other games as well. We also release the games here as well. These games are mostly set in a fantasy world, combining an epic and tragic quest with fun and challenging gameplay.","Categories
Turn Based Strategy, Role-Playing Games (RPG)"
Recipe Radar is a World of Warcraft UI addon that assists players in finding recipes. It knows about vendors who sell recipes in the current region or by profession. It has a number of filtering options and can even locate vendors on the world map.Recipe Radar is a World of Warcraft UI addon that assists players in finding recipes. It knows about vendors who sell recipes in the current region or by profession. It has a number of filtering options and can even locate vendors on the world map.,"Categories
Games/Entertainment"
Projects of The Fellowship of the Game game development group.Projects of The Fellowship of the Game game development group.,"Categories
Games/Entertainment, Software Development"
"jDip is a tool for mapping, managing, and adjudicating Diplomacy games. It has a simple but powerful graphical interface, with a richly customizable map display. Windows, Linux, Mac OS X, and Solaris are supported. Over 25 variants are supported.jDip is a tool for mapping, managing, and adjudicating Diplomacy games. It has a simple but powerful graphical interface, with a richly customizable map display. Windows, Linux, Mac OS X, and Solaris are supported. Over 25 variants are supported.","Categories
Board Games"
"S.C.O.U.R.G.E. is a roguelike game with a 3D user interface. The game allows a group of four characters to search for treasure, kill enemies, gain levels, etc. The code is C++ using SDL, OpenGL and freetype. The game uses Squirrel for scripting.S.C.O.U.R.G.E. is a roguelike game with a 3D user interface. The game allows a group of four characters to search for treasure, kill enemies, gain levels, etc. The code is C++ using SDL, OpenGL and freetype. The game uses Squirrel for scripting.","Categories
Turn Based Strategy, Role-Playing Games (RPG), Puzzle Games"
A game engine for running Ultima 8 on modern operating systems.A game engine for running Ultima 8 on modern operating systems.,"Categories
Role-Playing Games (RPG), Game Engines"
Thatcher Ulrich's game engine testbed. A motley collection of experimental and not-so-experimental game- and graphics-oriented code. Public domain!Thatcher Ulrich's game engine testbed. A motley collection of experimental and not-so-experimental game- and graphics-oriented code. Public domain!,"Categories
Games/Entertainment, Software Development, 3D Rendering"
This project now focuses on providing an editor for the OpenTomb project.This project now focuses on providing an editor for the OpenTomb project.,"Categories
Puzzle Games"
The BAT Mod is a graphic and interface mod for Civilization 4 - Beyond the Sword. It combines the popular BUG (unaltered gameplay) mod with Varietas Delectat and other graphic and artistic mods.The BAT Mod is a graphic and interface mod for Civilization 4 - Beyond the Sword. It combines the popular BUG (unaltered gameplay) mod with Varietas Delectat and other graphic and artistic mods.,"Categories
Turn Based Strategy"
"PrBoom, the purest Doom-Port? Aims to be the most stable Doom port with the highest compatibility to the major Doom versions. Highres software and nice OpenGL rendering. Full Boom and most if not all MBF features.PrBoom, the purest Doom-Port? Aims to be the most stable Doom port with the highest compatibility to the major Doom versions. Highres software and nice OpenGL rendering. Full Boom and most if not all MBF features.","Categories
First Person Shooters"
"gltron was inspired by the film tron - actually, more by all the games that where inspired by the film tron :-) It's a game for one to four players, the objective is not to
drive into a wall.gltron was inspired by the film tron - actually, more by all the games that where inspired by the film tron :-) It's a game for one to four players, the objective is not to
drive into a wall.","Categories
Games/Entertainment"
"Tux Racer is a simple OpenGL-based racing game featuring Tux, the Linux Penguin. The object of the game is to slide down a snow- and ice-covered mountain as quickly as possible, avoiding the trees and rocks that will slow you down.Tux Racer is a simple OpenGL-based racing game featuring Tux, the Linux Penguin. The object of the game is to slide down a snow- and ice-covered mountain as quickly as possible, avoiding the trees and rocks that will slow you down.","Categories
Games/Entertainment"
"Tux Football, a fun arcade-style 2D football game for Windows and Linux, very reminsicent of Sensible Soccer and Kick Off.Tux Football, a fun arcade-style 2D football game for Windows and Linux, very reminsicent of Sensible Soccer and Kick Off.","Categories
Side-Scrolling, Sports Games"
nInvaders is a Space Invaders clone based on ncurses for ASCII output.nInvaders is a Space Invaders clone based on ncurses for ASCII output.,"Categories
Side-Scrolling"
