Description,Category
Calc2LaTeX is an OpenOffice.org Calc (Spreadsheet) macro for converting tables. It makes making tables on LaTeX very easy.Calc2LaTeX is an OpenOffice.org Calc (Spreadsheet) macro for converting tables. It makes making tables on LaTeX very easy.,"Categories
Text Processing, Office/Business, Scientific/Engineering, Education"
"JDIFF is a program that outputs the differences between two binary files, either in binary format or in human readable format (detailed or summarized) and then allows to reconstruct the second file from the first one and the diff-file.JDIFF is a program that outputs the differences between two binary files, either in binary format or in human readable format (detailed or summarized) and then allows to reconstruct the second file from the first one and the diff-file.","Categories
Algorithms, Archiving, Information Analysis"
"SerialPortNet is an open source serial port communication library for Microsoft .NET. It's written in c#, implements complete .NET 2.0 specifications, and is designed to allow for multiple OSes and add-on 3rd party Serial to Network adapters.SerialPortNet is an open source serial port communication library for Microsoft .NET. It's written in c#, implements complete .NET 2.0 specifications, and is designed to allow for multiple OSes and add-on 3rd party Serial to Network adapters.","Categories
Serial, Communications, Networking, Hardware, Interface Engine/Protocol Translator"
PP3 creates celestial charts. It generates resolution independent sky maps of very high graphical quality. They can be used for example as illustrations in books or on web pages. Databases are included but you may use own data if you wish.PP3 creates celestial charts. It generates resolution independent sky maps of very high graphical quality. They can be used for example as illustrations in books or on web pages. Databases are included but you may use own data if you wish.,"Categories
Presentation, Astronomy, Education"
"The HL7 Inspector project has moved to Bitbucket.

https://bitbucket.org/crambow/hl7inspector

All new releases can be found there.

The web-based version can still be found at www.hl7inspector.comThe HL7 Inspector project has moved to Bitbucket.

https://bitbucket.org/crambow/hl7inspector

All new releases can be found there.

The web-based version can still be found at www.hl7inspector.com","Categories
Data Formats, Debuggers, Medical"
"OSRA is a utility designed to convert graphical representations of chemical structures and reactions, as they appear in journal articles, patent documents, textbooks, trade magazines etc., into SMILES or SD file format- a computer recognizable molecular structure

You can find links to the binary executables here:
https://sourceforge.net/p/osra/wiki/Download/OSRA is a utility designed to convert graphical representations of chemical structures and reactions, as they appear in journal articles, patent documents, textbooks, trade magazines etc., into SMILES or SD file format- a computer recognizable molecular structure

You can find links to the binary executables here:
https://sourceforge.net/p/osra/wiki/Download/","Categories
Chemistry, Information Analysis"
"Wcalc is a tool for the analysis and synthesis of electronic components. Some of the models include coupled microstrip lines, single layer air core solenoid inductors, etc. Wcalc can analyze the electrical parameters based on the physical dimensions aWcalc is a tool for the analysis and synthesis of electronic components. Some of the models include coupled microstrip lines, single layer air core solenoid inductors, etc. Wcalc can analyze the electrical parameters based on the physical dimensions a","Categories
Electronic Design Automation (EDA), Physics"
"dicom related framework and applications in java. The project is divide in 3 parts, the framework, a dicom toolkit, and dicom apps.dicom related framework and applications in java. The project is divide in 3 parts, the framework, a dicom toolkit, and dicom apps.","Categories
Frameworks, Systems Administration, Medical"
This is open source SCADA system for MS Windows (2000/XP/Vista). Free SCADA provides for end-users flexible tools for visualization and interactive control of any industrial process. The system uses OPC servers for data collection.This is open source SCADA system for MS Windows (2000/XP/Vista). Free SCADA provides for end-users flexible tools for visualization and interactive control of any industrial process. The system uses OPC servers for data collection.,"Categories
HMI"
"The home of the Gene Ontology project on SourceForge, including ontology requests, software downloads, bug trackers, and much, much more.The home of the Gene Ontology project on SourceForge, including ontology requests, software downloads, bug trackers, and much, much more.","Categories
Bio-Informatics"
jMetal is an object-oriented Java-based framework for solving multi-objective optimization problems with metaheuristics.jMetal is an object-oriented Java-based framework for solving multi-objective optimization problems with metaheuristics.,"Categories
Genetic Algorithms, Artificial Intelligence"
"ITK is an open-source software system to support the Visible Human Project. Currently under active development, ITK employs leading-edge segmentation and registration algorithms in two, three, and more dimensions.ITK is an open-source software system to support the Visible Human Project. Currently under active development, ITK employs leading-edge segmentation and registration algorithms in two, three, and more dimensions.","Categories
Scientific/Engineering"
Bipide - IDE para a Arquitetura dos Processadores BIP (BIP Processor IDE)Bipide - IDE para a Arquitetura dos Processadores BIP (BIP Processor IDE),"Categories
Algorithms, Simulation, Education"
"The JINSECT toolkit is a Java-based toolkit and library that supports and demonstrates the use of n-gram graphs within Natural Language Processing applications, ranging from summarization and summary evaluation to text classiﬁcation and indexing.The JINSECT toolkit is a Java-based toolkit and library that supports and demonstrates the use of n-gram graphs within Natural Language Processing applications, ranging from summarization and summary evaluation to text classiﬁcation and indexing.","Categories
Artificial Intelligence, Linguistics, Libraries"
"Java 2D & 3D visual entity relationship design & modeling (ERD,SQL) for Oracle,MSSQL,Postgres,MySQL,...,Database change&dictionary management, Swing Data Binding, Apache FOP Renderer for dot matrix printers,Sparx Enterprise Architect Reports + moreJava 2D & 3D visual entity relationship design & modeling (ERD,SQL) for Oracle,MSSQL,Postgres,MySQL,...,Database change&dictionary management, Swing Data Binding, Apache FOP Renderer for dot matrix printers,Sparx Enterprise Architect Reports + more","Categories
Front-Ends, UML, Data Visualization"
"** This site is of historical interest only. The project is active on www.gpsbabel.org and github. Some of the county/state files remain active, but no version of GPSBabel should be downloaded from this site. **

GPSBabel reads, writes, and manipulates GPS waypoints in a variety of formats. Over 100 supported formats include GPX, Magellan and Garmin serial and USB protocols, Geocaching *.loc, Garmin Mapsource, and Magellan Mapsend. For Windows, Linux, Mac.** This site is of historical interest only. The project is active on www.gpsbabel.org and github. Some of the county/state files remain active, but no version of GPSBabel should be downloaded from this site. **

GPSBabel reads, writes, and manipulates GPS waypoints in a variety of formats. Over 100 supported formats include GPX, Magellan and Garmin serial and USB protocols, Geocaching *.loc, Garmin Mapsource, and Magellan Mapsend. For Windows, Linux, Mac.","Categories
GIS"
"PowerTalk automatically speaks Microsoft PowerPoint presentations. For presenters who find speaking difficult, audiences containing people with visual impairments and fun educational uses. Uses synthesised computer speech provided with WindowsPowerTalk automatically speaks Microsoft PowerPoint presentations. For presenters who find speaking difficult, audiences containing people with visual impairments and fun educational uses. Uses synthesised computer speech provided with Windows","Categories
Communications, Other/Nonlisted Topic, Bio-Informatics, Education"
"This is the native MS windows release of OpenFOAM, an open source toolbox for Computational Fluid Dynamics (CFD). It was built with MinGW C++ as a set of native windows applications, which improves performance and eliminates the need for Unix emulations.This is the native MS windows release of OpenFOAM, an open source toolbox for Computational Fluid Dynamics (CFD). It was built with MinGW C++ as a set of native windows applications, which improves performance and eliminates the need for Unix emulations.","Categories
Simulation, Physics, Computational Fluid Dynamics (CFD)"
"Florence is an extensible scalable on-screen virtual keyboard for GNOME that stays out of your way when not needed. You need it if you can't use a real keyboard either because of a handicap, broken keyboard or tablet PC but you can use a pointing devide.Florence is an extensible scalable on-screen virtual keyboard for GNOME that stays out of your way when not needed. You need it if you can't use a real keyboard either because of a handicap, broken keyboard or tablet PC but you can use a pointing devide.","Categories
Other/Nonlisted Topic, GNOME, HMI"
"C# ECG Toolkit is an open source software toolkit to convert, view and print electrocardiograms. The toolkit is developed using C# .NET Framework 2.0 and later (code also supports netstandard2.0). Support for ECG formats: SCP-ECG, DICOM, HL7 aECG, ISHNE, MUSE-XML and OmronECG.C# ECG Toolkit is an open source software toolkit to convert, view and print electrocardiograms. The toolkit is developed using C# .NET Framework 2.0 and later (code also supports netstandard2.0). Support for ECG formats: SCP-ECG, DICOM, HL7 aECG, ISHNE, MUSE-XML and OmronECG.","Categories
Frameworks, Medical, Healthcare"
The HAPI HL7v2 project has moved to the following home: https://hapifhir.github.io/hapi-hl7v2/The HAPI HL7v2 project has moved to the following home: https://hapifhir.github.io/hapi-hl7v2/,"Categories
Medical"
"PyML is an interactive object oriented framework for machine learning written in python. PyML focuses on kernel classifiers, providing tools for feature selection, model selection, and methods for assessing classifier performance.PyML is an interactive object oriented framework for machine learning written in python. PyML focuses on kernel classifiers, providing tools for feature selection, model selection, and methods for assessing classifier performance.","Categories
Artificial Intelligence"
Java OCR is a suite of pure java libraries for image processing and character recognition. Small memory footprint and lack of external dependencies makes it suitable for android development. Provides modular structure for easier deploymentJava OCR is a suite of pure java libraries for image processing and character recognition. Small memory footprint and lack of external dependencies makes it suitable for android development. Provides modular structure for easier deployment,"Categories
OCR"
"DXF2GCODE is a tool for converting 2D (dxf, pdf, ps) drawings to CNC machine compatible GCode.

Windows, Linux, and Mac support by using python scripting language.DXF2GCODE is a tool for converting 2D (dxf, pdf, ps) drawings to CNC machine compatible GCode.

Windows, Linux, and Mac support by using python scripting language.","Categories
Robotics, Data Visualization, Computer-aided technologies (CADD/CAM/CAE)"
"A great tool to quickly visualize data. DBPlot supports MsSQL, MySQL, PostgreSQL, SQLite, and CSV files with drag-drop and data type inference capabilities.A great tool to quickly visualize data. DBPlot supports MsSQL, MySQL, PostgreSQL, SQLite, and CSV files with drag-drop and data type inference capabilities.","Categories
Database, Front-Ends, Data Visualization"
"OpenMRS is a community-developed, open source, enterprise electronic medical record system. Our mission is to improve health care delivery in resource-constrained environments by coordinating a global community to creates and support this software.OpenMRS is a community-developed, open source, enterprise electronic medical record system. Our mission is to improve health care delivery in resource-constrained environments by coordinating a global community to creates and support this software.","Categories
Medical, Information Analysis, Healthcare, Electronic Health Record (EHR)"
"Description
Program to control Virtual Input Devices via physic Input Devices.

Supported Virtual Input Devices:
vJoy (Virtual Generic Joystick)
vXbox (Virtual Xbox 360 Gamepad)
vKeyboard (Simulated Keyboard)
vMouse (Simulated Mouse)

Supported Physic Input Devices:
Keyboard
Mouse
Joystick

System Requirements
Operating system: Windows XP, Windows 7, Windows 8, Windows 10
Additional software: NET Framework 4

Notes:
For Windows 7, for the virtual Xbox 360 Gamepad to work correctly, you need to install the following components: Microsoft Xbox 360 Accessories, Microsoft Security Advisory 3033929Description
Program to control Virtual Input Devices via physic Input Devices.

Supported Virtual Input Devices:
vJoy (Virtual Generic Joystick)
vXbox (Virtual Xbox 360 Gamepad)
vKeyboard (Simulated Keyboard)
vMouse (Simulated Mouse)

Supported Physic Input Devices:
Keyboard
Mouse
Joystick

System Requirements
Operating system: Windows XP, Windows 7, Windows 8, Windows 10
Additional software: NET Framework 4

Notes:
For Windows 7, for the virtual Xbox 360 Gamepad to work correctly, you need to install the following components: Microsoft Xbox 360 Accessories, Microsoft Security Advisory 3033929","Categories
Games/Entertainment, Simulation"
Project moved to https://github.com/zamtmn/zcadProject moved to https://github.com/zamtmn/zcad,"Categories
3D Modeling, Computer-aided technologies (CADD/CAM/CAE), CAD"
"OpenNN is a software library written in C++ for advanced analytics. It implements neural networks, the most successful machine learning method.

Some typical applications of OpenNN are business intelligence (customer segmentation, churn prevention…), health care (early diagnosis, microarray analysis…) and engineering (performance optimization, predictive maitenance…).

OpenNN does not deal with computer vision or natural language processing.

The main advantage of OpenNN is its high performance. This library outstands in terms of execution speed and memory allocation. It is constantly optimized and parallelized in order to maximize its efficiency.

The documentation is composed by tutorials and examples to offer a complete overview about the library.

OpenNN is developed by Artelnics, a company specialized in artificial intelligence.OpenNN is a software library written in C++ for advanced analytics. It implements neural networks, the most successful machine learning method.

Some typical applications of OpenNN are business intelligence (customer segmentation, churn prevention…), health care (early diagnosis, microarray analysis…) and engineering (performance optimization, predictive maitenance…).

OpenNN does not deal with computer vision or natural language processing.

The main advantage of OpenNN is its high performance. This library outstands in terms of execution speed and memory allocation. It is constantly optimized and parallelized in order to maximize its efficiency.

The documentation is composed by tutorials and examples to offer a complete overview about the library.

OpenNN is developed by Artelnics, a company specialized in artificial intelligence.","Categories
Scientific/Engineering, Artificial Intelligence, Machine Learning"
"IT++ is a C++ library of mathematical, signal processing and communication classes and functions. Its main use is in simulation of communication systems and for performing research in the area of communications.IT++ is a C++ library of mathematical, signal processing and communication classes and functions. Its main use is in simulation of communication systems and for performing research in the area of communications.","Categories
Simulation, Mathematics, Information Analysis"
"IMPORTANT NOTICE:
This project has moved to GitHub:
https://github.com/sarahtattersall/PIPE

Releases will be posted here, but please check on GitHub for the most recent activity.


Create, model and analyse Petri nets with a standards-compliant Petri net tool. PIPE2 is the active fork of the Platform Independent Petri net Editor project, which originated at Imperial College London.IMPORTANT NOTICE:
This project has moved to GitHub:
https://github.com/sarahtattersall/PIPE

Releases will be posted here, but please check on GitHub for the most recent activity.


Create, model and analyse Petri nets with a standards-compliant Petri net tool. PIPE2 is the active fork of the Platform Independent Petri net Editor project, which originated at Imperial College London.","Categories
Software Development, Data Visualization, Education"
NetlistViewer is a tool capable of loading netlists in text format (currently only SPICE netlists) and convert them in a schematic (i..e graphical) form.NetlistViewer is a tool capable of loading netlists in text format (currently only SPICE netlists) and convert them in a schematic (i..e graphical) form.,"Categories
Electronic Design Automation (EDA)"
"We are now on GitHub: https://github.com/ScadaBR/ScadaBR

ScadaBR is a SCADA (Supervisory Control and Data Acquisition) system with applications in Process Control and Automation, being developed and distributed using the open source model.We are now on GitHub: https://github.com/ScadaBR/ScadaBR

ScadaBR is a SCADA (Supervisory Control and Data Acquisition) system with applications in Process Control and Automation, being developed and distributed using the open source model.","Categories
HMI, SCADA"
"EqualX makes you easily write equations in LaTeX and preview them in real-time.

repository: https://gitlab.com/q-quark/equalxEqualX makes you easily write equations in LaTeX and preview them in real-time.

repository: https://gitlab.com/q-quark/equalx","Categories
TeX/LaTeX, Mathematics, Desktop Publishing"
"To give users the full control over the running application. This means that an application is working according to its purpose but the control over the whole interface is taken from developer and given to users. While an application is running, users can move, resize, and tune all the screen objects through which the communication with an application is going. Set of files includes the book (both in DOC and PDF formats), a big demonstration project with all its files available (all the source files are in C#), and an additional description of many used classes. Book uses the examples from the demo project to explain everything in details. The examples are from many different areas. Examples from the first part of the book are aimed at the details of algorithm and its use with different objects; examples from the second part are mostly the real and very useful applications.To give users the full control over the running application. This means that an application is working according to its purpose but the control over the whole interface is taken from developer and given to users. While an application is running, users can move, resize, and tune all the screen objects through which the communication with an application is going. Set of files includes the book (both in DOC and PDF formats), a big demonstration project with all its files available (all the source files are in C#), and an additional description of many used classes. Book uses the examples from the demo project to explain everything in details. The examples are from many different areas. Examples from the first part of the book are aimed at the details of algorithm and its use with different objects; examples from the second part are mostly the real and very useful applications.","Categories
Algorithms, User Interface (UI), Design, Data Visualization, HMI"
"QuteScoop is a platform-independent status indicator for VATSIM. It's available for Windows, Mac and Linux.

Visit its new development location https://github.com/qutescoop/qutescoop for current downloads and source code.QuteScoop is a platform-independent status indicator for VATSIM. It's available for Windows, Mac and Linux.

Visit its new development location https://github.com/qutescoop/qutescoop for current downloads and source code.","Categories
3D Rendering, Data Visualization, Flight Simulator"
UTAC is a Toolfor the TEMPer and TEMPerHum USB Thermometer / Hygrometer. The TEMPer is a small USB Stick who can read the Temperature / Humidity-UTAC is a Toolfor the TEMPer and TEMPerHum USB Thermometer / Hygrometer. The TEMPer is a small USB Stick who can read the Temperature / Humidity-,"Categories
Other/Nonlisted Topic, Desktop Environment, Scientific/Engineering"
"xoscope is a digital oscilloscope using input from a sound card or
EsounD and/or a ProbeScope/osziFOX and will soon support Bitscope
hardware. Includes 8 signal displays, variable time scale, math,
memory, measurements, and file save/load.xoscope is a digital oscilloscope using input from a sound card or
EsounD and/or a ProbeScope/osziFOX and will soon support Bitscope
hardware. Includes 8 signal displays, variable time scale, math,
memory, measurements, and file save/load.","Categories
Data Visualization, Exam, Audio Analysis"
"Java framework for face detection and face recognition based on different plugin and filter types. Includes Eigenfaces in pure Java, OpenCV detection via JNI, integration of the Betaface.com Web Service, skin color filter, Adobe XMP Export and a nice GUIJava framework for face detection and face recognition based on different plugin and filter types. Includes Eigenfaces in pure Java, OpenCV detection via JNI, integration of the Betaface.com Web Service, skin color filter, Adobe XMP Export and a nice GUI","Categories
Frameworks, Graphics, Scientific/Engineering"
"Lynkeos is a Cocoa® application dedicated to the processing of astronomical digital images taken through a telescope.
It is optimized for SSE vectorized instructions sets, multi-processor and multi-core machines.Lynkeos is a Cocoa® application dedicated to the processing of astronomical digital images taken through a telescope.
It is optimized for SSE vectorized instructions sets, multi-processor and multi-core machines.","Categories
Image Converters, Astronomy"
"A C++ library for Quadratic Programming which implements the Goldfarb-Idnani active-set dual method. At present it is limited to the solution of strictly convex quadratic programs.

The project has moved to GitHub (https://github.com/liuq/QuadProgpp).A C++ library for Quadratic Programming which implements the Goldfarb-Idnani active-set dual method. At present it is limited to the solution of strictly convex quadratic programs.

The project has moved to GitHub (https://github.com/liuq/QuadProgpp).","Categories
Mathematics"
"Statcato is a Java software application for elementary statistics. Its features include data and graph generation, probability distributions, descriptive statistics, confidence intervals, hypothesis tests, correlation, regression, and analysis of varStatcato is a Java software application for elementary statistics. Its features include data and graph generation, probability distributions, descriptive statistics, confidence intervals, hypothesis tests, correlation, regression, and analysis of var","Categories
Statistics"
This Project moved to https://sourceforge.net/projects/synbiowave/ because the name GeneWave is a registered trademark... Please do not use this project anymore.This Project moved to https://sourceforge.net/projects/synbiowave/ because the name GeneWave is a registered trademark... Please do not use this project anymore.,"Categories
Molecular Science, Bio-Informatics, Workflow Management"
"Geographic information system to register and classify illegal waste dumping sites.

Goals:
- Make the mapping process easy and fun;
- Provide real-time information on web.Geographic information system to register and classify illegal waste dumping sites.

Goals:
- Make the mapping process easy and fun;
- Provide real-time information on web.","Categories
GIS"
"The QIIME project has moved to GitHub. You can now find us at http://github.com/qiime/. As always, you can find the QIIME website at http://www.qiime.org.The QIIME project has moved to GitHub. You can now find us at http://github.com/qiime/. As always, you can find the QIIME website at http://www.qiime.org.","Categories
Bio-Informatics"
"The Robotics Library (RL) is a self-contained C++ library for rigid body kinematics and dynamics, motion planning, and control. It covers spatial vector algebra, multibody systems, hardware abstraction, path planning, collision detection, and visualization.The Robotics Library (RL) is a self-contained C++ library for rigid body kinematics and dynamics, motion planning, and control. It covers spatial vector algebra, multibody systems, hardware abstraction, path planning, collision detection, and visualization.","Categories
Frameworks, Robotics, Libraries"
"An easy to use application to design your kitchen garden or your house farm. Helps you plan your plants ( vegetables, fruit trees, herbs, flowers ) so that it respects the rules of crop rotation and companion planting. Based on square foot gardening.

A fork of https://sourceforge.net/projects/kitchengarden. The windows installer contains all necessary files. A Linux and Mac package contains scripts and instructions to install the dependencies, and run KGA. If you download the jar directly, you must have Java 9+, including javafx. Oracle and OpenJDK java runtimes no longer include javaFX, and it must be separately installed. Alternatively https://www.azul.com/downloads/zulu-community/ is a JRE that provides a free 'JRE FX' installable that includes java and javafx. Installing it is the easiest way to run KGA on another OS.

Kitchen garden aid is primarily tested on java 15, with javafx 15 on windows. If you notice a bug, especially on another OS please report it so I can fix.An easy to use application to design your kitchen garden or your house farm. Helps you plan your plants ( vegetables, fruit trees, herbs, flowers ) so that it respects the rules of crop rotation and companion planting. Based on square foot gardening.

A fork of https://sourceforge.net/projects/kitchengarden. The windows installer contains all necessary files. A Linux and Mac package contains scripts and instructions to install the dependencies, and run KGA. If you download the jar directly, you must have Java 9+, including javafx. Oracle and OpenJDK java runtimes no longer include javaFX, and it must be separately installed. Alternatively https://www.azul.com/downloads/zulu-community/ is a JRE that provides a free 'JRE FX' installable that includes java and javafx. Installing it is the easiest way to run KGA on another OS.

Kitchen garden aid is primarily tested on java 15, with javafx 15 on windows. If you notice a bug, especially on another OS please report it so I can fix.","Categories
Other/Nonlisted Topic, Scientific/Engineering"
"e-Dokyumento is opensource web-based Document Management System (DMS)

A Document Management which automates the basic office document workflow such as receiving, filing, routing, and approving through capturing (scanning), digitizing (OCR Reading), storing, tagging, and electronically routing and approving (e-signature) of electronic documents.

# Demo : https://e-dokyumento.herokuapp.com/
https://edokyu.seillig.com/
(refer to Readme.md for the accounts)

#Dockerhub: https://hub.docker.com/r/nelsonmaligro/edokyumento

# Install using the ISO:
1. Download: https://sourceforge.net/projects/e-dokyumento/files/Releases/e-DokyuV3.iso/download
2. Boot and login with: ""root"" and ""admin@123""
3. Create 2 partitions: SWAP and / mount
4. Login and move ""/opt/drive"" folder to root: ""mv /opt/drive /""

# Install on Ubuntu: https://sourceforge.net/projects/e-dokyumento/files/Install%20e-Dokyumento%20on%20Ubuntu%20Linux.pdf/downloade-Dokyumento is opensource web-based Document Management System (DMS)

A Document Management which automates the basic office document workflow such as receiving, filing, routing, and approving through capturing (scanning), digitizing (OCR Reading), storing, tagging, and electronically routing and approving (e-signature) of electronic documents.

# Demo : https://e-dokyumento.herokuapp.com/
https://edokyu.seillig.com/
(refer to Readme.md for the accounts)

#Dockerhub: https://hub.docker.com/r/nelsonmaligro/edokyumento

# Install using the ISO:
1. Download: https://sourceforge.net/projects/e-dokyumento/files/Releases/e-DokyuV3.iso/download
2. Boot and login with: ""root"" and ""admin@123""
3. Create 2 partitions: SWAP and / mount
4. Login and move ""/opt/drive"" folder to root: ""mv /opt/drive /""

# Install on Ubuntu: https://sourceforge.net/projects/e-dokyumento/files/Install%20e-Dokyumento%20on%20Ubuntu%20Linux.pdf/download","Categories
File Sharing, Project Management, Workflow Management, OCR, Document Management"
