Description,Category
A traslator from BPEL4WS processes to YAWL workflows that works with translation patterns. It takes a BPEL document in input and creates a YAWL workflow that rapresents it.A traslator from BPEL4WS processes to YAWL workflows that works with translation patterns. It takes a BPEL document in input and creates a YAWL workflow that rapresents it.,"Categories
SOAP, Code Generators, Library, Interface Engine/Protocol Translator"
"Xdvi is a program for displaying DVI files on the X window system. Xdvik is a variant with hyperlink support and other additions, deployed e.g. in the TeX Live distribution.Xdvi is a program for displaying DVI files on the X window system. Xdvik is a variant with hyperlink support and other additions, deployed e.g. in the TeX Live distribution.","Categories
TeX/LaTeX, Image Viewers, Scientific/Engineering"
Mirth Connect is an open source cross-platform HL7 interface engine that enables bi-directional sending of HL7 messages between systems and applications over multiple transports.Mirth Connect is an open source cross-platform HL7 interface engine that enables bi-directional sending of HL7 messages between systems and applications over multiple transports.,"Categories
Data Formats, Interface Engine/Protocol Translator, Medical"
"Flat file extractor can be used for reading and parsing different flat file structures and printing them in different formats. ffe is a command line tool developed in GNU/Linux environment and it is distributed under GPL.

Project moved to https://github.com/igitur/ffeFlat file extractor can be used for reading and parsing different flat file structures and printing them in different formats. ffe is a command line tool developed in GNU/Linux environment and it is distributed under GPL.

Project moved to https://github.com/igitur/ffe","Categories
Text Processing, Data Formats, Command Line Tools"
"openDICOM.NET - DICOM library, console tools, DICOM viewer/browser for Mono/.NET and Beagle Desktop Search Plugin. The project supports ACR-NEMA and DICOM file formats and provides transcoding to XML. It is written in C# and licensed under (L)GPL.openDICOM.NET - DICOM library, console tools, DICOM viewer/browser for Mono/.NET and Beagle Desktop Search Plugin. The project supports ACR-NEMA and DICOM file formats and provides transcoding to XML. It is written in C# and licensed under (L)GPL.","Categories
Data Formats, Graphics, Bio-Informatics"
A PHP implementation of the XML-RPC web RPC protocol. Extra modules provide support for the JSON and JSONRPC protocols. A javascript version of the library is also available.A PHP implementation of the XML-RPC web RPC protocol. Extra modules provide support for the JSON and JSONRPC protocols. A javascript version of the library is also available.,"Categories
XML-RPC, Web Services"
Pico Technology Logging software creates a *.PLW file. This is a converter to *.CSV format for partially complete or corrupt PLW files.Pico Technology Logging software creates a *.PLW file. This is a converter to *.CSV format for partially complete or corrupt PLW files.,"Categories
Data Formats, Scientific/Engineering"
"The goal of this project is to develop a translator for Microsoft Office to allow open and save Uniform Office Format (UOF) documents.
The latest Translator is UOF Translator 5.1 and it provides the interoperability between UOF2.0 documents and Open XML ISO/IEC 29500 documents in both directions.
If you have any doubts or questions, please contact by sending mail to: uof-translator-support@lists.sourceforge.net.The goal of this project is to develop a translator for Microsoft Office to allow open and save Uniform Office Format (UOF) documents.
The latest Translator is UOF Translator 5.1 and it provides the interoperability between UOF2.0 documents and Open XML ISO/IEC 29500 documents in both directions.
If you have any doubts or questions, please contact by sending mail to: uof-translator-support@lists.sourceforge.net.","Categories
Data Formats"
The Kytane Client is an Open Source front end for the Kytane Data Service which is a internet based data storage mechanism.The Kytane Client is an Open Source front end for the Kytane Data Service which is a internet based data storage mechanism.,"Categories
SOAP, Streaming, File Sharing, Email, Database, File Systems"
XeTeX is Unicode-based TeX using platform fonts and font technologies (e.g. AAT on Mac OS X or OpenType features on Mac/Linux/Windows) to provide typesetting for all the world's scripts.XeTeX is Unicode-based TeX using platform fonts and font technologies (e.g. AAT on Mac OS X or OpenType features on Mac/Linux/Windows) to provide typesetting for all the world's scripts.,"Categories
TeX/LaTeX"
