Description,Category
"Spanish Support site for forums phpBB, MODs, templates, icons, and others downloads. Translation phpBB, Icy Phoenix and others CMS based in phpBB.Spanish Support site for forums phpBB, MODs, templates, icons, and others downloads. Translation phpBB, Icy Phoenix and others CMS based in phpBB.","Categories
BBS, Message Board"
Software Defined Radio Transceiver project is written in Python while using GNU Radio and USRP. The goal is to create a software HF transceiver with various modes. Go here for more info: http://apps.sourceforge.net/mediawiki/sdr/index.php?title=Main_PageSoftware Defined Radio Transceiver project is written in Python while using GNU Radio and USRP. The goal is to create a software HF transceiver with various modes. Go here for more info: http://apps.sourceforge.net/mediawiki/sdr/index.php?title=Main_Page,"Categories
Ham Radio, User Interface (UI), Scientific/Engineering"
RapidCRC is a tool for windows for checking and creating CRC32 and MD5 checksums (.sfv/.md5 files). Goal is to use the fastest available (assembly) implementations for this task. Specialty: direct support for CRC32 checksums stored in filenames.RapidCRC is a tool for windows for checking and creating CRC32 and MD5 checksums (.sfv/.md5 files). Goal is to use the fastest available (assembly) implementations for this task. Specialty: direct support for CRC32 checksums stored in filenames.,"Categories
File Sharing, Other/Nonlisted Topic, Archiving"
"husky is a bunch of os-independent software for fidonet. It consitsts of tosser hpt, fileechoprocessor htick, message editor msged TE, libraries fidoconfig, smapi etc. Russian documentation may be found in Wiki http://sf.net/apps/mediawiki/husky/

The new development has been moved to https://github.com/huskyproject/husky is a bunch of os-independent software for fidonet. It consitsts of tosser hpt, fileechoprocessor htick, message editor msged TE, libraries fidoconfig, smapi etc. Russian documentation may be found in Wiki http://sf.net/apps/mediawiki/husky/

The new development has been moved to https://github.com/huskyproject/","Categories
FIDO"
Terminal gnutella2 leaf-mode client for BSD GNU/Linux OSTerminal gnutella2 leaf-mode client for BSD GNU/Linux OS,"Categories
Gnutella"
"QmailAdmin is a web interface for managing email addresses in
virtual domains created by Vpopmail.QmailAdmin is a web interface for managing email addresses in
virtual domains created by Vpopmail.","Categories
Email, Systems Administration"
Twisted protocols providing access to the Asterisk PBX's AMI and FastAGI interfaces from within the same programming process.Twisted protocols providing access to the Asterisk PBX's AMI and FastAGI interfaces from within the same programming process.,"Categories
Telephony"
"A nearly full options telnet 5250 terminal emulator. It includes a programmers API to improve 5250 panels by adding field popups, hints, ...A nearly full options telnet 5250 terminal emulator. It includes a programmers API to improve 5250 panels by adding field popups, hints, ...","Categories
Terminal Emulators, Telnet, Communications"
libtorrent is a C++ implementation of the BitTorrent protocol with the goals of being efficient and easy to use.libtorrent is a C++ implementation of the BitTorrent protocol with the goals of being efficient and easy to use.,"Categories
File Sharing"
"A forwarding address system with a web user management interface. End users can supply disposable email addresses (DEA) that, by default, expire after receiving a few emails but can be extended. Users can whitelist senders. Includes a captchaA forwarding address system with a web user management interface. End users can supply disposable email addresses (DEA) that, by default, expire after receiving a few emails but can be extended. Users can whitelist senders. Includes a captcha","Categories
Email Spam Filter"
"ShowDown is a simple yet powerful tool for automating the process of finding and downloading new episodes of your favorite shows as they air. Simply choose your shows from the ever growing list of supported shows, then let ShowDown do the rest.ShowDown is a simple yet powerful tool for automating the process of finding and downloading new episodes of your favorite shows as they air. Simply choose your shows from the ever growing list of supported shows, then let ShowDown do the rest.","Categories
RSS, BitTorrent, Video"
