Description,Category
"LCD Smartie displays information on your LCD/VFD. It supports LCDs with a Hitachi HD44780 Controller via parallel port & Matrix Orbital and Crystalfontz serial/USB LCD/VFDs.

Info includes: CPU temps, fan speed, the BBC World News, Stocks indexes etc.LCD Smartie displays information on your LCD/VFD. It supports LCDs with a Hitachi HD44780 Controller via parallel port & Matrix Orbital and Crystalfontz serial/USB LCD/VFDs.

Info includes: CPU temps, fan speed, the BBC World News, Stocks indexes etc.","Categories
Serial, Monitoring, Hardware"
"tn5250 emulates a 5250 terminal or printer over telnet, for connecting to IBM iSeries and AS/400 computers running i5/OS and OS/400. It runs on any Unix or Windows system.tn5250 emulates a 5250 terminal or printer over telnet, for connecting to IBM iSeries and AS/400 computers running i5/OS and OS/400. It runs on any Unix or Windows system.","Categories
Terminal Emulators, Telnet, Communications"
LibVNCServer/LibVNCClient are cross-platform C libraries that allow you to easily implement VNC server or client functionality in your program.LibVNCServer/LibVNCClient are cross-platform C libraries that allow you to easily implement VNC server or client functionality in your program.,"Categories
Terminal Emulators, Internet, Presentation"
"This is a development branch of Console by bozho (http://sourceforge.net/projects/console/). It adds: explorer context menu support, reactivation of existing tabs and more.This is a development branch of Console by bozho (http://sourceforge.net/projects/console/). It adds: explorer context menu support, reactivation of existing tabs and more.","Categories
Terminals, Desktop Environment, System"
"A pre-configured MinGW focused on ease of use, integration, workflow and completeness. It's also portable and isolated OSS distro.A pre-configured MinGW focused on ease of use, integration, workflow and completeness. It's also portable and isolated OSS distro.","Categories
Terminals, Software Development, Software Distribution"
".NET VNC Viewer is a VNC viewer written entirely in C#. It is binary compatible with Smartphones, Pocket PCs and Windows desktops (.NET CF or .NET Framework). I write this because other VNC viewers on Pocket PC do not do full screen and screen rotation..NET VNC Viewer is a VNC viewer written entirely in C#. It is binary compatible with Smartphones, Pocket PCs and Windows desktops (.NET CF or .NET Framework). I write this because other VNC viewers on Pocket PC do not do full screen and screen rotation.","Categories
Terminals, Systems Administration, Networking, Distributed Computing"
rxvt is a colour vt102 terminal emulator intended as an xterm(1) replacement for users who do not require features such as Tektronix 4014 emulation and toolkit-style configurability. The rxvt terminal is light on system resources and otherwise packe dwitrxvt is a colour vt102 terminal emulator intended as an xterm(1) replacement for users who do not require features such as Tektronix 4014 emulation and toolkit-style configurability. The rxvt terminal is light on system resources and otherwise packe dwit,"Categories
Terminal Emulators"
PuTTY Session Manager is a tool that allows system administrators to organise their PuTTY sessions into folders and assign hotkeys to favourite sessions. Multiple sessions can be launched with one click. Requires MS Windows and the .NET 2.0 Runtime.PuTTY Session Manager is a tool that allows system administrators to organise their PuTTY sessions into folders and assign hotkeys to favourite sessions. Multiple sessions can be launched with one click. Requires MS Windows and the .NET 2.0 Runtime.,"Categories
Terminals, Systems Administration"
"A nearly full options telnet 5250 terminal emulator. It includes a programmers API to improve 5250 panels by adding field popups, hints, ...A nearly full options telnet 5250 terminal emulator. It includes a programmers API to improve 5250 panels by adding field popups, hints, ...","Categories
Terminal Emulators, Telnet, Communications"
"Windows Quake style console wrapper (cmd wrapper), that shows at Win+~ key and allow to run inside it different programs, e.g. FAR Manager.

I'm not support this project anymore in next future. Need a programmer(s) to continue support console.Windows Quake style console wrapper (cmd wrapper), that shows at Win+~ key and allow to run inside it different programs, e.g. FAR Manager.

I'm not support this project anymore in next future. Need a programmer(s) to continue support console.","Categories
Terminal Emulators"
