Description,Category
"Writes and reads complete drive images to/from SD drives.

Running on Windows 7 and above, requires .NET Framework 4.5

Because Win32DiskImager didn't work on my computers (Win7 + Win8), I decided to write my own tool using VS2013 and .Net 4.5.

Currently it can read and write Images from/to SD drives or other via USB attached storage. Basic formatting functionality is also included.

Please write a review! ThxWrites and reads complete drive images to/from SD drives.

Running on Windows 7 and above, requires .NET Framework 4.5

Because Win32DiskImager didn't work on my computers (Win7 + Win8), I decided to write my own tool using VS2013 and .Net 4.5.

Currently it can read and write Images from/to SD drives or other via USB attached storage. Basic formatting functionality is also included.

Please write a review! Thx","Categories
Storage"
"The main focus is to have a small, updated and stable distribution that is fully compatible with official Raspbian image, without GUI and unneeded tools.
So this image is perfect for embedded projects, or wherever you need to use all RPi resources for your specific tasks.
The main advantage is that MINIBIAN has a very small footprint, boots in some seconds and uses just few of precious RPi RAM.
Unlike other similar projects, MINIBIAN has not been obtained purging unneeded packages from original image, neither recompiling the source code: it’s just a customized Raspbian installation obtained from the same repository used for official RPi image.
So kernel and binary files are exactely the same you will find on standard image, with the difference that MINIBIAN fit on 1GB SD Card, is fastest, and updated more often.The main focus is to have a small, updated and stable distribution that is fully compatible with official Raspbian image, without GUI and unneeded tools.
So this image is perfect for embedded projects, or wherever you need to use all RPi resources for your specific tasks.
The main advantage is that MINIBIAN has a very small footprint, boots in some seconds and uses just few of precious RPi RAM.
Unlike other similar projects, MINIBIAN has not been obtained purging unneeded packages from original image, neither recompiling the source code: it’s just a customized Raspbian installation obtained from the same repository used for official RPi image.
So kernel and binary files are exactely the same you will find on standard image, with the difference that MINIBIAN fit on 1GB SD Card, is fastest, and updated more often.","Categories
OS distribution"
"Web application for browsing and searching contact details within an LDAP directory. Supports Microsoft/Samba Active Directory, OpenLDAP and Novell eDirectory.Web application for browsing and searching contact details within an LDAP directory. Supports Microsoft/Samba Active Directory, OpenLDAP and Novell eDirectory.","Categories
LDAP, Groupware"
"vEMan - [v]Mware [E]SX [Man]ager provides a GUI for managing ESX servers natively from within your Linux desktop without the need to use Windows vSphere® anymore!

Support vEMan development for v2.0 by gofundme!
http://www.gofundme.com/vEMan

Why I started vEMan? Because I hate it to start my Windows VM to manage ESX(i) servers ;o)

vEMan is (maybe) not needed if you use vCenter 5.x: http://kb.vmware.com/kb/2005377
--> vSphere >= v5 has a ""web client""
BUT keep in mind that there are caveats: Not all features are available in the web client AND it can connect to vCenters only (see: http://kb.vmware.com/kb/1006095)

- ESX(i) v3.x or 4.x?
- v5.x - but no vCenter?
- you want a native Linux vSphere client?

Then try vEMan!

-------
vEMan is not published or pronounced by VMware Inc. vEMan is an OpenSource project from a private person without any warranty or claim to bother VMware Inc. VMware,vSphere,ESX/ESXi,vCenter are trademarks by VMware Inc.vEMan - [v]Mware [E]SX [Man]ager provides a GUI for managing ESX servers natively from within your Linux desktop without the need to use Windows vSphere® anymore!

Support vEMan development for v2.0 by gofundme!
http://www.gofundme.com/vEMan

Why I started vEMan? Because I hate it to start my Windows VM to manage ESX(i) servers ;o)

vEMan is (maybe) not needed if you use vCenter 5.x: http://kb.vmware.com/kb/2005377
--> vSphere >= v5 has a ""web client""
BUT keep in mind that there are caveats: Not all features are available in the web client AND it can connect to vCenters only (see: http://kb.vmware.com/kb/1006095)

- ESX(i) v3.x or 4.x?
- v5.x - but no vCenter?
- you want a native Linux vSphere client?

Then try vEMan!

-------
vEMan is not published or pronounced by VMware Inc. vEMan is an OpenSource project from a private person without any warranty or claim to bother VMware Inc. VMware,vSphere,ESX/ESXi,vCenter are trademarks by VMware Inc.","Categories
Virtual Machine, Systems Administration, OS distribution"
"*** For the latest v5 with integrated YouTube Web (controllable with the YouTube app on your phone) please download from https://www.microsoft.com/en-gb/p/sleep/9ppgrg6t7dcj ***

Do you use your computer for playback of films, streamed TV etc. before going to sleep?

In these cases, Windows' sleep functionality is suspended and won't kick in once the video has finished.

The solution for many is to use a sleep timer to send the computer to sleep after the estimated amount of time of the video. But you need to remember to do this every time. Sleep# handles this automatically:

Sleep# sends your computer to sleep after the playback of fullscreen video, providing Windows has been idle for a predefined amount of time.

There is a grace period at the end of the fullscreen video before sending your computer to sleep, allowing you to interrupt the process should you still be awake.

Sleep# works with VLC media player, Windows Media Player, Google Play Movies & TV amongst others.*** For the latest v5 with integrated YouTube Web (controllable with the YouTube app on your phone) please download from https://www.microsoft.com/en-gb/p/sleep/9ppgrg6t7dcj ***

Do you use your computer for playback of films, streamed TV etc. before going to sleep?

In these cases, Windows' sleep functionality is suspended and won't kick in once the video has finished.

The solution for many is to use a sleep timer to send the computer to sleep after the estimated amount of time of the video. But you need to remember to do this every time. Sleep# handles this automatically:

Sleep# sends your computer to sleep after the playback of fullscreen video, providing Windows has been idle for a predefined amount of time.

There is a grace period at the end of the fullscreen video before sending your computer to sleep, allowing you to interrupt the process should you still be awake.

Sleep# works with VLC media player, Windows Media Player, Google Play Movies & TV amongst others.","Categories
Media Players, Home Theater PC, Home Automation"
"Weblooker monitors serveral services on multiple systems for their status, up- and downtimes. A webgui and Android client to view the current status and logged downtimes is available as separately package.Weblooker monitors serveral services on multiple systems for their status, up- and downtimes. A webgui and Android client to view the current status and logged downtimes is available as separately package.","Categories
Monitoring, Logging"
"Matriux is a GNU/Linux, Debian based security distribution designed for penetration testing and cyber forensic investigations. It is a distribution designed for security enthusiasts and professionals, can also be used normally as your default OS.Matriux is a GNU/Linux, Debian based security distribution designed for penetration testing and cyber forensic investigations. It is a distribution designed for security enthusiasts and professionals, can also be used normally as your default OS.","Categories
Security, OS distribution, Penetration Testing"
"With this little windows program, you will be able to copy, or move, multiple files and folders to multiple destinations in only one step.With this little windows program, you will be able to copy, or move, multiple files and folders to multiple destinations in only one step.","Categories
File Managers, File Systems"
"phpWatch is a flexible service monitoring system. Features include multiple contact methods for when services malfunction, multiple query methods, statistics gathering, and a fully extendable architecture for developers.phpWatch is a flexible service monitoring system. Features include multiple contact methods for when services malfunction, multiple query methods, statistics gathering, and a fully extendable architecture for developers.","Categories
Site Management, Systems Administration, Logging"
ISO2USB utility creates bootable USB drive from CentOS/RedHat 5.x/6.x installation disk or corresponding ISO image. Created USB drive may be used to perform installation on machines that lacks optical drive.ISO2USB utility creates bootable USB drive from CentOS/RedHat 5.x/6.x installation disk or corresponding ISO image. Created USB drive may be used to perform installation on machines that lacks optical drive.,"Categories
Software Distribution, Installation/Setup"
"Server bundle of : Apache2 , MySQL , PostgreSQL , OpenSSL , Xmail , SlimFTPd
Software developing triad of : PHP , Perl and Python
+ Apache2TriadCP , PHPmyadmin , PHPPgAdmin , AWStats , UebiMiau , PHPXMail , PHPSFTPd.
All latest stables , all manualsServer bundle of : Apache2 , MySQL , PostgreSQL , OpenSSL , Xmail , SlimFTPd
Software developing triad of : PHP , Perl and Python
+ Apache2TriadCP , PHPmyadmin , PHPPgAdmin , AWStats , UebiMiau , PHPXMail , PHPSFTPd.
All latest stables , all manuals","Categories
Email, Database, File Transfer Protocol (FTP), Site Management, HTTP Servers, Interpreters, Email Servers"
"Blocks ""known bad"" IP-addresses from accessing your machine, especially corporate/governmental agencies. This is a fork of PeerGuardian 2, fixing various Vista/Win7 problems.Blocks ""known bad"" IP-addresses from accessing your machine, especially corporate/governmental agencies. This is a fork of PeerGuardian 2, fixing various Vista/Win7 problems.","Categories
File Sharing, Firewall"
"The OVAL Interpreter is a freely available reference implementation that demonstrates the evaluation of OVAL Definitions. Based on a set of OVAL Definitions the interpreter collects system information, evaluates it, and generates a detailed OVAL Results file.

Developed to demonstrate the usability of OVAL Definitions and to ensure correct syntax and adherence to the OVAL Schemas by definition writers, it is not a fully functional scanning tool nor an enterprise scanning tool. It is a simplistic, command-line application that has the ability to execute OVAL Content on an end system. To learn more about organizations that provide OVAL content and tools or otherwise support the OVAL Language, please see the OVAL Adoption Program (http://oval.mitre.org/adoption/).The OVAL Interpreter is a freely available reference implementation that demonstrates the evaluation of OVAL Definitions. Based on a set of OVAL Definitions the interpreter collects system information, evaluates it, and generates a detailed OVAL Results file.

Developed to demonstrate the usability of OVAL Definitions and to ensure correct syntax and adherence to the OVAL Schemas by definition writers, it is not a fully functional scanning tool nor an enterprise scanning tool. It is a simplistic, command-line application that has the ability to execute OVAL Content on an end system. To learn more about organizations that provide OVAL content and tools or otherwise support the OVAL Language, please see the OVAL Adoption Program (http://oval.mitre.org/adoption/).","Categories
Security, Systems Administration"
"A MAME and MESS port with an advanced video support for Arcade Monitors, TVs, and PC Monitors. It also contains a bootable Linux LiveCD/USB, a frontend with animated MNG/MP3 snapshots, a rom manager, and recompression utilities for compressed files.A MAME and MESS port with an advanced video support for Arcade Monitors, TVs, and PC Monitors. It also contains a bootable Linux LiveCD/USB, a frontend with animated MNG/MP3 snapshots, a rom manager, and recompression utilities for compressed files.","Categories
Games/Entertainment, Emulators"
"A C++ diagnostic logging API that is simple to use, 100% type-safe, generic, infinitely-extensible, atomic, platform-independent, and extremely efficient. And, best of all, it upholds the spirit of C: you only pay for what you use.A C++ diagnostic logging API that is simple to use, 100% type-safe, generic, infinitely-extensible, atomic, platform-independent, and extremely efficient. And, best of all, it upholds the spirit of C: you only pay for what you use.","Categories
Software Development, Logging"
Official guide to zeroshell (zeroshell.net): Linux distribution for servers and embedded devicesOfficial guide to zeroshell (zeroshell.net): Linux distribution for servers and embedded devices,"Categories
Systems Administration"
