Description,Category
"The purpose of the SynCE project is to provide a means of communication with a Windows CE or Pocket PC device from a computer running Linux, *BSD or other unices.The purpose of the SynCE project is to provide a means of communication with a Windows CE or Pocket PC device from a computer running Linux, *BSD or other unices.","Categories
Communications, Desktop Environment"
Haiku is an open-source operating system currently in development designed from the ground up for desktop computing.Haiku is an open-source operating system currently in development designed from the ground up for desktop computing.,"Categories
Desktop Environment, Operating System Kernels"
"Vital Desktop is a desktop animation utility, a program designed to bring a fresh new look to your desktop. Never again will you be faced with the same static background every time. Now, your desktop actually comes alive!Vital Desktop is a desktop animation utility, a program designed to bring a fresh new look to your desktop. Never again will you be faced with the same static background every time. Now, your desktop actually comes alive!","Categories
Screen Savers, System, Graphics"
"Eloquent is a powerful Bible study tool for Mac OS X, supporting features such as services, to access the Bible in any program. It uses the Sword Library to work with bible texts, commentaries, dictionaries.Eloquent is a powerful Bible study tool for Mac OS X, supporting features such as services, to access the Bible in any program. It uses the Sword Library to work with bible texts, commentaries, dictionaries.","Categories
Desktop Environment, Religion and Philosophy, 3D Modeling, 3D Rendering"
"Detect and remove duplicate files on your computer. By this free tool, you can help your computer work faster by removing unnecessary files. All you need to do is install this tool & start it. You'll get a list of redundant files that you'll have the choice to delete. The advantages of this tool:

1. It's free for good.
2. It's 100% reliable.
3. It's supported technically by email. All emails get a respond!
4. Absolutely secure - all the data remains on your computer.Detect and remove duplicate files on your computer. By this free tool, you can help your computer work faster by removing unnecessary files. All you need to do is install this tool & start it. You'll get a list of redundant files that you'll have the choice to delete. The advantages of this tool:

1. It's free for good.
2. It's 100% reliable.
3. It's supported technically by email. All emails get a respond!
4. Absolutely secure - all the data remains on your computer.","Categories
Desktop Environment, Logging, File Systems"
Utube Ripper is an application written in Gambas that works exclusively on Linux. It's useful to download and convert Youtube videos in a simple and efficient way.Utube Ripper is an application written in Gambas that works exclusively on Linux. It's useful to download and convert Youtube videos in a simple and efficient way.,"Categories
KDE, GNOME, Video Converters"
"The SourceForge page is not updated anymore
Please use: https://github.com/ilius/pyglossaryThe SourceForge page is not updated anymore
Please use: https://github.com/ilius/pyglossary","Categories
Other/Nonlisted Topic, GNOME, Education, Dictionary"
"DjVu++ is a user-friendly program that used to manipulate DjVu file formats
such as eBooks with a penalty of editing features. The program introduce a free
replacement for the property PDF format with similar resolution and smaller
file size
DjVu++ also support OCR to handle text in scanned books and images.
The program shows good performance for English. In addition to the Arabic
language to lead free and commercial software in this area.
The main features of DjVu++ program are:
o Manipulate DjVu files.
o Support smaller size than PDF with the same performance.
o DjVu++ supports two languages in the OCR technique (Arabic and
English).
o Read multiple documents at the same time with the new tabs
feature.
o DjVu++ supports multiple formats:
 Convert PDF document into DjVu format with smaller file size
and the same performance.
 Convert DjVu into PDF format.
 Combine images to a single DjVu document.
Perform OCR operations on multiple image formats.DjVu++ is a user-friendly program that used to manipulate DjVu file formats
such as eBooks with a penalty of editing features. The program introduce a free
replacement for the property PDF format with similar resolution and smaller
file size
DjVu++ also support OCR to handle text in scanned books and images.
The program shows good performance for English. In addition to the Arabic
language to lead free and commercial software in this area.
The main features of DjVu++ program are:
o Manipulate DjVu files.
o Support smaller size than PDF with the same performance.
o DjVu++ supports two languages in the OCR technique (Arabic and
English).
o Read multiple documents at the same time with the new tabs
feature.
o DjVu++ supports multiple formats:
 Convert PDF document into DjVu format with smaller file size
and the same performance.
 Convert DjVu into PDF format.
 Combine images to a single DjVu document.
Perform OCR operations on multiple image formats.","Categories
Desktop Environment, Algorithms, OCR"
Auto Key Press is an application which can automatically press any specified keys repeatedly in a specified amount of time.Auto Key Press is an application which can automatically press any specified keys repeatedly in a specified amount of time.,"Categories
Desktop Environment"
"SharpConstruct is a 3D modeling program designed to let users paint depth on to polygon models in real-time. Unlike traditional modeling programs, SharpConstruct makes it easy to quickly model organic shapes.SharpConstruct is a 3D modeling program designed to let users paint depth on to polygon models in real-time. Unlike traditional modeling programs, SharpConstruct makes it easy to quickly model organic shapes.","Categories
GNOME, 3D Modeling"
