Description,Category
This project aims at developing a easy software for the protection of SCP-ECG files and also control the access to the protected files.This project aims at developing a easy software for the protection of SCP-ECG files and also control the access to the protected files.,"Categories
Security"
"pev is a multiplatform toolkit to work with PE (Portable Executable) binaries. Its main goal is to provide feature-rich tools for proper analyze binaries, specially the suspicious ones.

Go to https://github.com/merces/pev for most up to date code!pev is a multiplatform toolkit to work with PE (Portable Executable) binaries. Its main goal is to provide feature-rich tools for proper analyze binaries, specially the suspicious ones.

Go to https://github.com/merces/pev for most up to date code!","Categories
Security, Software Development, Anti-Malware"
“Scramble your social network data!” - With Scramble you can selective enforce you access control preferences for your content on social networks like Facebook or Twitter ...“Scramble your social network data!” - With Scramble you can selective enforce you access control preferences for your content on social networks like Facebook or Twitter ...,"Categories
Communications, Cryptography, Browser Extensions and Plugins"
Securepoint Antivirus eCAP adapter for Squid 3.1 and above.Securepoint Antivirus eCAP adapter for Squid 3.1 and above.,"Categories
WWW/HTTP, Firewall, Antivirus"
A very basic single-threaded UDP server with optional support for DTLS.A very basic single-threaded UDP server with optional support for DTLS.,"Categories
Communications, Security, Internet"
"Small and portable utility for protecting flash drive from autorun and another viruses, by quick filling out free space, preventing from creating even empty file, and more...Small and portable utility for protecting flash drive from autorun and another viruses, by quick filling out free space, preventing from creating even empty file, and more...","Categories
Antivirus"
It is a Password generator! :DIt is a Password generator! :D,"Categories
Password Generators"
"A webapp hacking game, where players must locate and exploit vulnerabilities to progress through the story. Think WebGoat but with a plot and a focus on realism&difficulty. Contains XSS, CSRF, SQLi, ReDoS, DOR, command injection, etcA webapp hacking game, where players must locate and exploit vulnerabilities to progress through the story. Think WebGoat but with a plot and a focus on realism&difficulty. Contains XSS, CSRF, SQLi, ReDoS, DOR, command injection, etc","Categories
Security, Puzzle Games"
Password.Manager is (going to be) an online web service which allows you to create some storage for all your passwords with only a single master password.Password.Manager is (going to be) an online web service which allows you to create some storage for all your passwords with only a single master password.,"Categories
Password Managers, Password Generators"
This is a simple but robust application to manage your User Ids and password for various client. This application is best suited for those who is running a Web hosting or Domain registration. This application is built on .Net 2.5 framework.This is a simple but robust application to manage your User Ids and password for various client. This application is best suited for those who is running a Web hosting or Domain registration. This application is built on .Net 2.5 framework.,"Categories
Password Managers"
"Hosting exploit/backdoor detection daemon.It's written in python , and uses inotify (pyinotify) to monitor file system activity.It checks files smaller then some size,compares their md5sum and hex signatures against DBs with known exploits/backdoor.Hosting exploit/backdoor detection daemon.It's written in python , and uses inotify (pyinotify) to monitor file system activity.It checks files smaller then some size,compares their md5sum and hex signatures against DBs with known exploits/backdoor.","Categories
Monitoring, Operating System Kernels, Anti-Malware"
"Gives you the ability to operate Windows using PMCP alone, with its collection of useful utilities. Also includes several network tools. Written in pure C with Win32 API for maximum portability.Gives you the ability to operate Windows using PMCP alone, with its collection of useful utilities. Also includes several network tools. Written in pure C with Win32 API for maximum portability.","Categories
Security, Networking"
"HashTool calculates the most common hash and hmac values of files and strings by using the ""Bouncy Castle Java cryptography API"".HashTool calculates the most common hash and hmac values of files and strings by using the ""Bouncy Castle Java cryptography API"".","Categories
Cryptography, Hash Calculators"
"Command-line strong encryption tools including: triple cascaded encryptor, multiple hash calculator and multiple block cipher encryptor. Supports AES, Serpent, Twofish, SHA-512, RIPEMD-160, MD5 and other algorithms.Command-line strong encryption tools including: triple cascaded encryptor, multiple hash calculator and multiple block cipher encryptor. Supports AES, Serpent, Twofish, SHA-512, RIPEMD-160, MD5 and other algorithms.","Categories
Cryptography, Hash Calculators"
This project provides an implementation of the NTRU public-key cryptosystem: NTRUEncrypt and NTRUSign.This project provides an implementation of the NTRU public-key cryptosystem: NTRUEncrypt and NTRUSign.,"Categories
Cryptography, Algorithms"
"ABouncer for Spring Security provides a convenient and robust web interface for managing Users, User Groups, Authorities, ACL lists and moreABouncer for Spring Security provides a convenient and robust web interface for managing Users, User Groups, Authorities, ACL lists and more","Categories
Security, Site Management"
"Intermediate Vulnerability Information Language is is an XML schema for the exchange of vulnerability information from one tool handling vulnerability information to the other.

This project has moved to GitHub: https://github.com/schubergphilis/ivilIntermediate Vulnerability Information Language is is an XML schema for the exchange of vulnerability information from one tool handling vulnerability information to the other.

This project has moved to GitHub: https://github.com/schubergphilis/ivil","Categories
XML, Security"
"DROID FINDER will help you to track your phone, identify the user taking a picture using the front camera (i.e. if available) and provide the geographic positioning of the device sending you a SMS with a google maps link.DROID FINDER will help you to track your phone, identify the user taking a picture using the front camera (i.e. if available) and provide the geographic positioning of the device sending you a SMS with a google maps link.","Categories
Security"
"Security Configuration Assistant for Apache, MySQL and PHP (SCAAMP) is a security configuration vulnerability auditing and fixing tool for Apache HTTP Server, PHP Interpreter and MySQL Database Server.Security Configuration Assistant for Apache, MySQL and PHP (SCAAMP) is a security configuration vulnerability auditing and fixing tool for Apache HTTP Server, PHP Interpreter and MySQL Database Server.","Categories
Security"
"Este script saca claves de redes WLAN_XX y JAZZTEL_XX usando aircrack-ng, wepattack, wlandecrypter y jazzteldecrypter. Automágicamente. Tiene aún muchos bugs, para reportarlos usa el ""Tracker"" o el foro (anonymous bienvenidos).Este script saca claves de redes WLAN_XX y JAZZTEL_XX usando aircrack-ng, wepattack, wlandecrypter y jazzteldecrypter. Automágicamente. Tiene aún muchos bugs, para reportarlos usa el ""Tracker"" o el foro (anonymous bienvenidos).","Categories
Security"
Dir2Encrypt encrypt a folder with privat files and subfolders into a single password protected archive file. The archive file can be a zip file or a self extracting exe file. Microsoft Net Framwork 2 has to be installed.Dir2Encrypt encrypt a folder with privat files and subfolders into a single password protected archive file. The archive file can be a zip file or a self extracting exe file. Microsoft Net Framwork 2 has to be installed.,"Categories
Security, Application Packaging"
Easy Random password generatorEasy Random password generator,"Categories
Password Generators"
"Unhide is a forensic tool to find processes and TCP/UDP ports hidden by rootkits / LKMs or by another hiding technique.
Note 1: Unhide-linux repo has migrated to https://github.com/YJesus/Unhide
Please, report bugs or make pull requests on the new repo.
Note 2: unhide-windows is no more maintained. Use tools like Gmer http://www.gmer.net/Unhide is a forensic tool to find processes and TCP/UDP ports hidden by rootkits / LKMs or by another hiding technique.
Note 1: Unhide-linux repo has migrated to https://github.com/YJesus/Unhide
Please, report bugs or make pull requests on the new repo.
Note 2: unhide-windows is no more maintained. Use tools like Gmer http://www.gmer.net/","Categories
Security"
Rezort Security is a free software. License under GPL. Rezort security is security program for your computer. Running in Windows(R). Rezort Security is portable software and low size.Rezort Security is a free software. License under GPL. Rezort security is security program for your computer. Running in Windows(R). Rezort Security is portable software and low size.,"Categories
Password Generators"
Generates a list of passwords (wordlist) for password crackers.Generates a list of passwords (wordlist) for password crackers.,"Categories
Security"
Hexadecimal and raw packet injector and sniffer. Can be easily combined with other tools to provide a powerful cmdline framework for raw network access.Hexadecimal and raw packet injector and sniffer. Can be easily combined with other tools to provide a powerful cmdline framework for raw network access.,"Categories
Security, Networking"
Easy and simple PKCS7 signer using java and SunMSCAPI provider.Easy and simple PKCS7 signer using java and SunMSCAPI provider.,"Categories
Cryptography"
