Description,Category
Common Hardware Recovery Solutions by Ukrainian-Russian network from http://hardw.net/forumCommon Hardware Recovery Solutions by Ukrainian-Russian network from http://hardw.net/forum,"Categories
Terminals, File Sharing, Security, Hardware, Scientific/Engineering, Exam"
"RSS reader for Baudot Teletype machines Simulates a classic ""news ticker"", printing current news and weather on old Baudot teletype machines.

(All later versions of this program are on Github, at https://github.com/John-Nagle/baudotrss)

(Google Voice support has been removed due to changes by Google Voice. There is now some Twilio support.)RSS reader for Baudot Teletype machines Simulates a classic ""news ticker"", printing current news and weather on old Baudot teletype machines.

(All later versions of this program are on Github, at https://github.com/John-Nagle/baudotrss)

(Google Voice support has been removed due to changes by Google Voice. There is now some Twilio support.)","Categories
Serial, Printing"
"CCE let you display and input Chinese/Japanese/Korean/UTF8 in many OS: Linux *BSD Solaris LynxOS QNX SCOUnix Minix Hurd BeOS Windows Darwin MacOSX. It supports console(framebuffer/VGA) & X11(through GGI/SDL), bitmap/TrueType fonts and many input methods.CCE let you display and input Chinese/Japanese/Korean/UTF8 in many OS: Linux *BSD Solaris LynxOS QNX SCOUnix Minix Hurd BeOS Windows Darwin MacOSX. It supports console(framebuffer/VGA) & X11(through GGI/SDL), bitmap/TrueType fonts and many input methods.","Categories
Terminal Emulators"
Just a simple telnet server for those who have none. Written in Java this telnet server relys on telnetd2 from Dieter Wimberger as basic framework and adds a shell that runs on Windows and Unix.Just a simple telnet server for those who have none. Written in Java this telnet server relys on telnetd2 from Dieter Wimberger as basic framework and adds a shell that runs on Windows and Unix.,"Categories
Telnet, Networking"
"ajaxWM is a themable ajax-and-python-based window manager, which provides multiple flexible terminals in a web-browser for comfortable remote-controlling of a computer via a network without having to install any software on the client-side.ajaxWM is a themable ajax-and-python-based window manager, which provides multiple flexible terminals in a web-browser for comfortable remote-controlling of a computer via a network without having to install any software on the client-side.","Categories
Terminal Emulators, Dynamic Content, Systems Administration"
txtkit is a visual text mining tool for exploring large amounts of multilingual texts. It's an multiuser-application which mainly focuses on the process of reading and reasoning as series of decisions and events.txtkit is a visual text mining tool for exploring large amounts of multilingual texts. It's an multiuser-application which mainly focuses on the process of reading and reasoning as series of decisions and events.,"Categories
Terminals, Communications, Image Viewers, Data Visualization, Computer Aided Instruction (CAI)"
"A ""Clientless"" VNC solution implemented with Ajax technology. You can remote your PC anywhere without pre-installing any client. As it is purely HTTP, you can VNC even behind firewall or proxy. Java VNC server able to run on Windows/Mac/Linux.A ""Clientless"" VNC solution implemented with Ajax technology. You can remote your PC anywhere without pre-installing any client. As it is purely HTTP, you can VNC even behind firewall or proxy. Java VNC server able to run on Windows/Mac/Linux.","Categories
Terminals, Systems Administration, Screen Capture"
TelScript. Telnet client as COM object controled by VB script. Dramatically extends telnet client functionality. Win32TelScript. Telnet client as COM object controled by VB script. Dramatically extends telnet client functionality. Win32,"Categories
Terminal Emulators, Telnet"
"Steganography tool which establishes a full-duplex steganographic data transfer protocol utilizing Real-time Transfer Protocol (RTP) packet payloads as the cover medium. The tool provides interactive chat, file transfer, and remote shell access.Steganography tool which establishes a full-duplex steganographic data transfer protocol utilizing Real-time Transfer Protocol (RTP) packet payloads as the cover medium. The tool provides interactive chat, file transfer, and remote shell access.","Categories
Terminals, Internet Phone, Chat, Streaming, File Sharing, Security"
"Terminal emulation widget based on KDE4` Konsole, rewritten entirely with QT4.Terminal emulation widget based on KDE4` Konsole, rewritten entirely with QT4.","Categories
Terminal Emulators"
Lan Core is a free & open source software that lets you to build a thin client network on a Windows operating system. It was originally designed to work in a server or workstation with Windows XP Professional using the native remote desktop protocol.Lan Core is a free & open source software that lets you to build a thin client network on a Windows operating system. It was originally designed to work in a server or workstation with Windows XP Professional using the native remote desktop protocol.,"Categories
Terminals, Desktop Environment, Networking, Remote Desktop"
A simple console displayed clock that can be scaled to the size of the terminal window.A simple console displayed clock that can be scaled to the size of the terminal window.,"Categories
Terminals"
A gtk-based serial terminal optimized for logging and file capture.A gtk-based serial terminal optimized for logging and file capture.,"Categories
Serial, GNOME"
A collection of bash shell scripts to make life a little easier.A collection of bash shell scripts to make life a little easier.,"Categories
Terminals, Software Development, System Shells, Systems Administration"
gtermix is a gtk+ telnet client intended for calling BBSes. It utilizes a custom VGA textmode emulating terminal widget that allows it to accurately render bulletin board systems as they were in DOS terminal programs.gtermix is a gtk+ telnet client intended for calling BBSes. It utilizes a custom VGA textmode emulating terminal widget that allows it to accurately render bulletin board systems as they were in DOS terminal programs.,"Categories
Terminal Emulators, Telnet, BBS, GNOME"
"Eterm is a color vt102 terminal emulator intended as an xterm replacement. It is designed with a Freedom of Choice philosophy, leaving as much power, flexibility, and freedom as possible in the hands of the user.Eterm is a color vt102 terminal emulator intended as an xterm replacement. It is designed with a Freedom of Choice philosophy, leaving as much power, flexibility, and freedom as possible in the hands of the user.","Categories
Terminal Emulators, Desktop Environment"
Arabeyes is a Meta project that is aimed at fully supporting the Arabic language in the Unix/Linux environment. It is designed to be a central location to standardize the Arabization process. Arabeyes relies on voluntary contributions.Arabeyes is a Meta project that is aimed at fully supporting the Arabic language in the Unix/Linux environment. It is designed to be a central location to standardize the Arabization process. Arabeyes relies on voluntary contributions.,"Categories
Text Editors, Terminal Emulators, Desktop Environment, Mathematics"
"Serial Debugger, moninter and control the behavior of the serial ports.Serial Debugger, moninter and control the behavior of the serial ports.","Categories
Serial, Communications"
GameSrv allows you to host old DOS based BBS door games on the internet via telnet or rlogin.GameSrv allows you to host old DOS based BBS door games on the internet via telnet or rlogin.,"Categories
Telnet, BBS, Console Games"
"SSHDOS is a DOS port of SSH, SCP, SFTP and Telnet clients. Needs a packet driver (or a PPP driver for dialup connection) only. There are two separate packages for SSH1 and for SSH2.SSHDOS is a DOS port of SSH, SCP, SFTP and Telnet clients. Needs a packet driver (or a PPP driver for dialup connection) only. There are two separate packages for SSH1 and for SSH2.","Categories
Terminals, Communications, Cryptography, Internet"
"xrootconsole tails a file in a window on your X11 root window. It aims to be as simple and resource-light as possible, within reason: it should run smootlhy on a P133 laptop. The program is non-interactive; all configuration is done on the command line.xrootconsole tails a file in a window on your X11 root window. It aims to be as simple and resource-light as possible, within reason: it should run smootlhy on a P133 laptop. The program is non-interactive; all configuration is done on the command line.","Categories
Terminal Emulators, Systems Administration, Logging"
WinMac is attempt to clone Mac OS X for the intel platform using the Apple Darwin 1.2 kernel. There are currently two teams working on the project. The kernel team is working on the basic compiling of Darwin on Intel. The GUI team is researching the AquaWinMac is attempt to clone Mac OS X for the intel platform using the Apple Darwin 1.2 kernel. There are currently two teams working on the project. The kernel team is working on the basic compiling of Darwin on Intel. The GUI team is researching the Aqua,"Categories
Terminal Emulators, Enlightenment, Operating System Kernels"
"Wordindex takes huge amounts of document type files (html, pdf, zip, text, ps, etc...) and full text indexes them. All data is stored in a MySQL database and a alpha web based search util has been written.Wordindex takes huge amounts of document type files (html, pdf, zip, text, ps, etc...) and full text indexes them. All data is stored in a MySQL database and a alpha web based search util has been written.","Categories
Terminal Emulators, Search Engines"
"dtach is a program that emulates the detach feature of screen. It is
designed to be transparent and un-intrusive; it avoids interpreting the
input and output between attached terminals and the program under its
control.dtach is a program that emulates the detach feature of screen. It is
designed to be transparent and un-intrusive; it avoids interpreting the
input and output between attached terminals and the program under its
control.","Categories
Terminals"
"This project has been moved to GitHub.
See:

https://github.com/crayzeewulf/libserial/This project has been moved to GitHub.
See:

https://github.com/crayzeewulf/libserial/","Categories
Serial, Hardware"
Termie is a simple RS232 terminal.Termie is a simple RS232 terminal.,"Categories
Serial"
This is a bash script that will duplicate the effect of the matrix in a terminal. It is composed of 3 files all of which are required for proper execution.This is a bash script that will duplicate the effect of the matrix in a terminal. It is composed of 3 files all of which are required for proper execution.,"Categories
Telnet, Console Games"
Expect.pm is a perl implementation of the popular Expect extension for Tcl/Tk by Don Libes. You'll also find the IO::Tty and IO::Stty Perl modules here.Expect.pm is a perl implementation of the popular Expect extension for Tcl/Tk by Don Libes. You'll also find the IO::Tty and IO::Stty Perl modules here.,"Categories
Terminals, Installation/Setup"
"A MUD-Client for Windows (Win32) and KDE, featuring perl, python and ruby scripting, as well as multi-window output. The main focus is a very strong scripting engine (nearly everything is accessible from a script) while trying to stay user friendly.A MUD-Client for Windows (Win32) and KDE, featuring perl, python and ruby scripting, as well as multi-window output. The main focus is a very strong scripting engine (nearly everything is accessible from a script) while trying to stay user friendly.","Categories
Telnet, Multi-User Dungeons (MUD), Dynamic Content"
