Description,Category
"PageNotes allows you to create a list of temporary webpage bookmarks with brief descriptions (notes) for later access. Sometimes when I'm surfing the web, I will run across a few pages that are fairly lengthy (primarily articles) which I'd love to read later but I don't want to bookmark them with my web browser. PageNotes allows me to create a temporary list of bookmarks (links to webpages) with brief descriptions for each webpage. The ""Page"" in ""PageNotes"" is the actual bookmark itself, and the ""Notes"" in ""PageNotes"" is the note which is attached to the bookmark used for giving a meaningful description of what the webpage contains.PageNotes allows you to create a list of temporary webpage bookmarks with brief descriptions (notes) for later access. Sometimes when I'm surfing the web, I will run across a few pages that are fairly lengthy (primarily articles) which I'd love to read later but I don't want to bookmark them with my web browser. PageNotes allows me to create a temporary list of bookmarks (links to webpages) with brief descriptions for each webpage. The ""Page"" in ""PageNotes"" is the actual bookmark itself, and the ""Notes"" in ""PageNotes"" is the note which is attached to the bookmark used for giving a meaningful description of what the webpage contains.","Categories
Other/Nonlisted Topic, Internet, Social Bookmarking"
With Wiimote Control you can use your Wiimote as a remote control.With Wiimote Control you can use your Wiimote as a remote control.,"Categories
Other/Nonlisted Topic, Multimedia, Home Theater PC"
Personal php based webpagesPersonal php based webpages,"Categories
Other/Nonlisted Topic"
"The Avid iNEWS NRCS GUI client runs with elevated privileges on the desktop. Windows won't let you drag and drop files into a script to create a hyperlink because of the security level difference.
This is a valuable workflow, especially for the assignment desk. This works around the problem by letting you select files, then writing the URL into the iNEWS script for you.The Avid iNEWS NRCS GUI client runs with elevated privileges on the desktop. Windows won't let you drag and drop files into a script to create a hyperlink because of the security level difference.
This is a valuable workflow, especially for the assignment desk. This works around the problem by letting you select files, then writing the URL into the iNEWS script for you.","Categories
Communications, Other/Nonlisted Topic, Office/Business"
"S-soft AnimateDesktop is a lightweight and easy to use application that can use up to 10 images as desktop wallpaper and display them one by one, at custom speed.

S-soft AnimateDesktop only supports BMP images and enables you to start and stop the slideshow anytime you want.S-soft AnimateDesktop is a lightweight and easy to use application that can use up to 10 images as desktop wallpaper and display them one by one, at custom speed.

S-soft AnimateDesktop only supports BMP images and enables you to start and stop the slideshow anytime you want.","Categories
Other/Nonlisted Topic"
The Writer's Workbench is a single tool that incorporates the various tool types that many writers use to create an Integrated Writing Environment (IWE). It provides these various tools without binding a writer to a single structure or vision for constructing a story and seeks to enable the creative process by providing immediate access to any story artifact in the tool without the obtrusiveness of having many windows opened at the same time.The Writer's Workbench is a single tool that incorporates the various tool types that many writers use to create an Integrated Writing Environment (IWE). It provides these various tools without binding a writer to a single structure or vision for constructing a story and seeks to enable the creative process by providing immediate access to any story artifact in the tool without the obtrusiveness of having many windows opened at the same time.,"Categories
Word Processors, Other/Nonlisted Topic, Office/Business"
"DateCalculator is a Java application that performs three kinds of calculation on calendar dates:

* Increment
Add a number of days to a date or subtract a number of days from a date (eg, find the date 100 days after today).

* Difference
Calculate the number of days between two dates (eg, find the number of days from the start of next week to the end of the year).

* Interval
Generate a sequence of dates with a given number of days between each successive pair of dates (eg, make a list of all the Saturdays in the next four years).

The application uses the Gregorian calendar for all dates, and it accepts input dates between the years 1600 AD (CE) and 3999 AD (CE). Dates output by DateCalculator are displayed in user-defined formats. In those formats, the names of days and months may be obtained from a Java locale (a language, or a language and a country) or they may be user-defined.DateCalculator is a Java application that performs three kinds of calculation on calendar dates:

* Increment
Add a number of days to a date or subtract a number of days from a date (eg, find the date 100 days after today).

* Difference
Calculate the number of days between two dates (eg, find the number of days from the start of next week to the end of the year).

* Interval
Generate a sequence of dates with a given number of days between each successive pair of dates (eg, make a list of all the Saturdays in the next four years).

The application uses the Gregorian calendar for all dates, and it accepts input dates between the years 1600 AD (CE) and 3999 AD (CE). Dates output by DateCalculator are displayed in user-defined formats. In those formats, the names of days and months may be obtained from a Java locale (a language, or a language and a country) or they may be user-defined.","Categories
Other/Nonlisted Topic"
"Raffle System, currently limited to 3 prizes. Designed for WAKE guild's raffle. Takes user names, allows ticket input, will add additional tickets to a user, can delete a user, or just remove some tickets from them. Only 1 raffle at a time is allowed currently. UI is kind of lacking since the whole thing was thrown together in a little over a day.
Prizes can be added and managed within the program, though only 3 prizes are allowed at a time.Raffle System, currently limited to 3 prizes. Designed for WAKE guild's raffle. Takes user names, allows ticket input, will add additional tickets to a user, can delete a user, or just remove some tickets from them. Only 1 raffle at a time is allowed currently. UI is kind of lacking since the whole thing was thrown together in a little over a day.
Prizes can be added and managed within the program, though only 3 prizes are allowed at a time.","Categories
Other/Nonlisted Topic"
"Note helper is a new kind of application—not a new genre, but a new idea.
Sometimes, people overlook simple problems, say “hay, there's a work around”, but that's not good enough; there needs to be a quick, simple way to solve the problem. Note helper aims to bridge the gap. While possibly not a complete solution [only developer integration can do that], it is an easier solution to the problem.
Musical notation is chaotic—at first glance there isn't a pattern [there is, though]--but why memorise seven values, then work out averages, or multiply when you can get a computer to do it for you?
Note helper has one purpose, to do this. It's reason for being is to tell you what the frequency value of notes is [plus or minus 0.5hz]. And while it's feature set is limited, we all dislike bloatware, don't we?
One of the best parts is that it's portable—it doesn't have many dependencies at all, so you can carry it around on your portable media with you where ever you go.Note helper is a new kind of application—not a new genre, but a new idea.
Sometimes, people overlook simple problems, say “hay, there's a work around”, but that's not good enough; there needs to be a quick, simple way to solve the problem. Note helper aims to bridge the gap. While possibly not a complete solution [only developer integration can do that], it is an easier solution to the problem.
Musical notation is chaotic—at first glance there isn't a pattern [there is, though]--but why memorise seven values, then work out averages, or multiply when you can get a computer to do it for you?
Note helper has one purpose, to do this. It's reason for being is to tell you what the frequency value of notes is [plus or minus 0.5hz]. And while it's feature set is limited, we all dislike bloatware, don't we?
One of the best parts is that it's portable—it doesn't have many dependencies at all, so you can carry it around on your portable media with you where ever you go.","Categories
Other/Nonlisted Topic"
You can use the Supaplex Level Skipper to skip a level in the game Supaplex. See https://en.wikipedia.org/wiki/Supaplex for information on the game itself.You can use the Supaplex Level Skipper to skip a level in the game Supaplex. See https://en.wikipedia.org/wiki/Supaplex for information on the game itself.,"Categories
Other/Nonlisted Topic, Side-Scrolling"
"Simple scoretable for sporting events.
Простое табло для ведения и отображения результата спортивного соревнования.Simple scoretable for sporting events.
Простое табло для ведения и отображения результата спортивного соревнования.","Categories
Other/Nonlisted Topic"
