Description,Category
"RuTTY adds scripting to PuTTY, scripting the easy way, record and replay.

Ever needed to send a list of commands to a host? Copy and Paste is a possibility.
However, sometimes the list is to long for the host to handle, and you end up copying/pasting every single line.
RuTTY waits after sending a command, a fixed amount of time, or even for the host prompt to return.
RuTTY can also check host response for 'forbidden' words like ""error"" and ""failed"".RuTTY adds scripting to PuTTY, scripting the easy way, record and replay.

Ever needed to send a list of commands to a host? Copy and Paste is a possibility.
However, sometimes the list is to long for the host to handle, and you end up copying/pasting every single line.
RuTTY waits after sending a command, a fixed amount of time, or even for the host prompt to return.
RuTTY can also check host response for 'forbidden' words like ""error"" and ""failed"".","Categories
Terminal Emulators, Communications"
"Sourceforge is no longer being updated! This project has merged into another that can be found here:

https://github.com/nicrohobak/Toolbox

------------------------------------------------------------

A simple telnet server originally developed as a foundation to a MUD server project called HexMUD. These project should be maintained alongside each other, but this particular project should be a very generic telnet/SSH server and nothing more. The game logic belongs in the HexMUD project.Sourceforge is no longer being updated! This project has merged into another that can be found here:

https://github.com/nicrohobak/Toolbox

------------------------------------------------------------

A simple telnet server originally developed as a foundation to a MUD server project called HexMUD. These project should be maintained alongside each other, but this particular project should be a very generic telnet/SSH server and nothing more. The game logic belongs in the HexMUD project.","Categories
Telnet, Multi-User Dungeons (MUD), Libraries"
Simple terminal program based on pySerial for raw binary / ascii communication with microcontrollers and such. Features local echo and automatic modulo-256 checksum and CR/LF postfix.Simple terminal program based on pySerial for raw binary / ascii communication with microcontrollers and such. Features local echo and automatic modulo-256 checksum and CR/LF postfix.,"Categories
Serial"
"I have just created the Command Prompt’s few commands for my CMD using C++ for mini project. Still my CMD projects is in initial level and I am working to make it more and more better.! :) This is the version which compiled using the “Borland compiler 5.5″. As we are bit restricted to use this compiler for our programs.But I am sure it’s not very difficult to Convert it into ANSI C++ format. But I will update this project after some days with many new function of original Command Prompt.You can also download and use it on your Computer and if you have any ideas, suggestion or found any bug in my Program you can tell me or Contact me or Comment here.!I have just created the Command Prompt’s few commands for my CMD using C++ for mini project. Still my CMD projects is in initial level and I am working to make it more and more better.! :) This is the version which compiled using the “Borland compiler 5.5″. As we are bit restricted to use this compiler for our programs.But I am sure it’s not very difficult to Convert it into ANSI C++ format. But I will update this project after some days with many new function of original Command Prompt.You can also download and use it on your Computer and if you have any ideas, suggestion or found any bug in my Program you can tell me or Contact me or Comment here.!","Categories
Terminals"
"This program will read a file (or stdin) containing a list of AT
commands. Each command will be send to the modem, and all the response
for the command will be output to file (or stdout).

Example, to hang up any ongoing call:

$ echo ATH | atinout - /dev/ttyACM0 -
ATH
OK
$This program will read a file (or stdin) containing a list of AT
commands. Each command will be send to the modem, and all the response
for the command will be output to file (or stdout).

Example, to hang up any ongoing call:

$ echo ATH | atinout - /dev/ttyACM0 -
ATH
OK
$","Categories
Serial, Telephony"
"Steganoroute is a tool to send steganographed text messages to another computer over the network. The receiver must make a traceroute to the sender using the mtr program (and pressing 'd' once to switch the display mode to the continuous graph). This tool, the sender, creates several fake hops and makes them answer the ICMP packets (or not) to write the letters one by one on the mtr client screen.Steganoroute is a tool to send steganographed text messages to another computer over the network. The receiver must make a traceroute to the sender using the mtr program (and pressing 'd' once to switch the display mode to the continuous graph). This tool, the sender, creates several fake hops and makes them answer the ICMP packets (or not) to write the letters one by one on the mtr client screen.","Categories
Terminals, Security, Router"
"This is a perl script for hacking ..
It Will make hacking easy for You ..
It is For BackTrack
This Script Contains This tools :
Local File Disclource (LFD) Checker
Scanning the whole netmask and returning IP and MAC
BackConnect Tools
Proxy Checker
Reverse IP
Add a User With Admin Access (Windows)
Add a User With r00t Access (Unix)
Grab Cpanel Users
Remote Port Scanning With NetCat
SQL Injection Scanner
MD5 Hash Cracker (Online)
Admin Page Finder
Make Uploader With Echo Method (Linux Servers)
Service Scanning
BruteForce Services With Medusa And Hydra (Backtrack)
Test Lfi With php:// Bypass Method
Cms Analyzer (Beta Version)
Server Scanning With Nmap
Remote Command Execution Console
Fck Editor ScannerThis is a perl script for hacking ..
It Will make hacking easy for You ..
It is For BackTrack
This Script Contains This tools :
Local File Disclource (LFD) Checker
Scanning the whole netmask and returning IP and MAC
BackConnect Tools
Proxy Checker
Reverse IP
Add a User With Admin Access (Windows)
Add a User With r00t Access (Unix)
Grab Cpanel Users
Remote Port Scanning With NetCat
SQL Injection Scanner
MD5 Hash Cracker (Online)
Admin Page Finder
Make Uploader With Echo Method (Linux Servers)
Service Scanning
BruteForce Services With Medusa And Hydra (Backtrack)
Test Lfi With php:// Bypass Method
Cms Analyzer (Beta Version)
Server Scanning With Nmap
Remote Command Execution Console
Fck Editor Scanner","Categories
Terminals"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
GNU General Public License version 3.0 (GPLv3)","Categories
Terminal Emulators, GNOME, SSH"
"Java/JNI interface to some terminal functions; allows to use non-canonical input, input timeout, echo-off mode, terminal colors in Java programs.Java/JNI interface to some terminal functions; allows to use non-canonical input, input timeout, echo-off mode, terminal colors in Java programs.","Categories
Terminals, Libraries"
"A long due for the embedded device developers replacement for Minicom with a rich set of features such as GUI based on Qt, built-in TFTP server and scripting capabilities based on QtScript, multiple profiles support, Unicode and international charsets, hex dump and so on.A long due for the embedded device developers replacement for Minicom with a rich set of features such as GUI based on Qt, built-in TFTP server and scripting capabilities based on QtScript, multiple profiles support, Unicode and international charsets, hex dump and so on.","Categories
Serial, Communications"
