Description,Category
"KeePass Password Safe is a free, open source, lightweight, and easy-to-use password manager for Windows, Linux and Mac OS X, with ports for Android, iPhone/iPad and other mobile devices. With so many passwords to remember and the need to vary passwords to protect your valuable data, it’s nice to have KeePass to manage your passwords in a secure way. KeePass puts all your passwords in a highly encrypted database and locks them with one master key or a key file. As a result, you only have to remember one single master password or select the key file to unlock the whole database. And the databases are encrypted using the best and most secure encryption algorithms currently known, AES and Twofish. See our features page for details.KeePass Password Safe is a free, open source, lightweight, and easy-to-use password manager for Windows, Linux and Mac OS X, with ports for Android, iPhone/iPad and other mobile devices. With so many passwords to remember and the need to vary passwords to protect your valuable data, it’s nice to have KeePass to manage your passwords in a secure way. KeePass puts all your passwords in a highly encrypted database and locks them with one master key or a key file. As a result, you only have to remember one single master password or select the key file to unlock the whole database. And the databases are encrypted using the best and most secure encryption algorithms currently known, AES and Twofish. See our features page for details.","Categories
Office/Business, Database, Security, Desktop Environment, Internet, Password Generators"
"XAMPP is a very easy to install Apache Distribution for Linux, Solaris, Windows, and Mac OS X. The package includes the Apache web server, MySQL, PHP, Perl, a FTP server and phpMyAdmin.XAMPP is a very easy to install Apache Distribution for Linux, Solaris, Windows, and Mac OS X. The package includes the Apache web server, MySQL, PHP, Perl, a FTP server and phpMyAdmin.","Categories
Database Engines/Servers, Dynamic Content, Site Management, HTTP Servers"
"Technical analysis library with indicators like ADX, MACD, RSI, Stochastic, TRIX... includes also candlestick pattern recognition. Useful for trading application developpers using either Excel, .NET, Mono, Java, Perl or C/C++.Technical analysis library with indicators like ADX, MACD, RSI, Stochastic, TRIX... includes also candlestick pattern recognition. Useful for trading application developpers using either Excel, .NET, Mono, Java, Perl or C/C++.","Categories
Investment Management, Spreadsheet, Front-Ends, Algorithms, Information Analysis"
AppServ is an merging open source software installer package for Windows and Linux.AppServ is an merging open source software installer package for Windows and Linux.,"Categories
Database Engines/Servers, Site Management, HTTP Servers"
"LibreOffice is a free and powerful office suite, and a successor to OpenOffice. Its clean interface and feature-rich tools help you unleash your creativity and enhance your productivity.

LibreOffice is Free and Open Source Software (FOSS) – development is open to new talent and new ideas, and our software is tested and used daily by a large and devoted user community. Your documents will look professional and clean, regardless of their purpose: a letter, a master thesis, a brochure, financial reports, marketing presentations, technical drawings and diagrams. LibreOffice makes your work look great while you focus on the content, thanks to its powerful styles system and structuring tools.

LibreOffice is compatible with a wide range of document formats such as Microsoft® Word (.doc, .docx), Excel (.xls, .xlsx), PowerPoint (.ppt, .pptx) and Publisher. But LibreOffice goes much further with its native support for a modern and open standard (OpenDocument Format).LibreOffice is a free and powerful office suite, and a successor to OpenOffice. Its clean interface and feature-rich tools help you unleash your creativity and enhance your productivity.

LibreOffice is Free and Open Source Software (FOSS) – development is open to new talent and new ideas, and our software is tested and used daily by a large and devoted user community. Your documents will look professional and clean, regardless of their purpose: a letter, a master thesis, a brochure, financial reports, marketing presentations, technical drawings and diagrams. LibreOffice makes your work look great while you focus on the content, thanks to its powerful styles system and structuring tools.

LibreOffice is compatible with a wide range of document formats such as Microsoft® Word (.doc, .docx), Excel (.xls, .xlsx), PowerPoint (.ppt, .pptx) and Publisher. But LibreOffice goes much further with its native support for a modern and open standard (OpenDocument Format).","Categories
Word Processors, Office Suites, Front-Ends"
"Firebird RDBMS offers ANSI SQL features & runs on Linux, Windows & several Unix platforms. Features excellent concurrency & performance & powerful stored procedure & trigger language.

More information and downloads at https://www.firebirdsql.org/, issue tracker is https://github.com/FirebirdSQL/firebird/issuesFirebird RDBMS offers ANSI SQL features & runs on Linux, Windows & several Unix platforms. Features excellent concurrency & performance & powerful stored procedure & trigger language.

More information and downloads at https://www.firebirdsql.org/, issue tracker is https://github.com/FirebirdSQL/firebird/issues","Categories
Database Engines/Servers"
"DBeaver is a free, multi-platform database tool that supports any database having a JDBC driver. It is useful for developers, SQL programmers, database administrators and analysts.

DBeaver comes with plenty of great features such as metadata and SQL editors, ERD, data export/import/migration and more. Plugins are available for certain databases, and there are also several database management utilities. DBeaver’s Enterprise Edition provides even more features and supports non-JDBC datasources.DBeaver is a free, multi-platform database tool that supports any database having a JDBC driver. It is useful for developers, SQL programmers, database administrators and analysts.

DBeaver comes with plenty of great features such as metadata and SQL editors, ERD, data export/import/migration and more. Plugins are available for certain databases, and there are also several database management utilities. DBeaver’s Enterprise Edition provides even more features and supports non-JDBC datasources.","Categories
Database Engines/Servers, SQL Clients"
"A free, open-source, multi-platform SQLite database manager written in C++, with use of Qt framework. It's free of charge for everybody, for any purpose (including commercial). It's safe, as anyone can review the source code. The SQL Editor window assists users with SQL syntax hints & highlighting, provides pretty-print code formatter, and marks syntax errors. You can Ctrl+click on the table mentioned in the SQL query to open that table (or index, or trigger, or view). Currently supported encrypted, password-protected SQLite variations are SQLCipher, WxSQLite3, and System.Data.SQLite. You can execute SQL statements that refer to multiple databases within a single query, thanks to a transparent database attaching mechanism built into the SQL Editor of SQLiteStudio. You can implement your own SQL functions (scalar & aggregate) using JavaScript, Python, or Tcl. There is a repository of ready-to-use scripts on the wiki page.A free, open-source, multi-platform SQLite database manager written in C++, with use of Qt framework. It's free of charge for everybody, for any purpose (including commercial). It's safe, as anyone can review the source code. The SQL Editor window assists users with SQL syntax hints & highlighting, provides pretty-print code formatter, and marks syntax errors. You can Ctrl+click on the table mentioned in the SQL query to open that table (or index, or trigger, or view). Currently supported encrypted, password-protected SQLite variations are SQLCipher, WxSQLite3, and System.Data.SQLite. You can execute SQL statements that refer to multiple databases within a single query, thanks to a transparent database attaching mechanism built into the SQL Editor of SQLiteStudio. You can implement your own SQL functions (scalar & aggregate) using JavaScript, Python, or Tcl. There is a repository of ready-to-use scripts on the wiki page.","Categories
Database, SQL Clients"
"SQuirreL SQL Client is a graphical SQL client written in Java that will allow you to view the structure of a JDBC compliant database, browse the data in tables, issue SQL commands etc.SQuirreL SQL Client is a graphical SQL client written in Java that will allow you to view the structure of a JDBC compliant database, browse the data in tables, issue SQL commands etc.","Categories
Front-Ends, SQL Clients, Database Clients"
"Hibernate is an Object/Relational Mapper tool. It's very popular among Java applications and implements the Java Persistence API. Hibernate ORM enables developers to more easily write applications whose data outlives the application process. As an Object/Relational Mapping (ORM) framework, Hibernate is concerned with data persistence as it applies to relational databases (via JDBC).Hibernate is an Object/Relational Mapper tool. It's very popular among Java applications and implements the Java Persistence API. Hibernate ORM enables developers to more easily write applications whose data outlives the application process. As an Object/Relational Mapping (ORM) framework, Hibernate is concerned with data persistence as it applies to relational databases (via JDBC).","Categories
Database, Search Engines, Frameworks, Scientific/Engineering, Object-Relational Mapping (ORM)"
