Description,Category
A .Blend file with Python functionality for simple toolpath generation and location data gathering/formatting for use on an nc mill. This file is in early development and is currently very limited in functionality. Documentation is spotty.A .Blend file with Python functionality for simple toolpath generation and location data gathering/formatting for use on an nc mill. This file is in early development and is currently very limited in functionality. Documentation is spotty.,"Categories
Other/Nonlisted Topic"
"Full description: www.classroom306.com/stylesheet_project A standardized stylesheet for all websites, helping facilitate the movement towards complete semantics on the web. To be used in common scenarios, prior to applying site-specific styles.Full description: www.classroom306.com/stylesheet_project A standardized stylesheet for all websites, helping facilitate the movement towards complete semantics on the web. To be used in common scenarios, prior to applying site-specific styles.","Categories
HTML/XHTML, Other/Nonlisted Topic, Semantic Web"
LilyPondBeans is a GUI front-end for the LilyPond (www.lilypond.org) music notation software.LilyPondBeans is a GUI front-end for the LilyPond (www.lilypond.org) music notation software.,"Categories
Integrated Development Environments (IDE), Other/Nonlisted Topic, Audio Editing, MIDI, Music Composition"
This is a series of packages that are configured for a specific purpose. Note The packages are for Windows only. but are independent on all modern browsers. But it looks the Best in Mozilla Firefox based browsers.This is a series of packages that are configured for a specific purpose. Note The packages are for Windows only. but are independent on all modern browsers. But it looks the Best in Mozilla Firefox based browsers.,"Categories
Other/Nonlisted Topic"
Please download from: http://www.splashportal.net/HypnoQuitPlease download from: http://www.splashportal.net/HypnoQuit,"Categories
Other/Nonlisted Topic"
Driver for graphical LCD display unit (128x64) controlled with two KS0107 driver circuits written in c (uses avr-libc). Target platform is Atmel AVR. Low level drivers as well as additional graphical functions are provided.Driver for graphical LCD display unit (128x64) controlled with two KS0107 driver circuits written in c (uses avr-libc). Target platform is Atmel AVR. Low level drivers as well as additional graphical functions are provided.,"Categories
Other/Nonlisted Topic"
"Grub4DOS Toolbox for Windows is a small utility that allows the user to install, uninstall and modify the Grub4DOS boot manager with great ease in Windows 2000 and above. It also performs some other related useful functions.Grub4DOS Toolbox for Windows is a small utility that allows the user to install, uninstall and modify the Grub4DOS boot manager with great ease in Windows 2000 and above. It also performs some other related useful functions.","Categories
Other/Nonlisted Topic"
"DAFT (Desktop Anthropomorphic Friend Thing) aims to create a pale imitation of life on the desktop of the everyday user. Aims to be simple, light weight and cross platform.DAFT (Desktop Anthropomorphic Friend Thing) aims to create a pale imitation of life on the desktop of the everyday user. Aims to be simple, light weight and cross platform.","Categories
Other/Nonlisted Topic, Simulation Games"
PyX10 provides a set of modules for controlling X10 home automation devices from within Python applications. Currently PyX10 wraps the XAL library which can be found at http://xal.sourceforge.net .PyX10 provides a set of modules for controlling X10 home automation devices from within Python applications. Currently PyX10 wraps the XAL library which can be found at http://xal.sourceforge.net .,"Categories
Other/Nonlisted Topic"
"Unofficial IOE is a project that documents information about all the projects being developed at Institute of Engineering, Pulchowk Campus (Nepal) as requirement for Engineering (Electronics/Computer) courses offered by IOE.Unofficial IOE is a project that documents information about all the projects being developed at Institute of Engineering, Pulchowk Campus (Nepal) as requirement for Engineering (Electronics/Computer) courses offered by IOE.","Categories
Other/Nonlisted Topic"
"WiggleMouse is a cross platform java program that will wiggle the mouse at an interval entered by the user through a gui.

For code and latest features please check out https://github.com/samuelskanberg/wigglemouseWiggleMouse is a cross platform java program that will wiggle the mouse at an interval entered by the user through a gui.

For code and latest features please check out https://github.com/samuelskanberg/wigglemouse","Categories
Other/Nonlisted Topic"
"OpenLogos is an utility to help qualitative analyses of textual material, based on a database manager with facilities for tagging and retrieve text snippets with code, and tabulating snippets and words across multiple documents.OpenLogos is an utility to help qualitative analyses of textual material, based on a database manager with facilities for tagging and retrieve text snippets with code, and tabulating snippets and words across multiple documents.","Categories
Other/Nonlisted Topic"
Guymager is a fast and most user friendly forensic imager. It is based on libewf and libguytools. See the guymager home page on http://guymager.sourceforge.netGuymager is a fast and most user friendly forensic imager. It is based on libewf and libguytools. See the guymager home page on http://guymager.sourceforge.net,"Categories
Other/Nonlisted Topic"
"Joystick/gamepad to X event converter.
Any device supported by the joydev driver (/dev/input/jsX) can be used as input source. The joystick buttons can be maped to keys and to mouse buttons, the joystick axes to keys or mouse pointer movements.Joystick/gamepad to X event converter.
Any device supported by the joydev driver (/dev/input/jsX) can be used as input source. The joystick buttons can be maped to keys and to mouse buttons, the joystick axes to keys or mouse pointer movements.","Categories
Other/Nonlisted Topic"
