Description,Category
PCB is a tool for the layout of printed circuit boards. PCB can produce industry standard RS-274X and Excellon NC-Drill format output for submission to board manufacturers.PCB is a tool for the layout of printed circuit boards. PCB can produce industry standard RS-274X and Excellon NC-Drill format output for submission to board manufacturers.,"Categories
Electronic Design Automation (EDA)"
GraphCalc is a very gui graphing calculator. It has been called a good replacement for a TI-85. It is a must for any high school math student.GraphCalc is a very gui graphing calculator. It has been called a good replacement for a TI-85. It is a must for any high school math student.,"Categories
3D Modeling, Mathematics, Education, Calculators, Graphing Calculators"
A 3D engine written in Java aimed at students of computer science. This engine makes it very easy to visualize objects and create 3D applications.A 3D engine written in Java aimed at students of computer science. This engine makes it very easy to visualize objects and create 3D applications.,"Categories
Data Visualization"
The Player Project: Player is a networked interface to robots and sensors. Stage and Gazebo are Player-friendly multiple-robot simulators. The software aims for POSIX compliance and runs on most UNIX-like OS's. Some parts also work on Windows.The Player Project: Player is a networked interface to robots and sensors. Stage and Gazebo are Player-friendly multiple-robot simulators. The software aims for POSIX compliance and runs on most UNIX-like OS's. Some parts also work on Windows.,"Categories
Robotics, Artificial Intelligence, Education"
"SysTools is a library of utility routines & classes for Borland Delphi, C++Builder, & environments that support COM. It includes 1-D & 2-D bar codes, sorting, money routines, logging, high-precision math, a run-time math expression analyzer, & much more.SysTools is a library of utility routines & classes for Borland Delphi, C++Builder, & environments that support COM. It includes 1-D & 2-D bar codes, sorting, money routines, logging, high-precision math, a run-time math expression analyzer, & much more.","Categories
Financial, Software Development, Networking, Logging, Astronomy"
"this is a small project which provides several mathematical function useful for a chemist or somebody working with mass specs.

The goal is to provide several cuda and c based functions which can be easily accessed using java, groovy and python.this is a small project which provides several mathematical function useful for a chemist or somebody working with mass specs.

The goal is to provide several cuda and c based functions which can be easily accessed using java, groovy and python.","Categories
Chemistry"
"Automatically geocode pictures from your camera and a GPS track log.

Following Google code closure the only official webpage is (doc, support, code) :
https://github.com/notfrancois/GPicSyncAutomatically geocode pictures from your camera and a GPS track log.

Following Google code closure the only official webpage is (doc, support, code) :
https://github.com/notfrancois/GPicSync","Categories
Digital Camera, Education, GIS"
"UrJTAG aims to create an enhanced, modern tool for communicating over JTAG with flash chips, CPUs, and many more. It is a descendant of the popular openwince JTAG tools with a lot of additional features and enhancements.UrJTAG aims to create an enhanced, modern tool for communicating over JTAG with flash chips, CPUs, and many more. It is a descendant of the popular openwince JTAG tools with a lot of additional features and enhancements.","Categories
Hardware Drivers, Interface Engine/Protocol Translator, Electronic Design Automation (EDA)"
"BWA is a program for aligning sequencing reads against a large reference genome (e.g. human genome). It has two major components, one for read shorter than 150bp and the other for longer reads.BWA is a program for aligning sequencing reads against a large reference genome (e.g. human genome). It has two major components, one for read shorter than 150bp and the other for longer reads.","Categories
Bio-Informatics"
"Jafama (Java Fast Math) consists of fast - but not sloppy - counterparts of java.lang.Math treatments, plus additional ones.

They are usually about 2-4 (up to 15) times faster, with about 1e-15 accuracy, and handle special cases (NaN, etc.).

Since version 2.1, a StrictFastMath class is also provided. It is a strictfp version of FastMath (and not a fast version of StrictMath): for a same version of this library, its methods always return a same result for same arguments, which might not be the case for FastMath depending on JIT or other JVM optimizations.

Requires Java 5 or later.

Available on Central since 2015/06/05.

Also available on github since 2015/12/13:
https://github.com/jeffhain/jafamaJafama (Java Fast Math) consists of fast - but not sloppy - counterparts of java.lang.Math treatments, plus additional ones.

They are usually about 2-4 (up to 15) times faster, with about 1e-15 accuracy, and handle special cases (NaN, etc.).

Since version 2.1, a StrictFastMath class is also provided. It is a strictfp version of FastMath (and not a fast version of StrictMath): for a same version of this library, its methods always return a same result for same arguments, which might not be the case for FastMath depending on JIT or other JVM optimizations.

Requires Java 5 or later.

Available on Central since 2015/06/05.

Also available on github since 2015/12/13:
https://github.com/jeffhain/jafama","Categories
Mathematics"
"Load, modify and save your GPX 1.1 files. Add and remove waypoints, edit track and routes, simplify tracks (reducing file's size), clean recorded data, add and edit GPX metadata, edit waypoint, route and track properties, all with real-time preview.Load, modify and save your GPX 1.1 files. Add and remove waypoints, edit track and routes, simplify tracks (reducing file's size), clean recorded data, add and edit GPX metadata, edit waypoint, route and track properties, all with real-time preview.","Categories
GPS, GIS"
"NOTE: the project has moved to https://scipy.org/scipylib/ --- go there to find latest versions. This sourceforge project contains only old historical versions of the software.


SciPy is package of tools for science and engineering for Python. It includes modules for statistics, optimization, integration, linear algebra, Fourier transforms, signal and image processing, ODE solvers, and more.NOTE: the project has moved to https://scipy.org/scipylib/ --- go there to find latest versions. This sourceforge project contains only old historical versions of the software.


SciPy is package of tools for science and engineering for Python. It includes modules for statistics, optimization, integration, linear algebra, Fourier transforms, signal and image processing, ODE solvers, and more.","Categories
Scientific/Engineering"
