Description,Category
KBarcode is a barcode and label printing application for KDE 4. It can be used to print every thing from simple business cards up to complex labels with several barcodes (e.g. article descriptions). KBarcode comes with an easy to use WYSIWYG label ...KBarcode is a barcode and label printing application for KDE 4. It can be used to print every thing from simple business cards up to complex labels with several barcodes (e.g. article descriptions). KBarcode comes with an easy to use WYSIWYG label ...,"Categories
Office/Business, KDE, Printing"
"Kontroller is a program for cyber-cafes management written with Python and PyQt3 module. Control the time for each user, also startup, shutdown, lock and unlock computes. Kontroller is based in SSH and LDAP to store information about users and computers.Kontroller is a program for cyber-cafes management written with Python and PyQt3 module. Control the time for each user, also startup, shutdown, lock and unlock computes. Kontroller is based in SSH and LDAP to store information about users and computers.","Categories
Office/Business, KDE"
Sysinfo is a simple GNU/Linux program which displays some computer/system information.Sysinfo is a simple GNU/Linux program which displays some computer/system information.,"Categories
GNOME, Operating System Kernels, Hardware"
"This program pops-up a window when a user receives a write, broadcast, talk request or shutdown announcement in X.
Sort of like kwrited, but does not require (or care about) kde support.This program pops-up a window when a user receives a write, broadcast, talk request or shutdown announcement in X.
Sort of like kwrited, but does not require (or care about) kde support.","Categories
Communications, Desktop Environment, Monitoring"
wrX-Windows is a Java based application designed to give an easy-to-use interface for a car computer. It allows the user complete control over the functionality and the look-and-feel of the GUI. Users and developers may also write their own wrX-Window mwrX-Windows is a Java based application designed to give an easy-to-use interface for a car computer. It allows the user complete control over the functionality and the look-and-feel of the GUI. Users and developers may also write their own wrX-Window m,"Categories
Desktop Environment, Multimedia"
"Build system and integration libraries allows automatic building of GTK+-2 & 3 applications on OSX using the native Quartz display system, the Mac menubar, and familiar key bindings.

This project is now part of Gnome, see https://wiki.gnome.org/action/show/Projects/GTK+/OSX for more information.Build system and integration libraries allows automatic building of GTK+-2 & 3 applications on OSX using the native Quartz display system, the Mac menubar, and familiar key bindings.

This project is now part of Gnome, see https://wiki.gnome.org/action/show/Projects/GTK+/OSX for more information.","Categories
GNOME, Software Development"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.Project Samples","Categories
Desktop Environment"
Virtual Desktop Environment for Microsoft Windows 2000 and XP. This product provides multiple working desktops with an easy switchover with the hot keys. VSTDesktop run seperate application instance in each desktop instead of sharing one running instanceVirtual Desktop Environment for Microsoft Windows 2000 and XP. This product provides multiple working desktops with an easy switchover with the hot keys. VSTDesktop run seperate application instance in each desktop instead of sharing one running instance,"Categories
Window Managers, Virtual Machine, System Shells"
"Sylpheed-ES es el grupo de usuarios de habla hispana de Sylpheed (y Sylpheed-Claws), el cliente de email basado en GTK que tiene por objetivo el crear un programa flexible, ligero y personalizable.Sylpheed-ES es el grupo de usuarios de habla hispana de Sylpheed (y Sylpheed-Claws), el cliente de email basado en GTK que tiene por objetivo el crear un programa flexible, ligero y personalizable.","Categories
Email Clients, GNOME"
"A cross-platform application launcher providing a GUI for application shortcuts consisting of name, command, description, icon, and sound. Provides the ability to categorise related items into groups.A cross-platform application launcher providing a GUI for application shortcuts consisting of name, command, description, icon, and sound. Provides the ability to categorise related items into groups.","Categories
Desktop Environment"
"open source analog of PM, IBM OS/2 Presentation Manager (Now part of osFree project)open source analog of PM, IBM OS/2 Presentation Manager (Now part of osFree project)","Categories
Desktop Environment"
Synchrorep is a one click directory synchronization software. All modification will be reported to one to the other and vice versa. Usefull for nomads or speedup differencials backup.Synchrorep is a one click directory synchronization software. All modification will be reported to one to the other and vice versa. Usefull for nomads or speedup differencials backup.,"Categories
GNOME, Networking, File Systems"
A Neo Modus Direct Connect compatible client for KDEA Neo Modus Direct Connect compatible client for KDE,"Categories
File Sharing, KDE"
"Jojsticken is a program that maps joystick events to keyboard events. Or simply, it maps joysticks buttons to keyboard buttons.Jojsticken is a program that maps joystick events to keyboard events. Or simply, it maps joysticks buttons to keyboard buttons.","Categories
Desktop Environment"
"Thinlet Contrib is a collection of example apps, addons, plugins, tutorials, FAQs, how-tos and other goodies for the Thinlet XUL (XML UI Language) toolkit.Thinlet Contrib is a collection of example apps, addons, plugins, tutorials, FAQs, how-tos and other goodies for the Thinlet XUL (XML UI Language) toolkit.","Categories
Desktop Environment, Internet"
"A Windows XP -like theme for GNOME-2 (light blue).
This theme is deprecated (GNOME-2 only), followup theme available at http://xfce-evolution.sourceforge.netA Windows XP -like theme for GNOME-2 (light blue).
This theme is deprecated (GNOME-2 only), followup theme available at http://xfce-evolution.sourceforge.net","Categories
GNOME"
"Polarscope is a gnome-gtk based interface for display data logged with Polar heartrate monitors and dumped with s710d or s710sh software in .srd files, or in .hrm format. You can see altitude, heartrate and speed diagrams, among a lot of other exercise dPolarscope is a gnome-gtk based interface for display data logged with Polar heartrate monitors and dumped with s710d or s710sh software in .srd files, or in .hrm format. You can see altitude, heartrate and speed diagrams, among a lot of other exercise d","Categories
GNOME"
