Description,Category
"EditBox is the Eclipse plugin for source code background highlighting. While most of plugins highlight the syntax of the source code, EditBox highlights the selected block of the code by changing its background color and drawing border around it.EditBox is the Eclipse plugin for source code background highlighting. While most of plugins highlight the syntax of the source code, EditBox highlights the selected block of the code by changing its background color and drawing border around it.","Categories
Integrated Development Environments (IDE), User Interface (UI), Source Code Management"
"Grassroots DiCoM is a C++ library for DICOM medical files. It is accessible from Python, C#, Java and PHP. It supports RAW, JPEG, JPEG 2000, JPEG-LS, RLE and deflated transfer syntax.
It comes with a super fast scanner implementation to quickly scan hundreds of DICOM files.
It supports SCU network operations (C-ECHO, C-FIND, C-STORE, C-MOVE). PS 3.3 & 3.6 are distributed as XML files.
It also provides PS 3.15 certificates and password based mecanism to anonymize and de-identify DICOM datasets.Grassroots DiCoM is a C++ library for DICOM medical files. It is accessible from Python, C#, Java and PHP. It supports RAW, JPEG, JPEG 2000, JPEG-LS, RLE and deflated transfer syntax.
It comes with a super fast scanner implementation to quickly scan hundreds of DICOM files.
It supports SCU network operations (C-ECHO, C-FIND, C-STORE, C-MOVE). PS 3.3 & 3.6 are distributed as XML files.
It also provides PS 3.15 certificates and password based mecanism to anonymize and de-identify DICOM datasets.","Categories
Data Formats, Frameworks, Medical"
"Be.HexEditor is a small, fast and simple hex editor. It contains a reusable hex edit control called HexBox. This C# control is reusable for every .NET Framework application.Be.HexEditor is a small, fast and simple hex editor. It contains a reusable hex edit control called HexBox. This C# control is reusable for every .NET Framework application.","Categories
Object Oriented"
"Foswiki is an Enterprise wiki, typically used to run a collaboration platform, knowledge base or document management system. Users can create wiki applications using the Topic Markup Language, and developers can extend its functionality with plugins.

Foswiki stands for ""Free and Open Source"" wiki to emphasize its commitment to Open Source software.Foswiki is an Enterprise wiki, typically used to run a collaboration platform, knowledge base or document management system. Users can create wiki applications using the Topic Markup Language, and developers can extend its functionality with plugins.

Foswiki stands for ""Free and Open Source"" wiki to emphasize its commitment to Open Source software.","Categories
Documentation, Wiki, Business Intelligence, Document Management"
"RemoteCalendars is a COM-.NET Add-in for Outlook 2003/2007, written in C#. After installing this plugin, every Outlook user should be able to subscribe, reload and delete a generic remote iCalendar (RFC 2445) from Outlook 2003/2007.RemoteCalendars is a COM-.NET Add-in for Outlook 2003/2007, written in C#. After installing this plugin, every Outlook user should be able to subscribe, reload and delete a generic remote iCalendar (RFC 2445) from Outlook 2003/2007.","Categories
Calendar, To-Do Lists, Software Development"
jXLS is a small and easy-to-use Java library for writing Excel files using XLS templates and reading data from Excel into Java objects using XML configurationjXLS is a small and easy-to-use Java library for writing Excel files using XLS templates and reading data from Excel into Java objects using XML configuration,"Categories
Software Development"
"REM is a NetBeans module for ZK application development. It can be used to create ZK web Applications, ZUL and ZScripi documents. It supports ZUL syntax highlighting, auto indent, code folding, code hyperlink navigation and code completion. It supports palette for some components.REM is a NetBeans module for ZK application development. It can be used to create ZK web Applications, ZUL and ZScripi documents. It supports ZUL syntax highlighting, auto indent, code folding, code hyperlink navigation and code completion. It supports palette for some components.","Categories
Integrated Development Environments (IDE), Build Tools"
"Supporting applications for John Haller's PortableApps.com, including some open source tools set up in PAF installer format.Supporting applications for John Haller's PortableApps.com, including some open source tools set up in PAF installer format.","Categories
Software Testing, User Interface (UI), QA Automation, Usability, Installation/Setup"
"HTML Parser is a Java library used to parse HTML in either a linear or nested fashion. Primarily used for transformation or extraction, it features filters, visitors, custom tags and easy to use JavaBeans. It is a fast, robust and well tested package.HTML Parser is a Java library used to parse HTML in either a linear or nested fashion. Primarily used for transformation or extraction, it features filters, visitors, custom tags and easy to use JavaBeans. It is a fast, robust and well tested package.","Categories
WWW/HTTP, Software Development"
"Bricx Command Center (BricxCC) is a highly popular Windows-based IDE for programming LEGO programmable bricks using NQC as well as MindScript, LASM, C++, C, Pascal, Java, and Forth. Program the new NXT brick using NBC and NXC.Bricx Command Center (BricxCC) is a highly popular Windows-based IDE for programming LEGO programmable bricks using NQC as well as MindScript, LASM, C++, C, Pascal, Java, and Forth. Program the new NXT brick using NBC and NXC.","Categories
Integrated Development Environments (IDE), Software Development"
"UniTime is a comprehensive educational scheduling system that supports developing course and exam timetables, managing changes to these timetables, sharing rooms with other events, and scheduling students to individual classes. It is a distributed system that allows multiple university and departmental schedule managers to coordinate efforts to build and modify a schedule that meets their diverse organizational needs while allowing for minimization of student course conflicts. It can be used alone to create and maintain a school's schedule of classes and/or exams, or interfaced with an existing student information system.UniTime is a comprehensive educational scheduling system that supports developing course and exam timetables, managing changes to these timetables, sharing rooms with other events, and scheduling students to individual classes. It is a distributed system that allows multiple university and departmental schedule managers to coordinate efforts to build and modify a schedule that meets their diverse organizational needs while allowing for minimization of student course conflicts. It can be used alone to create and maintain a school's schedule of classes and/or exams, or interfaced with an existing student information system.","Categories
Scheduling, Algorithms, Artificial Intelligence"
"Expect is a tool for automating interactive applications such as telnet, ftp, passwd, fsck, rlogin, tip, etc. Expect is also useful for testing these same applications.Expect is a tool for automating interactive applications such as telnet, ftp, passwd, fsck, rlogin, tip, etc. Expect is also useful for testing these same applications.","Categories
Software Development, Systems Administration"
"GT.M[tm] is a vetted industrial strength, transaction processing application platform consisting of a key-value database engine optimized for extreme transaction processing throughput & business continuity.GT.M[tm] is a vetted industrial strength, transaction processing application platform consisting of a key-value database engine optimized for extreme transaction processing throughput & business continuity.","Categories
Database Engines/Servers, Compilers"
Speed up perl scripts by running them persistentlySpeed up perl scripts by running them persistently,"Categories
CGI Scripts, Interpreters"
"dylibbundler is a small terminal utility for mac OS X that eases bundling dynamic libraries (.dylib) inside app bundles.

THIS PROJECT HAS MOVED : you can now find this project on github at https://github.com/auriamg/macdylibbundler/dylibbundler is a small terminal utility for mac OS X that eases bundling dynamic libraries (.dylib) inside app bundles.

THIS PROJECT HAS MOVED : you can now find this project on github at https://github.com/auriamg/macdylibbundler/","Categories
Software Development"
"A feature rich Open Source Core Electronic Medical Record for small medical providers developed with Plone/ Python/ Zope. Core EMR functionalities: Patient History, Past Visits, Rx, Health Maint., Allergies, Labs, Vitals, Notes, and Procedures.A feature rich Open Source Core Electronic Medical Record for small medical providers developed with Plone/ Python/ Zope. Core EMR functionalities: Patient History, Past Visits, Rx, Health Maint., Allergies, Labs, Vitals, Notes, and Procedures.","Categories
Software Development, Medical, Electronic Health Record (EHR)"
WixEdit is an editor for XML source code of the Windows Installer XML (WiX) toolset. WixEdit lets you create MSI and MSM setup packages with the WiX Toolset. It provides a visual representation of the dialogs and an easy way to edit the WiX source files. (Project moved to Github: https://github.com/WixEdit/WixEdit)WixEdit is an editor for XML source code of the Windows Installer XML (WiX) toolset. WixEdit lets you create MSI and MSM setup packages with the WiX Toolset. It provides a visual representation of the dialogs and an easy way to edit the WiX source files. (Project moved to Github: https://github.com/WixEdit/WixEdit),"Categories
Build Tools, Software Distribution, Installation/Setup"
"OpenSwing is a components library that provides a rich set of advanced graphics components for developing desktop applications and HTTP/RMI based java applications/RIAs based on Swing front-end. It provides also adapters for Hibernate, JPA, iBatis, etc.OpenSwing is a components library that provides a rich set of advanced graphics components for developing desktop applications and HTTP/RMI based java applications/RIAs based on Swing front-end. It provides also adapters for Hibernate, JPA, iBatis, etc.","Categories
Frameworks, User Interface (UI), Libraries"
"Extensible advanced TreeView. 100% management C# code. Features: Model/View architecture. Multicolumns. Multiselection. Different controls for each node: CheckBox, Icon, Label... Drag&Drop highlighting. Load on demand. Incremental search.Extensible advanced TreeView. 100% management C# code. Features: Model/View architecture. Multicolumns. Multiselection. Different controls for each node: CheckBox, Icon, Label... Drag&Drop highlighting. Load on demand. Incremental search.","Categories
User Interface (UI)"
"Snoopy is a PHP class that simulates a web browser. It automates the task of retrieving web page content and posting forms, for example.Snoopy is a PHP class that simulates a web browser. It automates the task of retrieving web page content and posting forms, for example.","Categories
WWW/HTTP, Software Development"
"NOTE: Current source code as well as bugs/patches are on GitHub:

https://github.com/pocoproject/poco/


C++ class libraries for network-centric, portable applications, integrated perfectly with the C++ Standard Library. Includes network protocols (Sockets, HTTP, FTP, SMTP, POP3, etc.), SQL database access and XML parsing. Licensed under Boost license.NOTE: Current source code as well as bugs/patches are on GitHub:

https://github.com/pocoproject/poco/


C++ class libraries for network-centric, portable applications, integrated perfectly with the C++ Standard Library. Includes network protocols (Sockets, HTTP, FTP, SMTP, POP3, etc.), SQL database access and XML parsing. Licensed under Boost license.","Categories
XML, Frameworks, Libraries"
