Description,Category
"PocketPuTTY is a Pocket PC port of famous PuTTY (SSH client). Smartphone support is also planned.

The long-term goal is to get PocketPuTTY included into official PuTTY development tree.PocketPuTTY is a Pocket PC port of famous PuTTY (SSH client). Smartphone support is also planned.

The long-term goal is to get PocketPuTTY included into official PuTTY development tree.","Categories
Terminal Emulators, Telnet, Communications, Security"
*** PLEASE NOTE: THIS PROJECT HAS NOW MOVED TO THE MAIN SSHTOOLS PROJECT PAGE. PLEASE CLICK 'HOME PAGE' TO BE REDIRECTED ****** PLEASE NOTE: THIS PROJECT HAS NOW MOVED TO THE MAIN SSHTOOLS PROJECT PAGE. PLEASE CLICK 'HOME PAGE' TO BE REDIRECTED ***,"Categories
Terminals, Communications, Cryptography, Internet"
Pvnc is a portable VNC package. It can be built with extensions (e.g. open GL). It is tested with FC-6 and FC-8 and should work with other Linux distributions such as Ubuntu.Pvnc is a portable VNC package. It can be built with extensions (e.g. open GL). It is tested with FC-6 and FC-8 and should work with other Linux distributions such as Ubuntu.,"Categories
Terminal Emulators, Image Viewers"
"Curses++ is a set of C++ wrapper classes for the curses library. The project is aimed at providing a layer compatible with any version of curses (ncurses and pdcurses are seen as two major versions) and to be easy-to-use, using familiar STL interfaces.Curses++ is a set of C++ wrapper classes for the curses library. The project is aimed at providing a layer compatible with any version of curses (ncurses and pdcurses are seen as two major versions) and to be easy-to-use, using familiar STL interfaces.","Categories
Terminals, User Interface (UI), Usability"
"HW(VHDL) and SW of logic analyzer and On-Chip-Verification(OCV) for Value Change Dump(VCD) file format that exported to seemd SystemC ,ModelSIM, and many other EDA tools. Very easy and Simple.HW(VHDL) and SW of logic analyzer and On-Chip-Verification(OCV) for Value Change Dump(VCD) file format that exported to seemd SystemC ,ModelSIM, and many other EDA tools. Very easy and Simple.","Categories
Serial, GNOME, Hardware, Electronic Design Automation (EDA)"
A Java telnet server with status reporting for a modded Ninja pan and tilt robotic base from X10.com.A Java telnet server with status reporting for a modded Ninja pan and tilt robotic base from X10.com.,"Categories
Telnet"
"vtemm is the C++ wrapper for GTK+ 2.0 VTE terminal emulator widget.
It is intended for use with gtkmm library.vtemm is the C++ wrapper for GTK+ 2.0 VTE terminal emulator widget.
It is intended for use with gtkmm library.","Categories
Terminal Emulators, GNOME, Software Development"
free apptoservicefree apptoservice,"Categories
Telnet, Systems Administration, Operating System Kernels"
"Cextraz is a set of linux/unix commandline aliases and scripts to make it easier for a enduser with very little knowledge to use the terminal. Maybe someone thats just migrantedd from windows or mac. Note, its beta. More features to come.Cextraz is a set of linux/unix commandline aliases and scripts to make it easier for a enduser with very little knowledge to use the terminal. Maybe someone thats just migrantedd from windows or mac. Note, its beta. More features to come.","Categories
Terminals, System Shells"
"Conlib is a portable console input/output library supporting cursor and color attributes management, frames drawing, string-oriented output etc.Conlib is a portable console input/output library supporting cursor and color attributes management, frames drawing, string-oriented output etc.","Categories
Terminals, Software Development"
"termula2x is a UNIX terminal emulator for GP2X, including vi text editor. It supports background images.termula2x is a UNIX terminal emulator for GP2X, including vi text editor. It supports background images.","Categories
Terminal Emulators"
"Quark is a simple Java based SSH client, featuring tabbed connection windows.Quark is a simple Java based SSH client, featuring tabbed connection windows.","Categories
Terminals, Security, System Shells, Networking"
"A replacement for the Linux ""cmp"" tool. Results are displayed in hexadecimal.A replacement for the Linux ""cmp"" tool. Results are displayed in hexadecimal.","Categories
Terminals, Games/Entertainment"
A Perl script that interfaces with the Devantech USB to I2C interface adapter. This script allows a user to read and write as a master to the i2c bus as well as set or get the value of the io pins.A Perl script that interfaces with the Devantech USB to I2C interface adapter. This script allows a user to read and write as a master to the i2c bus as well as set or get the value of the io pins.,"Categories
Serial, Software Testing, Hardware Drivers, Robotics, Interface Engine/Protocol Translator"
"The project is comprised of two VB 2005 applications, a serial port emulator and a modem emulator, used as virtual devices in conjunction with the emu8086 assembler (www.emu8086.com), allowing users to communicate with them in their own assembly programsThe project is comprised of two VB 2005 applications, a serial port emulator and a modem emulator, used as virtual devices in conjunction with the emu8086 assembler (www.emu8086.com), allowing users to communicate with them in their own assembly programs","Categories
Serial, Communications, Emulators"
"Agnix is an educational, network operating system kernel. It is ideal starting point to learn about operating systems. The main goal of the project is to provide a network kernel fully compatible with the Linux Kernel in the system call layerAgnix is an educational, network operating system kernel. It is ideal starting point to learn about operating systems. The main goal of the project is to provide a network kernel fully compatible with the Linux Kernel in the system call layer","Categories
Terminals, Networking, Operating System Kernels, Hardware Drivers, Init, Education"
Provides access to Belkin Nostromo n50/n52 speedpads as more than simple USB keyboard devices via configuration GUI. Also includes a basic userland linux event interface and both OpenGL and OpenAL modules for video and audio.Provides access to Belkin Nostromo n50/n52 speedpads as more than simple USB keyboard devices via configuration GUI. Also includes a basic userland linux event interface and both OpenGL and OpenAL modules for video and audio.,"Categories
Terminals, Games/Entertainment, Hardware Drivers, HMI, Sound/Audio"
Viewglob is a tool to increase the usability of the Unix shell in graphical environments. It watches your shell activity in an xterm and tracks file selections and potential name completions in a GTK+ display showing the layouts of relevant directories.Viewglob is a tool to increase the usability of the Unix shell in graphical environments. It watches your shell activity in an xterm and tracks file selections and potential name completions in a GTK+ display showing the layouts of relevant directories.,"Categories
Terminal Emulators, Other/Nonlisted Topic, Desktop Environment, System Shells"
Serial Port Communication Software -- It sends command and receive data from the device connected on serial COM port.Serial Port Communication Software -- It sends command and receive data from the device connected on serial COM port.,"Categories
Serial"
"OpenGtalk (Aka: ""GinsuTalk"") is a telnet based BBS chat system, with similarities to IRC and DDial.OpenGtalk (Aka: ""GinsuTalk"") is a telnet based BBS chat system, with similarities to IRC and DDial.","Categories
Telnet, Chat, BBS"
Windows program to control your Sony DVP-CX777ES 400-disc DVD player via its RS232 port connected to the serial port of your computer. Includes documentation and all source.Windows program to control your Sony DVP-CX777ES 400-disc DVD player via its RS232 port connected to the serial port of your computer. Includes documentation and all source.,"Categories
Serial, Communications, Hardware"
A MUD client completely written in java. It is especially designed for use with the Discworld MUD (discworld.atuin.net) but can be used with any other text based MUD. The program can parse ANSI colour control characters to enable coloured output.A MUD client completely written in java. It is especially designed for use with the Discworld MUD (discworld.atuin.net) but can be used with any other text based MUD. The program can parse ANSI colour control characters to enable coloured output.,"Categories
Telnet, Multi-User Dungeons (MUD)"
"Nemho emulatore video tn5250 con accesso sicuro via Internet ad iSeries/400.
Costruito ""assemblando"" opportunamente i progetti tn5250j e jsocks.Nemho emulatore video tn5250 con accesso sicuro via Internet ad iSeries/400.
Costruito ""assemblando"" opportunamente i progetti tn5250j e jsocks.","Categories
Terminal Emulators"
kTelnet - a telnet client for J2ME enabled deviceskTelnet - a telnet client for J2ME enabled devices,"Categories
Telnet, Internet"
"yet another PalmOS serial browser, primarily for GPS receivers. he consists of several distinct applications (like ZboxZ), so he is rather slow, but flexible. nauta can be used as a serial logger for multiple simultaneous channels.yet another PalmOS serial browser, primarily for GPS receivers. he consists of several distinct applications (like ZboxZ), so he is rather slow, but flexible. nauta can be used as a serial logger for multiple simultaneous channels.","Categories
Serial, GIS"
"A GTK+ MUD client with support for MCCP, MXP, support for the zChat and MudMaster peer-to-peer chat protocols, the MUD sound protocol (MSP), Telnet GA support, regexp trigger support, aliases, Perl and Python plugin support.A GTK+ MUD client with support for MCCP, MXP, support for the zChat and MudMaster peer-to-peer chat protocols, the MUD sound protocol (MSP), Telnet GA support, regexp trigger support, aliases, Perl and Python plugin support.","Categories
Telnet, Multi-User Dungeons (MUD), Internet"
"Virtual Shell Service, is a service that runs on your server allowing trusted users to interact with the system via a sand boxed environment.
The service has been designed to support mapping terminal commands in different ways via plugins and XML mappingVirtual Shell Service, is a service that runs on your server allowing trusted users to interact with the system via a sand boxed environment.
The service has been designed to support mapping terminal commands in different ways via plugins and XML mapping","Categories
Terminals, Site Management, System Shells, Systems Administration"
Telnet server for remote administration or MUD servers that is easily customizable and will support external settings from an XML database.Telnet server for remote administration or MUD servers that is easily customizable and will support external settings from an XML database.,"Categories
Telnet, Multi-User Dungeons (MUD), Systems Administration"
"If you had problems with getting console input or console manipulation (you miss things like conio.h), Powerutils is for you. Powerutils already contains a dynamic fgetline function, a pause(), a gotoxy() and also a clear().If you had problems with getting console input or console manipulation (you miss things like conio.h), Powerutils is for you. Powerutils already contains a dynamic fgetline function, a pause(), a gotoxy() and also a clear().","Categories
Terminal Emulators"
"This program sends keyboard and mouse events
from a sender's X display into a receiver's X display. It is useful
if you don't have a keyboard/mouse hooked up to a machine
on your network but want to control that machine from another
machine that doesThis program sends keyboard and mouse events
from a sender's X display into a receiver's X display. It is useful
if you don't have a keyboard/mouse hooked up to a machine
on your network but want to control that machine from another
machine that does","Categories
Terminal Emulators"
"JBuzz BBS Server is a telnet daemon which provides several communication facilities, like discussion board and chatting room for clients to experience. In order to extend functions for the system more easily, the feature called ""applet"" is introduced.JBuzz BBS Server is a telnet daemon which provides several communication facilities, like discussion board and chatting room for clients to experience. In order to extend functions for the system more easily, the feature called ""applet"" is introduced.","Categories
Terminal Emulators, Telnet, Chat, Conferencing, BBS, Networking"
"aftp is an FTP library and an FTP tool. The aftp tool is a good example on how to use the library. You need FTP functionality in your software? Use the aftp library! Now also atelnet(d), a client and server telnet between MS-Windows (server) and Linux.aftp is an FTP library and an FTP tool. The aftp tool is a good example on how to use the library. You need FTP functionality in your software? Use the aftp library! Now also atelnet(d), a client and server telnet between MS-Windows (server) and Linux.","Categories
Telnet, File Transfer Protocol (FTP)"
Qonsole is a collection of classes written in ActionScript2.0/Macromedia flash that emulates an output console similar to many found in operative systems like linux's shell and MS-DOS.Qonsole is a collection of classes written in ActionScript2.0/Macromedia flash that emulates an output console similar to many found in operative systems like linux's shell and MS-DOS.,"Categories
Terminal Emulators, Games/Entertainment, Multimedia"
central-ssh (cssh) is a Perl program that allows systems administrators to run multiple arbitrary commands on multiple arbitrary hosts from one central host. Straight CLI or config file can be used.central-ssh (cssh) is a Perl program that allows systems administrators to run multiple arbitrary commands on multiple arbitrary hosts from one central host. Straight CLI or config file can be used.,"Categories
Terminals, System Shells, Systems Administration, Distributed Computing"
"Purpose of this project is create games/other software for Java enabled mobile phones. Programs are written under Java (J2ME, midlets). Current highlights include simple mail client and web browser.Purpose of this project is create games/other software for Java enabled mobile phones. Programs are written under Java (J2ME, midlets). Current highlights include simple mail client and web browser.","Categories
POP3, Telnet, Email Clients, Browsers"
"This small project fills a need for network administrators to centralize their SSH keys management. It allows to manage a database of public keys via a GUI (and an upcoming command line interface), dinamically enabiling on a per-key, per-user and per-hostThis small project fills a need for network administrators to centralize their SSH keys management. It allows to manage a database of public keys via a GUI (and an upcoming command line interface), dinamically enabiling on a per-key, per-user and per-host","Categories
Telnet, Authentication/Directory"
Communication protocol for advanced clients of talker Atlantis (now running at atlantis.talker.sk). No implementation. No source code. Only specfication.Communication protocol for advanced clients of talker Atlantis (now running at atlantis.talker.sk). No implementation. No source code. Only specfication.,"Categories
Telnet, Chat"
"This program makes easy the configuration and utilization of multiple connection to remote desktops, using rdp or vnc protocols. Supports almost all rdesktop and xtightvncviewer parameters and copy/paste/rename connections. Stores password in kwallet.This program makes easy the configuration and utilization of multiple connection to remote desktops, using rdp or vnc protocols. Supports almost all rdesktop and xtightvncviewer parameters and copy/paste/rename connections. Stores password in kwallet.","Categories
Terminal Emulators, KDE, Systems Administration, Distributed Computing, Remote Desktop"
Program to change a terminal\\\\\\\'s title.Program to change a terminal\\\\\\\'s title.,"Categories
Terminals"
"ajaxPHPterm is an AJAX terminal/shell emulator for PHP, based on the PHPterm project. It acts as a terminal and allows you to execute shell commands within your browser, even in a hosted environment. Added AJAX makes it behave more like a real shell.ajaxPHPterm is an AJAX terminal/shell emulator for PHP, based on the PHPterm project. It acts as a terminal and allows you to execute shell commands within your browser, even in a hosted environment. Added AJAX makes it behave more like a real shell.","Categories
Terminal Emulators, Telnet"
"The Pueblo MUD/MUSH/MOO/etc client, originally developed by Chaco Communications. Updated, improved, and open source!

The client provides access to ""virtual worlds"", supporting HTML, colour, forms, and images.The Pueblo MUD/MUSH/MOO/etc client, originally developed by Chaco Communications. Updated, improved, and open source!

The client provides access to ""virtual worlds"", supporting HTML, colour, forms, and images.","Categories
Telnet, Chat, Multi-User Dungeons (MUD), Internet"
XLauncher is a GUI configuration program for the cygwin-xfree X server. It makes it easy to set up a connection to a remote XDMCP host.XLauncher is a GUI configuration program for the cygwin-xfree X server. It makes it easy to set up a connection to a remote XDMCP host.,"Categories
Terminal Emulators"
jpnevulator - just another serial snifferjpnevulator - just another serial sniffer,"Categories
Serial, Communications"
"A graphic capabable, 'terminfo' driven, window library. We try to adapt old style curses programs to be displayed in this window and build an environment for a new user interface tactic.A graphic capabable, 'terminfo' driven, window library. We try to adapt old style curses programs to be displayed in this window and build an environment for a new user interface tactic.","Categories
Terminal Emulators, Desktop Environment, Browsers"
"DRAKE is a true homebrew game console that consists of specially crafted hardware, system software and games.DRAKE is a true homebrew game console that consists of specially crafted hardware, system software and games.","Categories
Serial, Games/Entertainment, Virtual Machine"
"this is a webserver that maniplate string from rtl to tlr
most needed in swf micromdiathis is a webserver that maniplate string from rtl to tlr
most needed in swf micromdia","Categories
Terminal Emulators"
joom - Java Object Orientated MUDjoom - Java Object Orientated MUD,"Categories
Telnet, Role-Playing Games (RPG), Multi-User Dungeons (MUD)"
"FreeTerm is a virtual console based on Konsole. FreeTerm replaces Konsole's custom ""session"" MDI interface with Qt's MDI Workspace. FreeTerm also has multi-language support for BBS or MUD.FreeTerm is a virtual console based on Konsole. FreeTerm replaces Konsole's custom ""session"" MDI interface with Qt's MDI Workspace. FreeTerm also has multi-language support for BBS or MUD.","Categories
Terminal Emulators, KDE"
"DupISO aims to be an easy-to-use interface of CDRecord intended to simplify the process of burning preset ISO files to multiple CD:s, propably using numerous burners at once..

Please submit an oppinion and some ideas in the Forums
ThanksDupISO aims to be an easy-to-use interface of CDRecord intended to simplify the process of burning preset ISO files to multiple CD:s, propably using numerous burners at once..

Please submit an oppinion and some ideas in the Forums
Thanks","Categories
Terminals, Archiving"
"Schnitzel is a terminal server based on VNC and PHP which allows people to use their ""graphic shells"" like webmail based systemsSchnitzel is a terminal server based on VNC and PHP which allows people to use their ""graphic shells"" like webmail based systems","Categories
Terminals, Communications, Internet"
"SBD is a way of leaving ultra-secure minimal access to a computer, which allows you to run a single command based on a one time key. It is good if you don't want to have an ssh server running all the time, but only want to start it when needed.SBD is a way of leaving ultra-secure minimal access to a computer, which allows you to run a single command based on a one time key. It is good if you don't want to have an ssh server running all the time, but only want to start it when needed.","Categories
Telnet, System Shells"
"ROTE is a simple C library for VT102 terminal emulation. It allows the
programmer to set up virtual 'screens' and send them data. They
will emulate the behavior of a VT102 terminal, interpreting
escape sequences, control characters and such.ROTE is a simple C library for VT102 terminal emulation. It allows the
programmer to set up virtual 'screens' and send them data. They
will emulate the behavior of a VT102 terminal, interpreting
escape sequences, control characters and such.","Categories
Terminal Emulators"
"This is a collection of XF86Configs for a variety of hardware. If you've hacked together a working XF86Config file for any kind of strange hardware, please submit it to the collection. See the file HOWTO-contribute for details. Every file is sacred.This is a collection of XF86Configs for a variety of hardware. If you've hacked together a working XF86Config file for any kind of strange hardware, please submit it to the collection. See the file HOWTO-contribute for details. Every file is sacred.","Categories
Terminal Emulators, Installation/Setup"
"GPS-aided car kinematics calculator. Computes forward and lateral accelerations of the vehicle, time to reach some speed and some distance. It will work on PocketPC.GPS-aided car kinematics calculator. Computes forward and lateral accelerations of the vehicle, time to reach some speed and some distance. It will work on PocketPC.","Categories
Serial, Calculators"
GBrowser is a tabbed filemanager/terminal emulator. It attempts to include efficient file management under easy to use interface. GBrowser is written with C++ using gtk+ tookit.GBrowser is a tabbed filemanager/terminal emulator. It attempts to include efficient file management under easy to use interface. GBrowser is written with C++ using gtk+ tookit.,"Categories
Terminal Emulators, File Managers"
Software for a serial LCD display (4x<20>/<16>) and four keys. The software displays default shell-scripts or menues with (shell) commands.Software for a serial LCD display (4x<20>/<16>) and four keys. The software displays default shell-scripts or menues with (shell) commands.,"Categories
Serial, Software Development"
"Discuz! Command Prompt is a plugin for Discuz! forum system that emulates the famous DOS environment, written using AJAX and PHP.Discuz! Command Prompt is a plugin for Discuz! forum system that emulates the famous DOS environment, written using AJAX and PHP.","Categories
Terminal Emulators, BBS, System Shells"
