Description,Category
"An easy to implement PHP and mySQL scriptural text module for PHP-Nuke. Available texts include the Bible, Book of Mormon, and more.An easy to implement PHP and mySQL scriptural text module for PHP-Nuke. Available texts include the Bible, Book of Mormon, and more.","Categories
Database, Dynamic Content, Sociology"
"webgenealogy is a open source Genealogy editor, using a MySQL database and php code. Allows public viewing of content and logins to edit/add data.webgenealogy is a open source Genealogy editor, using a MySQL database and php code. Allows public viewing of content and logins to edit/add data.","Categories
Religion and Philosophy, Genealogy"
"IPAT-S is a scenario modeling language. Use it for rapid development of quantitative strategic scenarios for governments, agencies, businesses, etc. using a fast and compact interpreted language. Package includes IPAT Studio development environment.IPAT-S is a scenario modeling language. Use it for rapid development of quantitative strategic scenarios for governments, agencies, businesses, etc. using a fast and compact interpreted language. Package includes IPAT Studio development environment.","Categories
Integrated Development Environments (IDE), Other/Nonlisted Topic, Interpreters, Simulation, Ecosystem Sciences, Sociology"
"java tool to visualize data from ciao.de to show social networks in consumer-communtities and the statistic distribution of gender, age and communitypoints in the marketjava tool to visualize data from ciao.de to show social networks in consumer-communtities and the statistic distribution of gender, age and communitypoints in the market","Categories
Data Visualization, Sociology"
"A Coins and Banknotes collection management software. Allows to build and browse a database of exisiting coins and banknotes, and to manage a collection made of a subset of the former database. Qt based GUI.A Coins and Banknotes collection management software. Allows to build and browse a database of exisiting coins and banknotes, and to manage a collection made of a subset of the former database. Qt based GUI.","Categories
Front-Ends, Games/Entertainment, History"
A project for the university of Potsdam. We try to parallize open source Project Sonvis with terracotta.A project for the university of Potsdam. We try to parallize open source Project Sonvis with terracotta.,"Categories
Data Visualization, Genealogy, History, Exam"
MemoryML is a project for creating XML-based markup for personal memories and histories.MemoryML is a project for creating XML-based markup for personal memories and histories.,"Categories
Text Processing, XML, History"
seiji is a Japanese-Multi-Lingual and Kanji dictionary based on Jim Breen's JMdict and kanjidic2. seiji's face is an easy to use and highly responsive Eclipse RCP. Additional features are vocabulary management and training and more.seiji is a Japanese-Multi-Lingual and Kanji dictionary based on Jim Breen's JMdict and kanjidic2. seiji's face is an easy to use and highly responsive Eclipse RCP. Additional features are vocabulary management and training and more.,"Categories
Sociology, Education, Dictionary"
"GameWeb is a web-based platform for experimental games research. GameWeb allows users to track mouse movements, create, adjust, pause and monitor games from a web interface. Based upon Apache, MySQL, and PHP projects.GameWeb is a web-based platform for experimental games research. GameWeb allows users to track mouse movements, create, adjust, pause and monitor games from a web interface. Based upon Apache, MySQL, and PHP projects.","Categories
Psychology"
A Wiki dedicated to timelines. It visualizes historic matters graphically on a timescale. WikiTimeScale is open source and its created images can be used as wished (e.g. for presentations). (Go to its project homepage: http://www.wikitimescale.org)A Wiki dedicated to timelines. It visualizes historic matters graphically on a timescale. WikiTimeScale is open source and its created images can be used as wished (e.g. for presentations). (Go to its project homepage: http://www.wikitimescale.org),"Categories
Dynamic Content, Presentation, History, Education"
JustPoll is an instant reply polling client/server solution. It is ideal for use in a computer enabled classroom as an anonymous instant polling tool.JustPoll is an instant reply polling client/server solution. It is ideal for use in a computer enabled classroom as an anonymous instant polling tool.,"Categories
Sociology"
"The Kinship Algebra Modeller is a suite of java applications that assist development of an algebra to describe a given kinship terminology, and to support models and simulations of social processes based on relating people using this algebra.The Kinship Algebra Modeller is a suite of java applications that assist development of an algebra to describe a given kinship terminology, and to support models and simulations of social processes based on relating people using this algebra.","Categories
Mathematics, Information Analysis, Genealogy"
Crawl a LiveJournal-based blog hosting for friends data. LiveJournal is a blog hosting engine that allows its users to list others as friends. This tool can download most of the data about friendship relations between users for later processing.Crawl a LiveJournal-based blog hosting for friends data. LiveJournal is a blog hosting engine that allows its users to list others as friends. This tool can download most of the data about friendship relations between users for later processing.,"Categories
Information Analysis, Sociology"
Diktyologia is software for investigating complex systems with advanced methods of network theory. The package allows for analysing statistical properties of directed intercausal networks that are represented in form of cy.prus XML files.Diktyologia is software for investigating complex systems with advanced methods of network theory. The package allows for analysing statistical properties of directed intercausal networks that are represented in form of cy.prus XML files.,"Categories
Bio-Informatics, Data Visualization, Mathematics, Medical, Information Analysis, Sociology"
"Genepool is a Java and SQL based geneaology software, designed to be user-friendly but powerful at the same time. It will also be able to output to a variety of formats, and be able to combine several trees into a big one.Genepool is a Java and SQL based geneaology software, designed to be user-friendly but powerful at the same time. It will also be able to output to a variety of formats, and be able to combine several trees into a big one.","Categories
Genealogy"
Stammis Internet is a concept which purpose is to help eachother with pedigree online. However it can be used as a single-system for writing down your pedigree / pedigrees. Don't be shy... Give it a try!Stammis Internet is a concept which purpose is to help eachother with pedigree online. However it can be used as a single-system for writing down your pedigree / pedigrees. Don't be shy... Give it a try!,"Categories
Database, Genealogy"
"Candy is a job application manager.
Users can add objects like job applications, enterprises, contacts and appointments. Those objects can be linked together and users can easily follow evolutions of their job applications.Candy is a job application manager.
Users can add objects like job applications, enterprises, contacts and appointments. Those objects can be linked together and users can easily follow evolutions of their job applications.","Categories
Enterprise, Project Management, Sociology"
"CRML - Conflict Resolution Markup Language - http://www.equiforum.org - is an open source innitiative to develop an XML based Semantic Web ontology (RDF, OWL) for researchers interested in peace to create a standard way of collecting and sharing informaCRML - Conflict Resolution Markup Language - http://www.equiforum.org - is an open source innitiative to develop an XML based Semantic Web ontology (RDF, OWL) for researchers interested in peace to create a standard way of collecting and sharing informa","Categories
Communications, Other/Nonlisted Topic, Distributed Computing, Artificial Intelligence, Sociology, Education"
"Toes Online is a person registration and management system which can be used by organisations to registrate members. It is a powerful tool with many features, including e-mailing, grouping and financial tools, with much focus on security and easy usage.Toes Online is a person registration and management system which can be used by organisations to registrate members. It is a powerful tool with many features, including e-mailing, grouping and financial tools, with much focus on security and easy usage.","Categories
Email, Accounting, Calendar, Site Management, Sociology"
"A map of the Earth plotting civilisations as they emerge, expand and are destroyed. Map can be zoomed in (ala googlemaps) to increase level of detail. Time can be sped up/slowed down as needed. Information will be added by users (ala wikipedia).A map of the Earth plotting civilisations as they emerge, expand and are destroyed. Map can be zoomed in (ala googlemaps) to increase level of detail. Time can be sped up/slowed down as needed. Information will be added by users (ala wikipedia).","Categories
History"
"The complete web based interface needed for a family/school reunion. Currently an address book and calendar, and soon to include a cookbook, polls, and online news.The complete web based interface needed for a family/school reunion. Currently an address book and calendar, and soon to include a cookbook, polls, and online news.","Categories
Other/Nonlisted Topic, Dynamic Content, Genealogy"
"A callback GEDCOM parser for Ruby, including an interface for parsing standard GEDCOM formatted dates.A callback GEDCOM parser for Ruby, including an interface for parsing standard GEDCOM formatted dates.","Categories
Software Development, Genealogy"
"OCR c++ library. Include: contour recognition; vectorisation; matrix letter feature recognition; auto page segmentation and detect rotation; SS3 ASM core; XML base; web-based GUI; 99,6% printed Unicode text recognition; letter base up to 1200 letters.OCR c++ library. Include: contour recognition; vectorisation; matrix letter feature recognition; auto page segmentation and detect rotation; SS3 ASM core; XML base; web-based GUI; 99,6% printed Unicode text recognition; letter base up to 1200 letters.","Categories
Word Processors, Text Processing, Other/Nonlisted Topic, New Age, Information Analysis, History, OCR"
