Description,Category
Mood AnalysisMood Analysis,"Categories
Sociology"
"Petitioner is a CGI application written in Python that lets users create and send petitions to multiple members of parliament at once.
Petitions are saved to a unique link that can be shared. Every time someone follows that link, a petition will be sent to the selected MPs.Petitioner is a CGI application written in Python that lets users create and send petitions to multiple members of parliament at once.
Petitions are saved to a unique link that can be shared. Every time someone follows that link, a petition will be sent to the selected MPs.","Categories
Social Networking, Politics, Voting"
Program jest próbą modelu cyfrowego handlu w basenie Morza Bałtyckiego w średniowieczu. Wykorzystuje nieco zmodyfikowany algorytm mrówkowy do wyznaczania tras handlu i rozpowszechniania się towarów lub monet. Obecna wersja symuluje ruch jednego rodzaju mrówek z jednym rodzajem towarów. Możliwy jest podgląd ścieżek feromonowych. Obecnie brak możliwości skonfigurowania parametrów algorytmu (np. wpływu feromonów) poza kodem źródłowy.Program jest próbą modelu cyfrowego handlu w basenie Morza Bałtyckiego w średniowieczu. Wykorzystuje nieco zmodyfikowany algorytm mrówkowy do wyznaczania tras handlu i rozpowszechniania się towarów lub monet. Obecna wersja symuluje ruch jednego rodzaju mrówek z jednym rodzajem towarów. Możliwy jest podgląd ścieżek feromonowych. Obecnie brak możliwości skonfigurowania parametrów algorytmu (np. wpływu feromonów) poza kodem źródłowy.,"Categories
Sociology, History"
Little statistic for livejournal post'sLittle statistic for livejournal post's,"Categories
Blogging, Voting"
"Shleep Logger stands for csharp sleep logger. The program is built to accept logs and display them on cycle timelines so that a user can see how they slept. It also yields sleep stats upon printing. Easily add sleep sessions by duration or start and stop time, you can add additional information to each session: Notes, Dreamed.Shleep Logger stands for csharp sleep logger. The program is built to accept logs and display them on cycle timelines so that a user can see how they slept. It also yields sleep stats upon printing. Easily add sleep sessions by duration or start and stop time, you can add additional information to each session: Notes, Dreamed.","Categories
Psychology"
"PEOPLE aims at speeding up the uptake of smart cities through the rapid implementation, deployment and uptake of innovative internet-based services in order to allow facing the main challenges of developed cities at present and towards their future quality of life. This will be enabled by designing and implementing user-driven open innovation methodologies and processes.PEOPLE aims at speeding up the uptake of smart cities through the rapid implementation, deployment and uptake of innovative internet-based services in order to allow facing the main challenges of developed cities at present and towards their future quality of life. This will be enabled by designing and implementing user-driven open innovation methodologies and processes.","Categories
Sociology, Mapping, Politics"
GEDmill is an easy-to-use program that lets you create webpages from your family history data. It accepts output from today's most popular family history programs and uses it to build elegant webpages.GEDmill is an easy-to-use program that lets you create webpages from your family history data. It accepts output from today's most popular family history programs and uses it to build elegant webpages.,"Categories
WWW/HTTP, Genealogy"
"The idea behind Neema project management (means ""thread"" in Greek) is that you actually edit criss-crossing timelines (UI). The project will be initially implemented in pygtk for portability / ease of development.The idea behind Neema project management (means ""thread"" in Greek) is that you actually edit criss-crossing timelines (UI). The project will be initially implemented in pygtk for portability / ease of development.","Categories
Scheduling, Project Management, History"
"GUI Frontends for GED2WWW, a tool to create HTML from a GEDCOM file.GUI Frontends for GED2WWW, a tool to create HTML from a GEDCOM file.","Categories
Genealogy"
"Storing data in a database-table with ident, parent, haschild rows holding information about your products, your database, your repository, your ... what ever you can imagine, than php_tree gives you handy, raw-functions to display, inject, move and deletStoring data in a database-table with ident, parent, haschild rows holding information about your products, your database, your repository, your ... what ever you can imagine, than php_tree gives you handy, raw-functions to display, inject, move and delet","Categories
Front-Ends, Genealogy"
Used to manually code eye gaze data from digital video files.Used to manually code eye gaze data from digital video files.,"Categories
Psychology"
"For the purpose of policy simulation in coupled social-ecological systems (e.g. energy supply), a credible modelling of actors – especially citizens – and their decision processes is needed. This requires a framework capable of handling high numbers of heterogeneous agents (several hundreds of thousands). LARA (Lightweight Architecture for boundedly Rational Agents) meets these requirements and fills the gap between frameworks without built-in psychological foundations and full-fledged cognitive architectures which are both not viable options in this context. LARA provides prefabricated components of an agent’s decision process like perception, memory, and different modes of decision making. These components are psychologically plausible, i.e. based on appropriate psychological results and theories. Moreover, interfaces for basic learning and social influence are available.For the purpose of policy simulation in coupled social-ecological systems (e.g. energy supply), a credible modelling of actors – especially citizens – and their decision processes is needed. This requires a framework capable of handling high numbers of heterogeneous agents (several hundreds of thousands). LARA (Lightweight Architecture for boundedly Rational Agents) meets these requirements and fills the gap between frameworks without built-in psychological foundations and full-fledged cognitive architectures which are both not viable options in this context. LARA provides prefabricated components of an agent’s decision process like perception, memory, and different modes of decision making. These components are psychologically plausible, i.e. based on appropriate psychological results and theories. Moreover, interfaces for basic learning and social influence are available.","Categories
Simulation, Artificial Intelligence, Psychology"
"Logiciel de généalogie flexible utilisant un engin MySQL afin de manipuler des bases de données imposantes.

Pour plus de détails, voir le wiki.

Flexible genealogy software using a MySQL engine able to handle large databases.Logiciel de généalogie flexible utilisant un engin MySQL afin de manipuler des bases de données imposantes.

Pour plus de détails, voir le wiki.

Flexible genealogy software using a MySQL engine able to handle large databases.","Categories
Genealogy, Hobbies"
Read the complete constitution of Swaziland using this application.Read the complete constitution of Swaziland using this application.,"Categories
Other/Nonlisted Topic, Education, Politics"
QDDSQDDS,"Categories
Sociology"
The 99 Percent game is about inequality and abuse of power. The 99 Percent and their occupy movement inspired this game and although the game may not be historically accurate the game is fun and shows how people can win if they have the will and work together.The 99 Percent game is about inequality and abuse of power. The 99 Percent and their occupy movement inspired this game and although the game may not be historically accurate the game is fun and shows how people can win if they have the will and work together.,"Categories
Role-Playing Games (RPG), Simulation Games, Politics"
Biblatex-dw is a small collection of styles for the LaTeX package biblatex. It was designed for citations in the humanities and offers some features that are not provided by the standard biblatex styles. Biblatex-dw is dependent on biblatex and cannot be used without it.Biblatex-dw is a small collection of styles for the LaTeX package biblatex. It was designed for citations in the humanities and offers some features that are not provided by the standard biblatex styles. Biblatex-dw is dependent on biblatex and cannot be used without it.,"Categories
TeX/LaTeX, Library, History"
Rest in Peace DirectoryRest in Peace Directory,"Categories
History, Humanitarianism"
"Find the next step in your career. Find and apply for remote jobs and jobs in your area using the Slashdot Job Board. Browse by job, company, location, and more.License
GNU Library or Lesser General Public License version 3.0 (LGPLv3)","Categories
Politics"
Registre dels incendis de les Illes BalearsRegistre dels incendis de les Illes Balears,"Categories
History"
