Description,Category
"Have a backup hard drive on your system to keep a copy of important files (pictures, etc.) on? The Windows File Replicator allows you to make changes to folders and files on one drive, and automatically replicates those changes to your backup drive.Have a backup hard drive on your system to keep a copy of important files (pictures, etc.) on? The Windows File Replicator allows you to make changes to folders and files on one drive, and automatically replicates those changes to your backup drive.","Categories
Other/Nonlisted Topic"
"After a program has been thrown into the world in binary form, it can boomerang back as source code. The Boomerang reverse engineering framework is the first general native executable decompiler available to the public.After a program has been thrown into the world in binary form, it can boomerang back as source code. The Boomerang reverse engineering framework is the first general native executable decompiler available to the public.","Categories
Other/Nonlisted Topic, Code Generators, Debuggers, Compilers"
"As the name suggests, this is a rhyming dictionary. The goal is to provide you with rhymes as quickly as possible and using as little resources as possible.As the name suggests, this is a rhyming dictionary. The goal is to provide you with rhymes as quickly as possible and using as little resources as possible.","Categories
Other/Nonlisted Topic"
"After exporting memos to memory card these can be converted to text (txt) files by VntConverter. These text files can be modified as usual with an editor like Notepad++ (text files are written with UTF-8 encoding). Afterwards they can be converted back to memo (vnt, vNote) files again by VntConverter. The last step is to reimport them into the Memo App.After exporting memos to memory card these can be converted to text (txt) files by VntConverter. These text files can be modified as usual with an editor like Notepad++ (text files are written with UTF-8 encoding). Afterwards they can be converted back to memo (vnt, vNote) files again by VntConverter. The last step is to reimport them into the Memo App.","Categories
Other/Nonlisted Topic"
ConvertAll is yet another unit converter. But it can combine the units any way you want.ConvertAll is yet another unit converter. But it can combine the units any way you want.,"Categories
Other/Nonlisted Topic"
"A tool to access the ABC and (soon) SBS IPTV sites. You can download over a lower bandwidth link, or overnight when bandwidth is cheaper to watch a full program when you are ready. This project aims to move the script to PERL, and add SBS support.A tool to access the ABC and (soon) SBS IPTV sites. You can download over a lower bandwidth link, or overnight when bandwidth is cheaper to watch a full program when you are ready. This project aims to move the script to PERL, and add SBS support.","Categories
Other/Nonlisted Topic"
Auto/Automatic Enter/Join Garena Rooms as Free/Non-Gold User/Member. Garena doesn't need to be focused so you can do whatever you want and you'll get notification about successful join. Also get notification when Host creates game and more.Auto/Automatic Enter/Join Garena Rooms as Free/Non-Gold User/Member. Garena doesn't need to be focused so you can do whatever you want and you'll get notification about successful join. Also get notification when Host creates game and more.,"Categories
Other/Nonlisted Topic, Collection Management, Home Automation"
"Hotel Management Information System to keep track of hotel guests. Has facilities for booking, making registrations and posting of bills and entering room hotel rates. A web interphase with access options for selected users.Hotel Management Information System to keep track of hotel guests. Has facilities for booking, making registrations and posting of bills and entering room hotel rates. A web interphase with access options for selected users.","Categories
Other/Nonlisted Topic, Office/Business"
"Simulates a city grid of streets, intersections and traffic signals. It supports 8 phases with overlaps, right and left hand drive, turnouts, permitted left and right on red, density and semi-actuation and help screens for every panel.Simulates a city grid of streets, intersections and traffic signals. It supports 8 phases with overlaps, right and left hand drive, turnouts, permitted left and right on red, density and semi-actuation and help screens for every panel.","Categories
Other/Nonlisted Topic, Simulation Games, Data Visualization, Education"
"Cahoots! is a community-building platform written in PHP, and designed for encouraging interaction and Q&A in a technically-oriented community.Cahoots! is a community-building platform written in PHP, and designed for encouraging interaction and Q&A in a technically-oriented community.","Categories
Other/Nonlisted Topic, Dynamic Content, Knowledge Management"
Acronym is a fast acronym generator with a simple GUI. It takes a collection of words and generates a list of all possible permutations of those words.Acronym is a fast acronym generator with a simple GUI. It takes a collection of words and generates a list of all possible permutations of those words.,"Categories
Other/Nonlisted Topic"
"An English-Persian and French-Persian word dictionary for devices that support J2ME.

This project was innovative at its time for: Farsi character-set independency, Instant lookups, Beautiful UI and touch support.

I'm no longer developing this project, it's dead. Android is now the preferred choice for application development on mobile devices, so consider upgrading.An English-Persian and French-Persian word dictionary for devices that support J2ME.

This project was innovative at its time for: Farsi character-set independency, Instant lookups, Beautiful UI and touch support.

I'm no longer developing this project, it's dead. Android is now the preferred choice for application development on mobile devices, so consider upgrading.","Categories
Other/Nonlisted Topic, Education, Dictionary"
ReTraTos is a toolbox to build linguistic resources useful for machine translation (MT): bilingual dictionaries and transfer rules. The induction systems and open linguistic data can be used with the Apertium toolbox to build open-source MT systems.ReTraTos is a toolbox to build linguistic resources useful for machine translation (MT): bilingual dictionaries and transfer rules. The induction systems and open linguistic data can be used with the Apertium toolbox to build open-source MT systems.,"Categories
Other/Nonlisted Topic"
"Recipe Converter is a program to convert recipes from any recipe/cookbook file format to any other recipe/cookbook file format.

Support for text formats will be implemented first. Hopefully all other formats will come after that.

If anyone would liRecipe Converter is a program to convert recipes from any recipe/cookbook file format to any other recipe/cookbook file format.

Support for text formats will be implemented first. Hopefully all other formats will come after that.

If anyone would li","Categories
Other/Nonlisted Topic"
"Rename a bunch of files without specifying complicated substring and replacement rules, but instead by using all the power of your favorite text editor!Rename a bunch of files without specifying complicated substring and replacement rules, but instead by using all the power of your favorite text editor!","Categories
Other/Nonlisted Topic, System Shells, File Systems"
"Free subliminal messages application with extended features such as drag&drog textual and graphical messages, cutting movies for graphical messages etc. Please send feedbacks and requests to zanzamer1@yahoo.com or post in forums!!!Free subliminal messages application with extended features such as drag&drog textual and graphical messages, cutting movies for graphical messages etc. Please send feedbacks and requests to zanzamer1@yahoo.com or post in forums!!!","Categories
Other/Nonlisted Topic, New Age, Education"
"eBay bidding, sniping, and tracking tool. Platform independent (Linux, Windows and MacOSX) with an intuitive and friendly UI. Includes a unique, powerful multisniping feature. This SourceForge project is out of date; go to: http://www.jbidwatcher.comeBay bidding, sniping, and tracking tool. Platform independent (Linux, Windows and MacOSX) with an intuitive and friendly UI. Includes a unique, powerful multisniping feature. This SourceForge project is out of date; go to: http://www.jbidwatcher.com","Categories
Other/Nonlisted Topic, Financial, WWW/HTTP"
"This project is on haitus, waiting to be completely recoded. It will be faster, more secure and hopefully an object oriented environment. Do not download this. Some major security problems have been found.This project is on haitus, waiting to be completely recoded. It will be faster, more secure and hopefully an object oriented environment. Do not download this. Some major security problems have been found.","Categories
Other/Nonlisted Topic, Internet"
LanMan project is a library for developing multi-language applications. Project also has a special support for CodeGear/Borland VCL library which can automatically translate supported components. Project has editor for language files.LanMan project is a library for developing multi-language applications. Project also has a special support for CodeGear/Borland VCL library which can automatically translate supported components. Project has editor for language files.,"Categories
Other/Nonlisted Topic, User Interface (UI)"
MoCapTracker is a project containing two main programs: First program is ARTrackingDump which writes Motion Capture data of A.R.Track-systems to a MySQL database. Second program is MoCapTracker which analyzes this data.MoCapTracker is a project containing two main programs: First program is ARTrackingDump which writes Motion Capture data of A.R.Track-systems to a MySQL database. Second program is MoCapTracker which analyzes this data.,"Categories
Other/Nonlisted Topic, Capture, Animation"
Benefit restaurant ordering software. Written in Dutch.Benefit restaurant ordering software. Written in Dutch.,"Categories
Other/Nonlisted Topic"
