Description,Category
wingS (wingS is net generation Swing) is a Java library for developing web based AJAX applications in a way like developing Swing based applications.wingS (wingS is net generation Swing) is a Java library for developing web based AJAX applications in a way like developing Swing based applications.,"Categories
HTML/XHTML, CGI Scripts, Frameworks"
"Trdetz is an utility to work with TRD floppy image format, used by many TR-DOS compatible ZX-Spectrum emulators. It provides low-level operations such as disk sector read/write as well as operations with TR-DOS filesystemTrdetz is an utility to work with TRD floppy image format, used by many TR-DOS compatible ZX-Spectrum emulators. It provides low-level operations such as disk sector read/write as well as operations with TR-DOS filesystem","Categories
Data Formats"
A QGIS plugin to facilitate data processing for Bayesian spatial modeling. (doi: 10.1111/j.1600-0587.2010.06598.x) Alternative site: http://code.google.com/p/maps2winbugsplugin/A QGIS plugin to facilitate data processing for Bayesian spatial modeling. (doi: 10.1111/j.1600-0587.2010.06598.x) Alternative site: http://code.google.com/p/maps2winbugsplugin/,"Categories
Data Formats"
SnuggleTeX is a 100% Java library for converting (a reasonable subset of) LaTeX into XHTML + MathML.SnuggleTeX is a 100% Java library for converting (a reasonable subset of) LaTeX into XHTML + MathML.,"Categories
XML, HTML/XHTML, TeX/LaTeX"
Matlab's MAT-file I/O API in JAVA. Supports Matlab 5 MAT-flie format reading and writing. Written in pure JAVA.Matlab's MAT-file I/O API in JAVA. Supports Matlab 5 MAT-flie format reading and writing. Written in pure JAVA.,"Categories
Data Formats"
"A lightweight toolkit for efficient processing of XML data. The tools are analagous to the UNIX command-line text processing tools sort, grep, etc. The infrastructure includes an efficient DFA-based engine for streaming evaluation of XPath expressions.A lightweight toolkit for efficient processing of XML data. The tools are analagous to the UNIX command-line text processing tools sort, grep, etc. The infrastructure includes an efficient DFA-based engine for streaming evaluation of XPath expressions.","Categories
XML, Database, Internet"
ForeRunner X01 toolkit provides an easy access to Forerunner 201/301/305/305E GPS-units. There are multiple command line tools to read data from GPS into database and tools to export data in different formats like gpx and tcx.ForeRunner X01 toolkit provides an easy access to Forerunner 201/301/305/305E GPS-units. There are multiple command line tools to read data from GPS into database and tools to export data in different formats like gpx and tcx.,"Categories
XML, Database, GIS"
"ssRSS (Super Simple RSS) is a lightweight rss creation tool, which runs on all Windows systems, does not require .NET or any other similar stuff. Based on original work by Hunter Davis (http://www.hunterdavis.com/)ssRSS (Super Simple RSS) is a lightweight rss creation tool, which runs on all Windows systems, does not require .NET or any other similar stuff. Based on original work by Hunter Davis (http://www.hunterdavis.com/)","Categories
RSS"
"Web based Brewing Recipe Database with integrated calculator and XML Support. Allows users to upload or create beer recipes, save them, and download them as BeerXML files. Visitors can view, rate, and download recipes from the collection.Web based Brewing Recipe Database with integrated calculator and XML Support. Allows users to upload or create beer recipes, save them, and download them as BeerXML files. Visitors can view, rate, and download recipes from the collection.","Categories
XML, Front-Ends, Dynamic Content"
"GRPLib is a game library directly supporting Blizzard's GRP format (8-bit sprites) used in StarCraft and Diablo II games. It is very fast and can display realistic terrain, units and effects.GRPLib is a game library directly supporting Blizzard's GRP format (8-bit sprites) used in StarCraft and Diablo II games. It is very fast and can display realistic terrain, units and effects.","Categories
Data Formats"
