Description,Category
A Java JNA wrapper for Tesseract OCR APIA Java JNA wrapper for Tesseract OCR API,"Categories
Image Converters, Libraries, OCR"
"Fast Artificial Neural Network Library is a free open source neural network library, which implements multilayer artificial neural networks in C with support for both fully connected and sparsely connected networks. Cross-platform execution in both fixed and floating point are supported. It includes a framework for easy handling of training data sets. It is easy to use, versatile, well documented, and fast. Bindings to more than 15 programming languages are available. An easy to read introduction article and a reference manual accompanies the library with examples and recommendations on how to use the library. Several graphical user interfaces are also available for the library.Fast Artificial Neural Network Library is a free open source neural network library, which implements multilayer artificial neural networks in C with support for both fully connected and sparsely connected networks. Cross-platform execution in both fixed and floating point are supported. It includes a framework for easy handling of training data sets. It is easy to use, versatile, well documented, and fast. Bindings to more than 15 programming languages are available. An easy to read introduction article and a reference manual accompanies the library with examples and recommendations on how to use the library. Several graphical user interfaces are also available for the library.","Categories
CGI Scripts, Software Development, Artificial Intelligence, Neural Network Libraries"
"Seagull is a multi-protocol traffic generator. Especially targeted towards IMS, Seagull supports Diameter (RFC3588 and all applications) over TCP/SCTP and IPv4/IPv6 , TCAP (over SS7 or Sigtran), XCAP over HTTP and Radius.Seagull is a multi-protocol traffic generator. Especially targeted towards IMS, Seagull supports Diameter (RFC3588 and all applications) over TCP/SCTP and IPv4/IPv6 , TCAP (over SS7 or Sigtran), XCAP over HTTP and Radius.","Categories
Telephony, Software Testing, Simulation, Exam"
"SoundHelix is a free versatile Java framework for algorithmic random music composition. SoundHelix can generate random songs, play them (for example, on any number of MIDI devices or MIDI-capable software synthesizers) and is highly customizable using XML configuration. SoundHelix also allows writing the generated music as MIDI files.

SoundHelix produces music that is actually enjoyable to listen to.SoundHelix is a free versatile Java framework for algorithmic random music composition. SoundHelix can generate random songs, play them (for example, on any number of MIDI devices or MIDI-capable software synthesizers) and is highly customizable using XML configuration. SoundHelix also allows writing the generated music as MIDI files.

SoundHelix produces music that is actually enjoyable to listen to.","Categories
Frameworks, MIDI, Music Composition"
We moved to GitHub. Please look at the new homepage for an accurate description of the project.We moved to GitHub. Please look at the new homepage for an accurate description of the project.,"Categories
Build Tools"
"Internet Direct (Indy) - An open source internet component suite comprised of popular internet protocols. Both client and server implementations are included as well as full source code and comprehensive demos

Indy is an open source internet developmenInternet Direct (Indy) - An open source internet component suite comprised of popular internet protocols. Both client and server implementations are included as well as full source code and comprehensive demos

Indy is an open source internet developmen","Categories
Communications, Software Development, Internet"
"This is a collection of various open source tools:

StExBar: The ultimate extensions for Windows Explorer or: what Microsoft forgot to implement in the explorer.

SKTimeStamp: Adds a new page to the Windows explorer properties where you can manipulate file times

AAClr: change Aero colors to match the wallpaper

FileTool: a small utility to create files with random data for testing

tabspace: a command line tool to change all tabs/spaces to tabs/spaces and vice versa in text/code files.

Note: projects moved to GitHub
https://github.com/stefankueng/toolsThis is a collection of various open source tools:

StExBar: The ultimate extensions for Windows Explorer or: what Microsoft forgot to implement in the explorer.

SKTimeStamp: Adds a new page to the Windows explorer properties where you can manipulate file times

AAClr: change Aero colors to match the wallpaper

FileTool: a small utility to create files with random data for testing

tabspace: a command line tool to change all tabs/spaces to tabs/spaces and vice versa in text/code files.

Note: projects moved to GitHub
https://github.com/stefankueng/tools","Categories
Command Line Tools"
External diff Tool is an Eclipse plugin that allows the launch of an external diff tool for file compares rather than the default built-in Eclipse diff tool. This plugin doesn't replace the built-in Eclipse tool. It only adds a new menu item to the GUI.External diff Tool is an Eclipse plugin that allows the launch of an external diff tool for file compares rather than the default built-in Eclipse diff tool. This plugin doesn't replace the built-in Eclipse tool. It only adds a new menu item to the GUI.,"Categories
Integrated Development Environments (IDE), Version Control, Diff Tools"
"Dev-C++ is a full-featured Integrated Development Environment (IDE) for Win32. It uses GCC, Mingw or Cygwin as compiler and libraries set. It supports Windows 98, NT, 2000 & XP.

This is the original Dev-C++ software as published by Colin Laplace and this repository is frozen to version 4.9.9.2.
For more recent versions of Dev-C++, please check the following forks:

- Embarcadero Dev-C++: https://sourceforge.net/projects/embarcadero-devcpp/ (last update: March 2021)

- Orwell Dev-C++: https://sourceforge.net/projects/orwelldevcpp/ (last update: 2016)

- wxDev-C++: http://wxdsgn.sourceforge.net/ (last update: 2012)Dev-C++ is a full-featured Integrated Development Environment (IDE) for Win32. It uses GCC, Mingw or Cygwin as compiler and libraries set. It supports Windows 98, NT, 2000 & XP.

This is the original Dev-C++ software as published by Colin Laplace and this repository is frozen to version 4.9.9.2.
For more recent versions of Dev-C++, please check the following forks:

- Embarcadero Dev-C++: https://sourceforge.net/projects/embarcadero-devcpp/ (last update: March 2021)

- Orwell Dev-C++: https://sourceforge.net/projects/orwelldevcpp/ (last update: 2016)

- wxDev-C++: http://wxdsgn.sourceforge.net/ (last update: 2012)","Categories
Integrated Development Environments (IDE), Software Development, Compilers"
A Java library for your BlackBerry applications to integrate with Facebook using OAuth 2.0 and Graph API.A Java library for your BlackBerry applications to integrate with Facebook using OAuth 2.0 and Graph API.,"Categories
Libraries"
