Description,Category
What this program does is bringing out human interaction while downloading files from rapidshare(without premium account). It downloads all the rapidshare links sequentially to the specified location.What this program does is bringing out human interaction while downloading files from rapidshare(without premium account). It downloads all the rapidshare links sequentially to the specified location.,"Categories
File Sharing, WWW/HTTP"
"The project has moved! Please find current versions at https://www.gnugk.org/

The GNU Gatekeeper (GnuGk) is a full featured H.323 gatekeeper under GPL license. It supports VoIP and videoconferencing and includes Radius and database support and many call routing functions.

The project has moved! Please find current versions at https://www.gnugk.org/The project has moved! Please find current versions at https://www.gnugk.org/

The GNU Gatekeeper (GnuGk) is a full featured H.323 gatekeeper under GPL license. It supports VoIP and videoconferencing and includes Radius and database support and many call routing functions.

The project has moved! Please find current versions at https://www.gnugk.org/","Categories
Internet Phone, VoIP, Video Conferencing"
"A project for a highly scalable protocol and framework and a collection of software tools for m2m (machine to machine communication) and IoT Internet of Things. The programs here works on Windows and Linux and are based around VSCP, The Very Simple Control Protocol.

Repository is here:

https://github.com/grodansparadis/vscp_software

and here

https://github.com/grodansparadis/vscp_firmwareA project for a highly scalable protocol and framework and a collection of software tools for m2m (machine to machine communication) and IoT Internet of Things. The programs here works on Windows and Linux and are based around VSCP, The Very Simple Control Protocol.

Repository is here:

https://github.com/grodansparadis/vscp_software

and here

https://github.com/grodansparadis/vscp_firmware","Categories
Telephony, Hardware Drivers, Mobile"
"Eva is an IM client in KDE under Linux using QQ IM protocol to communicate with other clients like Tencent QQ under Windows, Gaim with OpenQ plugin or LumaQQ written in Java.Eva is an IM client in KDE under Linux using QQ IM protocol to communicate with other clients like Tencent QQ under Windows, Gaim with OpenQ plugin or LumaQQ written in Java.","Categories
Chat"
Not into manually editing all of those phpBB files? Worried about damaging your database by adding MODs? Fully Modded phpBB2 is the worlds leading Open Source flat style modified phpbb discussion board that has plenty of useful and fun mods pre-installedNot into manually editing all of those phpBB files? Worried about damaging your database by adding MODs? Fully Modded phpBB2 is the worlds leading Open Source flat style modified phpbb discussion board that has plenty of useful and fun mods pre-installed,"Categories
BBS, Message Board"
Lince is a C++ / GTK BitTorrent clientLince is a C++ / GTK BitTorrent client,"Categories
BitTorrent"
The Asterisk .NET library consists of a set of C# classes that allow you to easily build applications that interact with an Asterisk PBX Server (1.0/1.2/1.4 version). Both FastAGI and Manager API supported. .NET/Mono compatible.The Asterisk .NET library consists of a set of C# classes that allow you to easily build applications that interact with an Asterisk PBX Server (1.0/1.2/1.4 version). Both FastAGI and Manager API supported. .NET/Mono compatible.,"Categories
Internet Phone, VoIP, PBX"
The QuiXplorer project has been moved to github. Klick on the project homepage for accessing the latest version!The QuiXplorer project has been moved to github. Klick on the project homepage for accessing the latest version!,"Categories
File Sharing, Dynamic Content, Site Management"
"Abstract pure java smtp server, based on MINA. Concrete implementation based on oracle as mail repository. and ldap configuration/authentication. Supports SSL and TLS.Abstract pure java smtp server, based on MINA. Concrete implementation based on oracle as mail repository. and ldap configuration/authentication. Supports SSL and TLS.","Categories
Mail Transfer Agents"
"Java library + tools allowing to parse/create/edit/convert/save almost any type of multimedia playlist. Supported formats: M3U/M3U8/M4U/RAM, ASX/WMX/WVX/WAX, WPL, XSPF, SMIL, PLS, B4S/BPL, RMP, KPL, PLIST, MPCPL, RSS/MediaRSS, Atom, Hypetape, PLA, PLP.Java library + tools allowing to parse/create/edit/convert/save almost any type of multimedia playlist. Supported formats: M3U/M3U8/M4U/RAM, ASX/WMX/WVX/WAX, WPL, XSPF, SMIL, PLS, B4S/BPL, RMP, KPL, PLIST, MPCPL, RSS/MediaRSS, Atom, Hypetape, PLA, PLP.","Categories
Data Formats, Multimedia, RSS Feed Readers"
"The purpose is to mass mail many recipients with each recipient appearing to be the sole recipient of the email.

This is just a simple web page made with the ubiquitous php mailer.The purpose is to mass mail many recipients with each recipient appearing to be the sole recipient of the email.

This is just a simple web page made with the ubiquitous php mailer.","Categories
Email Clients"
The goal of the project is to port the dumbster project to C#. It is a simple SMTP server that responds to SMTP requests and stores the messages to be queried in a manner suitable for .Net based automated test frameworks such as nMock.The goal of the project is to port the dumbster project to C#. It is a simple SMTP server that responds to SMTP requests and stores the messages to be queried in a manner suitable for .Net based automated test frameworks such as nMock.,"Categories
Mailing List Servers, Software Testing"
"GSN is a middleware (extendible software infrastructure) for rapid deployment and integration of heterogeneous wireless sensor networks. It is tested with Mica2, Mica2Dot, TinyNodes, Wisenode ,Wired & Wireless cameras, several RFID readers,...GSN is a middleware (extendible software infrastructure) for rapid deployment and integration of heterogeneous wireless sensor networks. It is tested with Mica2, Mica2Dot, TinyNodes, Wisenode ,Wired & Wireless cameras, several RFID readers,...","Categories
Streaming, Database Engines/Servers, Capture"
"JWhoisServer: java whoisserver / java whois server : a small, fast and highly configurable RFC 3912 compliant whois server written in java (platform independent) and using a RDBMS (mysql, postgreSQL, oracle, SQLite3, HSQLDB, JavaDB / Apache Derby, CUBRID, firebird2, H2 Database Engine, ...) as a storage engine.JWhoisServer: java whoisserver / java whois server : a small, fast and highly configurable RFC 3912 compliant whois server written in java (platform independent) and using a RDBMS (mysql, postgreSQL, oracle, SQLite3, HSQLDB, JavaDB / Apache Derby, CUBRID, firebird2, H2 Database Engine, ...) as a storage engine.","Categories
Communications, Database, Internet"
"This software allows you to draw a graph of your contact list. This could be useful to check who knows who, to remember how you met a person, or to be sure not to forget to invite somebody to your wedding !
This application can import csv files.This software allows you to draw a graph of your contact list. This could be useful to check who knows who, to remember how you met a person, or to be sure not to forget to invite somebody to your wedding !
This application can import csv files.","Categories
Communications"
"An Open Source Linux/Unix version of the hub software for Direct Connect.

This project is looking for new maintainers.An Open Source Linux/Unix version of the hub software for Direct Connect.

This project is looking for new maintainers.","Categories
File Sharing"
Lightweight PHP implementation of the SMPP 3.3 and SMPP 3.4 API. Includes the SMPP receiver and SMPP transmitter implementations.Lightweight PHP implementation of the SMPP 3.3 and SMPP 3.4 API. Includes the SMPP receiver and SMPP transmitter implementations.,"Categories
Telephony"
"OPC Workshop is a set of tools for speed up development of OPC (OLE for Process Control) related applications. It contains OPC client and server frameworks, OPC logging tool(*) and OPC signal player(*). *-In near plans.

Moved to https://github.com/AlexObukhoff/opc_workshopOPC Workshop is a set of tools for speed up development of OPC (OLE for Process Control) related applications. It contains OPC client and server frameworks, OPC logging tool(*) and OPC signal player(*). *-In near plans.

Moved to https://github.com/AlexObukhoff/opc_workshop","Categories
Communications"
wol implements Wake On LAN functionality in a small program. It wakes up hardware that is Magic Packet compliant.wol implements Wake On LAN functionality in a small program. It wakes up hardware that is Magic Packet compliant.,"Categories
Communications"
"Generic JTAPI and Jain Jcc and Jcat is a framework for the rapid development of Java telephony spec. implementations. It does this by reducing the ""service provider"" coding requirements by an order of magnitude and by providing common framework.Generic JTAPI and Jain Jcc and Jcat is a framework for the rapid development of Java telephony spec. implementations. It does this by reducing the ""service provider"" coding requirements by an order of magnitude and by providing common framework.","Categories
Telephony"
Development has been moved to github.Development has been moved to github.,"Categories
Communications, Office/Business"
"The Expresso Livre is a collaborative software that gathers functions of electronic mail, calendar, contacts center, workflow, filemanager and messenger developed starting from Egroupware.Several improvements were developed including easier interfaceThe Expresso Livre is a collaborative software that gathers functions of electronic mail, calendar, contacts center, workflow, filemanager and messenger developed starting from Egroupware.Several improvements were developed including easier interface","Categories
File Sharing, Email, XMPP"
mstor is an extensible framework for JavaMail local store providers. By default mstor provides support for the mbox email storage format and Java Content Repositories (JCRs).mstor is an extensible framework for JavaMail local store providers. By default mstor provides support for the mbox email storage format and Java Content Repositories (JCRs).,"Categories
Data Formats, Email, Software Development"
"A Smith charting program. You can enter either discrete components or transmission lines, see the results on screen and/or generate Postscript output. Component values can be changed numerically or using scrollbars.A Smith charting program. You can enter either discrete components or transmission lines, see the results on screen and/or generate Postscript output. Component values can be changed numerically or using scrollbars.","Categories
Ham Radio, Data Visualization, Computer Aided Instruction (CAI)"
This is a pidgin plugin to allow pidgin to communicate via the secondlife chat protocolThis is a pidgin plugin to allow pidgin to communicate via the secondlife chat protocol,"Categories
Chat"
"Ever wanted to cut out background noise when talking with others on Skype? Now it's possible!

NoiseGator is a light-weight noise gate application that routes audio through an audio input to an audio output. In real-time the audio level is analysed and if the average level is higher than the threshold the audio bypasses as normal. However, if the average level goes below the threshold, the gate closes and the audio is cut.

When used with a virtual audio cable it can act as a noise gate for a either a sound input(microphone) or sound output(speakers).

Can also be used to gate noise from your own mic or play your microphone through your speakers.

REQUIREMENTS:
- Java 7 or higher for Windows.
- Java 6 or higher for Mac. Java 7 recommended.
- A virtual audio cable is required for use with VOIPs:

For Windows users I recommend the VB-Cable driver (http://vb-audio.pagesperso-orange.fr/Cable/index.htm).
Mac users can use SoundFlower.Ever wanted to cut out background noise when talking with others on Skype? Now it's possible!

NoiseGator is a light-weight noise gate application that routes audio through an audio input to an audio output. In real-time the audio level is analysed and if the average level is higher than the threshold the audio bypasses as normal. However, if the average level goes below the threshold, the gate closes and the audio is cut.

When used with a virtual audio cable it can act as a noise gate for a either a sound input(microphone) or sound output(speakers).

Can also be used to gate noise from your own mic or play your microphone through your speakers.

REQUIREMENTS:
- Java 7 or higher for Windows.
- Java 6 or higher for Mac. Java 7 recommended.
- A virtual audio cable is required for use with VOIPs:

For Windows users I recommend the VB-Cable driver (http://vb-audio.pagesperso-orange.fr/Cable/index.htm).
Mac users can use SoundFlower.","Categories
Telephony, Speech, VoIP"
