Description,Category
"Linux is an excellent environment for deploying diskless thin clients. Whether you are installing a 2nd workstation at home, 50 workstations in a CyberCafe or 500 workstations in a major university or corporation, the LTSP can help you be successful.Linux is an excellent environment for deploying diskless thin clients. Whether you are installing a 2nd workstation at home, 50 workstations in a CyberCafe or 500 workstations in a major university or corporation, the LTSP can help you be successful.","Categories
Terminal Emulators, Installation/Setup, Boot"
"A replacement firmware distribution for the 3com 3CRADSL72 a.k.a 3com wireless 11g (distributed by Ya.com) and its identical twin, the SMC7804WBRA, with an ucLinux kernel based system and associated system tools.A replacement firmware distribution for the 3com 3CRADSL72 a.k.a 3com wireless 11g (distributed by Ya.com) and its identical twin, the SMC7804WBRA, with an ucLinux kernel based system and associated system tools.","Categories
Communications, Firewall, Operating System Kernels, Hardware, Internet"
"Simscan enables qmail to reject viruses, spam, and block attachments during the SMTP conversation so the email never makes it into your email server. Supports ClamAV, SpamAssassin, DSpam and other virus scanners. Very efficient and written in C.Simscan enables qmail to reject viruses, spam, and block attachments during the SMTP conversation so the email never makes it into your email server. Supports ClamAV, SpamAssassin, DSpam and other virus scanners. Very efficient and written in C.","Categories
Email Spam Filter, Email Servers"
"View OS is a user configurable, modular process virtual machine, or system call hypervisor. For each process the user is able to define a ""view of the world"" in terms of file system, networking, devices, permissions, users, time and so on.View OS is a user configurable, modular process virtual machine, or system call hypervisor. For each process the user is able to define a ""view of the world"" in terms of file system, networking, devices, permissions, users, time and so on.","Categories
Operating System Kernels"
"logview4net is a log viewer/log monitor for data created by various sources. It can listen to UDP, tail a file, tail a SQL table, monitor the eventlog and watch RSS and Atom feeds. It requires the Microsoft .NET Framework 2.0logview4net is a log viewer/log monitor for data created by various sources. It can listen to UDP, tail a file, tail a SQL table, monitor the eventlog and watch RSS and Atom feeds. It requires the Microsoft .NET Framework 2.0","Categories
Debuggers, Profiling, Systems Administration, Logging"
"SysTools is a library of utility routines & classes for Borland Delphi, C++Builder, & environments that support COM. It includes 1-D & 2-D bar codes, sorting, money routines, logging, high-precision math, a run-time math expression analyzer, & much more.SysTools is a library of utility routines & classes for Borland Delphi, C++Builder, & environments that support COM. It includes 1-D & 2-D bar codes, sorting, money routines, logging, high-precision math, a run-time math expression analyzer, & much more.","Categories
Financial, Software Development, Networking, Logging, Astronomy"
"UrJTAG aims to create an enhanced, modern tool for communicating over JTAG with flash chips, CPUs, and many more. It is a descendant of the popular openwince JTAG tools with a lot of additional features and enhancements.UrJTAG aims to create an enhanced, modern tool for communicating over JTAG with flash chips, CPUs, and many more. It is a descendant of the popular openwince JTAG tools with a lot of additional features and enhancements.","Categories
Hardware Drivers, Interface Engine/Protocol Translator, Electronic Design Automation (EDA)"
CDemu - a virtual CD/DVD drive for Linux. Project includes Linux kernel module & userspace utilities.CDemu - a virtual CD/DVD drive for Linux. Project includes Linux kernel module & userspace utilities.,"Categories
Storage, Emulators, File Systems"
"This SourceForge download page was to grant users to download my source built GSIs, based upon phhusson's great work. I build both Android Pie and Android 10 unofficial GSIs, which includes the likes of Pixel Experience, Resurrection Remix and Havoc OS for all users to use no matter what architecture or partition layout you are using.This SourceForge download page was to grant users to download my source built GSIs, based upon phhusson's great work. I build both Android Pie and Android 10 unofficial GSIs, which includes the likes of Pixel Experience, Resurrection Remix and Havoc OS for all users to use no matter what architecture or partition layout you are using.","Categories
ROMs"
"This project is a fork of the original Nestopia source code, plus the Linux port. The purpose of the project is to enhance the original, and ensure it continues to work on modern operating systems.This project is a fork of the original Nestopia source code, plus the Linux port. The purpose of the project is to enhance the original, and ensure it continues to work on modern operating systems.","Categories
Console Games, Emulators, Hobbies"
This tool let's you control the frequency and fan settings of your AMD/ATI video card. It depends on the proprietary AMD/ATI Catalyst display driver and makes use of the AMD Display Library (ADL).This tool let's you control the frequency and fan settings of your AMD/ATI video card. It depends on the proprietary AMD/ATI Catalyst display driver and makes use of the AMD Display Library (ADL).,"Categories
Hardware"
"Project continued at github, see https://github.com/wolfc01/procexp/blob/master/README.md


Graphical process explorer for Linux. Shows process information: process tree, TCP IP connections and graphical performance figures for processes. Aims to mimic Windows procexp from sysinternals, and aims to be more usable than top and ps, especially for advanced users.

Audience for this tool:
* Advanced system administrators trying to analyze on process level what is going on in a production server;
* Software developers analyzing the troughput of their process: e.g. TCP throughput, memory usage, memory leaks;

The most advanced feature is the monitoring of TCP/IP traffic figures, for each SINGLE process (actual connections and throughput). As far as known no other tool has this capability. In the process tree, use the right mouse button to monitor process details.Project continued at github, see https://github.com/wolfc01/procexp/blob/master/README.md


Graphical process explorer for Linux. Shows process information: process tree, TCP IP connections and graphical performance figures for processes. Aims to mimic Windows procexp from sysinternals, and aims to be more usable than top and ps, especially for advanced users.

Audience for this tool:
* Advanced system administrators trying to analyze on process level what is going on in a production server;
* Software developers analyzing the troughput of their process: e.g. TCP throughput, memory usage, memory leaks;

The most advanced feature is the monitoring of TCP/IP traffic figures, for each SINGLE process (actual connections and throughput). As far as known no other tool has this capability. In the process tree, use the right mouse button to monitor process details.","Categories
Systems Administration, Distributed Computing, Performance Testing"
"We are developing a set of Delphi components to communicate with a ModBus PLC over TCP/IP. The library provides components to implement both a ModBus master and a Modbus slave, and is based on the Indy component set (both Indy 9 and 10 are supported)

De source code of the project has been moved to GitHub!We are developing a set of Delphi components to communicate with a ModBus PLC over TCP/IP. The library provides components to implement both a ModBus master and a Modbus slave, and is based on the Indy component set (both Indy 9 and 10 are supported)

De source code of the project has been moved to GitHub!","Categories
Software Development, Networking, Hardware"
"Syllable Desktop is a complete operating system that is easy to use, powerful, lightweight and extraordinarily fast and responsive. It has its own kernel, filesystem, GUI and applications. Syllable Server is a matching small and efficient Linux server.Syllable Desktop is a complete operating system that is easy to use, powerful, lightweight and extraordinarily fast and responsive. It has its own kernel, filesystem, GUI and applications. Syllable Server is a matching small and efficient Linux server.","Categories
Desktop Environment, Operating System Kernels, OS distribution"
CurlFtpFS is a filesystem for acessing ftp hosts based on FUSE and libcurl. Automatically reconnects if the server times out.CurlFtpFS is a filesystem for acessing ftp hosts based on FUSE and libcurl. Automatically reconnects if the server times out.,"Categories
File Transfer Protocol (FTP), File Systems"
wipfw - IPv4 packet filter and traffic shaper for Windows based on IPFW (FreeBSD firewall).wipfw - IPv4 packet filter and traffic shaper for Windows based on IPFW (FreeBSD firewall).,"Categories
Firewall"
"IMPORTANT NEWS: UPX has moved to GitHub

https://upx.github.io

========================IMPORTANT NEWS: UPX has moved to GitHub

https://upx.github.io

========================","Categories
File Compression, Application Packaging, Boot"
"jNetMap is a graphical network monitoring and documentation tool. It will ping all registered devices every x minutes, updating the status according to the result of the ping.

Requires Java 8 or higherjNetMap is a graphical network monitoring and documentation tool. It will ping all registered devices every x minutes, updating the status according to the result of the ping.

Requires Java 8 or higher","Categories
Systems Administration, Monitoring"
Switchmap is a Perl program that creates HTML pages that show information about a set of Ethernet switches. It uses SNMP to gather data from the switches. Samples of Switchmap output can be found on the Project home page.Switchmap is a Perl program that creates HTML pages that show information about a set of Ethernet switches. It uses SNMP to gather data from the switches. Samples of Switchmap output can be found on the Project home page.,"Categories
Monitoring"
FileSearch is a multi-threaded documents searcher. No indexes need to be updated ; no background service is required. The more you have drives the more search speed is increased thanks to its multi-threading technic.FileSearch is a multi-threaded documents searcher. No indexes need to be updated ; no background service is required. The more you have drives the more search speed is increased thanks to its multi-threading technic.,"Categories
Search Engines, File Managers, Cataloguing"
Monolingual is a program for removing unnecessary language resources from Mac OS X.Monolingual is a program for removing unnecessary language resources from Mac OS X.,"Categories
File Managers, Systems Administration"
