Description,Category
"Website Content Management System which uses Perl & MySQL to create an XHTML 1.0-compliant CSS-layout website. News, comments, discussion forum, content pages, side blocks, admin panel, anything can be added as a module or side block.Website Content Management System which uses Perl & MySQL to create an XHTML 1.0-compliant CSS-layout website. News, comments, discussion forum, content pages, side blocks, admin panel, anything can be added as a module or side block.","Categories
HTML/XHTML, Message Board, Site Management"
A native .NET implementation of Dave Ragget's Tidy.A native .NET implementation of Dave Ragget's Tidy.,"Categories
HTML/XHTML, Site Management"
A software toolkit for using the EPCglobal Low Level Reader Protocol (LLRP) to communicate with conforming RFID readers.A software toolkit for using the EPCglobal Low Level Reader Protocol (LLRP) to communicate with conforming RFID readers.,"Categories
Data Formats, Frameworks, Networking"
"A C++ library to read and write PDF files, plus a GUI editor.A C++ library to read and write PDF files, plus a GUI editor.","Categories
Text Processing, Data Formats"
Web Archive Extractor intended to extract webarchive files into folder.Web Archive Extractor intended to extract webarchive files into folder.,"Categories
Data Formats"
M's JSON parser is a small JSON parser written in ISO C which enables the user to handle information described by the JSON data interchange format.M's JSON parser is a small JSON parser written in ISO C which enables the user to handle information described by the JSON data interchange format.,"Categories
JSON"
A free tool very simple to convert flat text to format XML.A free tool very simple to convert flat text to format XML.,"Categories
XML"
"Application made with Mono 2.0, compatible with .Net Framework 2.0. It allows to load and modify xml, xsd and xsl docs and perform theirs validation, also using an embedded browser. Also, it allows to apply xsl to xml and to validate xml with xsd.Application made with Mono 2.0, compatible with .Net Framework 2.0. It allows to load and modify xml, xsd and xsl docs and perform theirs validation, also using an embedded browser. Also, it allows to apply xsl to xml and to validate xml with xsd.","Categories
Text Editors, XML, Agile Development Tools"
"xs3p is a schema documentation generator. Basically, it is an XSLT stylesheet that will generate an XHTML document from an XSD schema. Originally Developed by the DSTC in Australia.xs3p is a schema documentation generator. Basically, it is an XSLT stylesheet that will generate an XHTML document from an XSD schema. Originally Developed by the DSTC in Australia.","Categories
XML"
"https://github.com/Go2Engle/PDF-Unlock

Small tool that utilizes GhostScript to unlock a protected PDF

For this application to function you will need to install Ghostscript 64 bit. You can download and install Ghostscript from the link below. https://www.ghostscript.com/download/gsdnld.htmlhttps://github.com/Go2Engle/PDF-Unlock

Small tool that utilizes GhostScript to unlock a protected PDF

For this application to function you will need to install Ghostscript 64 bit. You can download and install Ghostscript from the link below. https://www.ghostscript.com/download/gsdnld.html","Categories
PDF"
"PDF_Out is an Ada package for writing easily PDF files dynamically. Enables the automatic production of reports. Standalone and unconditionally portable code. No external resource is needed.
More information on... http://apdf.sf.netPDF_Out is an Ada package for writing easily PDF files dynamically. Enables the automatic production of reports. Standalone and unconditionally portable code. No external resource is needed.
More information on... http://apdf.sf.net","Categories
Data Formats, Dynamic Content, Desktop Publishing"
"Welcome to the project page for pyDaSSQLiteMan (Python Data and SQLite Manager). This application is a Python Tkinter application designed to enable easy SQLite database file manipulation, and an easy method to run SQL styled queries on CSV files.

If you're not downloading the pre-compiled executable you will need Python to run this app. You can download it from http://www.python.org/ . I'd recommend something after version 3. Testing has been Windows based.

SQLite is a free database format released into the public domain. See http://www.sqlite.org/

Please check out the Wiki Home page https://sourceforge.net/p/pycsvdb/wiki/Home/ and the General Help page (https://sourceforge.net/p/pycsvdb/wiki/General%20Help/) to find extra information and help.

Please check out the Wiki Home page for an introduction.Welcome to the project page for pyDaSSQLiteMan (Python Data and SQLite Manager). This application is a Python Tkinter application designed to enable easy SQLite database file manipulation, and an easy method to run SQL styled queries on CSV files.

If you're not downloading the pre-compiled executable you will need Python to run this app. You can download it from http://www.python.org/ . I'd recommend something after version 3. Testing has been Windows based.

SQLite is a free database format released into the public domain. See http://www.sqlite.org/

Please check out the Wiki Home page https://sourceforge.net/p/pycsvdb/wiki/Home/ and the General Help page (https://sourceforge.net/p/pycsvdb/wiki/General%20Help/) to find extra information and help.

Please check out the Wiki Home page for an introduction.","Categories
Database, Front-Ends, CSV"
"Niche website for webmasters promoting adult companies through referrals, Flat File RSS Archives, make money through webmaster referrals and from the regular surfer. New programs are added all the time so please use this to your advantage.Niche website for webmasters promoting adult companies through referrals, Flat File RSS Archives, make money through webmaster referrals and from the regular surfer. New programs are added all the time so please use this to your advantage.","Categories
HTML/XHTML, Dynamic Content, User Interface (UI)"
"The VCS to ICS Calendar Converter allows you to convert VCALENDAR files (for example generated by Nokia nbuexplorer or Microsoft Works) to the newer iCalendar format, used by Android and iOS for example. It allows the parsing of events and todo's.The VCS to ICS Calendar Converter allows you to convert VCALENDAR files (for example generated by Nokia nbuexplorer or Microsoft Works) to the newer iCalendar format, used by Android and iOS for example. It allows the parsing of events and todo's.","Categories
Data Formats, Calendar, To-Do Lists"
"This application can convert most sbg files to gnaural file. You can convert just one and edit its description or convert whole directory of sbg files.

For developers: Feel free to participate!This application can convert most sbg files to gnaural file. You can convert just one and edit its description or convert whole directory of sbg files.

For developers: Feel free to participate!","Categories
Data Formats"
Lists and compares two html bookmark files (as defined by firefox) side by side and notes the similarities and the differences in a colored list through the GUI environment.Lists and compares two html bookmark files (as defined by firefox) side by side and notes the similarities and the differences in a colored list through the GUI environment.,"Categories
HTML/XHTML"
"YeahReader RSS reader is a free full-featured program for reading news feeds in RSS, RDF and Atom formats, and podcasts.YeahReader RSS reader is a free full-featured program for reading news feeds in RSS, RDF and Atom formats, and podcasts.","Categories
XML-RPC, Blogging, RSS Feed Readers"
DVB translator is a tool which allows analyses of transport stream packetsDVB translator is a tool which allows analyses of transport stream packets,"Categories
Data Formats, Multimedia, Test and Measurement"
"DocFrac is a document converter that can convert between RTF, HTML and ASCII text. This includes RTF to HTML and HTML to RTF. Supports text formatting (e.g. bold); tables; and most European languages. Available for Windows; Linux; ActiveX and DLL.DocFrac is a document converter that can convert between RTF, HTML and ASCII text. This includes RTF to HTML and HTML to RTF. Supports text formatting (e.g. bold); tables; and most European languages. Available for Windows; Linux; ActiveX and DLL.","Categories
Text Processing, HTML/XHTML, Dynamic Content"
JNdiff: An Optimized Alghorithm for Natural (XML) Diff-ingJNdiff: An Optimized Alghorithm for Natural (XML) Diff-ing,"Categories
XML, Algorithms"
"HessianKit is a Framework for Objective-C 2.0 to allow applications for Mac OS X 10.5, and iPhone 2.0 or later to communicate with Hessian web services. The main goals; Be compliant and forgiving, seamless Objective-C experience, and avoid glue-code.HessianKit is a Framework for Objective-C 2.0 to allow applications for Mac OS X 10.5, and iPhone 2.0 or later to communicate with Hessian web services. The main goals; Be compliant and forgiving, seamless Objective-C experience, and avoid glue-code.","Categories
Data Formats, Frameworks, Object Oriented, Object Brokering, Web Services"
"libaws is a C++ library that allows to communicate with Amazon Web Services. Currently supported are Amazon S3, SQS, and SDB.libaws is a C++ library that allows to communicate with Amazon Web Services. Currently supported are Amazon S3, SQS, and SDB.","Categories
Web Services"
"NOTE: Zorba is now hosted on Launchpad. Please visit our project homepage (http://zorba.28.io) or our Launchpad page (https://github.com/28msec/zorba) for the latest news and information!

Zorba is a general purpose XQuery processor implementing in C++ the W3C family of specifications. It is not an XML database. The query processor has been designed to be embeddable in a variety of environments.NOTE: Zorba is now hosted on Launchpad. Please visit our project homepage (http://zorba.28.io) or our Launchpad page (https://github.com/28msec/zorba) for the latest news and information!

Zorba is a general purpose XQuery processor implementing in C++ the W3C family of specifications. It is not an XML database. The query processor has been designed to be embeddable in a variety of environments.","Categories
XML, Front-Ends"
CoDec is a Java package for encoding and decoding ASN.1 data structures. CoDec supports the Basic Encoding Rules (BER) as well as the Distinguished Encoding Rules (DER) and provides a library with data structures for many cryptographic standards.CoDec is a Java package for encoding and decoding ASN.1 data structures. CoDec supports the Basic Encoding Rules (BER) as well as the Distinguished Encoding Rules (DER) and provides a library with data structures for many cryptographic standards.,"Categories
Data Formats, Cryptography"
WinS3fs is a filesystem for Windows allowing access to Amazon S3 Storage. It implements a local virtual SMB server \\s3 to allow access to Amazon S3 bucketsWinS3fs is a filesystem for Windows allowing access to Amazon S3 Storage. It implements a local virtual SMB server \\s3 to allow access to Amazon S3 buckets,"Categories
Networking, File Systems, Web Services"
"Twitux it's a free and open source GTK+ application for Twitter.com. you can: Send status, View friend status and see what they are doing , Send direct messages to your Twitter friends, GUI notificactions when a friend update their status.. and more :)Twitux it's a free and open source GTK+ application for Twitter.com. you can: Send status, View friend status and see what they are doing , Send direct messages to your Twitter friends, GUI notificactions when a friend update their status.. and more :)","Categories
XML, Chat, GNOME"
Converts files from Garmin(R)'s IMG file format to GMAPI file format.Converts files from Garmin(R)'s IMG file format to GMAPI file format.,"Categories
Data Formats, GPS"
"RSS Builder is an easy to use program for creating and publishing news feeds and podcasts. You can use local RSS files, but there is also an option to edit the RSS feeds on your web site without keeping a local copy.RSS Builder is an easy to use program for creating and publishing news feeds and podcasts. You can use local RSS files, but there is also an option to edit the RSS feeds on your web site without keeping a local copy.","Categories
RSS, WWW/HTTP"
