Description,Category
"The aim of the project is to develop an open source iSCSI target with professional features, works well in enterprise environment under real workload, and is scalable and versatile enough to meet the challenge of future storage needs and developements.The aim of the project is to develop an open source iSCSI target with professional features, works well in enterprise environment under real workload, and is scalable and versatile enough to meet the challenge of future storage needs and developements.","Categories
Software Development, Backup, Networking, Hardware Drivers, Clustering, Scientific/Engineering"
PGRFileManager is a free (MIT license) ajax-based file manager you can use standalone or with FCKEditor & CKEditorPGRFileManager is a free (MIT license) ajax-based file manager you can use standalone or with FCKEditor & CKEditor,"Categories
Software Development, File Managers"
Bootleggers is an open source ROM with the intention of bring you the best and useful features and apps to make you feel like 家.Bootleggers is an open source ROM with the intention of bring you the best and useful features and apps to make you feel like 家.,"Categories
ROMs"
"LibreOffice is a free and powerful office suite. Word processor, spreadsheet, presentations, diagrams, databases, formula editors, charts, and more. Compatible with Windows, Mac, and Linux.License
GNU General Public License version 3.0 (GPLv3)","Categories
OS distribution, Live CD"
"Define some filters to apply to a list of files, which can be in multiple folders, to rename the whole list at once. It checks the file names, integrates in the Shell (via Explorer context menu), supports regular expressions, ID3 tags, and much more.

Moved to GitHub https://github.com/wernight/renameit/Define some filters to apply to a list of files, which can be in multiple folders, to rename the whole list at once. It checks the file names, integrates in the Shell (via Explorer context menu), supports regular expressions, ID3 tags, and much more.

Moved to GitHub https://github.com/wernight/renameit/","Categories
Window Managers, System"
This is an attempt to supply editor keyboard macro facilities that are missing from the Eclipse IDE.This is an attempt to supply editor keyboard macro facilities that are missing from the Eclipse IDE.,"Categories
Integrated Development Environments (IDE), Macros"
An emulator for Gameboy and GameboyAdvance systems.An emulator for Gameboy and GameboyAdvance systems.,"Categories
Games/Entertainment, Emulators"
Startup Manager is a program that provides you the possibility to manage the Windows startup procedure. It offers you the possibility to control which programs automatically start up and more.Startup Manager is a program that provides you the possibility to manage the Windows startup procedure. It offers you the possibility to control which programs automatically start up and more.,"Categories
Systems Administration, Boot"
Netatalk is a freely-available Open Source AFP fileserver. A *NIX/*BSD system running Netatalk is capable of serving many Macintosh clients simultaneously as an AppleShare file server (AFP).Netatalk is a freely-available Open Source AFP fileserver. A *NIX/*BSD system running Netatalk is capable of serving many Macintosh clients simultaneously as an AppleShare file server (AFP).,"Categories
Networking"
"Fast and user-friendly free tool for drivers's backup, restoration and removal with command line options, automatic restoration from CD\DVD and path formatting. DriverBackup! includes also an interactive command line builder.Fast and user-friendly free tool for drivers's backup, restoration and removal with command line options, automatic restoration from CD\DVD and path formatting. DriverBackup! includes also an interactive command line builder.","Categories
Backup, Installation/Setup, Hardware Drivers"
"Welcome to CROWZ, formerly Zephyr!

Featuring 64-bit Devuan base isos. / Calamares Installer

CROWZ is an operating system based on Devuan 4.0 Chimaera release. Consisting of a minimal compilation of applications and tools. Overall the ethos of CROWZ is simplicity.

Web browser, file manager, image viewer, torrent client, terminal emulator, pdf viewer, audio and video player, text editor, and a few other essential applications.

The crowz-welcome screen compliments the install with an easy to use terminal program to update and install additional applications.

Fluxbox, JWM, and Openbox are fully customizable Wms, light on resources, fast, stable, each with a full-featured desktop experience.

This program is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See GNU General Public License for more details

Thanks to myworldlinux video presentationWelcome to CROWZ, formerly Zephyr!

Featuring 64-bit Devuan base isos. / Calamares Installer

CROWZ is an operating system based on Devuan 4.0 Chimaera release. Consisting of a minimal compilation of applications and tools. Overall the ethos of CROWZ is simplicity.

Web browser, file manager, image viewer, torrent client, terminal emulator, pdf viewer, audio and video player, text editor, and a few other essential applications.

The crowz-welcome screen compliments the install with an easy to use terminal program to update and install additional applications.

Fluxbox, JWM, and Openbox are fully customizable Wms, light on resources, fast, stable, each with a full-featured desktop experience.

This program is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE. See GNU General Public License for more details

Thanks to myworldlinux video presentation","Categories
OS distribution, Live CD, PDF Readers"
