Description,Category
OpenVRML is a cross-platform VRML and X3D browser and C++ runtime library.OpenVRML is a cross-platform VRML and X3D browser and C++ runtime library.,"Categories
GNOME, Browsers, 3D Rendering"
A minimalist application to provide clipboard buffering for OS X.A minimalist application to provide clipboard buffering for OS X.,"Categories
Desktop Environment"
"Q4OS is a fast and friendly, desktop oriented operating system based on Debian Linux. It deploys Plasma, optionally Trinity, as desktop environment on top of Debian Linux rock stable base.

The goal is to provide long-term supported system with a special emphasis on security. This is exactly what Debian base guarantees. We prefer the Debian development model to keep the core system as immutable as possible. It results in a reliable and stable system that you can definitely rely on.

Thanks to unique Q4OS tools a user can rather easily achieve setup of a fitted system eliminating superfluous packages and libraries. Therefore Q4OS performs faster and more efficient, doesn't exploit memory and computing resources with useless tasks and processes.

Another exclusive Q4OS feature is an optimized support for setting up Trinity desktop environment alongside the default Plasma desktop. Installed side by side, carefully separated, both ready to run as needed. Just select one at login.Q4OS is a fast and friendly, desktop oriented operating system based on Debian Linux. It deploys Plasma, optionally Trinity, as desktop environment on top of Debian Linux rock stable base.

The goal is to provide long-term supported system with a special emphasis on security. This is exactly what Debian base guarantees. We prefer the Debian development model to keep the core system as immutable as possible. It results in a reliable and stable system that you can definitely rely on.

Thanks to unique Q4OS tools a user can rather easily achieve setup of a fitted system eliminating superfluous packages and libraries. Therefore Q4OS performs faster and more efficient, doesn't exploit memory and computing resources with useless tasks and processes.

Another exclusive Q4OS feature is an optimized support for setting up Trinity desktop environment alongside the default Plasma desktop. Installed side by side, carefully separated, both ready to run as needed. Just select one at login.","Categories
Desktop Environment"
We develop 2 artful digital font-families called “Linux Libertine” (serif font) and “Biolinum” (sans-serif). Both elegant good-readable Unicode fonts for daily & professional use (see OpenType & WOFF). Break the monotony of (c) W*ndows Fonts!We develop 2 artful digital font-families called “Linux Libertine” (serif font) and “Biolinum” (sans-serif). Both elegant good-readable Unicode fonts for daily & professional use (see OpenType & WOFF). Break the monotony of (c) W*ndows Fonts!,"Categories
Fonts"
"GnuCash is a personal and small-business finance manager with a check-book like register GUI to enter and track bank accounts, stocks, income and expenses. GnuCash is designed to be simple and easy to use but still based on formal accounting principles.GnuCash is a personal and small-business finance manager with a check-book like register GUI to enter and track bank accounts, stocks, income and expenses. GnuCash is designed to be simple and easy to use but still based on formal accounting principles.","Categories
Accounting, GNOME, Personal Finance"
This is the GTK+2 Runtime Environment Installer for Windows. It includes all of the files required to run GTK+2 applications on Windows. Some support tools are also available.This is the GTK+2 Runtime Environment Installer for Windows. It includes all of the files required to run GTK+2 applications on Windows. Some support tools are also available.,"Categories
Desktop Environment, Libraries"
"This tool imitates the 7.1 to binaural sound effect of many surround virtualizations by making use of Equalizer APO's convolution filter. Available are impulse response that were recorded with activated...

– Dolby Atmos Headphone
– CMSS-3D
– SBX Pro Studio Surround (also found in BlasterX Acoustic Engine & THX TruStudio Pro)
– Dolby Headphone
– Sennheiser GSX Binaural 7.1
– DTS Headphone:X
– Windows Sonic Headphone
– Dolby Home Theater v4 Headphone Surround Virtualizer
– Razer Surround
– Out Of Your Head
– Flux HEar V3
– OpenAL and DirectSound3D HRTFs
– Waves Nx
– and many more!

Visit the wiki for more information on how it works and how to set up: https://sourceforge.net/p/hesuvi/wiki/Help/
A little demonstration video can be found here: https://www.youtube.com/watch?v=WlqpG2euh50
Equalizer APO by Jonas Thedering has to be installed first: https://equalizerapo.sourceforge.ioThis tool imitates the 7.1 to binaural sound effect of many surround virtualizations by making use of Equalizer APO's convolution filter. Available are impulse response that were recorded with activated...

– Dolby Atmos Headphone
– CMSS-3D
– SBX Pro Studio Surround (also found in BlasterX Acoustic Engine & THX TruStudio Pro)
– Dolby Headphone
– Sennheiser GSX Binaural 7.1
– DTS Headphone:X
– Windows Sonic Headphone
– Dolby Home Theater v4 Headphone Surround Virtualizer
– Razer Surround
– Out Of Your Head
– Flux HEar V3
– OpenAL and DirectSound3D HRTFs
– Waves Nx
– and many more!

Visit the wiki for more information on how it works and how to set up: https://sourceforge.net/p/hesuvi/wiki/Help/
A little demonstration video can be found here: https://www.youtube.com/watch?v=WlqpG2euh50
Equalizer APO by Jonas Thedering has to be installed first: https://equalizerapo.sourceforge.io","Categories
Desktop Environment, Sound/Audio"
Matroska is an open standard audio/video container format. Visit our homepage at http://www.matroska.orgMatroska is an open standard audio/video container format. Visit our homepage at http://www.matroska.org,"Categories
File Sharing, GNOME, Graphics, Video Capture, Sound/Audio"
Fluxbox is a X11 windowmanager build for speed and flexibility.Fluxbox is a X11 windowmanager build for speed and flexibility.,"Categories
Window Managers"
"This program belongs to class ""Clipboard Manager"". It captures many clipboard objects and allows user to select and paste one in any program. Inspired by analogs: ClipDiary, Ditto, AceText. Main priorities: usability, compatibility, reliability.
Requires .Net Framework 4.52+ (Windows Vista+/Server 2008+)This program belongs to class ""Clipboard Manager"". It captures many clipboard objects and allows user to select and paste one in any program. Inspired by analogs: ClipDiary, Ditto, AceText. Main priorities: usability, compatibility, reliability.
Requires .Net Framework 4.52+ (Windows Vista+/Server 2008+)","Categories
Desktop Environment, Usability, Clipboard Managers"
SharpEnviro is a GPL (Copyleft) Windows Shell Replacement created in Delphi.SharpEnviro is a GPL (Copyleft) Windows Shell Replacement created in Delphi.,"Categories
Desktop Environment, System Shells"
